id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim
d_main_09af_01_14,d_main_09af_01,Speech,yulha,yulha,Locale_MainScenario:d_main_09af_01_14,True,,L_130,L_130,1.0,,,1,idle,,,3,idle,,13,idle,,,15,idle,,,5,idle,,7,idle
d_main_09af_01_15,d_main_09af_01,Speech,rapi,rapi,Locale_MainScenario:d_main_09af_01_15,True,,30,30,1.0,,,1,idle,,,3,idle,,13,idle,,,15,idle,,,5,idle,,7,idle
d_main_09af_01_16,d_main_09af_01,Speech,yulha,yulha,Locale_MainScenario:d_main_09af_01_16,True,,L_130,L_130,1.0,,,1,idle,,,3,idle,,13,angry,,,15,idle,,,5,idle,,7,idle
d_main_09af_01_17,d_main_09af_01,Speech,yulha,yulha,Locale_MainScenario:d_main_09af_01_17,True,,L_130,L_130,1.0,,,1,idle,,,3,idle,,13,angry,,,15,idle,,,5,idle,,7,idle
d_main_09af_01_18,d_main_09af_01,Speech,yulha,yulha,Locale_MainScenario:d_main_09af_01_18,True,,L_130,L_1300,1.0,,,1,idle,,,3,idle,,13,angry,,,15,idle,,,5,idle,,7,idle
d_main_09af_01_19,d_main_09af_01,Speech,yulha,yulha,Locale_MainScenario:d_main_09af_01_19,True,,L_1300,L_1300,1.0,,,1,idle,,,3,idle,,13,angry,,,15,idle,,,5,idle,,7,idle
d_main_09af_01_20,d_main_09af_01,Speech,anis,anis,Locale_MainScenario:d_main_09af_01_20,False,,500,500,1.0,,,1,idle,,,3,idle,,13,angry,,,15,idle,,,5,pain,,7,idle
d_main_09af_01_21,d_main_09af_01,Speech,yulha,yulha,Locale_MainScenario:d_main_09af_01_21,True,,L_1300,L_1300,1.0,,,1,idle,,,3,idle,,13,idle,,,15,idle,,,5,pain,,7,idle
d_main_09af_01_22,d_main_09af_01,Speech,yulha,yulha,Locale_MainScenario:d_main_09af_01_22,True,,L_1300,L_1300,1.0,,,1,idle,,,3,idle,,13,idle,,,15,idle,,,5,pain,,7,idle
d_main_09af_01_23,d_main_09af_01,Speech,yulha,yulha,Locale_MainScenario:d_main_09af_01_23,True,,L_1300,L_1300,1.0,,,1,idle,,,3,idle,,13,idle,,,15,idle,,,5,pain,,7,idle
d_main_09af_01_24,d_main_09af_01,Speech,anis,anis,Locale_MainScenario:d_main_09af_01_24,True,,L_1300,75,1.0,,,1,idle,,,3,idle,,13,idle,,,15,idle,,,5,no,,7,no
d_main_09af_01_25,d_main_09af_01,Speech,neon,neon,Locale_MainScenario:d_main_09af_01_25,True,,75,75,1.0,,,1,idle,,,3,idle,,13,idle,,,15,idle,,,5,no,,7,no
d_main_09af_01_26,d_main_09af_01,Speech,privaty,privaty,Locale_MainScenario:d_main_09af_01_26,True,,75,31,1.0,,,1,idle,,,3,idle,,13,idle,,,15,idle,,,5,no,,7,no
d_main_09af_01_27,d_main_09af_01,Speech,rapi,rapi,Locale_MainScenario:d_main_09af_01_27,True,,31,31,1.0,,,1,idle,,,3,idle,,13,idle,,,15,idle,,,5,idle,,7,idle
d_main_09af_01_28,d_main_09af_01,Speech,rapi,rapi,Locale_MainScenario:d_main_09af_01_28,True,,31,31,1.0,,,1,idle,,,3,idle,,13,idle,,,15,idle,,,5,idle,,7,idle
d_main_09af_01_29,d_main_09af_01,Speech,privaty,privaty,Locale_MainScenario:d_main_09af_01_29,False,,31,31,1.0,,,1,angry,,,3,idle,,13,idle,,,15,idle,,,5,idle,,7,idle
d_main_09af_01_30,d_main_09af_01,Speech,admi,admi,Locale_MainScenario:d_main_09af_01_30,True,,31,XS_150,1.0,,,1,idle,,,3,idle,,13,idle,,,15,idle,,,5,idle,,7,idle
d_main_09af_01_31,d_main_09af_01,Speech,admi,admi,Locale_MainScenario:d_main_09af_01_31,True,,XS_150,XS_150,1.0,,,1,idle,,,3,idle,,13,idle,,,15,idle,,,5,idle,,7,idle
d_main_09af_01_32,d_main_09af_01,Speech,privaty,privaty,Locale_MainScenario:d_main_09af_01_32,True,,S_10,S_10,1.0,,,1,delight,,,3,idle,,13,idle,,,15,idle,,,5,idle,,7,idle
d_main_09af_01_33,d_main_09af_01,Speech,privaty,privaty,Locale_MainScenario:d_main_09af_01_33,True,,S_10,S_10,1.0,,,1,delight,,,3,idle,,13,idle,,,15,idle,,,5,idle,,7,idle
d_main_09af_01_34,d_main_09af_01,Speech,rapi,rapi,Locale_MainScenario:d_main_09af_01_34,True,,30,30,1.0,,,1,delight,,,3,idle,,13,idle,,,15,idle,,,5,idle,,7,idle
d_main_09af_01_35,d_main_09af_01,Speech,privaty,privaty,Locale_MainScenario:d_main_09af_01_35,True,,S_10,S_10,1.0,,,1,delight,,,3,idle,,13,idle,,,15,idle,,,5,idle,,7,idle
d_main_09af_01_36,d_main_09af_01,Speech,admi,admi,Locale_MainScenario:d_main_09af_01_36,True,,S_10,XS_150,1.0,,,1,delight,,,3,idle,,13,idle,,,15,idle,,,5,idle,,7,idle
d_main_09af_01_37,d_main_09af_01,Speech,privaty,privaty,Locale_MainScenario:d_main_09af_01_37,False,,S_100,S_100,1.0,,,1,shy,,,3,idle,,13,idle,,,15,idle,,,5,idle,,7,idle
d_main_09af_01_38,d_main_09af_01,Speech,privaty,privaty,Locale_MainScenario:d_main_09af_01_38,True,,S_100,S_10,1.0,,,1,delight,,,3,idle,,13,idle,,,15,idle,,,5,idle,,7,idle
d_main_09af_01_39,d_main_09af_01,Speech,yulha,yulha,Locale_MainScenario:d_main_09af_01_39,True,,S_10,113,1.0,,,1,delight,,,3,idle,,13,pain,,,15,idle,,,5,idle,,7,idle
d_main_09af_01_40,d_main_09af_01,Speech,privaty,privaty,Locale_MainScenario:d_main_09af_01_40,True,,113,113,1.0,,,1,shy,,,3,idle,,13,pain,,,15,idle,,,5,idle,,7,idle
d_main_09af_01_41,d_main_09af_01,Speech,privaty,privaty,Locale_MainScenario:d_main_09af_01_41,True,,113,S_10,1.0,,,1,sad,,,3,idle,,13,pain,,,15,idle,,,5,idle,,7,idle
d_main_09af_01_42,d_main_09af_01,Speech,privaty,privaty,Locale_MainScenario:d_main_09af_01_42,True,,S_10,S_10,1.0,,,1,sad,,,3,idle,,13,pain,,,15,idle,,,5,idle,,7,idle
d_main_09af_01_43,d_main_09af_01,Speech,privaty,privaty,Locale_MainScenario:d_main_09af_01_43,True,,S_10,S_100,0.5,,,1,angry,,,3,idle,,13,pain,,,15,idle,,,5,idle,,7,idle
d_main_09af_01_44,d_main_09af_01,Speech,privaty,privaty,Locale_MainScenario:d_main_09af_01_44,True,,S_100,S_100,1.0,,,1,delight,,,3,idle,,13,pain,,,15,idle,,,5,idle,,7,idle
d_main_09af_01_45,d_main_09af_01,Speech,yulha,yulha,Locale_MainScenario:d_main_09af_01_45,True,,S_100,1315,1.0,,,1,delight,,,3,idle,,13,angry,,,15,idle,,,5,idle,,7,idle
d_main_09af_01_46,d_main_09af_01,Speech,yulha,yulha,Locale_MainScenario:d_main_09af_01_46,True,,1315,1315,1.0,,,1,delight,,,3,idle,,13,angry,,,15,idle,,,5,idle,,7,idle
d_main_09af_01_47,d_main_09af_01,Speech,admi,admi,Locale_MainScenario:d_main_09af_01_47,True,,1315,1315,1.0,,,1,delight,,,3,idle,,13,idle,,,15,idle,,,5,idle,,7,idle
d_main_09af_01_48,d_main_09af_01,Speech,yulha,yulha,Locale_MainScenario:d_main_09af_01_48,True,,1315,1315,1.0,,,1,delight,,,3,idle,,13,idle,,,15,idle,,,5,idle,,7,idle
d_main_09af_01_49,d_main_09af_01,Speech,privaty,privaty,Locale_MainScenario:d_main_09af_01_49,True,,1315,S_10,1.0,,,1,sad,,,3,idle,,13,idle,,,15,idle,,,5,idle,,7,idle
d_main_09af_01_50,d_main_09af_01,Speech,privaty,privaty,Locale_MainScenario:d_main_09af_01_50,True,,S_10,S_10,1.0,,,1,sad,,,3,idle,,13,idle,,,15,idle,,,5,idle,,7,idle
d_main_09af_01_51,d_main_09af_01,Narration,privaty,Narration,Locale_MainScenario:d_main_09af_01_51,False,,S_10,S_10,1.0,,,1,sad,privaty,,3,idle,,13,idle,yulha,,15,idle,admi,,5,idle,,7,idle
d_main_09af_01_52,d_main_09af_01,Speech,anis,anis,Locale_MainScenario:d_main_09af_01_52,True,,S_10,53,1.0,,,,,,,3,idle,,,,,,,,,,5,angry,,7,idle
d_main_09af_01_53,d_main_09af_01,Speech,rapi,rapi,Locale_MainScenario:d_main_09af_01_53,True,,53,53,1.0,,,,,,,3,idle,,,,,,,,,,5,angry,,7,idle
d_main_09af_01_54,d_main_09af_01,Speech,anis,anis,Locale_MainScenario:d_main_09af_01_54,True,,53,53,1.0,,,,,,,3,idle,,,,,,,,,,5,worry,,7,idle
d_main_09af_01_55,d_main_09af_01,Speech,rapi,rapi,Locale_MainScenario:d_main_09af_01_55,True,,53,53,1.0,,,,,,,3,idle,,,,,,,,,,5,worry,,7,idle
d_main_09af_01_56,d_main_09af_01,Speech,anis,anis,Locale_MainScenario:d_main_09af_01_56,True,,53,53,1.0,,,,,,,3,idle,,,,,,,,,,5,worry,,7,idle
d_main_09af_01_57,d_main_09af_01,Speech,rapi,rapi,Locale_MainScenario:d_main_09af_01_57,True,,53,53,1.0,,,,,,,3,idle,,,,,,,,,,5,worry,,7,idle
d_main_09af_01_58,d_main_09af_01,Monologue,,,Locale_MainScenario:d_main_09af_01_58,False,,black,black,1.0,,,,,,,3,idle,,,,,,,,,,5,worry,,7,idle
d_main_09af_01_59,d_main_09af_01,Monologue,,,Locale_MainScenario:d_main_09af_01_59,False,,black,black,1.0,,,,,,,3,idle,,,,,,,,,,5,worry,,7,idle
