id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/2/hide_char_id,characters/0/hide_char_id
d_main_25_04_16,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_16,True,,3,think,,1,idle,,13,idle,,30,30,1.0,,burningum,burningum,,
d_main_25_04_17,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_17,True,,3,think,,1,idle,,13,idle,,30,30,1.0,,burningum,burningum,,
d_main_25_04_18,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_18,True,,3,idle,,1,idle,,13,angry,,XL_130,XL_130,1.0,,doban,doban,,
d_main_25_04_19,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_19,True,,3,idle,,1,idle,,13,angry,,L_10,L_10,1.0,,andersen,andersen,,
d_main_25_04_20,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_20,True,,3,idle,,1,idle,,13,idle,,L_10,L_10,1.0,,andersen,andersen,,
d_main_25_04_21,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_21,True,,3,idle,,1,delight,,13,idle,,L_10,L_10,1.0,,andersen,andersen,,
d_main_25_04_22,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_22,True,,3,idle,,1,idle,,13,idle,,L_10,L_10,1.0,,andersen,andersen,,
d_main_25_04_23,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_23,True,,3,idle,,1,idle,,13,idle,,L_10,XL_130,1.0,,doban,doban,,
d_main_25_04_24,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_24,True,,3,idle,,1,idle,,13,idle,,XL_130,XL_130,1.0,,doban,doban,,
d_main_25_04_25,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_25,True,,3,idle,,1,angry,,13,idle,,XL_130,12,1.0,,andersen,andersen,,
d_main_25_04_26,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_26,True,,3,idle,,1,angry,,13,idle,,12,12,1.0,,doban,doban,,
d_main_25_04_27,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_27,True,,3,idle,,1,angry,,13,idle,,12,12,1.0,,andersen,andersen,,
d_main_25_04_28,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_28,True,,3,idle,,1,angry,,13,idle,,12,12,1.0,,andersen,andersen,,
d_main_25_04_29,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_29,True,,3,idle,,1,angry,,13,idle,,12,12,1.0,,doban,doban,,
d_main_25_04_30,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_30,True,,3,idle,,1,angry,,13,idle,,12,12,1.0,,andersen,andersen,,
d_main_25_04_31,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_31,True,,3,idle,,1,angry,,13,idle,,12,12,1.0,,doban,doban,,
d_main_25_04_32,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_32,True,,3,idle,,1,angry,,13,idle,,30,30,1.0,,burningum,burningum,,
d_main_25_04_33,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_33,True,,3,idle,,1,angry,,13,idle,,XL_130,XL_130,1.0,,doban,doban,,
d_main_25_04_34,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_34,True,,3,surprise,,1,surprise,,13,idle,,30,30,1.0,,burningum,burningum,,
d_main_25_04_35,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_35,True,,3,surprise,,1,angry,,13,idle,,XL_130,XL_130,1.0,,doban,doban,,
d_main_25_04_36,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_36,True,,3,surprise,,1,angry,,13,idle,,XL_130,XL_130,1.0,,doban,doban,,
d_main_25_04_37,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_37,True,,3,surprise,,1,angry,,13,idle,,XL_130,XL_130,1.0,,doban,doban,,
d_main_25_04_38,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_38,True,,3,surprise,,1,angry,,13,idle,,30,30,1.0,,burningum,burningum,,
d_main_25_04_39,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_39,True,,3,surprise,,1,angry,,13,idle,,30,30,1.0,,burningum,burningum,,
d_main_25_04_40,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_40,True,,3,surprise,,1,angry,,13,idle,,XL_130,XL_1300,1.0,,doban,doban,,
d_main_25_04_41,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_41,True,,3,surprise,,1,angry,,13,idle,,XL_1300,XL_1300,1.0,,doban,doban,,
d_main_25_04_42,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_42,True,,3,surprise,,1,angry,,13,idle,,XL_1300,XL_1300,1.0,,doban,doban,,
d_main_25_04_43,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_43,True,,3,surprise,,1,angry,,13,idle,,XL_1300,XL_1300,1.0,,doban,doban,,
d_main_25_04_44,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_44,True,,3,surprise,,1,angry,,13,idle,,XL_1300,XL_1300,1.0,,doban,doban,,
d_main_25_04_45,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_45,True,,3,think,,1,angry,,13,idle,,30,300,2.0,,burningum,burningum,,
d_main_25_04_46,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_46,True,,3,idle,,1,angry,,13,idle,,300,300,1.0,,burningum,burningum,,
d_main_25_04_47,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_47,True,,3,idle,,1,angry,,13,idle,,300,300,1.0,,burningum,burningum,,
d_main_25_04_48,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_48,True,,3,idle,,1,angry,,13,idle,,300,300,1.0,,burningum,burningum,,
d_main_25_04_49,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_49,True,,3,idle,,1,angry,,13,idle,,300,300,1.0,,burningum,burningum,,
d_main_25_04_50,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_50,True,,3,idle,,1,angry,,13,idle,,300,300,1.0,,doban,doban,,
d_main_25_04_51,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_51,True,,3,idle,,1,angry,,13,idle,,300,30,1.0,,burningum,burningum,,
d_main_25_04_52,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_52,True,,3,idle,,1,angry,,13,angry,,XL_1300,XL_130,1.0,,doban,doban,,
d_main_25_04_53,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_53,True,,3,idle,,1,angry,,13,angry,,XL_130,XL_130,1.0,,doban,doban,,
d_main_25_04_54,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_54,True,,3,idle,,1,angry,,13,angry,,30,30,1.0,,burningum,burningum,,
d_main_25_04_55,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_55,True,,3,idle,,1,angry,,13,idle,,30,30,1.0,,burningum,burningum,,
d_main_25_04_56,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_56,True,,3,idle,,1,angry,,13,idle,,XL_130,XL_130,1.0,,doban,doban,,
d_main_25_04_57,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_57,True,,3,idle,,1,angry,,13,idle,,XL_130,XL_130,1.0,,doban,doban,,
d_main_25_04_58,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_58,True,,3,idle,,1,angry,,13,angry,,XL_130,XL_130,1.0,,doban,doban,,
d_main_25_04_59,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_59,True,,3,idle,,1,angry,,13,idle,,30,30,1.0,,burningum,burningum,,
d_main_25_04_60,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_60,True,,3,idle,,1,angry,,13,idle,,30,30,1.0,,burningum,burningum,,
d_main_25_04_61,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_61,True,,3,idle,,1,angry,,13,idle,,XL_130,XL_130,1.0,,doban,doban,,
d_main_25_04_62,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_62,True,,3,idle,,1,angry,,13,idle,,30,30,1.0,,burningum,burningum,,
d_main_25_04_63,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_63,False,,3,idle,,1,angry,,13,idle,,XL_130,XL_130,1.0,,doban,doban,,
d_main_25_04_64,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_64,True,,3,idle,,1,idle,,13,idle,,XL_130,12,1.0,,andersen,andersen,,
d_main_25_04_65,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_65,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,doban,doban,,
d_main_25_04_66,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_66,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,doban,doban,,
d_main_25_04_67,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_67,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,andersen,andersen,,
d_main_25_04_68,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_68,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,andersen,andersen,,
d_main_25_04_69,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_69,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,andersen,andersen,,
d_main_25_04_70,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_70,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,andersen,andersen,,
d_main_25_04_71,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_71,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,andersen,andersen,,
d_main_25_04_72,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_72,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,doban,doban,,
d_main_25_04_73,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_73,True,,3,idle,,1,think,,13,idle,,12,12,1.0,,andersen,andersen,,
d_main_25_04_74,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_74,True,,3,idle,,1,angry,,13,angry,,12,12,1.0,,doban,doban,,
d_main_25_04_75,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_75,True,,3,idle,,1,angry,,13,angry,,12,L_10,1.0,,andersen,andersen,,
d_main_25_04_76,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_76,True,,3,idle,,1,angry,,13,idle,,L_10,L_10,1.0,,andersen,andersen,,
d_main_25_04_77,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_77,True,,3,idle,,1,angry,,13,idle,,L_10,L_10,1.0,,andersen,andersen,,
d_main_25_04_78,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_78,False,,3,idle,,1,angry,,13,idle,,L_10,L_10,1.0,,doban,doban,,
d_main_25_04_79,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_79,True,,3,idle,,1,angry,,13,idle,,L_10,L_100,1.0,,andersen,andersen,,
d_main_25_04_80,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_80,True,,3,idle,,1,angry,,13,idle,,L_100,L_100,1.0,,andersen,andersen,,
d_main_25_04_81,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_81,True,,3,idle,,1,angry,,13,idle,,L_100,L_100,1.0,,andersen,andersen,,
d_main_25_04_82,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_82,True,,3,idle,,1,angry,,13,idle,,L_100,L_100,1.0,,andersen,andersen,,
d_main_25_04_83,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_83,True,,3,idle,,1,angry,,13,idle,,L_100,L_100,1.0,,andersen,andersen,,
d_main_25_04_84,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_84,True,,3,idle,,1,angry,,13,idle,,L_100,L_10,1.0,,andersen,andersen,,
d_main_25_04_85,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_85,True,,3,idle,,1,angry,,13,idle,,L_10,L_10,1.0,,andersen,andersen,,
d_main_25_04_86,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_86,False,,3,idle,,1,angry,,13,idle,,L_10,XL_130,1.0,,doban,doban,,
d_main_25_04_87,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_87,True,,3,idle,,1,angry,,13,idle,,XL_130,XL_130,1.0,,doban,doban,,
d_main_25_04_88,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_88,True,,3,idle,,1,angry,,13,idle,,XL_130,XL_130,1.0,,doban,doban,,
d_main_25_04_89,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_89,True,,3,idle,,1,angry,,13,idle,,30,30,1.0,,burningum,burningum,,
d_main_25_04_90,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_90,True,,3,idle,,1,angry,,13,idle,,black,black,1.0,,doban,doban,,
d_main_25_04_91,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_91,True,,3,idle,,1,angry,,13,idle,,XL_130,XL_130,1.0,,doban,doban,,
d_main_25_04_92,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_92,True,,3,idle,,1,angry,,13,idle,,XL_130,XL_130,1.0,,doban,doban,,
d_main_25_04_93,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_93,True,,3,idle,,1,angry,,13,idle,,XL_130,XL_130,1.0,,doban,doban,,
d_main_25_04_94,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_94,True,,3,idle,,1,surprise,,13,idle,,XL_130,12,1.0,,andersen,andersen,,
d_main_25_04_95,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_95,True,,3,idle,,1,surprise,,13,idle,,12,12,1.0,,doban,doban,,
d_main_25_04_96,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_96,True,,3,idle,,1,angry,,13,idle,,12,2,2.0,,burningum,burningum,,
d_main_25_04_97,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_97,False,,3,idle,,1,angry,,13,idle,,2,2,1.0,,andersen,andersen,,
d_main_25_04_98,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_98,True,,3,idle,,1,angry,,13,idle,,XL_130,XL_130,1.0,,doban,doban,,
d_main_25_04_99,d_main_25_04,Narration,Locale_MainScenario:d_main_25_04_99,False,,3,idle,,1,angry,,13,idle,,XL_130,2,2.0,,,,doban,
d_main_25_04_100,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_100,False,,3,idle,,1,think,,,,,2,2,1.0,,andersen,andersen,,
d_main_25_04_101,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_101,True,,3,idle,,1,think,,,,,2,2,1.0,,burningum,burningum,,
d_main_25_04_102,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_102,True,,3,idle,,1,angry,,,,,2,2,1.0,,andersen,andersen,,
d_main_25_04_103,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_103,True,,3,idle,,1,angry,,,,,2,2,1.0,,andersen,andersen,,
d_main_25_04_104,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_104,True,,3,surprise,,1,angry,,,,,2,L_10,1.0,,burningum,burningum,,
d_main_25_04_105,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_105,True,,3,surprise,,1,angry,,,,,L_10,L_10,1.0,,andersen,andersen,,
d_main_25_04_106,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_106,True,,3,think,,1,angry,,,,,L_10,30,2.0,,burningum,burningum,,
d_main_25_04_107,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_107,True,,3,think,,1,angry,,,,,30,30,1.0,,burningum,burningum,,
d_main_25_04_108,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_108,True,,3,think,,1,angry,,,,,30,30,1.0,,burningum,burningum,,
d_main_25_04_109,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_109,True,,3,think,,1,angry,,,,,30,30,1.0,,burningum,burningum,,
d_main_25_04_110,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_110,True,,3,idle,,1,think,,,,,30,2,1.0,,andersen,andersen,,
d_main_25_04_111,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_111,True,,3,idle,,1,think,,,,,2,2,1.0,,burningum,burningum,,
d_main_25_04_112,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_112,True,,3,idle,,1,idle,,,,,2,2,1.0,,andersen,andersen,,
d_main_25_04_113,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_113,True,,3,delight,,1,idle,,,,,2,2,1.0,,burningum,burningum,,
d_main_25_04_114,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_114,True,,3,idle,,1,idle,,,,,2,2,1.0,,burningum,burningum,,
d_main_25_04_115,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_115,True,,3,idle,,1,idle,,,,,2,2,1.0,,burningum,burningum,,
d_main_25_04_116,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_116,True,,3,idle,,1,idle,,,,,2,2,1.0,,andersen,andersen,,
d_main_25_04_117,d_main_25_04,Narration,Locale_MainScenario:d_main_25_04_117,False,,3,idle,,1,idle,,,,,2,1,2.0,,andersen,,,burningum
d_main_25_04_118,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_118,False,,,,,1,angry,,,,,1,L_10,1.0,,andersen,andersen,,
d_main_25_04_119,d_main_25_04,Speech,Locale_MainScenario:d_main_25_04_119,True,,,,,1,think,,,,,L_10,L_10,1.0,,andersen,andersen,,
