id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,highlight,speaker,set_camera_shake,characters/0/hide_char_id
d_ex_hotel_08_41,d_ex_hotel_08,Narration,Locale_SuddenStory:d_ex_hotel_08_41,False,,black,black,1.0,,,,,1,void,,,,
d_ex_hotel_08_42,d_ex_hotel_08,Narration,Locale_SuddenStory:d_ex_hotel_08_42,False,,black,black,1.0,,,,,1,void,,,,
d_ex_hotel_08_43,d_ex_hotel_08,Narration,Locale_SuddenStory:d_ex_hotel_08_43,False,,black,black,1.0,,,,,1,void,,,,
d_ex_hotel_08_44,d_ex_hotel_08,Speech,Locale_SuddenStory:d_ex_hotel_08_44,True,,10,10,1.0,,,,,1,void,d_w,d_w,,
d_ex_hotel_08_45,d_ex_hotel_08,Self,Locale_SuddenStory:d_ex_hotel_08_45,False,,10,10,1.0,,,,,1,void,d_w,,,
d_ex_hotel_08_46,d_ex_hotel_08,Speech,Locale_SuddenStory:d_ex_hotel_08_46,True,,10,10,1.0,,,,,1,void,d_w,d_w,,
d_ex_hotel_08_47,d_ex_hotel_08,Speech,Locale_SuddenStory:d_ex_hotel_08_47,True,,10,10,1.0,,,,,1,void,d_w,d_w,,
d_ex_hotel_08_48,d_ex_hotel_08,Self,Locale_SuddenStory:d_ex_hotel_08_48,False,,10,10,1.0,,,,,1,void,d_w,,,
d_ex_hotel_08_49,d_ex_hotel_08,Speech,Locale_SuddenStory:d_ex_hotel_08_49,True,,10,100,1.0,,,,,1,void,d_w,d_w,,
d_ex_hotel_08_50,d_ex_hotel_08,Monologue,Locale_SuddenStory:d_ex_hotel_08_50,False,,100,100,1.0,,,,,1,void,,,,
d_ex_hotel_08_51,d_ex_hotel_08,Speech,Locale_SuddenStory:d_ex_hotel_08_51,True,,100,100,1.0,,,,,1,void,d_w,d_w,,
d_ex_hotel_08_52,d_ex_hotel_08,Self,Locale_SuddenStory:d_ex_hotel_08_52,False,,100,100,1.0,,,,,1,void,d_w,,,
d_ex_hotel_08_53,d_ex_hotel_08,Speech,Locale_SuddenStory:d_ex_hotel_08_53,False,,100,100,1.0,,,,,1,think,d_w,d_w,,
d_ex_hotel_08_54,d_ex_hotel_08,Monologue,Locale_SuddenStory:d_ex_hotel_08_54,False,,100,100,1.0,,,,,1,think,d_w,,,
d_ex_hotel_08_55,d_ex_hotel_08,Self,Locale_SuddenStory:d_ex_hotel_08_55,False,,100,100,1.0,,,,,1,think,d_w,,,
d_ex_hotel_08_56,d_ex_hotel_08,Speech,Locale_SuddenStory:d_ex_hotel_08_56,True,,100,100,1.0,,,,,1,void,d_w,d_w,,
d_ex_hotel_08_57,d_ex_hotel_08,Narration,Locale_SuddenStory:d_ex_hotel_08_57,False,,black,black,1.0,,,,,1,void,,,,
d_ex_hotel_08_58,d_ex_hotel_08,Narration,Locale_SuddenStory:d_ex_hotel_08_58,False,,black,black,1.0,,,,,1,void,,,,
d_ex_hotel_08_59,d_ex_hotel_08,Narration,Locale_SuddenStory:d_ex_hotel_08_59,False,,black,black,1.0,,,,,1,void,,,,
d_ex_hotel_08_60,d_ex_hotel_08,Narration,Locale_SuddenStory:d_ex_hotel_08_60,False,,black,black,1.0,,,,,1,void,,,,
d_ex_hotel_08_61,d_ex_hotel_08,Speech,Locale_SuddenStory:d_ex_hotel_08_61,True,,100,100,1.0,,,,,1,void,d_w,d_w,,
d_ex_hotel_08_62,d_ex_hotel_08,Self,Locale_SuddenStory:d_ex_hotel_08_62,False,,100,100,1.0,,,,,1,void,d_w,,,
d_ex_hotel_08_63,d_ex_hotel_08,Speech,Locale_SuddenStory:d_ex_hotel_08_63,True,,100,100,1.0,,,,,1,void,d_w,d_w,,
d_ex_hotel_08_64,d_ex_hotel_08,Monologue,Locale_SuddenStory:d_ex_hotel_08_64,False,,100,100,1.0,,,,,1,void,,,,
d_ex_hotel_08_65,d_ex_hotel_08,Self,Locale_SuddenStory:d_ex_hotel_08_65,False,,100,100,1.0,,,,,1,void,d_w,,,
d_ex_hotel_08_66,d_ex_hotel_08,Speech,Locale_SuddenStory:d_ex_hotel_08_66,True,,100,100,1.0,,,,,1,think,d_w,d_w,,
d_ex_hotel_08_67,d_ex_hotel_08,Self,Locale_SuddenStory:d_ex_hotel_08_67,False,,100,100,1.0,,,,,1,think,d_w,,,
d_ex_hotel_08_68,d_ex_hotel_08,Self,Locale_SuddenStory:d_ex_hotel_08_68,False,,100,100,1.0,,,,,1,think,d_w,,,
d_ex_hotel_08_69,d_ex_hotel_08,Speech,Locale_SuddenStory:d_ex_hotel_08_69,True,,100,100,1.0,,,,,1,void,d_w,d_w,,
d_ex_hotel_08_70,d_ex_hotel_08,Speech,Locale_SuddenStory:d_ex_hotel_08_70,True,,100,100,1.0,,,,,1,void,d_w,d_w,,
d_ex_hotel_08_71,d_ex_hotel_08,Self,Locale_SuddenStory:d_ex_hotel_08_71,False,,100,100,1.0,,,,,1,void,d_w,,,
d_ex_hotel_08_72,d_ex_hotel_08,Speech,Locale_SuddenStory:d_ex_hotel_08_72,True,,100,100,1.0,,,,,1,think,d_w,d_w,,
d_ex_hotel_08_73,d_ex_hotel_08,Speech,Locale_SuddenStory:d_ex_hotel_08_73,False,,100,100,1.0,,,,,1,think,d_w,d_w,,
d_ex_hotel_08_74,d_ex_hotel_08,Speech,Locale_SuddenStory:d_ex_hotel_08_74,True,,100,100,1.0,,,,,1,think,d_w,d_w,,
d_ex_hotel_08_75,d_ex_hotel_08,Self,Locale_SuddenStory:d_ex_hotel_08_75,False,,100,100,1.0,,,,,1,think,d_w,,,
d_ex_hotel_08_76,d_ex_hotel_08,Monologue,Locale_SuddenStory:d_ex_hotel_08_76,False,,black,black,1.0,,,,,1,void,,,,
d_ex_hotel_08_77,d_ex_hotel_08,Monologue,Locale_SuddenStory:d_ex_hotel_08_77,False,,black,black,1.0,,,,,1,void,,,,
d_ex_hotel_08_78,d_ex_hotel_08,Speech,Locale_SuddenStory:d_ex_hotel_08_78,True,,100,100,1.0,,,,,1,void,d_w,d_w,,
d_ex_hotel_08_79,d_ex_hotel_08,Narration,Locale_SuddenStory:d_ex_hotel_08_79,False,,100,100,1.0,,,,,1,void,,,,
d_ex_hotel_08_80,d_ex_hotel_08,Monologue,Locale_SuddenStory:d_ex_hotel_08_80,False,,black,black,1.0,,,,,1,void,,,,
d_ex_hotel_08_81,d_ex_hotel_08,Speech,Locale_SuddenStory:d_ex_hotel_08_81,True,,100,100,1.0,,,,,1,void,d_w,d_w,,
d_ex_hotel_08_82,d_ex_hotel_08,Speech,Locale_SuddenStory:d_ex_hotel_08_82,True,,100,100,1.0,,,,,1,void,d_w,d_w,,
d_ex_hotel_08_83,d_ex_hotel_08,Self,Locale_SuddenStory:d_ex_hotel_08_83,False,,100,100,1.0,,,,,1,void,d_w,,,
d_ex_hotel_08_84,d_ex_hotel_08,Self,Locale_SuddenStory:d_ex_hotel_08_84,False,,100,100,1.0,,,,,1,void,d_w,,,
d_ex_hotel_08_85,d_ex_hotel_08,Speech,Locale_SuddenStory:d_ex_hotel_08_85,True,,100,100,1.0,,,,,1,void,d_w,d_w,,
d_ex_hotel_08_86,d_ex_hotel_08,Speech,Locale_SuddenStory:d_ex_hotel_08_86,True,,100,100,1.0,,,,,1,think,d_w,d_w,,
d_ex_hotel_08_87,d_ex_hotel_08,Speech,Locale_SuddenStory:d_ex_hotel_08_87,True,,100,100,1.0,,,,,1,think,d_w,d_w,,
d_ex_hotel_08_88,d_ex_hotel_08,Self,Locale_SuddenStory:d_ex_hotel_08_88,False,,100,100,1.0,,,,,1,think,d_w,,,
d_ex_hotel_08_89,d_ex_hotel_08,Self,Locale_SuddenStory:d_ex_hotel_08_89,False,,100,100,1.0,,,,,1,think,d_w,,,
d_ex_hotel_08_90,d_ex_hotel_08,Speech,Locale_SuddenStory:d_ex_hotel_08_90,False,,100,100,1.0,,,,,1,void,d_w,d_w,,
d_ex_hotel_08_91,d_ex_hotel_08,Speech,Locale_SuddenStory:d_ex_hotel_08_91,True,,100,100,1.0,,,,,1,void,d_w,d_w,,
d_ex_hotel_08_92,d_ex_hotel_08,Monologue,Locale_SuddenStory:d_ex_hotel_08_92,False,,100,100,1.0,none,,,,1,void,,,,
d_ex_hotel_08_93,d_ex_hotel_08,Narration,Locale_SuddenStory:d_ex_hotel_08_93,False,,black,black,1.0,,,sfx_scn_knock,,1,void,,,Low_2,
d_ex_hotel_08_94,d_ex_hotel_08,Self,Locale_SuddenStory:d_ex_hotel_08_94,False,,100,100,1.0,,,,,1,void,,,,
d_ex_hotel_08_95,d_ex_hotel_08,Self,Locale_SuddenStory:d_ex_hotel_08_95,False,,100,100,1.0,,,,,1,void,,,,
d_ex_hotel_08_96,d_ex_hotel_08,Speech,Locale_SuddenStory:d_ex_hotel_08_96,True,,100,10,0.7,,,,,1,void,d_w,d_w,,
d_ex_hotel_08_97,d_ex_hotel_08,Monologue,Locale_SuddenStory:d_ex_hotel_08_97,False,,10,9,1.0,,,,,1,void,,,,
d_ex_hotel_08_98,d_ex_hotel_08,Narration,Locale_SuddenStory:d_ex_hotel_08_98,False,Corridor,black,black,1.0,,,sfx_scn_autodooropen,,1,void,,,,d_w
d_ex_hotel_08_99,d_ex_hotel_08,Self,Locale_SuddenStory:d_ex_hotel_08_99,False,,1,1,1.0,bgm_story_crawlinganxiety,,,,1,void,,,,
d_ex_hotel_08_100,d_ex_hotel_08,Monologue,Locale_SuddenStory:d_ex_hotel_08_100,False,,1,1,1.0,,,,,1,void,,,,
d_ex_hotel_08_101,d_ex_hotel_08,Monologue,Locale_SuddenStory:d_ex_hotel_08_101,False,,1,1,1.0,,,,,1,void,,,,
d_ex_hotel_08_102,d_ex_hotel_08,Self,Locale_SuddenStory:d_ex_hotel_08_102,False,,1,1,1.0,none,,,,1,void,,,,
d_ex_hotel_08_103,d_ex_hotel_08,Narration,Locale_SuddenStory:d_ex_hotel_08_103,False,,black,black,1.0,bgm_story_whosdumber,,,,1,void,,,,
d_ex_hotel_08_104,d_ex_hotel_08,Narration,Locale_SuddenStory:d_ex_hotel_08_104,False,,black,black,1.0,,,,,1,void,,,,
d_ex_hotel_08_105,d_ex_hotel_08,Narration,Locale_SuddenStory:d_ex_hotel_08_105,False,Hotel_n,black,black,1.0,,,,d_w,1,void,,,,
d_ex_hotel_08_106,d_ex_hotel_08,Speech,Locale_SuddenStory:d_ex_hotel_08_106,False,,10,100,0.7,,,,,1,sad,d_w,d_w,,
d_ex_hotel_08_107,d_ex_hotel_08,Speech,Locale_SuddenStory:d_ex_hotel_08_107,True,,100,100,1.0,,,,,1,sad,d_w,d_w,,
d_ex_hotel_08_108,d_ex_hotel_08,Speech,Locale_SuddenStory:d_ex_hotel_08_108,True,,100,100,1.0,,,,,1,sad,d_w,d_w,,
d_ex_hotel_08_109,d_ex_hotel_08,Self,Locale_SuddenStory:d_ex_hotel_08_109,False,,100,100,1.0,,,,,1,sad,,,,
d_ex_hotel_08_110,d_ex_hotel_08,Monologue,Locale_SuddenStory:d_ex_hotel_08_110,False,,100,100,1.0,,,,,1,sad,,,,
