id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_main_39_af_02_28,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_28,True,,300,300,1.0,,,1,idle,,3,pain,,13,idle,,15,idle
d_main_39_af_02_29,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_29,True,,300,300,1.0,,,1,idle,,3,pain,,13,idle,,15,idle
d_main_39_af_02_30,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_30,True,,300,300,1.0,,,1,idle,,3,pain,,13,idle,,15,idle
d_main_39_af_02_31,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_31,True,,300,300,1.0,,,1,idle,,3,pain,,13,idle,,15,idle
d_main_39_af_02_32,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_32,True,,300,300,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_33,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_33,True,,300,30,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_34,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_34,True,,30,30,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_35,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_35,True,,30,30,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_36,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_36,True,,30,30,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_37,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_37,True,,30,31,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_38,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_38,True,,31,31,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_39,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_39,True,,31,31,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_40,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_40,True,,31,31,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_41,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_41,True,,31,31,1.0,,,1,idle,,3,pain,,13,idle,,15,idle
d_main_39_af_02_42,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_42,False,,31,1,1.0,,,1,idle,,3,pain,,13,idle,,15,idle
d_main_39_af_02_43,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_43,True,,1,113,1.5,,,1,idle,,3,pain,,13,idle,,15,idle
d_main_39_af_02_44,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_44,True,,113,113,1.0,,,1,idle,,3,pain,,13,idle,,15,idle
d_main_39_af_02_45,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_45,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_46,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_46,False,,113,113,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_47,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_47,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_48,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_48,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_49,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_49,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_50,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_50,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_51,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_51,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_52,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_52,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_53,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_53,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_54,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_54,False,,113,113,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_55,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_55,True,,1300,1300,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_56,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_56,True,,1300,S_100,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_57,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_57,True,,S_100,S_100,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_58,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_58,True,,S_100,S_100,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_59,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_59,True,,S_100,S_100,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_60,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_60,True,,S_100,S_100,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_61,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_61,True,,1300,1300,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_62,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_62,True,,S_100,S_10,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_63,d_main_39_af_02,Speech,neon,viper,Locale_MainScenario:d_main_39_af_02_63,False,,S_10,S_10,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_64,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_64,True,,S_10,S_10,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_65,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_65,True,,S_10,S_10,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_66,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_66,True,,S_10,S_10,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_67,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_67,False,,S_10,130,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_68,d_main_39_af_02,Narration,viper,,Locale_MainScenario:d_main_39_af_02_68,False,,130,130,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_69,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_69,True,,130,130,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_70,d_main_39_af_02,Speech,viper,neon,Locale_MainScenario:d_main_39_af_02_70,False,,130,130,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_71,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_71,True,,130,1300,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_72,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_72,True,,1300,1300,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_73,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_73,True,,1300,1300,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_74,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_74,True,,1300,1300,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_75,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_75,True,,1300,1300,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_76,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_76,True,,1300,130,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_77,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_77,True,,130,130,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_78,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_78,True,,130,113,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_79,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_79,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_80,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_80,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_81,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_81,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_82,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_82,True,,113,113,1.0,,,1,idle,,3,idle,,13,shy,,15,idle
d_main_39_af_02_83,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_83,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_84,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_84,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_85,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_85,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_86,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_86,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_87,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_87,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_88,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_88,False,,113,13,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_89,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_89,True,,13,130,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_90,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_90,True,,130,130,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_91,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_91,True,,130,1300,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_92,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_92,True,,S_100,S_100,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_93,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_93,True,,1300,1300,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_94,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_94,True,,1300,130,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_95,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_95,True,,130,130,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_96,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_96,True,,130,130,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_97,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_97,True,,130,130,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_98,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_98,False,,130,113,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_99,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_99,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_100,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_100,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_101,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_101,True,,S_1500,S_1500,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_102,d_main_39_af_02,Speech,jackal,jackal,Locale_MainScenario:d_main_39_af_02_102,True,,S_1500,S_150,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_103,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_103,True,,S_150,S_150,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_104,d_main_39_af_02,Speech,jackal,jackal,Locale_MainScenario:d_main_39_af_02_104,True,,S_150,S_150,1.0,,,1,idle,,3,idle,,13,idle,,15,crazy
d_main_39_af_02_105,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_105,True,,S_150,S_150,1.0,,,1,idle,,3,idle,,13,idle,,15,crazy
d_main_39_af_02_106,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_106,False,,S_150,S_10,1.5,,,1,idle,,3,idle,,13,idle,,15,crazy
d_main_39_af_02_107,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_107,True,,S_10,S_10,1.0,,,1,delight,,3,idle,,13,idle,,15,crazy
d_main_39_af_02_108,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_108,True,,S_10,113,1.0,,,1,delight,,3,idle,,13,idle,,15,idle
d_main_39_af_02_109,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_109,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_110,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_110,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_111,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_111,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_112,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_112,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_113,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_113,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_114,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_114,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_115,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_115,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_116,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_116,False,,1300,1300,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_117,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_117,False,,300,300,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_118,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_118,True,,300,30,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_119,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_119,True,,30,31,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_120,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_120,True,,31,31,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_121,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_121,True,,31,31,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_122,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_122,True,,31,31,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_123,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_123,True,,31,31,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
