id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
d_main_09_06_s_14,d_main_09_06_s,Speech,shifty,shifty,Locale_MainScenario:d_main_09_06_s_14,True,,10,10,1.0,,,,,3,void,,,1,idle,,,13,idle,,,OP_leftup,no,
d_main_09_06_s_15,d_main_09_06_s,Speech,rapi,rapi,Locale_MainScenario:d_main_09_06_s_15,True,,10,10,1.0,,,,,3,void,,,1,idle,,,13,idle,,,OP_leftup,no,
d_main_09_06_s_16,d_main_09_06_s,Speech,shifty,shifty,Locale_MainScenario:d_main_09_06_s_16,True,,10,10,1.0,,,,,3,void,,,1,idle,,,13,idle,,,OP_leftup,no,
d_main_09_06_s_17,d_main_09_06_s,Speech,shifty,shifty,Locale_MainScenario:d_main_09_06_s_17,True,,10,10,1.0,,,,,3,void,,,1,idle,,,13,idle,,,OP_leftup,delight,
d_main_09_06_s_18,d_main_09_06_s,Speech,rapi,rapi,Locale_MainScenario:d_main_09_06_s_18,True,,10,10,1.0,,,,,3,void,,,1,angry,,,13,idle,,,OP_leftup,delight,
d_main_09_06_s_19,d_main_09_06_s,Speech,shifty,shifty,Locale_MainScenario:d_main_09_06_s_19,False,,10,10,1.0,,,,,3,void,,,1,angry,,,13,idle,,,OP_leftup,idle,
d_main_09_06_s_20,d_main_09_06_s,Speech,rapi,rapi,Locale_MainScenario:d_main_09_06_s_20,True,,10,10,1.0,,,,,3,void,,,1,angry,,,13,idle,,,OP_leftup,idle,
d_main_09_06_s_21,d_main_09_06_s,Speech,shifty,shifty,Locale_MainScenario:d_main_09_06_s_21,True,,10,100,2.0,none,,,,3,void,anis,,1,angry,rapi,,13,idle,neon,,OP_center,idle,
d_main_09_06_s_22,d_main_09_06_s,Speech,shifty,shifty,Locale_MainScenario:d_main_09_06_s_22,True,,100,100,1.0,,,,,,,,,,,,,,,,,OP_center,delight,
d_main_09_06_s_23,d_main_09_06_s,Speech,syuen_op,syuen_op,Locale_MainScenario:d_main_09_06_s_23,True,,100,100,1.0,bgm_story_kneeldownfools,,,,,,,,,,,,,,,syuen_op,OP_center,delight,shifty
d_main_09_06_s_24,d_main_09_06_s,Speech,rapi,rapi,Locale_MainScenario:d_main_09_06_s_24,False,,100,10,1.0,,,,anis,3,void,,rapi,1,idle,,neon,13,idle,,,OP_leftup,idle,
d_main_09_06_s_25,d_main_09_06_s,Speech,anis,anis,Locale_MainScenario:d_main_09_06_s_25,True,,10,30,1.0,,,,,3,angry,,,1,idle,,,13,idle,,,OP_leftup,idle,
d_main_09_06_s_26,d_main_09_06_s,Speech,neon,neon,Locale_MainScenario:d_main_09_06_s_26,False,,S_130,S_130,1.0,,,,,3,angry,,,1,idle,,,13,idle,,,OP_leftup,idle,
d_main_09_06_s_27,d_main_09_06_s,Speech,syuen_op,syuen_op,Locale_MainScenario:d_main_09_06_s_27,True,,10,10,1.0,,,,,3,void,,,1,idle,,,13,idle,,,OP_leftup,idle,
d_main_09_06_s_28,d_main_09_06_s,Speech,rapi,rapi,Locale_MainScenario:d_main_09_06_s_28,True,,10,10,1.0,,,,,3,void,,,1,idle,,,13,idle,,,OP_leftup,idle,
d_main_09_06_s_29,d_main_09_06_s,Speech,rapi,rapi,Locale_MainScenario:d_main_09_06_s_29,True,,10,10,1.0,,,,,3,void,,,1,idle,,,13,idle,,,OP_leftup,idle,
d_main_09_06_s_30,d_main_09_06_s,Speech,syuen_op,syuen_op,Locale_MainScenario:d_main_09_06_s_30,True,,10,10,1.0,,,,,3,void,,,1,idle,,,13,idle,,,OP_leftup,idle,
d_main_09_06_s_31,d_main_09_06_s,Speech,syuen_op,syuen_op,Locale_MainScenario:d_main_09_06_s_31,True,,10,10,1.0,,,,,3,void,,,1,idle,,,13,idle,,,OP_leftup,idle,
d_main_09_06_s_32,d_main_09_06_s,Speech,rapi,rapi,Locale_MainScenario:d_main_09_06_s_32,True,,10,10,1.0,,,,,3,void,,,1,idle,,,13,idle,,,OP_leftup,idle,
d_main_09_06_s_33,d_main_09_06_s,Speech,syuen_op,syuen_op,Locale_MainScenario:d_main_09_06_s_33,True,,10,10,1.0,,,,,3,void,,,1,idle,,,13,idle,,,OP_leftup,angry,
d_main_09_06_s_34,d_main_09_06_s,Speech,syuen_op,syuen_op,Locale_MainScenario:d_main_09_06_s_34,True,,10,10,1.0,,,,,3,void,,,1,idle,,,13,idle,,,OP_leftup,angry,
d_main_09_06_s_35,d_main_09_06_s,Speech,syuen_op,syuen_op,Locale_MainScenario:d_main_09_06_s_35,True,,10,10,1.0,,,,,3,void,,,1,idle,,,13,idle,,,OP_leftup,idle,
d_main_09_06_s_36,d_main_09_06_s,Speech,syuen_op,syuen_op,Locale_MainScenario:d_main_09_06_s_36,True,,10,10,1.0,,,,,3,void,,,1,idle,,,13,idle,,,OP_leftup,idle,
d_main_09_06_s_37,d_main_09_06_s,Speech,syuen_op,syuen_op,Locale_MainScenario:d_main_09_06_s_37,True,,10,10,1.0,,,,,3,void,,,1,idle,,,13,idle,,,OP_leftup,idle,
d_main_09_06_s_38,d_main_09_06_s,Speech,syuen_op,syuen_op,Locale_MainScenario:d_main_09_06_s_38,True,,10,10,1.0,,,,,3,void,,,1,idle,,,13,idle,,,OP_leftup,idle,
d_main_09_06_s_39,d_main_09_06_s,Speech,anis,anis,Locale_MainScenario:d_main_09_06_s_39,True,,10,2,1.0,,,,,3,void,,,1,idle,,,13,idle,,,OP_leftup,idle,
d_main_09_06_s_40,d_main_09_06_s,Speech,syuen_op,syuen_op,Locale_MainScenario:d_main_09_06_s_40,True,,2,2,1.0,,,,,3,void,,,1,idle,,,13,idle,,,OP_leftup,surprise,
d_main_09_06_s_41,d_main_09_06_s,Speech,anis,anis,Locale_MainScenario:d_main_09_06_s_41,True,,2,2,1.0,,,,,3,void,,,1,idle,,,13,idle,,,OP_leftup,surprise,
d_main_09_06_s_42,d_main_09_06_s,Speech,syuen_op,syuen_op,Locale_MainScenario:d_main_09_06_s_42,True,,2,2,1.0,,,,,3,void,,,1,idle,,,13,idle,,,OP_leftup,idle,
d_main_09_06_s_43,d_main_09_06_s,Speech,anis,anis,Locale_MainScenario:d_main_09_06_s_43,True,,2,30,1.0,,,,,3,void,,,1,idle,,,13,idle,,,OP_leftup,idle,
d_main_09_06_s_44,d_main_09_06_s,Speech,syuen_op,syuen_op,Locale_MainScenario:d_main_09_06_s_44,True,,30,30,1.0,,,,,3,void,,,1,idle,,,13,idle,,,OP_leftup,surprise,
d_main_09_06_s_45,d_main_09_06_s,Speech,syuen_op,syuen_op,Locale_MainScenario:d_main_09_06_s_45,True,,30,30,1.0,,,,,3,void,,,1,idle,,,13,idle,,,OP_leftup,idle,
d_main_09_06_s_46,d_main_09_06_s,Speech,syuen_op,syuen_op,Locale_MainScenario:d_main_09_06_s_46,True,,30,30,1.0,,,,,3,void,,,1,idle,,,13,idle,,,OP_leftup,idle,
d_main_09_06_s_47,d_main_09_06_s,Speech,syuen_op,syuen_op,Locale_MainScenario:d_main_09_06_s_47,True,,30,30,1.0,,,,,3,void,,,1,idle,,,13,idle,,,OP_leftup,idle,
d_main_09_06_s_48,d_main_09_06_s,Speech,syuen_op,syuen_op,Locale_MainScenario:d_main_09_06_s_48,True,,30,30,1.0,,,,,3,void,,,1,idle,,,13,idle,,,OP_leftup,idle,
d_main_09_06_s_49,d_main_09_06_s,Speech,anis,anis,Locale_MainScenario:d_main_09_06_s_49,True,,30,30,1.0,,,,,3,void,,,1,idle,,,13,idle,,,OP_leftup,idle,
d_main_09_06_s_50,d_main_09_06_s,Speech,syuen_op,syuen_op,Locale_MainScenario:d_main_09_06_s_50,True,,30,2,1.0,,,,,3,void,,,1,idle,,,13,idle,,,OP_leftup,idle,
d_main_09_06_s_51,d_main_09_06_s,Speech,anis,anis,Locale_MainScenario:d_main_09_06_s_51,True,,2,2,1.0,,,,,3,void,,,1,idle,,,13,idle,,,OP_leftup,idle,
d_main_09_06_s_52,d_main_09_06_s,Speech,syuen_op,syuen_op,Locale_MainScenario:d_main_09_06_s_52,True,,2,2,1.0,,,,,3,void,,,1,idle,,,13,idle,,,OP_leftup,idle,
d_main_09_06_s_53,d_main_09_06_s,Speech,syuen_op,syuen_op,Locale_MainScenario:d_main_09_06_s_53,True,,2,2,1.0,,,,,3,void,,,1,idle,,,13,idle,,,OP_leftup,idle,
d_main_09_06_s_54,d_main_09_06_s,Speech,rapi,rapi,Locale_MainScenario:d_main_09_06_s_54,True,,2,10,1.0,,,,,3,void,,,1,idle,,,13,idle,,,OP_leftup,idle,
d_main_09_06_s_55,d_main_09_06_s,Speech,syuen_op,syuen_op,Locale_MainScenario:d_main_09_06_s_55,True,,10,10,1.0,,,,,3,void,,,1,idle,,,13,idle,,,OP_leftup,idle,
d_main_09_06_s_56,d_main_09_06_s,Speech,anis,anis,Locale_MainScenario:d_main_09_06_s_56,True,,10,30,1.0,,,,,3,void,,,1,idle,,,13,idle,,,OP_leftup,idle,
d_main_09_06_s_57,d_main_09_06_s,Speech,syuen_op,syuen_op,Locale_MainScenario:d_main_09_06_s_57,True,,30,30,1.0,,,,,3,void,,,1,idle,,,13,idle,,,OP_leftup,surprise,
d_main_09_06_s_58,d_main_09_06_s,Speech,syuen_op,syuen_op,Locale_MainScenario:d_main_09_06_s_58,True,,30,30,1.0,,,,,3,void,,,1,idle,,,13,idle,,,OP_leftup,delight,
d_main_09_06_s_59,d_main_09_06_s,Narration,syuen_op,,Locale_MainScenario:d_main_09_06_s_59,False,,30,2,1.0,none,sfx_scn_rapturehowl,Low_2,,3,angry,,,1,idle,,,13,idle,,,OP_leftup,delight,
d_main_09_06_s_60,d_main_09_06_s,Monologue,syuen_op,,Locale_MainScenario:d_main_09_06_s_60,False,,2,2,1.0,bgm_emergency,,,,3,angry,,,1,idle,,,13,idle,,,OP_leftup,idle,
d_main_09_06_s_61,d_main_09_06_s,Speech,syuen_op,syuen_op,Locale_MainScenario:d_main_09_06_s_61,True,,2,2,1.0,,,,,3,angry,,,1,idle,,,13,idle,,,OP_leftup,idle,
d_main_09_06_s_62,d_main_09_06_s,Speech,anis,anis,Locale_MainScenario:d_main_09_06_s_62,True,,2,30,1.0,,,,,3,angry,,,1,idle,,,13,idle,,,OP_leftup,idle,
d_main_09_06_s_63,d_main_09_06_s,Speech,syuen_op,syuen_op,Locale_MainScenario:d_main_09_06_s_63,True,,30,30,1.0,,,,,3,angry,,,1,idle,,,13,idle,,,OP_leftup,surprise,
d_main_09_06_s_64,d_main_09_06_s,Speech,syuen_op,syuen_op,Locale_MainScenario:d_main_09_06_s_64,True,,30,30,1.0,,,,,3,angry,anis,,1,idle,rapi,,13,idle,neon,,OP_center,idle,
