id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_filter_01,set_filter_02,characters/6/hide_char_id
d_main_35_03_25,d_main_35_03,Speech,laplace,laplace,Locale_MainScenario:d_main_35_03_25,True,,5,idle,,3,idle,,1,idle,,13,delight,,15,smile,,17,idle,,3,S_30,0.7,,,,,,,,,,,,,
d_main_35_03_26,d_main_35_03,Speech,laplace,laplace,Locale_MainScenario:d_main_35_03_26,True,,5,idle,,3,idle,,1,idle,,13,delight,,15,smile,,17,idle,,S_30,S_30,1.0,,,,,,,,,,,,,
d_main_35_03_27,d_main_35_03,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_03_27,True,,5,idle,,3,idle,,1,idle,,13,delight,,15,idle,,17,idle,,S_150,S_150,1.0,,,,,,,,,,,,,
d_main_35_03_28,d_main_35_03,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_03_28,True,,5,idle,,3,idle,,1,sad,,13,delight,,15,idle,,17,idle,,10,10,1.0,,,,,,,,,,,,,
d_main_35_03_29,d_main_35_03,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_03_29,True,,5,idle,,3,idle,,1,idle_02,,13,idle,,15,idle,,17,idle,,10,2,1.0,,,,,,,,,,,,,
d_main_35_03_30,d_main_35_03,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_03_30,True,,5,idle,,3,idle,,1,idle_02,,13,idle,,15,idle,,17,idle,,2,2,1.0,,,,,,,,,,,,,
d_main_35_03_31,d_main_35_03,Speech,laplace,laplace,Locale_MainScenario:d_main_35_03_31,True,,5,idle,,3,angry,,1,idle_02,,13,idle,,15,idle,,17,idle,,2,2,1.0,,,,,,,,,,,,,
d_main_35_03_32,d_main_35_03,Speech,laplace,laplace,Locale_MainScenario:d_main_35_03_32,True,,5,idle,,3,angry,,1,idle_02,,13,idle,,15,idle,,17,idle,,2,2,1.0,,,,,,,,,,,,,
d_main_35_03_33,d_main_35_03,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_03_33,True,,5,idle,,3,angry,,1,idle_02,,13,idle,,15,idle,,17,idle,,2,2,1.0,,,,,,,,,,,,,
d_main_35_03_34,d_main_35_03,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_03_34,True,,5,idle,,3,angry,,1,idle_02,,13,idle,,15,idle,,17,idle,,2,2,1.0,,,,,,,,,,,,,
d_main_35_03_35,d_main_35_03,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_03_35,True,,5,idle,,3,angry,,1,idle_02,,13,idle,,15,idle,,17,idle,,2,2,1.0,,,,,,,,,,,,,
d_main_35_03_36,d_main_35_03,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_03_36,True,,5,idle,,3,angry,,1,idle_02,,13,idle,,15,idle,,17,idle,,2,12,1.0,,,,,,,,,,,,,
d_main_35_03_37,d_main_35_03,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_03_37,False,,5,idle,,3,angry,,1,idle_02,,13,idle,,15,idle,,17,idle,,12,12,1.0,,,,,,,,,,,,,
d_main_35_03_38,d_main_35_03,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_03_38,True,,5,idle,,3,angry,,1,idle_02,,13,idle,,15,idle,,17,idle,,12,12,1.0,,,,,,,,,,,,,
d_main_35_03_39,d_main_35_03,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_03_39,False,,5,idle,,3,angry,,1,idle_02,,13,idle,,15,idle,,17,idle,,16,16,1.0,,,,,,,,,,,,,
d_main_35_03_40,d_main_35_03,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_03_40,True,,5,idle,,3,angry,,1,idle_02,,13,idle,,15,idle,,17,idle,,16,16,1.0,,,,,,,,,,,,,
d_main_35_03_41,d_main_35_03,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_03_41,True,,5,idle,,3,angry,,1,idle_02,,13,idle,,15,idle,,17,idle,,2,2,1.0,,,,,,,,,,,,,
d_main_35_03_42,d_main_35_03,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_03_42,True,,5,idle,,3,angry,,1,idle_02,,13,idle,,15,idle,,17,idle,,2,2,1.0,,,,,,,,,,,,,
d_main_35_03_43,d_main_35_03,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_03_43,True,,5,idle,,3,angry,,1,idle_02,,13,idle,,15,idle,,17,idle,,2,2,1.0,,,,,,,,,,,,,
d_main_35_03_44,d_main_35_03,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_03_44,True,,5,idle,,3,angry,,1,idle_02,,13,idle,,15,idle,,17,idle,,2,2,1.0,,,,,,,,,,,,,
d_main_35_03_45,d_main_35_03,Speech,laplace,laplace,Locale_MainScenario:d_main_35_03_45,True,,5,idle,,3,angry,,1,idle_02,,13,idle,,15,idle,,17,idle,,2,S_30,0.7,,,,,,,,,,,,,
d_main_35_03_46,d_main_35_03,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_03_46,True,,5,idle,,3,angry,,1,idle_02,,13,idle,,15,idle,,17,idle,,15,S_150,1.0,,,,,,,,,,,,,
d_main_35_03_47,d_main_35_03,Speech,laplace,laplace,Locale_MainScenario:d_main_35_03_47,False,,5,idle,,3,shy,,1,idle_02,,13,idle,,15,surprise,,17,idle,,S_30,S_30,1.0,,,,,,,,,,,,,
d_main_35_03_48,d_main_35_03,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_03_48,False,,5,idle,,3,shy,,1,idle_02,,13,idle,,15,surprise,,17,idle,,S_150,S_150,1.0,,,,,,,,,,,,,
d_main_35_03_49,d_main_35_03,Speech,laplace,laplace,Locale_MainScenario:d_main_35_03_49,True,,5,idle,,3,delight,,1,idle_02,,13,idle,,15,surprise,,17,idle,,S_30,S_300,0.7,,,,,,,,,,,,,
d_main_35_03_50,d_main_35_03,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_03_50,True,,5,idle,,3,delight,,1,idle_02,,13,idle,,15,idle,,17,idle,,S_150,15,1.0,,,,,,,,,,,,,
d_main_35_03_51,d_main_35_03,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_03_51,True,,5,idle,,3,delight,,1,sad,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,,,,,,,,,,
d_main_35_03_52,d_main_35_03,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_03_52,True,,5,idle,,3,idle,,1,idle_02,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,,,,,,,,,,
d_main_35_03_53,d_main_35_03,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_03_53,True,,5,idle,,3,idle,,1,idle_02,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,,,,,,,,,,
d_main_35_03_54,d_main_35_03,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_03_54,True,,5,idle,,3,idle,,1,idle_02,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,,,,,,,,,,
d_main_35_03_55,d_main_35_03,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_03_55,True,,5,idle,,3,idle,,1,idle_02,,13,idle,,15,idle,,17,idle,,L_170,L_170,1.0,,,,,,,,,,,,,
d_main_35_03_56,d_main_35_03,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_03_56,True,,5,idle,,3,idle,,1,sad,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,,,,,,,,,,
d_main_35_03_57,d_main_35_03,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_03_57,True,,5,idle,,3,idle,,1,sad,,13,idle,,15,idle,,17,idle,,L_170,L_170,1.0,,,,,,,,,,,,,
d_main_35_03_58,d_main_35_03,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_03_58,True,,5,idle,,3,idle,,1,sad,,13,idle,,15,idle,,17,idle,,L_170,L_170,1.0,,,,,,,,,,,,,
d_main_35_03_59,d_main_35_03,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_03_59,True,,5,idle,,3,idle,,1,sad,,13,idle,,15,idle,,17,idle,,L_170,L_170,1.0,,,,,,,,,,,,,
d_main_35_03_60,d_main_35_03,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_03_60,True,,5,idle,,3,idle,,1,idle_02,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,,,,,,,,,,
d_main_35_03_61,d_main_35_03,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_03_61,True,,5,idle,,3,idle,,1,idle_02,,13,idle,,15,idle,,17,idle,,L_170,L_170,1.0,,,,,,,,,,,,,
d_main_35_03_62,d_main_35_03,Speech,laplace,laplace,Locale_MainScenario:d_main_35_03_62,True,,5,delight,,3,idle,,1,idle_02,,13,idle,,15,idle,,17,idle,,4,4,1.0,,,,,,,,,,,,,
d_main_35_03_63,d_main_35_03,Speech,drake,drake,Locale_MainScenario:d_main_35_03_63,True,,5,delight,,3,idle,,1,idle_02,,13,idle,,15,idle,,17,idle,,4,4,1.0,,,,,,,,,,,,,
d_main_35_03_64,d_main_35_03,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_03_64,False,,5,delight,,3,idle,,1,idle_02,,13,idle,,15,idle,,17,idle,,L_170,17,1.0,,,,,,,,,,,,,
d_main_35_03_65,d_main_35_03,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_03_65,True,,5,delight,,3,idle,,1,idle_02,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,,,,,,,,,,
d_main_35_03_66,d_main_35_03,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_03_66,True,,5,idle,,3,idle,,1,idle_02,,13,idle,,15,idle,,17,idle,,17,17,1.0,,,,,,,,,,,,,
d_main_35_03_67,d_main_35_03,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_03_67,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,,,,,,,,,,
d_main_35_03_68,d_main_35_03,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_03_68,True,,5,idle,,3,idle,,1,sad,,13,idle,,15,idle,,17,idle,,10,1,1.0,,,,,,,,,,,,,
d_main_35_03_69,d_main_35_03,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_03_69,True,,5,idle,,3,idle,,1,sad,,13,idle,,15,idle,,17,idle,,1,1,1.0,,,,,,,,,,,,,
d_main_35_03_70,d_main_35_03,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_03_70,True,,5,idle,,3,idle,,1,sad,,13,idle,,15,idle,,17,idle,,1,12,1.0,,,,,,,,,,,,,
d_main_35_03_71,d_main_35_03,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_03_71,True,,5,idle,,3,idle,,1,idle_02,,13,idle,,15,idle,,17,idle,,12,12,1.0,,,,,,,,,,,,,
d_main_35_03_72,d_main_35_03,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_03_72,True,,5,idle,,3,idle,,1,idle_02,,13,idle,,15,idle,,17,idle,,12,12,1.0,,,,,,,,,,,,,
d_main_35_03_73,d_main_35_03,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_03_73,True,,5,idle,,3,idle,,1,idle_02,,13,idle,,15,idle,,17,idle,,12,12,1.0,,,,,,,,,,,,,
d_main_35_03_74,d_main_35_03,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_03_74,True,,5,idle,,3,idle,,1,idle_02,,13,idle,,15,idle,,17,idle,,12,12,1.0,,,,,,,,,,,,,
d_main_35_03_75,d_main_35_03,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_03_75,True,,5,idle,,3,idle,,1,idle_02,,13,idle,,15,idle,,17,idle,,12,12,1.0,,,,,,,,,,,,,
d_main_35_03_76,d_main_35_03,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_03_76,True,,5,idle,,3,idle,,1,idle_02,,13,idle,,15,idle,,17,idle,,12,12,1.0,,,,,,,,,,,,,
d_main_35_03_77,d_main_35_03,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_03_77,True,,5,idle,,3,idle,,1,idle_02,,13,idle,,15,idle,,17,idle,,12,12,1.0,,,,,,,,,,,,,
d_main_35_03_78,d_main_35_03,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_03_78,True,,5,idle,,3,idle,,1,idle_02,,13,idle,,15,idle,,17,idle,,12,12,1.0,,,,,,,,,,,,,
d_main_35_03_79,d_main_35_03,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_03_79,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,12,12,1.0,,,,,,,,,,,,,
d_main_35_03_80,d_main_35_03,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_03_80,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,12,12,1.0,,,,,,,,,,,,,
d_main_35_03_81,d_main_35_03,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_03_81,False,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,12,16,1.0,,,,,,,,,,,,,
d_main_35_03_82,d_main_35_03,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_03_82,True,,5,idle,,3,idle,,1,idle_02,,13,idle,,15,idle,,17,idle,,16,16,1.0,none,,,,,,,,,,,,
d_main_35_03_83,d_main_35_03,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_03_83,True,,5,idle,,3,idle,,1,idle_02,,13,idle,,15,surprise,,17,idle,,16,16,1.0,,,,,,,,,,,,,
d_main_35_03_84,d_main_35_03,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_03_84,True,,5,idle,,3,idle,,1,idle_02,,13,idle,,15,surprise,,17,idle,,16,16,1.0,,,,,,,,,,,,,
d_main_35_03_85,d_main_35_03,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_03_85,True,,5,idle,,3,idle,,1,idle_02,,13,idle,,15,surprise,,17,idle,,16,16,1.0,,,,,,,,,,,,,
d_main_35_03_86,d_main_35_03,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_03_86,True,,5,idle,,3,idle,,1,idle_02,,13,idle,,15,surprise,,17,idle,,16,16,1.0,,,,,,,,,,,,,
d_main_35_03_87,d_main_35_03,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_03_87,True,,5,idle,,3,idle,,1,idle_02,,13,idle,,15,surprise,,17,idle,,16,16,1.0,,,,,,,,,,,,,
d_main_35_03_88,d_main_35_03,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_03_88,True,,5,idle,,3,idle,,1,idle_02,,13,idle,,15,idle,,17,idle,,16,16,1.0,,,,,,,,,,,,,
d_main_35_03_89,d_main_35_03,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_03_89,True,,5,idle,,3,idle,,1,idle_02,,13,idle,,15,idle,,17,idle,,16,16,1.0,,,,,,,,,,,,,
d_main_35_03_90,d_main_35_03,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_03_90,True,,5,idle,,3,idle,,1,idle_02,,13,idle,,15,idle,,17,idle,,16,16,1.0,,,,,,,,,,,,,
d_main_35_03_91,d_main_35_03,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_03_91,True,,5,idle,,3,idle,,1,idle_02,,13,idle,,15,idle,,17,idle,,16,16,1.0,,,,,,,,,,,,,
d_main_35_03_92,d_main_35_03,Speech,littlemermaid,cinderella,Locale_MainScenario:d_main_35_03_92,False,,5,idle,,3,idle,,1,idle_02,,13,idle,,15,idle,,17,idle,White,black,black,1.0,,drake,laplace,maxwell,rapi_red,cinderella,grave_p,littlemermaid,1,idle,Grey,Blur_High,
d_main_35_03_93,d_main_35_03,Speech,littlemermaid,cinderella,Locale_MainScenario:d_main_35_03_93,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,event_bgm_oldtales_firstpage,,,,,,,,1,idle,Grey,Blur_High,
d_main_35_03_94,d_main_35_03,Speech,littlemermaid,grave_p,Locale_MainScenario:d_main_35_03_94,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,1,idle,Grey,Blur_High,
d_main_35_03_95,d_main_35_03,Speech,littlemermaid,grave_p,Locale_MainScenario:d_main_35_03_95,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,1,idle,Grey,Blur_High,
d_main_35_03_96,d_main_35_03,Speech,littlemermaid,cinderella,Locale_MainScenario:d_main_35_03_96,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,1,idle,Grey,Blur_High,
d_main_35_03_97,d_main_35_03,Speech,littlemermaid,cinderella,Locale_MainScenario:d_main_35_03_97,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,1,idle,Grey,Blur_High,
d_main_35_03_98,d_main_35_03,Speech,littlemermaid,grave_p,Locale_MainScenario:d_main_35_03_98,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,1,idle,Grey,Blur_High,
d_main_35_03_99,d_main_35_03,Speech,littlemermaid,cinderella,Locale_MainScenario:d_main_35_03_99,False,,,,,,,maxwell,1,idle_02,rapi_red,13,idle,cinderella,15,idle,grave_p,17,idle,Jungle1,black,black,1.0,,,,,,,,,1,idle,Grey,Blur_High,littlemermaid
d_main_35_03_100,d_main_35_03,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_03_100,True,,,,,,,,1,idle,,13,idle,,15,idle,,17,idle,,16,16,1.0,,,,,,,,,,,,,
d_main_35_03_101,d_main_35_03,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_03_101,True,,,,,,,,1,idle,,13,idle,,15,idle,,17,idle,,16,16,1.0,,,,,,,,,,,,,
d_main_35_03_102,d_main_35_03,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_03_102,True,,,,,,,,1,idle,,13,idle,,15,idle,,17,idle,,16,16,1.0,,,,,,,,,,,,,
d_main_35_03_103,d_main_35_03,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_03_103,True,,,,,,,,1,idle,,13,idle,,15,idle,,17,idle,,16,16,1.0,,,,,,,,,,,,,
d_main_35_03_104,d_main_35_03,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_03_104,False,,,,,,,,1,idle,,13,idle,,15,idle,,17,idle,,16,16,1.0,,,,,,,,,,,,,
d_main_35_03_105,d_main_35_03,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_03_105,True,,,,,,,,1,idle,,13,idle,,15,idle,,17,idle,,16,16,1.0,,,,,,,,,,,,,
d_main_35_03_106,d_main_35_03,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_03_106,True,,,,,,,,1,idle,,13,idle,,15,idle,,17,idle,,16,16,1.0,,,,,,,,,,,,,
d_main_35_03_107,d_main_35_03,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_03_107,True,,,,,,,,1,idle,,13,idle,,15,idle,,17,idle,,16,16,1.0,,,,,,,,,,,,,
d_main_35_03_108,d_main_35_03,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_03_108,True,,,,,,,,1,idle,,13,idle,,15,idle,,17,idle,,16,16,1.0,,,,,,,,,,,,,
d_main_35_03_109,d_main_35_03,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_03_109,True,,,,,,,,1,idle,,13,idle,,15,idle,,17,idle,,16,16,1.0,,,,,,,,,,,,,
d_main_35_03_110,d_main_35_03,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_03_110,True,,,,,,,,1,idle,,13,idle,,15,pain,,17,idle,,16,16,1.0,,,,,,,,,,,,,
d_main_35_03_111,d_main_35_03,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_03_111,True,,,,,,,,1,idle,,13,idle,,15,pain,,17,idle,,16,16,1.0,,,,,,,,,,,,,
d_main_35_03_112,d_main_35_03,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_03_112,True,,,,,,,,1,idle,,13,idle,,15,pain,,17,idle,,16,16,1.0,,,,,,,,,,,,,
d_main_35_03_113,d_main_35_03,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_03_113,False,,,,,,,,1,idle,,13,idle,,15,pain,,17,idle,,16,16,1.0,,,,,,,,,,,,,
d_main_35_03_114,d_main_35_03,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_03_114,True,,,,,,,,1,idle,,13,idle,,15,pain,,17,idle,,16,16,1.0,,,,,,,,,,,,,
d_main_35_03_115,d_main_35_03,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_03_115,True,,,,,,,,1,idle,,13,idle,,15,pain,,17,idle,,16,16,1.0,,,,,,,,,,,,,
