id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,set_filter_01,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,jump_target,characters/1/hide_char_id
d_ex_hotel_06_48,d_ex_hotel_06,Speech,k,Locale_SuddenStory:d_ex_hotel_06_48,True,,1,1,1.0,,,,k,,2,idle,,12,idle,,,
d_ex_hotel_06_49,d_ex_hotel_06,Speech,k,Locale_SuddenStory:d_ex_hotel_06_49,True,,1,1,1.0,,,,k,,2,idle,,12,idle,,,
d_ex_hotel_06_50,d_ex_hotel_06,Speech,k,Locale_SuddenStory:d_ex_hotel_06_50,True,,1,1,1.0,,,,k,,2,idle,,12,good,,,
d_ex_hotel_06_51,d_ex_hotel_06,Speech,k,Locale_SuddenStory:d_ex_hotel_06_51,True,,1,1,1.0,,,,k,,2,idle,,12,good,,,
d_ex_hotel_06_52,d_ex_hotel_06,Speech,d,Locale_SuddenStory:d_ex_hotel_06_52,True,,1,20,1.0,,,,d,,2,idle,,12,good,,,
d_ex_hotel_06_53,d_ex_hotel_06,Speech,k,Locale_SuddenStory:d_ex_hotel_06_53,True,,S_120,S_120,1.0,,,,k,,2,idle,,12,idle,,,
d_ex_hotel_06_54,d_ex_hotel_06,Speech,d,Locale_SuddenStory:d_ex_hotel_06_54,True,,20,20,1.0,,,,d,,2,idle,,12,idle,,,
d_ex_hotel_06_55,d_ex_hotel_06,Speech,k,Locale_SuddenStory:d_ex_hotel_06_55,True,,S_120,S_120,1.0,,,,k,,2,idle,,12,delight,,,
d_ex_hotel_06_56,d_ex_hotel_06,Choice,,Locale_SuddenStory:d_ex_hotel_06_56,False,,S_120,S_120,1.0,,,,,,2,idle,,12,delight,,d_ex_hotel_06_58,
d_ex_hotel_06_57,d_ex_hotel_06,Choice,,Locale_SuddenStory:d_ex_hotel_06_57,False,,S_120,S_120,1.0,,,,,,2,idle,,12,delight,,d_ex_hotel_06_58,
d_ex_hotel_06_58,d_ex_hotel_06,Speech,k,Locale_SuddenStory:d_ex_hotel_06_58,True,,S_120,S_120,1.0,,,,k,,2,idle,,12,idle,,,
d_ex_hotel_06_59,d_ex_hotel_06,Speech,d,Locale_SuddenStory:d_ex_hotel_06_59,True,,S_120,1,2.0,,,,d,,2,think,,12,idle,,,
d_ex_hotel_06_60,d_ex_hotel_06,Speech,d,Locale_SuddenStory:d_ex_hotel_06_60,True,,1,1,1.0,,,,d,,2,idle,,12,idle,,,
d_ex_hotel_06_61,d_ex_hotel_06,Speech,k,Locale_SuddenStory:d_ex_hotel_06_61,True,,1,1,1.0,,,,k,,2,idle,,12,idle,,,
d_ex_hotel_06_62,d_ex_hotel_06,Speech,k,Locale_SuddenStory:d_ex_hotel_06_62,True,,1,1,1.0,,,,k,,2,idle,,12,idle,,,
d_ex_hotel_06_63,d_ex_hotel_06,Speech,k,Locale_SuddenStory:d_ex_hotel_06_63,True,,1,1,1.0,,,,k,,2,idle,,12,idle,,,
d_ex_hotel_06_64,d_ex_hotel_06,Self,Self,Locale_SuddenStory:d_ex_hotel_06_64,False,,1,1,1.0,,,,,,2,idle,,12,idle,,,
d_ex_hotel_06_65,d_ex_hotel_06,Speech,k,Locale_SuddenStory:d_ex_hotel_06_65,True,,1,1,1.0,,,,k,,2,idle,,12,good,,,
d_ex_hotel_06_66,d_ex_hotel_06,Speech,k,Locale_SuddenStory:d_ex_hotel_06_66,True,,1,1,1.0,,,,k,,2,idle,,12,delight,,,
d_ex_hotel_06_67,d_ex_hotel_06,Speech,d,Locale_SuddenStory:d_ex_hotel_06_67,False,,1,2,1.0,none,,,d,,2,idle,,12,delight,,,k
d_ex_hotel_06_68,d_ex_hotel_06,Monologue,Monologue,Locale_SuddenStory:d_ex_hotel_06_68,False,,2,20,2.0,,,,,,2,think,,,,,,
d_ex_hotel_06_69,d_ex_hotel_06,Speech,d,Locale_SuddenStory:d_ex_hotel_06_69,True,,20,20,1.0,,,,d,,2,think,,,,,,
d_ex_hotel_06_70,d_ex_hotel_06,Speech,d,Locale_SuddenStory:d_ex_hotel_06_70,True,,20,20,1.0,,,,d,,2,idle,,,,,,
d_ex_hotel_06_71,d_ex_hotel_06,Speech,d,Locale_SuddenStory:d_ex_hotel_06_71,True,,20,20,1.0,,,,d,,2,idle,,,,,,
d_ex_hotel_06_72,d_ex_hotel_06,Speech,d,Locale_SuddenStory:d_ex_hotel_06_72,True,,20,20,1.0,,,,d,,2,idle,,,,,,
d_ex_hotel_06_73,d_ex_hotel_06,Self,Self,Locale_SuddenStory:d_ex_hotel_06_73,False,,20,20,1.0,,,,,,2,idle,,,,,,
d_ex_hotel_06_74,d_ex_hotel_06,Speech,d,Locale_SuddenStory:d_ex_hotel_06_74,False,,20,200,2.0,bgm_story_impression,,,d,,2,idle,,,,,,
d_ex_hotel_06_75,d_ex_hotel_06,Choice,,Locale_SuddenStory:d_ex_hotel_06_75,False,,200,200,1.0,,,,,,2,idle,,,,,d_ex_hotel_06_77,
d_ex_hotel_06_76,d_ex_hotel_06,Choice,,Locale_SuddenStory:d_ex_hotel_06_76,False,,200,200,1.0,,,,,,2,idle,,,,,d_ex_hotel_06_77,
d_ex_hotel_06_77,d_ex_hotel_06,Speech,d,Locale_SuddenStory:d_ex_hotel_06_77,False,,200,200,1.0,,,,d,,2,shy,,,,,,
d_ex_hotel_06_78,d_ex_hotel_06,Speech,d,Locale_SuddenStory:d_ex_hotel_06_78,True,,200,200,1.0,,,,d,,2,think,,,,,,
d_ex_hotel_06_79,d_ex_hotel_06,Speech,d,Locale_SuddenStory:d_ex_hotel_06_79,True,,200,200,1.0,,,,d,,2,idle,,,,,,
d_ex_hotel_06_80,d_ex_hotel_06,Speech,d,Locale_SuddenStory:d_ex_hotel_06_80,True,,200,200,1.0,,,,d,,2,idle,,,,,,
