id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_subquest_1431_s_24,d_subquest_1431_s,Speech,neon,neon,Locale_SubScenario:d_subquest_1431_s_24,True,,5,surprise,,3,void,,1,idle,,13,idle,,S_50,S_50,1.0,
d_subquest_1431_s_25,d_subquest_1431_s,Speech,neon,neon,Locale_SubScenario:d_subquest_1431_s_25,True,,5,surprise,,3,void,,1,idle,,13,idle,,S_50,S_50,1.0,
d_subquest_1431_s_26,d_subquest_1431_s,Speech,grave,grave,Locale_SubScenario:d_subquest_1431_s_26,True,,5,idle,,3,void,,1,idle,,13,idle,,L_10,L_10,1.0,
d_subquest_1431_s_27,d_subquest_1431_s,Speech,grave,grave,Locale_SubScenario:d_subquest_1431_s_27,True,,5,idle,,3,void,,1,idle,,13,idle,,L_10,L_10,1.0,
d_subquest_1431_s_28,d_subquest_1431_s,Speech,neon,neon,Locale_SubScenario:d_subquest_1431_s_28,True,,5,delight,,3,void,,1,idle,,13,idle,,S_50,4,1.0,
d_subquest_1431_s_29,d_subquest_1431_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1431_s_29,True,,5,idle,,3,angry,,1,idle,,13,idle,,4,4,1.0,
d_subquest_1431_s_30,d_subquest_1431_s,Speech,grave,grave,Locale_SubScenario:d_subquest_1431_s_30,True,,5,idle,,3,angry,,1,idle,,13,idle,,4,2,1.0,
d_subquest_1431_s_31,d_subquest_1431_s,Speech,grave,grave,Locale_SubScenario:d_subquest_1431_s_31,True,,5,idle,,3,angry,,1,idle,,13,idle,,2,2,1.0,
d_subquest_1431_s_32,d_subquest_1431_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1431_s_32,True,,5,idle,,3,sad,,1,idle,,13,idle,,2,2,1.0,
d_subquest_1431_s_33,d_subquest_1431_s,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1431_s_33,True,,5,idle,,3,sad,,1,idle,,13,think,,2,12,1.0,
