id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,play_sound,jump_target
d_ex_outdoorpool_04_128,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_128,True,,3,idle,,1,idle,,13,sad,,130,130,1.0,,,,
d_ex_outdoorpool_04_129,d_ex_outdoorpool_04,Self,noise,,Locale_SuddenStory:d_ex_outdoorpool_04_129,False,,3,idle,,1,idle,,13,sad,,130,130,1.0,,,,d_ex_outdoorpool_04_130
d_ex_outdoorpool_04_130,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_130,True,,3,idle,,1,idle,,13,shy,,130,130,1.0,,,,
d_ex_outdoorpool_04_131,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_131,True,,3,idle,,1,idle,,13,smile,,130,130,1.0,,,,
d_ex_outdoorpool_04_132,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_132,True,,3,idle,,1,idle,,13,smile,,130,130,1.0,,,,
d_ex_outdoorpool_04_133,d_ex_outdoorpool_04,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_04_133,True,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_04_134,d_ex_outdoorpool_04,Speech,pepper_s,pepper_s,Locale_SuddenStory:d_ex_outdoorpool_04_134,True,,3,idle,,1,idle,,13,idle,,30,S_10,1.0,,,,
d_ex_outdoorpool_04_135,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_135,True,,3,idle,,1,idle,,13,smile,,S_10,130,1.0,,,,
d_ex_outdoorpool_04_136,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_136,True,,3,idle,,1,idle,,13,smile,,130,130,1.0,,,,
d_ex_outdoorpool_04_137,d_ex_outdoorpool_04,Monologue,noise,,Locale_SuddenStory:d_ex_outdoorpool_04_137,False,,3,idle,,1,idle,,13,smile,,black,black,1.0,,,,
