id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,play_sound,fade,characters/0/hide_char_id
d_ex_library_10_18,d_ex_library_10,Speech,quency_e,Locale_SuddenStory:d_ex_library_10_18,True,,S_30,S_30,1.0,,,3,delight_2,quency_e,,,,,,
d_ex_library_10_19,d_ex_library_10,Speech,quency_e,Locale_SuddenStory:d_ex_library_10_19,True,,S_30,S_30,1.0,,,3,delight_2,quency_e,,,,,,
d_ex_library_10_20,d_ex_library_10,Speech,quency_e,Locale_SuddenStory:d_ex_library_10_20,True,,S_30,S_30,1.0,,,3,delight_2,quency_e,,,,,,
d_ex_library_10_21,d_ex_library_10,Self,quency_e,Locale_SuddenStory:d_ex_library_10_21,False,,S_30,S_30,1.0,,,3,delight_2,,,,,,,
d_ex_library_10_22,d_ex_library_10,Speech,quency_e,Locale_SuddenStory:d_ex_library_10_22,True,,S_30,S_30,1.0,,,3,idle_2,quency_e,,,,,,
d_ex_library_10_23,d_ex_library_10,Speech,quency_e,Locale_SuddenStory:d_ex_library_10_23,True,,S_30,S_30,1.0,,,3,idle_2,quency_e,,,,,,
d_ex_library_10_24,d_ex_library_10,Speech,quency_e,Locale_SuddenStory:d_ex_library_10_24,True,,S_30,S_30,1.0,,,3,idle_2,quency_e,,,,,,
d_ex_library_10_25,d_ex_library_10,Self,quency_e,Locale_SuddenStory:d_ex_library_10_25,False,,S_30,S_30,1.0,,,3,idle_2,,,,,,,
d_ex_library_10_26,d_ex_library_10,Speech,unknown,Locale_SuddenStory:d_ex_library_10_26,True,,S_30,S_30,1.0,,,3,idle_2,unknown,,,,,,
d_ex_library_10_27,d_ex_library_10,Self,quency_e,Locale_SuddenStory:d_ex_library_10_27,False,,S_30,3,0.5,,,3,idle_2,,,,,,,
d_ex_library_10_28,d_ex_library_10,Speech,quency_e,Locale_SuddenStory:d_ex_library_10_28,False,,3,3,1.0,,,3,idle_2,quency_e,,,,,,
d_ex_library_10_29,d_ex_library_10,Monologue,quency_e,Locale_SuddenStory:d_ex_library_10_29,False,,black,black,1.0,,,3,idle_2,,,,,,,
d_ex_library_10_30,d_ex_library_10,Monologue,alice,Locale_SuddenStory:d_ex_library_10_30,False,,black,black,1.0,,,3,idle_2,,alice,5,surprise,,,
d_ex_library_10_31,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_31,True,,4,4,1.0,,,3,idle_2,alice,,5,surprise,,,
d_ex_library_10_32,d_ex_library_10,Speech,quency_e,Locale_SuddenStory:d_ex_library_10_32,True,,4,4,1.0,,,3,surprise_2,quency_e,,5,surprise,,,
d_ex_library_10_33,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_33,True,,4,4,1.0,,,3,surprise_2,alice,,5,surprise,,,
d_ex_library_10_34,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_34,True,,4,4,1.0,,,3,surprise_2,alice,,5,surprise,,,
d_ex_library_10_35,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_35,True,,4,4,1.0,,,3,surprise_2,alice,,5,surprise,,,
d_ex_library_10_36,d_ex_library_10,Speech,quency_e,Locale_SuddenStory:d_ex_library_10_36,True,,4,4,1.0,,,3,surprise_2,quency_e,,5,surprise,,,
d_ex_library_10_37,d_ex_library_10,Self,quency_e,Locale_SuddenStory:d_ex_library_10_37,False,,4,4,1.0,,,3,surprise_2,,,5,surprise,,,
d_ex_library_10_38,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_38,True,,4,4,1.0,,,3,surprise_2,alice,,5,delight,,,
d_ex_library_10_39,d_ex_library_10,Self,alice,Locale_SuddenStory:d_ex_library_10_39,False,,4,4,1.0,,,3,surprise_2,,,5,delight,,,
d_ex_library_10_40,d_ex_library_10,Speech,quency_e,Locale_SuddenStory:d_ex_library_10_40,True,,4,4,1.0,,,3,surprise_2,quency_e,,5,delight,,,
d_ex_library_10_41,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_41,True,,4,4,1.0,,,3,surprise_2,alice,,5,idle,,,
d_ex_library_10_42,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_42,True,,4,4,1.0,,,3,surprise_2,alice,,5,idle,,,
d_ex_library_10_43,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_43,True,,4,4,1.0,,,3,surprise_2,alice,,5,idle,,,
d_ex_library_10_44,d_ex_library_10,Monologue,alice,Locale_SuddenStory:d_ex_library_10_44,False,,4,4,1.0,,,3,surprise_2,,,5,idle,,,
d_ex_library_10_45,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_45,True,,4,4,1.0,,,3,surprise_2,alice,,5,idle,,,
d_ex_library_10_46,d_ex_library_10,Speech,quency_e,Locale_SuddenStory:d_ex_library_10_46,True,,4,4,1.0,,,3,idle_2,quency_e,,5,idle,,,
d_ex_library_10_47,d_ex_library_10,Speech,quency_e,Locale_SuddenStory:d_ex_library_10_47,True,,4,4,1.0,,,3,idle_2,quency_e,,5,idle,,,
d_ex_library_10_48,d_ex_library_10,Speech,quency_e,Locale_SuddenStory:d_ex_library_10_48,True,,4,4,1.0,,,3,delight_2,quency_e,,5,idle,,,
d_ex_library_10_49,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_49,True,,4,4,1.0,,,3,delight_2,alice,,5,surprise,,,
d_ex_library_10_50,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_50,True,,4,4,1.0,,,3,delight_2,alice,,5,delight,,,
d_ex_library_10_51,d_ex_library_10,Self,alice,Locale_SuddenStory:d_ex_library_10_51,False,,4,4,1.0,,,3,idle_2,,,5,delight,,,
d_ex_library_10_52,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_52,True,,4,4,1.0,,,3,idle_2,alice,,5,idle,,,
d_ex_library_10_53,d_ex_library_10,Self,alice,Locale_SuddenStory:d_ex_library_10_53,False,,4,4,1.0,,,3,idle_2,,,5,idle,,,
d_ex_library_10_54,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_54,True,,4,4,1.0,,,3,idle_2,alice,,5,delight,,,
d_ex_library_10_55,d_ex_library_10,Speech,quency_e,Locale_SuddenStory:d_ex_library_10_55,True,,4,4,1.0,,,3,idle_2,quency_e,,5,delight,,,
d_ex_library_10_56,d_ex_library_10,Self,quency_e,Locale_SuddenStory:d_ex_library_10_56,False,,4,4,1.0,,,3,idle_2,,,5,delight,,,
d_ex_library_10_57,d_ex_library_10,Speech,quency_e,Locale_SuddenStory:d_ex_library_10_57,True,,4,4,1.0,,,3,idle_2,quency_e,,5,delight,,,
d_ex_library_10_58,d_ex_library_10,Speech,quency_e,Locale_SuddenStory:d_ex_library_10_58,True,,4,4,1.0,,,3,idle_2,quency_e,,5,delight,,,
d_ex_library_10_59,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_59,True,,4,4,1.0,,,3,idle_2,alice,,5,idle,,,
d_ex_library_10_60,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_60,True,,4,4,1.0,,,3,idle_2,alice,,5,delight,,,
d_ex_library_10_61,d_ex_library_10,Narration,alice,Locale_SuddenStory:d_ex_library_10_61,False,,4,4,1.0,,,3,idle_2,,,5,idle,sfx_scn_bookclose,black,
d_ex_library_10_62,d_ex_library_10,Speech,quency_e,Locale_SuddenStory:d_ex_library_10_62,True,,4,4,1.0,,,3,idle_2,quency_e,,5,idle,,,
d_ex_library_10_63,d_ex_library_10,Speech,quency_e,Locale_SuddenStory:d_ex_library_10_63,True,,4,4,1.0,,,3,idle_2,quency_e,,5,idle,,,
d_ex_library_10_64,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_64,True,,4,4,1.0,,,3,idle_2,alice,,5,idle,,,
d_ex_library_10_65,d_ex_library_10,Speech,quency_e,Locale_SuddenStory:d_ex_library_10_65,True,,4,4,1.0,,,3,sad_2,quency_e,,5,idle,,,
d_ex_library_10_66,d_ex_library_10,Speech,quency_e,Locale_SuddenStory:d_ex_library_10_66,True,,4,4,1.0,,,3,sad_2,quency_e,,5,idle,,,
d_ex_library_10_67,d_ex_library_10,Speech,quency_e,Locale_SuddenStory:d_ex_library_10_67,True,,4,4,1.0,,,3,sad_2,quency_e,,5,idle,,,
d_ex_library_10_68,d_ex_library_10,Monologue,quency_e,Locale_SuddenStory:d_ex_library_10_68,False,,4,4,1.0,,,3,sad_2,,,5,idle,,,
d_ex_library_10_69,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_69,True,,4,4,1.0,,,3,sad_2,alice,,5,surprise,,,
d_ex_library_10_70,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_70,True,,4,4,1.0,,,3,sad_2,alice,,5,surprise,,,
d_ex_library_10_71,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_71,True,,4,4,1.0,,,3,sad_2,alice,,5,idle,,,
d_ex_library_10_72,d_ex_library_10,Speech,quency_e,Locale_SuddenStory:d_ex_library_10_72,True,,4,4,1.0,,,3,idle_2,quency_e,,5,idle,,,
d_ex_library_10_73,d_ex_library_10,Speech,quency_e,Locale_SuddenStory:d_ex_library_10_73,True,,4,4,1.0,,,3,delight_2,quency_e,,5,idle,,,
d_ex_library_10_74,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_74,True,,4,4,1.0,,,3,delight_2,alice,,5,idle,,,
d_ex_library_10_75,d_ex_library_10,Monologue,alice,Locale_SuddenStory:d_ex_library_10_75,False,,4,4,1.0,,,3,delight_2,,,5,idle,,,
d_ex_library_10_76,d_ex_library_10,Self,alice,Locale_SuddenStory:d_ex_library_10_76,False,,4,4,1.0,,,3,delight_2,,,5,idle,,,
d_ex_library_10_77,d_ex_library_10,Speech,quency_e,Locale_SuddenStory:d_ex_library_10_77,True,,4,4,1.0,,,3,delight_2,quency_e,,5,idle,,,
d_ex_library_10_78,d_ex_library_10,Speech,quency_e,Locale_SuddenStory:d_ex_library_10_78,True,,4,4,1.0,,,3,idle_2,quency_e,,5,idle,,,
d_ex_library_10_79,d_ex_library_10,Speech,quency_e,Locale_SuddenStory:d_ex_library_10_79,True,,4,4,1.0,,,3,idle_2,quency_e,,5,idle,,,
d_ex_library_10_80,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_80,True,,4,4,1.0,,,3,idle_2,alice,,5,surprise,,,
d_ex_library_10_81,d_ex_library_10,Speech,quency_e,Locale_SuddenStory:d_ex_library_10_81,True,,4,4,1.0,,,3,idle_2,quency_e,,5,surprise,,,
d_ex_library_10_82,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_82,True,,4,4,1.0,,,3,idle_2,alice,,5,idle,,,
d_ex_library_10_83,d_ex_library_10,Speech,quency_e,Locale_SuddenStory:d_ex_library_10_83,True,,4,4,1.0,,,3,idle_2,quency_e,,5,idle,,,
d_ex_library_10_84,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_84,True,,4,4,1.0,,,3,idle_2,alice,,5,idle,,,
d_ex_library_10_85,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_85,True,,4,4,1.0,,,3,idle_2,alice,,5,idle,,,
d_ex_library_10_86,d_ex_library_10,Self,alice,Locale_SuddenStory:d_ex_library_10_86,False,,4,4,1.0,,,3,idle_2,,,5,idle,,,
d_ex_library_10_87,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_87,True,,4,4,1.0,,,3,idle_2,alice,,5,idle,,,
d_ex_library_10_88,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_88,True,,4,4,1.0,,,3,idle_2,alice,,5,idle,,,
d_ex_library_10_89,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_89,True,,4,4,1.0,,,3,idle_2,alice,,5,idle,,,
d_ex_library_10_90,d_ex_library_10,Speech,quency_e,Locale_SuddenStory:d_ex_library_10_90,True,,4,4,1.0,,,3,idle_2,quency_e,,5,idle,,,
d_ex_library_10_91,d_ex_library_10,Self,quency_e,Locale_SuddenStory:d_ex_library_10_91,False,,4,4,1.0,,,3,idle_2,,,5,idle,,,
d_ex_library_10_92,d_ex_library_10,Speech,quency_e,Locale_SuddenStory:d_ex_library_10_92,True,,4,4,1.0,,,3,delight_2,quency_e,,5,idle,,,
d_ex_library_10_93,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_93,True,,4,4,1.0,,,3,delight_2,alice,,5,delight,,,
d_ex_library_10_94,d_ex_library_10,Speech,quency_e,Locale_SuddenStory:d_ex_library_10_94,True,,4,4,1.0,,,3,idle_2,quency_e,,5,delight,,,
d_ex_library_10_95,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_95,True,,4,4,1.0,,,3,idle_2,alice,,5,idle,,,
d_ex_library_10_96,d_ex_library_10,Monologue,alice,Locale_SuddenStory:d_ex_library_10_96,False,,black,black,1.0,,,3,idle_2,,,5,idle,,,
d_ex_library_10_97,d_ex_library_10,Self,alice,Locale_SuddenStory:d_ex_library_10_97,False,,4,4,1.0,,,3,idle_2,,,5,idle,,,
d_ex_library_10_98,d_ex_library_10,Speech,quency_e,Locale_SuddenStory:d_ex_library_10_98,True,,4,4,1.0,,,3,think_2,quency_e,,5,idle,,,
d_ex_library_10_99,d_ex_library_10,Self,quency_e,Locale_SuddenStory:d_ex_library_10_99,False,,4,4,1.0,,,3,think_2,,,5,idle,,,
d_ex_library_10_100,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_100,True,,4,4,1.0,,,3,think_2,alice,,5,idle,,,
d_ex_library_10_101,d_ex_library_10,Self,alice,Locale_SuddenStory:d_ex_library_10_101,False,,4,4,1.0,,,3,think_2,,,5,idle,,,
d_ex_library_10_102,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_102,True,,4,4,1.0,,,3,think_2,alice,,5,idle,,,
d_ex_library_10_103,d_ex_library_10,Speech,quency_e,Locale_SuddenStory:d_ex_library_10_103,True,,4,4,1.0,,,3,delight_2,quency_e,,5,idle,,,
d_ex_library_10_104,d_ex_library_10,Self,quency_e,Locale_SuddenStory:d_ex_library_10_104,False,,4,4,1.0,,,3,delight_2,,,5,idle,,,
d_ex_library_10_105,d_ex_library_10,Self,quency_e,Locale_SuddenStory:d_ex_library_10_105,False,,4,4,1.0,,,3,delight_2,,,5,idle,,,
d_ex_library_10_106,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_106,True,,4,4,1.0,,,3,idle_2,alice,,5,surprise,,,
d_ex_library_10_107,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_107,True,,4,4,1.0,,,3,idle_2,alice,,5,idle,,,
d_ex_library_10_108,d_ex_library_10,Self,alice,Locale_SuddenStory:d_ex_library_10_108,False,,4,4,1.0,,,3,idle_2,,,5,idle,,,
d_ex_library_10_109,d_ex_library_10,Speech,quency_e,Locale_SuddenStory:d_ex_library_10_109,True,,4,S_30,1.0,,,3,delight_2,quency_e,,5,idle,,,
d_ex_library_10_110,d_ex_library_10,Speech,quency_e,Locale_SuddenStory:d_ex_library_10_110,True,,S_30,S_30,1.0,,,3,idle_2,quency_e,,5,idle,,,
d_ex_library_10_111,d_ex_library_10,Self,quency_e,Locale_SuddenStory:d_ex_library_10_111,False,,S_30,S_30,1.0,,,3,idle_2,,,5,idle,,,
d_ex_library_10_112,d_ex_library_10,Speech,quency_e,Locale_SuddenStory:d_ex_library_10_112,True,,S_30,S_30,1.0,,,3,think_2,quency_e,,5,idle,,,
d_ex_library_10_113,d_ex_library_10,Speech,quency_e,Locale_SuddenStory:d_ex_library_10_113,True,,S_30,S_30,1.0,,,3,idle_2,quency_e,,5,idle,,,
d_ex_library_10_114,d_ex_library_10,Narration,quency_e,Locale_SuddenStory:d_ex_library_10_114,False,,S_30,3,1.0,,,3,idle_2,,,5,idle,,,quency_e
d_ex_library_10_115,d_ex_library_10,Monologue,quency_e,Locale_SuddenStory:d_ex_library_10_115,False,,3,3,1.0,,,,,,,5,idle,,,
d_ex_library_10_116,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_116,True,,3,5,1.0,,,,,alice,,5,surprise,,,
d_ex_library_10_117,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_117,True,,5,5,1.0,,,,,alice,,5,surprise,,,
d_ex_library_10_118,d_ex_library_10,Self,alice,Locale_SuddenStory:d_ex_library_10_118,False,,5,5,1.0,,,,,,,5,surprise,,,
d_ex_library_10_119,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_119,True,,5,5,1.0,,,,,alice,,5,delight,,,
d_ex_library_10_120,d_ex_library_10,Monologue,alice,Locale_SuddenStory:d_ex_library_10_120,False,,5,5,1.0,,,,,,,5,delight,,,
d_ex_library_10_121,d_ex_library_10,Narration,alice,Locale_SuddenStory:d_ex_library_10_121,False,,5,5,1.0,,,,,,,5,delight,,,
d_ex_library_10_122,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_122,True,,5,5,1.0,,,,,alice,,5,idle,,,
d_ex_library_10_123,d_ex_library_10,Narration,alice,Locale_SuddenStory:d_ex_library_10_123,False,,5,5,1.0,,,,,,,5,idle,,,
d_ex_library_10_124,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_124,True,,5,S_50,1.0,,,,,alice,,5,delight,,,
d_ex_library_10_125,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_125,True,,S_50,S_50,1.0,,,,,alice,,5,delight,,,
d_ex_library_10_126,d_ex_library_10,Speech,alice,Locale_SuddenStory:d_ex_library_10_126,True,,S_50,S_50,1.0,,,,,alice,,5,delight,,,
