id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,effects/0/play_effect_id,effects/0/set_effect_position,effects/0/is_effect_movable,jump_target,set_camera_shake
d_main_15af_01_23,d_main_15af_01,Speech,rupee,Locale_MainScenario:d_main_15af_01_23,True,,1,6,1.0,,rupee,,7,idle,,5,idle,,3,idle,,1,delight,,13,idle,,15,idle,,,,,
d_main_15af_01_24,d_main_15af_01,Speech,anis,Locale_MainScenario:d_main_15af_01_24,True,,6,70,1.0,,anis,,7,idle,,5,idle,,3,idle,,1,delight,,13,idle,,15,idle,,,,,
d_main_15af_01_25,d_main_15af_01,Speech,anis,Locale_MainScenario:d_main_15af_01_25,True,,70,70,1.0,,anis,,7,idle,,5,idle,,3,idle,,1,delight,,13,idle,,15,idle,,,,,
d_main_15af_01_26,d_main_15af_01,Speech,anis,Locale_MainScenario:d_main_15af_01_26,True,,70,700,1.0,,anis,,7,delight,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,,,
d_main_15af_01_27,d_main_15af_01,Speech,rupee,Locale_MainScenario:d_main_15af_01_27,True,,1,1,1.0,,rupee,,7,delight,,5,idle,,3,idle,,1,sad,,13,idle,,15,idle,,,,,
d_main_15af_01_28,d_main_15af_01,Speech,rupee,Locale_MainScenario:d_main_15af_01_28,True,,1,1,1.0,,rupee,,7,delight,,5,idle,,3,idle,,1,sad,,13,idle,,15,idle,,,,,
d_main_15af_01_29,d_main_15af_01,Speech,anis,Locale_MainScenario:d_main_15af_01_29,True,,7,7,1.0,,anis,,7,angry,,5,idle,,3,idle,,1,sad,,13,idle,,15,idle,,,,,
d_main_15af_01_30,d_main_15af_01,Speech,rupee,Locale_MainScenario:d_main_15af_01_30,True,,1,L_10,2.0,,rupee,,7,angry,,5,idle,,3,idle,,1,sad,,13,idle,,15,idle,,,,,
d_main_15af_01_31,d_main_15af_01,Speech,rupee,Locale_MainScenario:d_main_15af_01_31,True,,L_10,L_10,1.0,,rupee,,7,angry,,5,idle,,3,idle,,1,sad,,13,idle,,15,idle,,,,,
d_main_15af_01_32,d_main_15af_01,Speech,rupee,Locale_MainScenario:d_main_15af_01_32,True,,L_10,L_10,1.0,,rupee,,7,angry,,5,idle,,3,idle,,1,sad,,13,idle,,15,idle,,,,,
d_main_15af_01_33,d_main_15af_01,Speech,neon,Locale_MainScenario:d_main_15af_01_33,True,,L_10,S_30,0.3,,neon,,7,idle,,5,idle,,3,surprise,,1,sad,,13,idle,,15,idle,,,,,
d_main_15af_01_34,d_main_15af_01,Speech,neon,Locale_MainScenario:d_main_15af_01_34,True,,S_30,S_30,1.0,,neon,,7,idle,,5,idle,,3,angry,,1,sad,,13,idle,,15,idle,,,,,
d_main_15af_01_35,d_main_15af_01,Speech,neon,Locale_MainScenario:d_main_15af_01_35,True,,S_30,S_300,1.0,,neon,,7,idle,,5,idle,,3,shy,,1,sad,,13,idle,,15,idle,,,,,
d_main_15af_01_36,d_main_15af_01,Speech,neon,Locale_MainScenario:d_main_15af_01_36,True,,S_300,S_300,1.0,,neon,,7,idle,,5,idle,,3,shy,,1,idle,,13,idle,,15,idle,,,,,
d_main_15af_01_37,d_main_15af_01,Speech,yan,Locale_MainScenario:d_main_15af_01_37,True,,15,15,1.0,,yan,,7,idle,,5,idle,,3,shy,,1,idle,,13,idle,,15,sad,,,,,
d_main_15af_01_38,d_main_15af_01,Speech,neon,Locale_MainScenario:d_main_15af_01_38,True,,3,3,1.0,,neon,,7,idle,,5,idle,,3,delight,,1,idle,,13,idle,,15,sad,,,,,
d_main_15af_01_39,d_main_15af_01,Speech,dolla,Locale_MainScenario:d_main_15af_01_39,False,,3,13,1.0,,dolla,,7,idle,,5,idle,,3,delight,,1,idle,,13,no,,15,sad,,,,,
d_main_15af_01_40,d_main_15af_01,Speech,dolla,Locale_MainScenario:d_main_15af_01_40,True,,13,13,1.0,,dolla,,7,idle,,5,idle,,3,idle,,1,idle,,13,no,,15,sad,,,,,
d_main_15af_01_41,d_main_15af_01,Speech,rapi,Locale_MainScenario:d_main_15af_01_41,True,,50,50,1.0,,rapi,,7,idle,,5,worry,,3,idle,,1,idle,,13,no,,15,idle,,,,,
d_main_15af_01_42,d_main_15af_01,Speech,rapi,Locale_MainScenario:d_main_15af_01_42,True,,50,50,1.0,,rapi,,7,idle,,5,worry,,3,idle,,1,idle,,13,no,,15,idle,,,,,
d_main_15af_01_43,d_main_15af_01,Choice,,Locale_MainScenario:d_main_15af_01_43,False,,50,50,1.0,,,,7,idle,,5,worry,,3,idle,,1,idle,,13,idle,,15,idle,,,,d_main_15af_01_45,
d_main_15af_01_44,d_main_15af_01,Choice,,Locale_MainScenario:d_main_15af_01_44,False,,50,50,1.0,,,,7,idle,,5,worry,,3,idle,,1,idle,,13,idle,,15,idle,,,,d_main_15af_01_45,
d_main_15af_01_45,d_main_15af_01,Speech,yan,Locale_MainScenario:d_main_15af_01_45,True,,50,S_150,1.0,,yan,,7,idle,,5,worry,,3,idle,,1,idle,,13,idle,,15,sad,,,,,
d_main_15af_01_46,d_main_15af_01,Speech,yan,Locale_MainScenario:d_main_15af_01_46,True,,S_150,S_150,1.0,,yan,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,sad,,,,,
d_main_15af_01_47,d_main_15af_01,Speech,rupee,Locale_MainScenario:d_main_15af_01_47,True,,L_10,L_10,1.0,,rupee,,7,idle,,5,idle,,3,idle,,1,sad,,13,idle,,15,sad,,,,,
d_main_15af_01_48,d_main_15af_01,Speech,dolla,Locale_MainScenario:d_main_15af_01_48,True,,L_10,S_130,0.3,,dolla,,7,idle,,5,idle,,3,idle,,1,sad,,13,no,,15,sad,,,,,
d_main_15af_01_49,d_main_15af_01,Speech,rupee,Locale_MainScenario:d_main_15af_01_49,True,,S_130,L_10,1.0,,rupee,,7,idle,,5,idle,,3,idle,,1,idle,,13,no,,15,sad,,,,,
d_main_15af_01_50,d_main_15af_01,Speech,dolla,Locale_MainScenario:d_main_15af_01_50,True,,L_10,S_130,0.3,,dolla,,7,idle,,5,idle,,3,idle,,1,idle,,13,angry,,15,sad,,,,,
d_main_15af_01_51,d_main_15af_01,Speech,rupee,Locale_MainScenario:d_main_15af_01_51,False,,S_130,L_10,0.3,,rupee,,7,idle,,5,idle,,3,idle,,1,"expression_0,idle",,13,angry,,15,sad,,,,,
d_main_15af_01_52,d_main_15af_01,Speech,yan,Locale_MainScenario:d_main_15af_01_52,False,,L_10,S_150,0.3,,yan,,7,idle,,5,idle,,3,idle,,1,idle,,13,angry,,15,"expression_0,no",,,,,
d_main_15af_01_53,d_main_15af_01,Speech,rupee,Locale_MainScenario:d_main_15af_01_53,True,,S_150,L_10,0.3,,rupee,,7,idle,,5,idle,,3,idle,,1,idle,,13,angry,,15,no,,,,,
d_main_15af_01_54,d_main_15af_01,Speech,yan,Locale_MainScenario:d_main_15af_01_54,True,,S_150,S_1500,3.0,,yan,,7,idle,,5,idle,,3,idle,,1,idle,,13,angry,,15,no,,,,,Low_2
