id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
d_main_36_08_e_38,d_main_36_08_e,Speech,eyeri,eyeri,Locale_MainScenario:d_main_36_08_e_38,True,,3,3,1.0,,,,,4,idle,,,2,delight,,,12,idle,,,14,idle,,,,
d_main_36_08_e_39,d_main_36_08_e,Speech,avistar,avistar,Locale_MainScenario:d_main_36_08_e_39,True,,3,3,1.0,,,,,4,idle,,,2,delight,,,12,idle,,,14,idle,,,,
d_main_36_08_e_40,d_main_36_08_e,Speech,avistar,avistar,Locale_MainScenario:d_main_36_08_e_40,True,,3,3,1.0,,,,,4,surprise,,,2,delight,,,12,idle,,,14,idle,,,,
d_main_36_08_e_41,d_main_36_08_e,Speech,neon,neon,Locale_MainScenario:d_main_36_08_e_41,True,,13,13,1.0,,,,,4,surprise,,,2,idle,,,12,idle,,,14,idle,,,,
d_main_36_08_e_42,d_main_36_08_e,Speech,neon,neon,Locale_MainScenario:d_main_36_08_e_42,True,,13,13,1.0,,,,,4,surprise,,,2,idle,,,12,idle,,,14,idle,,,,
d_main_36_08_e_43,d_main_36_08_e,Speech,anis,anis,Locale_MainScenario:d_main_36_08_e_43,True,,13,13,1.0,,,,,4,surprise,,,2,idle,,,12,worry,,,14,idle,,,,
d_main_36_08_e_44,d_main_36_08_e,Speech,anis,anis,Locale_MainScenario:d_main_36_08_e_44,True,,13,13,1.0,,,,,4,surprise,,,2,idle,,,12,void,,,14,idle,,,,
d_main_36_08_e_45,d_main_36_08_e,Speech,anis,anis,Locale_MainScenario:d_main_36_08_e_45,True,,13,13,1.0,,,,,4,surprise,,,2,idle,,,12,void,,,14,idle,,,,
d_main_36_08_e_46,d_main_36_08_e,Speech,anis,anis,Locale_MainScenario:d_main_36_08_e_46,True,,13,13,1.0,,,,,4,surprise,,,2,idle,,,12,void,,,14,idle,,,,
d_main_36_08_e_47,d_main_36_08_e,Speech,anis,anis,Locale_MainScenario:d_main_36_08_e_47,True,,13,13,1.0,,,,,4,surprise,,,2,idle,,,12,void,,,14,idle,,,,
d_main_36_08_e_48,d_main_36_08_e,Speech,anis,anis,Locale_MainScenario:d_main_36_08_e_48,True,,13,13,1.0,,,,,4,surprise,,,2,idle,,,12,void,,,14,idle,,,,
d_main_36_08_e_49,d_main_36_08_e,Speech,anis,anis,Locale_MainScenario:d_main_36_08_e_49,True,,13,13,1.0,,,,,4,surprise,,,2,idle,,,12,worry,,,14,idle,,,,
d_main_36_08_e_50,d_main_36_08_e,Speech,neon,neon,Locale_MainScenario:d_main_36_08_e_50,True,,13,13,1.0,,,,,4,surprise,,,2,idle,,,12,worry,,,14,idle,,,,
d_main_36_08_e_51,d_main_36_08_e,Speech,neon,neon,Locale_MainScenario:d_main_36_08_e_51,True,,13,13,1.0,none,,,,4,surprise,,,2,idle,,,12,worry,,,14,idle,,,,
d_main_36_08_e_52,d_main_36_08_e,Speech,neon,neon,Locale_MainScenario:d_main_36_08_e_52,True,,13,13,1.0,,,,,4,surprise,,,2,idle,,,12,worry,,,14,surprise,,,,
d_main_36_08_e_53,d_main_36_08_e,Speech,anis,anis,Locale_MainScenario:d_main_36_08_e_53,True,,13,13,1.0,,,,,4,surprise,,,2,idle,,,12,void,,,14,surprise,,,,
d_main_36_08_e_54,d_main_36_08_e,Speech,anis,anis,Locale_MainScenario:d_main_36_08_e_54,False,,13,13,1.0,,,,,4,surprise,,,2,idle,,,12,void,,,14,surprise,,,,
d_main_36_08_e_55,d_main_36_08_e,Speech,neon,neon,Locale_MainScenario:d_main_36_08_e_55,False,,13,13,1.0,,,,,4,surprise,,,2,idle,,,12,void,,,14,surprise,,,,
d_main_36_08_e_56,d_main_36_08_e,Speech,anis,anis,Locale_MainScenario:d_main_36_08_e_56,True,,13,13,1.0,,,,,4,surprise,,,2,idle,,,12,void,,,14,surprise,,,,
d_main_36_08_e_57,d_main_36_08_e,Speech,neon,neon,Locale_MainScenario:d_main_36_08_e_57,True,,13,13,1.0,,,,,4,surprise,,,2,idle,,,12,void,,,14,surprise,,,,
d_main_36_08_e_58,d_main_36_08_e,Speech,anis,anis,Locale_MainScenario:d_main_36_08_e_58,True,,13,120,0.7,bgm_story_tomboyprincess,,Low_2,,4,surprise,,,2,idle,,,12,angry,,,14,surprise,,,,
d_main_36_08_e_59,d_main_36_08_e,Speech,neon,neon,Locale_MainScenario:d_main_36_08_e_59,True,,120,S_140,0.7,,,Low_2,,4,surprise,,,2,idle,,,12,angry,,,14,surprise,,,,
d_main_36_08_e_60,d_main_36_08_e,Speech,eyeri,eyeri,Locale_MainScenario:d_main_36_08_e_60,True,,3,3,1.0,,,,,4,surprise,,,2,void,,,12,angry,,,14,surprise,,,,
d_main_36_08_e_61,d_main_36_08_e,Speech,avistar,avistar,Locale_MainScenario:d_main_36_08_e_61,True,,3,3,1.0,,,,,4,surprise,,,2,void,,,12,angry,,,14,surprise,,,,
d_main_36_08_e_62,d_main_36_08_e,Speech,anis,anis,Locale_MainScenario:d_main_36_08_e_62,True,,13,13,1.0,,,,,4,surprise,,,2,void,,,12,angry,,,14,surprise,,,,
d_main_36_08_e_63,d_main_36_08_e,Speech,neon,neon,Locale_MainScenario:d_main_36_08_e_63,True,,13,13,1.0,,,,,4,surprise,,,2,void,,,12,angry,,,14,delight,,,,
d_main_36_08_e_64,d_main_36_08_e,Narration,neon,,Locale_MainScenario:d_main_36_08_e_64,False,,13,13,1.0,,,,,4,surprise,,,2,void,,,12,angry,anis,,14,delight,neon,,,
d_main_36_08_e_65,d_main_36_08_e,Narration,eyeri,,Locale_MainScenario:d_main_36_08_e_65,False,,black,black,1.0,,,,,4,surprise,avistar,,2,void,eyeri,,,,,,,,,,,
d_main_36_08_e_66,d_main_36_08_e,Narration,,,Locale_MainScenario:d_main_36_08_e_66,False,,black,black,1.0,,sfx_scn_run,,,,,,,,,,,,,,,,,,,,
d_main_36_08_e_67,d_main_36_08_e,Narration,,,Locale_MainScenario:d_main_36_08_e_67,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_36_08_e_68,d_main_36_08_e,Narration,,,Locale_MainScenario:d_main_36_08_e_68,False,,black,black,1.0,,sfx_scn_dooropenfast,,,,,,,,,,,,,,,,,,,,
d_main_36_08_e_69,d_main_36_08_e,Narration,,,Locale_MainScenario:d_main_36_08_e_69,False,GoodOffice,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_36_08_e_70,d_main_36_08_e,Speech,anis,anis,Locale_MainScenario:d_main_36_08_e_70,True,,13,13,1.0,,,,,,,,,,,,anis,12,angry,,neon,14,worry,,dorothy,19,think
d_main_36_08_e_71,d_main_36_08_e,Speech,neon,neon,Locale_MainScenario:d_main_36_08_e_71,True,,13,13,1.0,,,,,,,,,,,,,12,angry,,,14,worry,,,19,think
d_main_36_08_e_72,d_main_36_08_e,Speech,anis,anis,Locale_MainScenario:d_main_36_08_e_72,True,,13,13,1.0,,,,,,,,,,,,,12,angry,,,14,worry,,,19,think
d_main_36_08_e_73,d_main_36_08_e,Speech,anis,anis,Locale_MainScenario:d_main_36_08_e_73,True,,13,13,1.0,,,,,,,,,,,,,12,angry,,,14,worry,,,19,think
d_main_36_08_e_74,d_main_36_08_e,Narration,anis,,Locale_MainScenario:d_main_36_08_e_74,False,,13,13,1.0,,sfx_scn_putdown,,,,,,,,,,,12,angry,,,14,worry,,,19,think
d_main_36_08_e_75,d_main_36_08_e,Narration,anis,,Locale_MainScenario:d_main_36_08_e_75,False,,13,13,1.0,,,,,,,,,,,,,12,angry,,,14,worry,,,19,think
d_main_36_08_e_76,d_main_36_08_e,Narration,dorothy,,Locale_MainScenario:d_main_36_08_e_76,False,,13,19,2.5,,,,,,,,,,,,,12,angry,,,14,worry,,,19,think
