id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim
d_main_10_02_31,d_main_10_02,Speech,anis,anis,Locale_MainScenario:d_main_10_02_31,True,,2,2,1.0,,,,,,,,7,idle,,,1,angry,,,3,idle,,13,idle,,,,,,,
d_main_10_02_32,d_main_10_02,Speech,anis,anis,Locale_MainScenario:d_main_10_02_32,True,,2,2,1.0,,,,,,,,7,idle,,,1,angry,,,3,idle,,13,idle,,,,,,,
d_main_10_02_33,d_main_10_02,Speech,anis,anis,Locale_MainScenario:d_main_10_02_33,True,,2,2,1.0,,,,,,,,7,idle,,,1,angry,,,3,delight,,13,idle,,,,,,,
d_main_10_02_34,d_main_10_02,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_10_02_34,True,,2,2,1.0,,,,,,,,7,idle,,,1,idle,,,3,delight,,13,idle,,vesti,15,idle,,,
d_main_10_02_35,d_main_10_02,Speech,anis,anis,Locale_MainScenario:d_main_10_02_35,False,,2,30,1.0,,,,,,,,7,idle,,,1,idle,,,3,void,,13,idle,,,15,idle,,,
d_main_10_02_36,d_main_10_02,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_10_02_36,True,,10,10,1.0,,,,,,,,7,idle,,,1,surprise,,,3,void,,13,idle,,,15,idle,,,
d_main_10_02_37,d_main_10_02,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_10_02_37,True,,10,10,1.0,,,,,,,,7,idle,,,1,surprise,,,3,void,,13,idle,,,15,idle,,,
d_main_10_02_38,d_main_10_02,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_10_02_38,True,,10,10,1.0,,,,,,,,7,idle,,,1,idle,,,3,void,,13,idle,,,15,idle,,,
d_main_10_02_39,d_main_10_02,Speech,anis,anis,Locale_MainScenario:d_main_10_02_39,False,,30,300,1.0,,,,,,,,7,idle,,,1,idle,,,3,angry,,13,idle,,,15,idle,,,
d_main_10_02_40,d_main_10_02,Speech,rapi,rapi,Locale_MainScenario:d_main_10_02_40,True,,70,70,1.0,,,,,,,,7,idle,,,1,idle,,,3,angry,,13,idle,,,15,idle,,,
d_main_10_02_41,d_main_10_02,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_10_02_41,True,,10,100,0.5,,Low_2,,,,,,7,idle,,,1,angry,,,3,angry,,13,idle,,,15,idle,,,
d_main_10_02_42,d_main_10_02,Speech,vesti,vesti,Locale_MainScenario:d_main_10_02_42,False,,14,14,1.0,,,,,,,,7,idle,,,1,angry,,,3,angry,,13,angry,,,15,idle,,,
d_main_10_02_43,d_main_10_02,Speech,emma,emma,Locale_MainScenario:d_main_10_02_43,False,,14,14,1.0,,,,,,,,7,idle,,,1,angry,,,3,angry,,13,angry,,,15,idle,,,
d_main_10_02_44,d_main_10_02,Speech,rapi,rapi,Locale_MainScenario:d_main_10_02_44,False,,70,70,1.0,,,,,,,,7,think,,,1,angry,,,3,angry,,13,angry,,,15,idle,,,
d_main_10_02_45,d_main_10_02,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_10_02_45,True,,100,1,1.3,,,,,,,,7,think,,,1,angry,,,3,angry,,13,angry,,,15,idle,,,
d_main_10_02_46,d_main_10_02,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_10_02_46,True,,1,1,1.0,,,,,,,,7,idle,,,1,angry,,,3,angry,,13,angry,,,15,idle,,,
d_main_10_02_47,d_main_10_02,Narration,,Narration,Locale_MainScenario:d_main_10_02_47,False,,1,1,1.0,,,,,,,,7,idle,,,7,angry,,,3,angry,,13,angry,,,15,idle,neon,5,idle
d_main_10_02_48,d_main_10_02,Speech,anis,anis,Locale_MainScenario:d_main_10_02_48,True,,1,4,1.0,,,,,,,,7,idle,,,7,angry,eunhwa,,3,angry,,13,angry,,,15,idle,,5,idle
d_main_10_02_49,d_main_10_02,Speech,neon,neon,Locale_MainScenario:d_main_10_02_49,True,,4,4,1.0,,,,,,,,7,idle,,,,,,,3,angry,,13,angry,,,15,idle,,5,idle
d_main_10_02_50,d_main_10_02,Speech,anis,anis,Locale_MainScenario:d_main_10_02_50,True,,4,4,1.0,,,,,,,,7,idle,rapi,,,,,,3,worry,,13,angry,emma,,15,idle,,5,idle
d_main_10_02_51,d_main_10_02,Speech,vesti,vesti,Locale_MainScenario:d_main_10_02_51,True,,4,2,1.0,,,,,,,,,,,,,,,,3,worry,,,,,,1,idle,,5,idle
d_main_10_02_52,d_main_10_02,Speech,anis,anis,Locale_MainScenario:d_main_10_02_52,False,,2,2,1.0,,,,,,,,,,,,,,,,3,void,,,,,,1,idle,,5,idle
d_main_10_02_53,d_main_10_02,Speech,vesti,vesti,Locale_MainScenario:d_main_10_02_53,True,,2,2,1.0,,,,,,,,,,,,,,,,3,void,,,,,,1,shy,,5,idle
d_main_10_02_54,d_main_10_02,Speech,anis,anis,Locale_MainScenario:d_main_10_02_54,False,,2,2,1.0,,,,,,,,,,,,,,,,3,void,,,,,,1,shy,,5,idle
d_main_10_02_55,d_main_10_02,Speech,anis,anis,Locale_MainScenario:d_main_10_02_55,False,,2,30,0.8,,,,,,,,,,,,,,,,3,worry,,,,,,1,shy,,5,idle
