id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_main_25_02_e_12,d_main_25_02_e,Speech,neon,neon,Locale_MainScenario:d_main_25_02_e_12,True,,12,12,1.0,,,,,,,1,void,,13,idle
d_main_25_02_e_13,d_main_25_02_e,Speech,neon,neon,Locale_MainScenario:d_main_25_02_e_13,True,,12,12,1.0,,,,,,,1,void,,13,idle
d_main_25_02_e_14,d_main_25_02_e,Speech,anis,anis,Locale_MainScenario:d_main_25_02_e_14,True,,12,12,1.0,,,,,,,1,void,,13,idle
d_main_25_02_e_15,d_main_25_02_e,Speech,anis,anis,Locale_MainScenario:d_main_25_02_e_15,True,,12,12,1.0,,,,,,,1,void,,13,idle
d_main_25_02_e_16,d_main_25_02_e,Speech,anis,anis,Locale_MainScenario:d_main_25_02_e_16,True,,12,12,1.0,,,,,,,1,void,,13,idle
d_main_25_02_e_17,d_main_25_02_e,Speech,anis,anis,Locale_MainScenario:d_main_25_02_e_17,True,,12,12,1.0,,,,,,,1,worry,,13,idle
d_main_25_02_e_18,d_main_25_02_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_02_e_18,True,,black,black,1.0,none,dorothy,3,idle,,,1,worry,,13,idle
d_main_25_02_e_19,d_main_25_02_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_02_e_19,True,,3,30,1.0,,,3,idle,,,1,angry,,13,idle
d_main_25_02_e_20,d_main_25_02_e,Speech,anis,anis,Locale_MainScenario:d_main_25_02_e_20,True,,30,30,1.0,,,3,idle,,,1,angry,,13,idle
d_main_25_02_e_21,d_main_25_02_e,Speech,neon,neon,Locale_MainScenario:d_main_25_02_e_21,True,,30,30,1.0,,,3,idle,,,1,angry,,13,surprise
d_main_25_02_e_22,d_main_25_02_e,Self,neon,,Locale_MainScenario:d_main_25_02_e_22,False,,30,30,1.0,bgm_story_armageddon,,3,idle,,,1,void,,13,surprise
d_main_25_02_e_23,d_main_25_02_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_02_e_23,True,,30,30,1.0,,,3,think,,,1,void,,13,idle
d_main_25_02_e_24,d_main_25_02_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_02_e_24,True,,30,30,1.0,,,3,think,,,1,void,,13,idle
d_main_25_02_e_25,d_main_25_02_e,Speech,anis,anis,Locale_MainScenario:d_main_25_02_e_25,True,,30,30,1.0,,,3,think,,,1,void,,13,idle
d_main_25_02_e_26,d_main_25_02_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_02_e_26,True,,30,30,1.0,,,3,think,,,1,void,,13,idle
d_main_25_02_e_27,d_main_25_02_e,Self,dorothy,,Locale_MainScenario:d_main_25_02_e_27,False,,30,30,1.0,,,3,think,,,1,void,,13,idle
d_main_25_02_e_28,d_main_25_02_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_02_e_28,False,,30,30,1.0,,,3,think,,,1,void,,13,idle
d_main_25_02_e_29,d_main_25_02_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_02_e_29,True,,30,30,1.0,,,3,think,,,1,void,,13,idle
d_main_25_02_e_30,d_main_25_02_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_02_e_30,True,,30,30,1.0,,,3,think,,,1,void,,13,idle
d_main_25_02_e_31,d_main_25_02_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_02_e_31,True,,30,30,1.0,,,3,think,,,1,void,,13,idle
d_main_25_02_e_32,d_main_25_02_e,Speech,neon,neon,Locale_MainScenario:d_main_25_02_e_32,True,,30,30,1.0,,,3,think,,,1,void,,13,idle
d_main_25_02_e_33,d_main_25_02_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_02_e_33,True,,30,300,2.0,,,3,think,,,1,void,,13,idle
d_main_25_02_e_34,d_main_25_02_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_02_e_34,True,,300,300,1.0,,,3,think,,,1,void,,13,idle
d_main_25_02_e_35,d_main_25_02_e,Speech,anis,anis,Locale_MainScenario:d_main_25_02_e_35,True,,300,2,1.0,,,3,think,,,1,void,,13,idle
d_main_25_02_e_36,d_main_25_02_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_02_e_36,False,,2,2,1.0,,,3,think,,,1,void,,13,idle
d_main_25_02_e_37,d_main_25_02_e,Speech,anis,anis,Locale_MainScenario:d_main_25_02_e_37,True,,2,2,1.0,,,3,think,,,1,idle,,13,idle
d_main_25_02_e_38,d_main_25_02_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_02_e_38,True,,2,2,1.0,,,3,idle,,,1,void,,13,idle
d_main_25_02_e_39,d_main_25_02_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_02_e_39,True,,2,2,1.0,,,3,idle,,,1,void,,13,idle
d_main_25_02_e_40,d_main_25_02_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_02_e_40,True,,2,30,1.0,,,3,smile,,,1,void,,13,idle
d_main_25_02_e_41,d_main_25_02_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_02_e_41,True,,30,30,1.0,,,3,smile,,,1,void,,13,idle
d_main_25_02_e_42,d_main_25_02_e,Speech,anis,anis,Locale_MainScenario:d_main_25_02_e_42,False,,30,10,1.0,,,3,smile,,,1,worry,,13,idle
d_main_25_02_e_43,d_main_25_02_e,Speech,neon,neon,Locale_MainScenario:d_main_25_02_e_43,False,,10,S_130,1.0,,,3,idle,,,1,worry,,13,idle
d_main_25_02_e_44,d_main_25_02_e,Self,neon,,Locale_MainScenario:d_main_25_02_e_44,False,,S_130,S_130,1.0,,,3,idle,,,1,worry,,13,idle
d_main_25_02_e_45,d_main_25_02_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_02_e_45,True,,30,30,1.0,,,3,think,,,1,void,,13,idle
d_main_25_02_e_46,d_main_25_02_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_02_e_46,True,,30,30,1.0,,,3,think,,,1,void,,13,idle
d_main_25_02_e_47,d_main_25_02_e,Speech,anis,anis,Locale_MainScenario:d_main_25_02_e_47,True,,10,10,1.0,,,3,think,,,1,void,,13,idle
d_main_25_02_e_48,d_main_25_02_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_02_e_48,True,,30,30,1.0,,,3,think,,,1,void,,13,idle
d_main_25_02_e_49,d_main_25_02_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_02_e_49,True,,30,30,1.0,,,3,think,,,1,void,,13,idle
d_main_25_02_e_50,d_main_25_02_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_02_e_50,True,,30,30,1.0,,,3,think,,,1,void,,13,idle
d_main_25_02_e_51,d_main_25_02_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_02_e_51,True,,30,30,1.0,,,3,think,,,1,void,,13,idle
d_main_25_02_e_52,d_main_25_02_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_02_e_52,True,,30,30,1.0,,,3,think,,,1,void,,13,idle
d_main_25_02_e_53,d_main_25_02_e,Speech,anis,anis,Locale_MainScenario:d_main_25_02_e_53,True,,12,12,1.0,,,3,think,,,1,delight,,13,idle
d_main_25_02_e_54,d_main_25_02_e,Speech,neon,neon,Locale_MainScenario:d_main_25_02_e_54,True,,12,12,1.0,,,3,think,,,1,delight,,13,delight
d_main_25_02_e_55,d_main_25_02_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_02_e_55,True,,30,30,1.0,,,3,think,,,1,delight,,13,idle
d_main_25_02_e_56,d_main_25_02_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_02_e_56,True,,30,300,1.0,,,3,think,,,1,idle,,13,idle
d_main_25_02_e_57,d_main_25_02_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_02_e_57,True,,300,300,1.0,,,3,think,,,1,idle,,13,idle
d_main_25_02_e_58,d_main_25_02_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_02_e_58,True,,300,300,1.0,,,3,think,,,1,idle,,13,idle
d_main_25_02_e_59,d_main_25_02_e,Speech,anis,anis,Locale_MainScenario:d_main_25_02_e_59,True,,12,12,1.0,,,3,think,,,1,void,,13,idle
d_main_25_02_e_60,d_main_25_02_e,Speech,neon,neon,Locale_MainScenario:d_main_25_02_e_60,True,,12,12,1.0,,,3,think,,,1,void,,13,delight
d_main_25_02_e_61,d_main_25_02_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_02_e_61,False,,12,30,1.0,,,3,think,,,1,void,,13,idle
d_main_25_02_e_62,d_main_25_02_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_02_e_62,True,,30,30,2.0,,,3,idle,,,1,void,,13,idle
d_main_25_02_e_63,d_main_25_02_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_02_e_63,True,,30,30,1.0,,,3,idle,,,1,void,,13,idle
d_main_25_02_e_64,d_main_25_02_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_02_e_64,True,,30,30,1.0,,,3,idle,,,1,void,,13,idle
d_main_25_02_e_65,d_main_25_02_e,Self,dorothy,,Locale_MainScenario:d_main_25_02_e_65,False,,30,30,1.0,,,3,idle,,,1,void,,13,idle
d_main_25_02_e_66,d_main_25_02_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_02_e_66,True,,30,30,1.0,,,3,idle,,,1,void,,13,idle
d_main_25_02_e_67,d_main_25_02_e,Self,dorothy,,Locale_MainScenario:d_main_25_02_e_67,False,,30,30,1.0,,,3,idle,,,1,void,,13,idle
d_main_25_02_e_68,d_main_25_02_e,Speech,anis,anis,Locale_MainScenario:d_main_25_02_e_68,True,,30,10,1.0,,,3,idle,,,1,angry,,13,idle
d_main_25_02_e_69,d_main_25_02_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_02_e_69,True,,10,2,1.0,,,3,idle,,,1,angry,,13,idle
d_main_25_02_e_70,d_main_25_02_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_02_e_70,True,,2,2,1.0,,,3,smile,,,1,angry,,13,idle
d_main_25_02_e_71,d_main_25_02_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_02_e_71,True,,2,2,1.0,,,3,smile,,,1,angry,,13,idle
d_main_25_02_e_72,d_main_25_02_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_02_e_72,True,,2,2,1.0,,,3,smile,,,1,angry,,13,idle
d_main_25_02_e_73,d_main_25_02_e,Speech,anis,anis,Locale_MainScenario:d_main_25_02_e_73,False,,2,12,2.0,,,3,smile,,,1,worry,,13,idle
d_main_25_02_e_74,d_main_25_02_e,Speech,neon,neon,Locale_MainScenario:d_main_25_02_e_74,True,,12,12,1.0,,,3,idle,,,1,worry,,13,delight
d_main_25_02_e_75,d_main_25_02_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_02_e_75,True,,30,30,1.0,,,3,idle,,,1,void,,13,delight
d_main_25_02_e_76,d_main_25_02_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_02_e_76,True,,30,30,1.0,,,3,idle,,,1,void,,13,idle
d_main_25_02_e_77,d_main_25_02_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_02_e_77,True,,30,30,1.0,,,3,idle,,,1,void,,13,idle
d_main_25_02_e_78,d_main_25_02_e,Narration,dorothy,,Locale_MainScenario:d_main_25_02_e_78,False,,30,12,2.0,,,3,idle,dorothy,,1,void,,13,idle
d_main_25_02_e_79,d_main_25_02_e,Speech,anis,anis,Locale_MainScenario:d_main_25_02_e_79,True,,12,12,1.0,,,,,,,1,worry,,13,idle
d_main_25_02_e_80,d_main_25_02_e,Self,anis,,Locale_MainScenario:d_main_25_02_e_80,False,,12,12,1.0,,,,,,,1,worry,,13,idle
d_main_25_02_e_81,d_main_25_02_e,Speech,neon,neon,Locale_MainScenario:d_main_25_02_e_81,True,,12,12,1.0,,,,,,,1,worry,,13,idle
d_main_25_02_e_82,d_main_25_02_e,Speech,neon,neon,Locale_MainScenario:d_main_25_02_e_82,True,,12,12,1.0,,,,,,,1,worry,,13,delight
d_main_25_02_e_83,d_main_25_02_e,Speech,anis,anis,Locale_MainScenario:d_main_25_02_e_83,True,,12,12,1.0,,,,,,,1,worry,,13,delight
d_main_25_02_e_84,d_main_25_02_e,Speech,anis,anis,Locale_MainScenario:d_main_25_02_e_84,True,,12,12,1.0,,,,,,,1,idle,,13,delight
