id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,highlight,set_filter_01,characters/0/hide_char_id
d_main_24_08_e_19,d_main_24_08_e,Self,Self,Locale_MainScenario:d_main_24_08_e_19,False,,1,surprise,,10,10,1.0,,,,,,
d_main_24_08_e_20,d_main_24_08_e,Narration,Narration,Locale_MainScenario:d_main_24_08_e_20,False,,1,surprise,,10,1,0.7,,sfx_scn_down,Low_2,,,crow
d_main_24_08_e_21,d_main_24_08_e,Speech,crow,Locale_MainScenario:d_main_24_08_e_21,False,,,,,1,1,1.0,,,,crow,,
d_main_24_08_e_22,d_main_24_08_e,Monologue,Monologue,Locale_MainScenario:d_main_24_08_e_22,False,,,,,1,1,1.0,,,,,,
d_main_24_08_e_23,d_main_24_08_e,Monologue,Monologue,Locale_MainScenario:d_main_24_08_e_23,False,crow,1,angry,,1,10,1.0,,,,,,
d_main_24_08_e_24,d_main_24_08_e,Monologue,Monologue,Locale_MainScenario:d_main_24_08_e_24,False,,1,angry,,10,10,1.0,,,,,,
d_main_24_08_e_25,d_main_24_08_e,Narration,Narration,Locale_MainScenario:d_main_24_08_e_25,False,,1,angry,,10,1,0.5,,sfx_scn_aim,,,,
d_main_24_08_e_26,d_main_24_08_e,Self,Self,Locale_MainScenario:d_main_24_08_e_26,False,,1,angry,,1,1,1.0,,,,,,
d_main_24_08_e_27,d_main_24_08_e,Self,Self,Locale_MainScenario:d_main_24_08_e_27,False,,1,angry,,1,1,1.0,,,,,,
d_main_24_08_e_28,d_main_24_08_e,Speech,crow,Locale_MainScenario:d_main_24_08_e_28,True,,1,idle,,1,1,1.0,,,,crow,,
d_main_24_08_e_29,d_main_24_08_e,Speech,crow,Locale_MainScenario:d_main_24_08_e_29,True,,1,smile,,1,1,1.0,,,,crow,,
d_main_24_08_e_30,d_main_24_08_e,Self,Self,Locale_MainScenario:d_main_24_08_e_30,False,,1,smile,,1,1,1.0,,,,,,
d_main_24_08_e_31,d_main_24_08_e,Speech,crow,Locale_MainScenario:d_main_24_08_e_31,True,,1,angry,,1,1,1.0,,,,crow,,
d_main_24_08_e_32,d_main_24_08_e,Speech,crow,Locale_MainScenario:d_main_24_08_e_32,True,,1,smile,,1,10,2.0,,,,crow,,
d_main_24_08_e_33,d_main_24_08_e,Speech,crow,Locale_MainScenario:d_main_24_08_e_33,True,,1,smile,,10,10,1.0,,,,crow,,
d_main_24_08_e_34,d_main_24_08_e,Speech,crow,Locale_MainScenario:d_main_24_08_e_34,True,,1,smile,,10,10,1.0,,,,crow,,
d_main_24_08_e_35,d_main_24_08_e,Speech,crow,Locale_MainScenario:d_main_24_08_e_35,True,,1,good,,10,10,1.0,,,,crow,,
d_main_24_08_e_36,d_main_24_08_e,Speech,crow,Locale_MainScenario:d_main_24_08_e_36,True,,1,good,,10,10,1.0,,,,crow,,
d_main_24_08_e_37,d_main_24_08_e,Speech,crow,Locale_MainScenario:d_main_24_08_e_37,True,,1,good,,10,10,1.0,,,,crow,,
d_main_24_08_e_38,d_main_24_08_e,Self,Self,Locale_MainScenario:d_main_24_08_e_38,False,,1,good,,10,10,1.0,,,,,,
d_main_24_08_e_39,d_main_24_08_e,Self,Self,Locale_MainScenario:d_main_24_08_e_39,False,,1,good,,10,10,1.0,,,,,,
d_main_24_08_e_40,d_main_24_08_e,Self,Self,Locale_MainScenario:d_main_24_08_e_40,False,,1,good,,10,10,1.0,,,,,,
d_main_24_08_e_41,d_main_24_08_e,Self,Self,Locale_MainScenario:d_main_24_08_e_41,False,,1,good,,10,10,1.0,,,,,,
d_main_24_08_e_42,d_main_24_08_e,Speech,crow,Locale_MainScenario:d_main_24_08_e_42,True,,1,smile,,10,10,1.0,,,,crow,,
d_main_24_08_e_43,d_main_24_08_e,Self,Self,Locale_MainScenario:d_main_24_08_e_43,False,,1,idle,,10,10,1.0,,,,,,
d_main_24_08_e_44,d_main_24_08_e,Self,Self,Locale_MainScenario:d_main_24_08_e_44,False,,1,idle,,10,10,1.0,,,,,,
d_main_24_08_e_45,d_main_24_08_e,Self,Self,Locale_MainScenario:d_main_24_08_e_45,False,,1,idle,,10,10,1.0,,,,,,
d_main_24_08_e_46,d_main_24_08_e,Self,Self,Locale_MainScenario:d_main_24_08_e_46,False,,1,idle,,10,10,1.0,,,,,,
d_main_24_08_e_47,d_main_24_08_e,Self,Self,Locale_MainScenario:d_main_24_08_e_47,False,,1,idle,,10,10,1.0,,,,,,
d_main_24_08_e_48,d_main_24_08_e,Self,Self,Locale_MainScenario:d_main_24_08_e_48,False,,1,idle,,10,100,1.0,,,,,,
d_main_24_08_e_49,d_main_24_08_e,Self,Self,Locale_MainScenario:d_main_24_08_e_49,False,,1,idle,,100,100,1.0,,,,,,
d_main_24_08_e_50,d_main_24_08_e,Self,Self,Locale_MainScenario:d_main_24_08_e_50,False,,1,idle,,100,100,1.0,,,,,,
d_main_24_08_e_51,d_main_24_08_e,Self,Self,Locale_MainScenario:d_main_24_08_e_51,False,,1,idle,,100,100,1.0,,,,,,
d_main_24_08_e_52,d_main_24_08_e,Self,Self,Locale_MainScenario:d_main_24_08_e_52,False,,1,idle,,100,100,1.0,,,,,,
d_main_24_08_e_53,d_main_24_08_e,Self,Self,Locale_MainScenario:d_main_24_08_e_53,False,,1,idle,,100,100,1.0,,,,,,
d_main_24_08_e_54,d_main_24_08_e,Speech,crow,Locale_MainScenario:d_main_24_08_e_54,True,,1,angry,,100,100,1.0,,,,crow,,
d_main_24_08_e_55,d_main_24_08_e,Speech,crow,Locale_MainScenario:d_main_24_08_e_55,True,,1,angry,,100,100,1.0,,,,crow,,
d_main_24_08_e_56,d_main_24_08_e,Self,Self,Locale_MainScenario:d_main_24_08_e_56,False,,1,angry,,100,100,1.0,,,,,,
d_main_24_08_e_57,d_main_24_08_e,Speech,crow,Locale_MainScenario:d_main_24_08_e_57,True,,1,surprise,,100,100,1.0,,,,crow,,
d_main_24_08_e_58,d_main_24_08_e,Self,Self,Locale_MainScenario:d_main_24_08_e_58,False,,1,surprise,,100,100,1.0,,,,,,
d_main_24_08_e_59,d_main_24_08_e,Speech,crow,Locale_MainScenario:d_main_24_08_e_59,True,,1,angry,,100,100,1.0,,,,crow,,
d_main_24_08_e_60,d_main_24_08_e,Self,Self,Locale_MainScenario:d_main_24_08_e_60,False,,1,angry,,100,100,1.0,,,,,,
d_main_24_08_e_61,d_main_24_08_e,Self,Self,Locale_MainScenario:d_main_24_08_e_61,False,,1,angry,,100,100,1.0,,,,,,
d_main_24_08_e_62,d_main_24_08_e,Speech,crow,Locale_MainScenario:d_main_24_08_e_62,True,,1,delight,,100,10,1.0,,,,crow,,
d_main_24_08_e_63,d_main_24_08_e,Speech,crow,Locale_MainScenario:d_main_24_08_e_63,True,,1,delight,,10,10,1.0,,,,crow,,
d_main_24_08_e_64,d_main_24_08_e,Narration,Narration,Locale_MainScenario:d_main_24_08_e_64,False,,1,idle,,black,black,1.0,none,sfx_scn_finishshot,,,,
d_main_24_08_e_65,d_main_24_08_e,Monologue,Monologue,Locale_MainScenario:d_main_24_08_e_65,False,,1,idle,,10,1,2.0,,,,,,crow
d_main_24_08_e_66,d_main_24_08_e,Monologue,Monologue,Locale_MainScenario:d_main_24_08_e_66,False,,,,,1,1,1.0,,,,,,
d_main_24_08_e_67,d_main_24_08_e,Self,Self,Locale_MainScenario:d_main_24_08_e_67,False,,,,,1,1,1.0,,,,,,
d_main_24_08_e_68,d_main_24_08_e,Speech,rapi,Locale_MainScenario:d_main_24_08_e_68,True,rapi,3,idle,,1,3,1.0,,,,rapi,,
d_main_24_08_e_69,d_main_24_08_e,Speech,rapi,Locale_MainScenario:d_main_24_08_e_69,True,,3,idle,,3,3,1.0,,,,rapi,,
d_main_24_08_e_70,d_main_24_08_e,Self,Self,Locale_MainScenario:d_main_24_08_e_70,False,,3,idle,,3,3,1.0,,,,,,
d_main_24_08_e_71,d_main_24_08_e,Speech,rapi,Locale_MainScenario:d_main_24_08_e_71,True,,3,idle,,3,3,1.0,,,,rapi,,
d_main_24_08_e_72,d_main_24_08_e,Monologue,Monologue,Locale_MainScenario:d_main_24_08_e_72,False,,3,idle,,3,30,2.0,,,,,,
d_main_24_08_e_73,d_main_24_08_e,Monologue,Monologue,Locale_MainScenario:d_main_24_08_e_73,False,,3,idle,,30,30,1.0,,,,,,
d_main_24_08_e_74,d_main_24_08_e,Self,Self,Locale_MainScenario:d_main_24_08_e_74,False,,3,idle,,30,30,1.0,,,,,,
d_main_24_08_e_75,d_main_24_08_e,Self,Self,Locale_MainScenario:d_main_24_08_e_75,False,,3,idle,,30,30,1.0,,,,,,
d_main_24_08_e_76,d_main_24_08_e,Self,Self,Locale_MainScenario:d_main_24_08_e_76,False,,3,idle,,30,30,1.0,,,,,,
d_main_24_08_e_77,d_main_24_08_e,Speech,rapi,Locale_MainScenario:d_main_24_08_e_77,True,,3,idle,,30,30,1.0,,,,rapi,,
d_main_24_08_e_78,d_main_24_08_e,Self,Self,Locale_MainScenario:d_main_24_08_e_78,False,,3,idle,,30,30,1.0,,,,,,
d_main_24_08_e_79,d_main_24_08_e,Speech,rapi,Locale_MainScenario:d_main_24_08_e_79,True,,3,idle,,30,30,1.0,,,,rapi,,
d_main_24_08_e_80,d_main_24_08_e,Speech,rapi,Locale_MainScenario:d_main_24_08_e_80,True,,3,idle,,30,30,1.0,,,,rapi,,
d_main_24_08_e_81,d_main_24_08_e,Speech,rapi,Locale_MainScenario:d_main_24_08_e_81,True,,3,idle,,30,30,1.0,,,,rapi,,
d_main_24_08_e_82,d_main_24_08_e,Speech,rapi,Locale_MainScenario:d_main_24_08_e_82,True,,3,idle,,30,30,1.0,,,,rapi,,
d_main_24_08_e_83,d_main_24_08_e,Self,Self,Locale_MainScenario:d_main_24_08_e_83,False,,3,idle,,30,30,1.0,,,,,,
d_main_24_08_e_84,d_main_24_08_e,Self,Self,Locale_MainScenario:d_main_24_08_e_84,False,,3,idle,,30,30,1.0,,,,,,
d_main_24_08_e_85,d_main_24_08_e,Self,Self,Locale_MainScenario:d_main_24_08_e_85,False,,3,idle,,30,30,1.0,,,,,,
d_main_24_08_e_86,d_main_24_08_e,Speech,rapi,Locale_MainScenario:d_main_24_08_e_86,True,,3,delight,,30,300,2.0,,,,rapi,,
d_main_24_08_e_87,d_main_24_08_e,Speech,rapi,Locale_MainScenario:d_main_24_08_e_87,True,,3,delight,,300,300,1.0,,,,rapi,,
