id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,play_sound
d_main_39_af_07_28,d_main_39_af_07,Speech,anis,anis,Locale_MainScenario:d_main_39_af_07_28,True,,,,,,,,expansionstar_02,expansionstar_02,1.0,,,,
d_main_39_af_07_29,d_main_39_af_07,Speech,mustang,mustang,Locale_MainScenario:d_main_39_af_07_29,True,,,,,,,,expansionstar_02,expansionstar_02,1.0,,,,
d_main_39_af_07_30,d_main_39_af_07,Speech,mustang,mustang,Locale_MainScenario:d_main_39_af_07_30,True,,,,,,,,expansionstar_02,expansionstar_02,1.0,,,,
d_main_39_af_07_31,d_main_39_af_07,Speech,anis,anis,Locale_MainScenario:d_main_39_af_07_31,True,,,,,,,,expansionstar_02,expansionstar_02,1.0,,,,
d_main_39_af_07_32,d_main_39_af_07,Speech,anis,anis,Locale_MainScenario:d_main_39_af_07_32,True,,,,,,,,expansionstar_02,1,2.0,,,,
d_main_39_af_07_33,d_main_39_af_07,Speech,anis,anis,Locale_MainScenario:d_main_39_af_07_33,True,,,,,,,,1,1,1.0,,,,
d_main_39_af_07_34,d_main_39_af_07,Speech,anis,anis,Locale_MainScenario:d_main_39_af_07_34,True,,,,,,,,1,1,1.0,,,,
d_main_39_af_07_35,d_main_39_af_07,Speech,mustang,mustang,Locale_MainScenario:d_main_39_af_07_35,True,,,,,,,,1,1,1.0,,,,
d_main_39_af_07_36,d_main_39_af_07,Speech,anis,anis,Locale_MainScenario:d_main_39_af_07_36,True,,,,,,,,1,1,1.0,,,,
d_main_39_af_07_37,d_main_39_af_07,Speech,mustang,mustang,Locale_MainScenario:d_main_39_af_07_37,False,,,,,,,,1,1,1.0,,,,
d_main_39_af_07_38,d_main_39_af_07,Speech,mustang,mustang,Locale_MainScenario:d_main_39_af_07_38,True,,,,,,,,1,1,1.0,,,,
d_main_39_af_07_39,d_main_39_af_07,Speech,mustang,mustang,Locale_MainScenario:d_main_39_af_07_39,True,,,,,,,,1,1,1.0,,,,
d_main_39_af_07_40,d_main_39_af_07,Speech,mustang,mustang,Locale_MainScenario:d_main_39_af_07_40,True,,,,,,,,1,expansionstar_02,2.0,,,,
d_main_39_af_07_41,d_main_39_af_07,Speech,anis,anis,Locale_MainScenario:d_main_39_af_07_41,True,,,,,,,,expansionstar_02,expansionstar_02,1.0,,,,
d_main_39_af_07_42,d_main_39_af_07,Speech,anis,anis,Locale_MainScenario:d_main_39_af_07_42,True,,,,,,,,expansionstar_02,expansionstar_02,1.0,,,,
d_main_39_af_07_43,d_main_39_af_07,Speech,mustang,mustang,Locale_MainScenario:d_main_39_af_07_43,True,,,,,,,,expansionstar_02,expansionstar_02,1.0,,,,
d_main_39_af_07_44,d_main_39_af_07,Speech,mustang,mustang,Locale_MainScenario:d_main_39_af_07_44,True,,,,,,,,expansionstar_02,expansionstar_02,1.0,,,,
d_main_39_af_07_45,d_main_39_af_07,Speech,anis,anis,Locale_MainScenario:d_main_39_af_07_45,False,,,,,,,,expansionstar_02,expansionstar_02,1.0,,,,
d_main_39_af_07_46,d_main_39_af_07,Speech,mustang,mustang,Locale_MainScenario:d_main_39_af_07_46,True,,,,,,,,expansionstar_02,expansionstar_02,1.0,,,,
d_main_39_af_07_47,d_main_39_af_07,Speech,mustang,mustang,Locale_MainScenario:d_main_39_af_07_47,True,,,,,,,,expansionstar_02,expansionstar_02,1.0,,,,
d_main_39_af_07_48,d_main_39_af_07,Speech,mustang,mustang,Locale_MainScenario:d_main_39_af_07_48,True,,,,,,,,expansionstar_02,expansionstar_02,1.0,,,,
d_main_39_af_07_49,d_main_39_af_07,Speech,mustang,mustang,Locale_MainScenario:d_main_39_af_07_49,True,,,,,,,,expansionstar_02,expansionstar_02,1.0,,,,
d_main_39_af_07_50,d_main_39_af_07,Speech,mustang,mustang,Locale_MainScenario:d_main_39_af_07_50,True,,,,,,,,expansionstar_02,expansionstar_02,1.0,,,,
d_main_39_af_07_51,d_main_39_af_07,Speech,mustang,mustang,Locale_MainScenario:d_main_39_af_07_51,True,,,,,,,,expansionstar_02,expansionstar_02,1.0,,,,
d_main_39_af_07_52,d_main_39_af_07,Speech,mustang,mustang,Locale_MainScenario:d_main_39_af_07_52,True,,,,,,,,expansionstar_02,1,1.0,,,,
d_main_39_af_07_53,d_main_39_af_07,Speech,mustang,mustang,Locale_MainScenario:d_main_39_af_07_53,True,,,,,,,,1,1,1.0,,,,
d_main_39_af_07_54,d_main_39_af_07,Speech,mustang,mustang,Locale_MainScenario:d_main_39_af_07_54,True,,,,,,,,1,1,1.0,,,,
d_main_39_af_07_55,d_main_39_af_07,Speech,anis,anis,Locale_MainScenario:d_main_39_af_07_55,True,,,,,,,,1,100,1.0,,,,
d_main_39_af_07_56,d_main_39_af_07,Speech,anis,anis,Locale_MainScenario:d_main_39_af_07_56,True,,,,,,,,100,100,1.0,,,,
d_main_39_af_07_57,d_main_39_af_07,Speech,anis,anis,Locale_MainScenario:d_main_39_af_07_57,True,,,,,,,,100,100,1.0,,,,
d_main_39_af_07_58,d_main_39_af_07,Speech,mustang,mustang,Locale_MainScenario:d_main_39_af_07_58,False,,,,,,,,100,100,1.0,,,,
d_main_39_af_07_59,d_main_39_af_07,Speech,mustang,mustang,Locale_MainScenario:d_main_39_af_07_59,True,anis,1,pain,mustang,13,angry,GoodOffice,black,black,1.0,,,,
d_main_39_af_07_60,d_main_39_af_07,Speech,mustang,mustang,Locale_MainScenario:d_main_39_af_07_60,True,,1,pain,,13,angry,,L_130,L_130,1.0,,,,
d_main_39_af_07_61,d_main_39_af_07,Speech,anis,anis,Locale_MainScenario:d_main_39_af_07_61,True,,1,angry,,13,angry,,L_130,113,1.0,,,,
d_main_39_af_07_62,d_main_39_af_07,Speech,anis,anis,Locale_MainScenario:d_main_39_af_07_62,True,,1,angry,,13,angry,,113,113,1.0,,,,
d_main_39_af_07_63,d_main_39_af_07,Speech,mustang,mustang,Locale_MainScenario:d_main_39_af_07_63,True,,1,angry,,13,angry,,113,113,1.0,,,,
d_main_39_af_07_64,d_main_39_af_07,Speech,anis,anis,Locale_MainScenario:d_main_39_af_07_64,True,,1,sad,,13,angry,,113,113,1.0,,,,
d_main_39_af_07_65,d_main_39_af_07,Speech,mustang,mustang,Locale_MainScenario:d_main_39_af_07_65,True,,1,sad,,13,angry,,113,113,1.0,,,,
d_main_39_af_07_66,d_main_39_af_07,Speech,anis,anis,Locale_MainScenario:d_main_39_af_07_66,True,,1,sad,,13,angry,,113,113,1.0,,,,
d_main_39_af_07_67,d_main_39_af_07,Speech,anis,anis,Locale_MainScenario:d_main_39_af_07_67,True,,1,sad,,13,angry,,113,113,1.0,,,,
d_main_39_af_07_68,d_main_39_af_07,Speech,mustang,mustang,Locale_MainScenario:d_main_39_af_07_68,True,,1,sad,,13,angry,,113,113,1.0,,,,
d_main_39_af_07_69,d_main_39_af_07,Speech,anis,anis,Locale_MainScenario:d_main_39_af_07_69,True,,1,angry,,13,angry,,10,100,0.5,,,,
d_main_39_af_07_70,d_main_39_af_07,Speech,anis,anis,Locale_MainScenario:d_main_39_af_07_70,True,,1,angry,,13,angry,,100,100,1.0,,,,
d_main_39_af_07_71,d_main_39_af_07,Speech,anis,anis,Locale_MainScenario:d_main_39_af_07_71,True,,1,angry,,13,angry,,100,100,1.0,,,,
d_main_39_af_07_72,d_main_39_af_07,Speech,anis,anis,Locale_MainScenario:d_main_39_af_07_72,True,,1,angry,,13,angry,,100,100,1.0,,,,
d_main_39_af_07_73,d_main_39_af_07,Speech,anis,anis,Locale_MainScenario:d_main_39_af_07_73,True,,1,angry,,13,angry,,100,100,1.0,,,,
d_main_39_af_07_74,d_main_39_af_07,Speech,anis,anis,Locale_MainScenario:d_main_39_af_07_74,True,,1,angry,,13,angry,,100,100,1.0,,,,
d_main_39_af_07_75,d_main_39_af_07,Speech,anis,anis,Locale_MainScenario:d_main_39_af_07_75,True,,1,angry,,13,angry,,100,100,1.0,,,,
d_main_39_af_07_76,d_main_39_af_07,Speech,anis,anis,Locale_MainScenario:d_main_39_af_07_76,True,,1,angry,,13,angry,,100,10,1.0,,,,
d_main_39_af_07_77,d_main_39_af_07,Speech,mustang,mustang,Locale_MainScenario:d_main_39_af_07_77,True,,1,angry,,13,angry,,10,113,1.0,,,,
d_main_39_af_07_78,d_main_39_af_07,Speech,anis,anis,Locale_MainScenario:d_main_39_af_07_78,True,,1,angry,,13,angry,,113,113,1.0,,,,
d_main_39_af_07_79,d_main_39_af_07,Speech,anis,anis,Locale_MainScenario:d_main_39_af_07_79,True,,1,angry,,13,angry,,113,113,1.0,,,,
d_main_39_af_07_80,d_main_39_af_07,Speech,mustang,mustang,Locale_MainScenario:d_main_39_af_07_80,True,,1,angry,,13,angry,,113,113,1.0,,,,
d_main_39_af_07_81,d_main_39_af_07,Speech,mustang,mustang,Locale_MainScenario:d_main_39_af_07_81,True,,1,angry,,13,angry,,113,113,1.0,,,,
d_main_39_af_07_82,d_main_39_af_07,Speech,anis,anis,Locale_MainScenario:d_main_39_af_07_82,True,,1,angry,,13,angry,,113,113,1.0,,,,
d_main_39_af_07_83,d_main_39_af_07,Speech,mustang,mustang,Locale_MainScenario:d_main_39_af_07_83,True,,1,angry,,13,angry,,113,113,1.0,,,,
d_main_39_af_07_84,d_main_39_af_07,Speech,mustang,mustang,Locale_MainScenario:d_main_39_af_07_84,True,,1,angry,,13,angry,,113,113,1.0,,,,
d_main_39_af_07_85,d_main_39_af_07,Speech,anis,anis,Locale_MainScenario:d_main_39_af_07_85,False,,1,angry,,13,angry,,113,113,1.0,,,,
d_main_39_af_07_86,d_main_39_af_07,Speech,anis,anis,Locale_MainScenario:d_main_39_af_07_86,True,,1,angry,,13,angry,,113,113,1.0,,,,
d_main_39_af_07_87,d_main_39_af_07,Narration,anis,,Locale_MainScenario:d_main_39_af_07_87,False,,1,angry,,13,angry,,113,113,1.0,,anis,,sfx_scn_walkturf
d_main_39_af_07_88,d_main_39_af_07,Speech,mustang,mustang,Locale_MainScenario:d_main_39_af_07_88,False,,,,,13,angry,,113,13,1.0,,,,
d_main_39_af_07_89,d_main_39_af_07,Speech,mustang,mustang,Locale_MainScenario:d_main_39_af_07_89,True,,,,,13,angry,,13,L_130,1.0,,,,
