id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,jump_target,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_ex_court_04_23,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_23,True,,1,idle,,S_10,S_10,1.0,,helm,helm,,,,,,,,
d_ex_court_04_24,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_24,True,,1,idle,,S_10,S_10,1.0,,helm,helm,d_ex_court_04_27,,,,,,,
d_ex_court_04_25,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_25,True,,1,idle,,1,S_10,1.0,,helm,helm,,,,,,,,
d_ex_court_04_26,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_26,True,,1,idle,,S_10,S_10,1.0,,helm,helm,d_ex_court_04_27,,,,,,,
d_ex_court_04_27,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_27,True,,1,idle,,S_10,S_10,1.0,,helm,helm,,,,,,,,
d_ex_court_04_28,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_28,True,,1,idle,,S_10,S_10,1.0,,helm,helm,,,,,,,,
d_ex_court_04_29,d_ex_court_04,Self,Locale_SuddenStory:d_ex_court_04_29,False,,1,idle,,S_10,S_10,1.0,,,,,,,,,,,
d_ex_court_04_30,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_30,True,,1,idle,,S_10,S_10,1.0,,helm,helm,,,,,,,,
d_ex_court_04_31,d_ex_court_04,Monologue,Locale_SuddenStory:d_ex_court_04_31,False,,1,idle,Park,black,black,1.0,none,,,,black,,,,,,
d_ex_court_04_32,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_32,True,,1,idle,,1315,1315,1.0,bgm_story_shopperholic,rupee,rupee,,,rupee,13,idle,viper,15,idle
d_ex_court_04_33,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_33,True,,1,idle,,1315,1315,1.0,,viper,viper,,,,13,idle,,15,idle
d_ex_court_04_34,d_ex_court_04,Monologue,Locale_SuddenStory:d_ex_court_04_34,False,,1,idle,,1315,1315,1.0,,,,,,,13,idle,,15,idle
d_ex_court_04_35,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_35,True,,1,idle,,1315,1,1.0,,helm,helm,,,,13,idle,,15,idle
d_ex_court_04_36,d_ex_court_04,Self,Locale_SuddenStory:d_ex_court_04_36,False,,1,idle,,1,1,1.0,,,,,,,13,idle,,15,idle
d_ex_court_04_37,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_37,True,,1,idle,,1,S_10,1.0,,helm,helm,,,,13,idle,,15,idle
d_ex_court_04_38,d_ex_court_04,Self,Locale_SuddenStory:d_ex_court_04_38,False,,1,idle,,S_10,S_10,1.0,,,,,,,13,idle,,15,idle
d_ex_court_04_39,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_39,True,,1,no,,S_10,S_10,1.0,,helm,helm,,,,13,idle,,15,idle
d_ex_court_04_40,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_40,True,,1,no,,S_10,S_100,1.0,,helm,helm,,,,13,idle,,15,idle
d_ex_court_04_41,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_41,True,,1,no,,S_100,S_100,1.0,,helm,helm,,,,13,idle,,15,idle
d_ex_court_04_42,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_42,True,,1,no,,S_100,L_1300,1.0,,rupee,rupee,,,,13,surprise,,15,idle
d_ex_court_04_43,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_43,True,,1,no,,L_1300,L_130,1.0,,rupee,rupee,,,,13,sad,,15,idle
d_ex_court_04_44,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_44,True,,1,idle,,L_130,150,1.0,,viper,viper,,,,13,sad,,15,delight
d_ex_court_04_45,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_45,True,,1,idle,,150,150,1.0,,viper,viper,,,,13,sad,,15,idle
d_ex_court_04_46,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_46,True,,1,idle,,150,10,1.0,,helm,helm,,,,13,sad,,15,idle
d_ex_court_04_47,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_47,True,,1,idle,,10,10,1.0,,helm,helm,,,,13,idle,,15,idle
d_ex_court_04_48,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_48,True,,1,idle,,10,10,1.0,,helm,helm,,,,13,idle,,15,idle
d_ex_court_04_49,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_49,True,,1,idle,,10,10,1.0,,helm,helm,,,,13,idle,,15,idle
d_ex_court_04_50,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_50,True,,1,idle,,10,113,1.0,,rupee,rupee,,,,13,idle,,15,idle
d_ex_court_04_51,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_51,True,,1,idle,,113,113,1.0,,rupee,rupee,,,,13,idle,,15,idle
d_ex_court_04_52,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_52,True,,1,surprise,,113,113,1.0,,helm,helm,,,,13,idle,,15,idle
d_ex_court_04_53,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_53,True,,1,surprise,,113,113,1.0,,rupee,rupee,,,,13,idle,,15,idle
d_ex_court_04_54,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_54,True,,1,no,,113,113,1.0,,helm,helm,,,,13,idle,,15,idle
d_ex_court_04_55,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_55,True,,1,no,,113,113,1.0,,helm,helm,,,,13,idle,,15,idle
d_ex_court_04_56,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_56,True,,1,idle,,113,113,1.0,,rupee,rupee,,,,13,surprise,,15,idle
d_ex_court_04_57,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_57,True,,1,idle,,113,113,1.0,,helm,helm,,,,13,surprise,,15,idle
d_ex_court_04_58,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_58,True,,1,idle,,113,113,1.0,,rupee,rupee,,,,13,surprise,,15,idle
d_ex_court_04_59,d_ex_court_04,Self,Locale_SuddenStory:d_ex_court_04_59,False,,1,idle,,113,113,1.0,,,,,,,13,sad,,15,idle
d_ex_court_04_60,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_60,True,,1,idle,,113,15,1.0,,viper,viper,,,,13,sad,,15,good
d_ex_court_04_61,d_ex_court_04,Self,Locale_SuddenStory:d_ex_court_04_61,False,,1,idle,,15,15,1.0,,,,,,,13,sad,,15,good
d_ex_court_04_62,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_62,True,,1,idle,,15,150,1.0,,viper,viper,,,,13,sad,,15,good
d_ex_court_04_63,d_ex_court_04,Self,Locale_SuddenStory:d_ex_court_04_63,False,,1,idle,,150,150,1.0,,,,,,,13,sad,,15,good
d_ex_court_04_64,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_64,True,,1,idle,,150,1500,1.0,,viper,viper,,,,13,sad,,15,good
d_ex_court_04_65,d_ex_court_04,Self,Locale_SuddenStory:d_ex_court_04_65,False,,1,idle,,1500,1500,1.0,,,,,,,13,sad,,15,good
d_ex_court_04_66,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_66,True,,1,idle,,1500,150,1.0,,viper,viper,,,,13,sad,,15,good
d_ex_court_04_67,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_67,True,,1,idle,,150,150,1.0,,viper,viper,,,,13,sad,,15,idle
d_ex_court_04_68,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_68,True,,1,idle,,150,150,1.0,,viper,viper,,,,13,sad,,15,idle
d_ex_court_04_69,d_ex_court_04,Self,Locale_SuddenStory:d_ex_court_04_69,False,,1,idle,,150,150,1.0,,,,,,,13,sad,,15,idle
d_ex_court_04_70,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_70,True,,1,idle,,150,15,1.0,,viper,viper,,,,13,sad,,15,good
d_ex_court_04_71,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_71,True,,1,idle,,15,15,1.0,,viper,viper,,,,13,sad,,15,good
d_ex_court_04_72,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_72,True,,1,idle,,15,13,1.0,,rupee,rupee,,,,13,sad,,15,idle
d_ex_court_04_73,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_73,True,,1,idle,,13,L_130,1.0,,rupee,rupee,,,,13,surprise,,15,idle
d_ex_court_04_74,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_74,True,,1,idle,,L_130,L_130,1.0,,rupee,rupee,,,,13,surprise,,15,idle
d_ex_court_04_75,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_75,True,,1,idle,,L_130,113,1.0,,helm,helm,,,,13,surprise,,15,idle
d_ex_court_04_76,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_76,True,,1,idle,,113,113,1.0,,helm,helm,,,,13,surprise,,15,idle
d_ex_court_04_77,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_77,True,,1,idle,,113,113,1.0,,rupee,rupee,,,,13,sad,,15,idle
d_ex_court_04_78,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_78,True,,1,idle,,113,113,1.0,,rupee,rupee,,,,13,surprise,,15,idle
d_ex_court_04_79,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_79,True,,1,idle,,113,113,1.0,,rupee,rupee,,,,13,sad,,15,idle
d_ex_court_04_80,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_80,True,,1,surprise,,113,113,1.0,,helm,helm,,,,13,sad,,15,idle
d_ex_court_04_81,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_81,True,,1,surprise,,113,113,1.0,,helm,helm,,,,13,sad,,15,idle
d_ex_court_04_82,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_82,True,,1,surprise,,113,113,1.0,,rupee,rupee,,,,13,sad,,15,idle
d_ex_court_04_83,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_83,True,,1,idle,,113,15,1.0,,viper,viper,,,,13,sad,,15,idle
d_ex_court_04_84,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_84,True,,1,idle,,15,150,1.0,,viper,viper,,,,13,sad,,15,good
d_ex_court_04_85,d_ex_court_04,Monologue,Locale_SuddenStory:d_ex_court_04_85,False,,1,idle,,150,150,1.0,,,,,,,13,sad,,15,good
d_ex_court_04_86,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_86,True,,1,idle,,150,150,1.0,,viper,viper,,,,13,sad,,15,good
d_ex_court_04_87,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_87,True,,1,idle,,10,10,1.0,,helm,helm,,,,13,sad,,15,idle
d_ex_court_04_88,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_88,True,,1,idle,,L_130,L_130,1.0,,rupee,rupee,,,,13,idle,,15,idle
d_ex_court_04_89,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_89,True,,1,idle,,L_130,L_130,1.0,,rupee,rupee,,,,13,idle,,15,idle
d_ex_court_04_90,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_90,True,,1,idle,,10,10,1.0,,helm,helm,,,,13,idle,,15,idle
d_ex_court_04_91,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_91,True,,1,idle,,150,150,1.0,,viper,viper,,,,13,idle,,15,idle
d_ex_court_04_92,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_92,True,,1,idle,,150,150,1.0,,viper,viper,,,,13,idle,,15,idle
d_ex_court_04_93,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_93,True,,1,idle,,150,150,1.0,,viper,viper,,,,13,idle,,15,idle
d_ex_court_04_94,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_94,True,,1,no,,10,10,1.0,,helm,helm,,,,13,idle,,15,idle
d_ex_court_04_95,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_95,True,,1,no,,10,10,1.0,,helm,helm,,,,13,idle,,15,idle
d_ex_court_04_96,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_96,True,,1,idle,,L_130,L_130,1.0,,rupee,rupee,,,,13,idle,,15,idle
d_ex_court_04_97,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_97,True,,1,idle,,150,150,1.0,,viper,viper,,,,13,idle,,15,idle
d_ex_court_04_98,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_98,True,,1,no,,10,10,1.0,,helm,helm,,,,13,idle,,15,idle
d_ex_court_04_99,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_99,True,,1,no,,10,L_130,1.0,,rupee,rupee,,,,13,surprise,,15,idle
d_ex_court_04_100,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_100,True,,1,no,,L_130,L_130,1.0,,rupee,rupee,,,,13,idle,,15,idle
d_ex_court_04_101,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_101,True,,1,no,,150,150,1.0,,viper,viper,,,,13,idle,,15,idle
d_ex_court_04_102,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_102,True,,1,delight,,10,10,1.0,,helm,helm,,,,13,idle,,15,idle
d_ex_court_04_103,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_103,True,,1,delight,,L_130,L_130,1.0,,rupee,rupee,,,,13,idle,,15,idle
d_ex_court_04_104,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_104,True,,1,delight,,L_130,L_130,1.0,,rupee,rupee,,,,13,idle,,15,idle
d_ex_court_04_105,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_105,True,,1,idle,,L_130,L_130,1.0,,rupee,rupee,,,,13,idle,,15,idle
d_ex_court_04_106,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_106,True,,1,idle,,150,150,1.0,,viper,viper,,,,13,idle,,15,good
d_ex_court_04_107,d_ex_court_04,Monologue,Locale_SuddenStory:d_ex_court_04_107,False,,1,idle,,150,150,1.0,,,,,,,13,idle,,15,good
d_ex_court_04_108,d_ex_court_04,Self,Locale_SuddenStory:d_ex_court_04_108,False,,1,idle,,150,150,1.0,,,,,,,13,idle,,15,good
d_ex_court_04_109,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_109,True,,1,idle,,L_130,L_130,1.0,,rupee,rupee,,,,13,idle,,15,good
d_ex_court_04_110,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_110,True,,1,idle,,150,150,1.0,,viper,viper,,,,13,idle,,15,good
d_ex_court_04_111,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_111,True,,1,idle,,150,150,1.0,,viper,viper,,,,13,idle,,15,good
d_ex_court_04_112,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_112,True,,1,idle,,10,10,1.0,,helm,helm,,,,13,idle,,15,good
d_ex_court_04_113,d_ex_court_04,Self,Locale_SuddenStory:d_ex_court_04_113,False,,1,idle,,10,10,1.0,,,,,,,13,idle,,15,good
d_ex_court_04_114,d_ex_court_04,Narration,Locale_SuddenStory:d_ex_court_04_114,False,,1,idle,GoodOffice,black,black,1.0,,,,,black,,13,idle,,15,idle
d_ex_court_04_115,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_115,True,,1,idle,,L_130,L_130,1.0,,rupee,rupee,,,,13,idle,,15,idle
d_ex_court_04_116,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_116,True,,1,idle,,L_130,L_130,1.0,,rupee,rupee,,,,13,idle,,15,idle
d_ex_court_04_117,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_117,True,,1,idle,,L_130,113,1.0,,rupee,rupee,,,,13,idle,,15,idle
d_ex_court_04_118,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_118,True,,1,idle,,113,113,1.0,,helm,helm,,,,13,idle,,15,idle
d_ex_court_04_119,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_119,True,,1,idle,,113,113,1.0,,helm,helm,,,,13,idle,,15,idle
d_ex_court_04_120,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_120,True,,1,surprise,,113,113,1.0,,helm,helm,,,,13,idle,,15,idle
d_ex_court_04_121,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_121,True,,1,surprise,,113,113,1.0,,rupee,rupee,,,,13,idle,,15,idle
d_ex_court_04_122,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_122,True,,1,surprise,,113,15,1.0,,viper,viper,,,,13,idle,,15,idle
d_ex_court_04_123,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_123,True,,1,idle,,15,15,1.0,,viper,viper,,,,13,idle,,15,idle
d_ex_court_04_124,d_ex_court_04,Self,Locale_SuddenStory:d_ex_court_04_124,False,,1,idle,,15,15,1.0,,,,,,,13,idle,,15,idle
d_ex_court_04_125,d_ex_court_04,Monologue,Locale_SuddenStory:d_ex_court_04_125,False,,1,idle,,black,black,1.0,,,,,,,13,idle,,15,idle
d_ex_court_04_126,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_126,True,,1,idle,,L_130,L_130,1.0,,rupee,rupee,,,,13,idle,,15,idle
d_ex_court_04_127,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_127,True,,1,delight,,S_10,S_10,1.0,,helm,helm,,,,13,idle,,15,idle
d_ex_court_04_128,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_128,True,,1,delight,,S_10,S_10,1.0,,helm,helm,,,,13,idle,,15,idle
d_ex_court_04_129,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_129,True,,1,idle,,150,150,1.0,,viper,viper,,,,13,idle,,15,idle
d_ex_court_04_130,d_ex_court_04,Monologue,Locale_SuddenStory:d_ex_court_04_130,False,,1,idle,,150,150,1.0,,,,,,,13,idle,,15,idle
d_ex_court_04_131,d_ex_court_04,Self,Locale_SuddenStory:d_ex_court_04_131,False,,1,idle,,150,S_10,1.0,,,,,,,13,idle,,15,idle
d_ex_court_04_132,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_132,True,,1,idle,,S_10,S_10,1.0,,helm,helm,,,,13,idle,,15,idle
d_ex_court_04_133,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_133,True,,1,idle,,S_10,S_10,1.0,,helm,helm,,,,13,idle,,15,idle
d_ex_court_04_134,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_134,True,,1,idle,,S_10,L_130,1.0,,rupee,rupee,,,,13,idle,,15,idle
d_ex_court_04_135,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_135,True,,1,idle,,L_130,150,1.0,,viper,viper,,,,13,idle,,15,idle
d_ex_court_04_136,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_136,True,,1,idle,,150,150,1.0,,viper,viper,,,,13,idle,,15,idle
d_ex_court_04_137,d_ex_court_04,Speech,Locale_SuddenStory:d_ex_court_04_137,True,,1,idle,,10,10,1.0,,helm,helm,,,,13,idle,,15,idle
d_ex_court_04_138,d_ex_court_04,Self,Locale_SuddenStory:d_ex_court_04_138,False,,1,idle,,10,10,1.0,,,,,,,13,idle,,15,idle
d_ex_court_04_139,d_ex_court_04,Monologue,Locale_SuddenStory:d_ex_court_04_139,False,,1,idle,,black,black,1.0,,,,,,,13,idle,,15,idle
