id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/hide_char_id,characters/1/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_main_31_09_s_31,d_main_31_09_s,Speech,emma,emma,Locale_MainScenario:d_main_31_09_s_31,True,,5,surprise,,4,4,1.0,,,,,,,3,shy,,,,,
d_main_31_09_s_32,d_main_31_09_s,Speech,vesti,vesti,Locale_MainScenario:d_main_31_09_s_32,True,,5,surprise,,4,4,1.0,,,,,,,3,shy,,,,,
d_main_31_09_s_33,d_main_31_09_s,Speech,vesti,vesti,Locale_MainScenario:d_main_31_09_s_33,True,,5,surprise,,4,4,1.0,,,,,,,3,shy,,,,,
d_main_31_09_s_34,d_main_31_09_s,Speech,emma,emma,Locale_MainScenario:d_main_31_09_s_34,True,,5,worry,,4,4,1.0,,,,,,,3,shy,,,,,
d_main_31_09_s_35,d_main_31_09_s,Speech,vesti,vesti,Locale_MainScenario:d_main_31_09_s_35,True,,5,worry,,4,XS_30,1.0,,,,,,,3,shy,,,,,
d_main_31_09_s_36,d_main_31_09_s,Speech,vesti,vesti,Locale_MainScenario:d_main_31_09_s_36,True,,5,worry,,XS_30,XS_30,1.0,,,,,,,3,shy,,,,,
d_main_31_09_s_37,d_main_31_09_s,Speech,vesti,vesti,Locale_MainScenario:d_main_31_09_s_37,True,,5,worry,,XS_30,XS_30,1.0,,,,,,,3,shy,,,,,
d_main_31_09_s_38,d_main_31_09_s,Speech,vesti,vesti,Locale_MainScenario:d_main_31_09_s_38,True,,5,worry,,XS_30,XS_30,1.0,,,,,,,3,delight,,,,,
d_main_31_09_s_39,d_main_31_09_s,Speech,emma,emma,Locale_MainScenario:d_main_31_09_s_39,True,,5,idle,,XS_30,50,1.0,,,,,,,3,delight,,,,,
d_main_31_09_s_40,d_main_31_09_s,Speech,anis,anis,Locale_MainScenario:d_main_31_09_s_40,True,,5,idle,,12,12,1.0,,emma,anis,1,void,,3,delight,,vesti,neon,13,idle
d_main_31_09_s_41,d_main_31_09_s,Speech,neon,neon,Locale_MainScenario:d_main_31_09_s_41,True,,,,,12,12,1.0,,,,1,void,,,,,,,13,idle
d_main_31_09_s_42,d_main_31_09_s,Speech,anis,anis,Locale_MainScenario:d_main_31_09_s_42,False,,,,,12,12,1.0,,,,1,worry,,,,,,,13,idle
d_main_31_09_s_43,d_main_31_09_s,Speech,anis,anis,Locale_MainScenario:d_main_31_09_s_43,True,,,,,12,12,1.0,,,,1,worry,,,,,,,13,idle
d_main_31_09_s_44,d_main_31_09_s,Speech,neon,neon,Locale_MainScenario:d_main_31_09_s_44,True,,,,,12,12,1.0,,,,1,worry,,,,,,,13,idle
d_main_31_09_s_45,d_main_31_09_s,Speech,anis,anis,Locale_MainScenario:d_main_31_09_s_45,True,,,,,12,12,1.0,,,,1,worry,,,,,,,13,idle
d_main_31_09_s_46,d_main_31_09_s,Speech,neon,neon,Locale_MainScenario:d_main_31_09_s_46,True,,,,,12,12,1.0,,,,1,worry,,,,,,,13,idle
d_main_31_09_s_47,d_main_31_09_s,Speech,anis,anis,Locale_MainScenario:d_main_31_09_s_47,True,,,,,12,12,1.0,,,,1,void,,,,,,,13,idle
d_main_31_09_s_48,d_main_31_09_s,Speech,neon,neon,Locale_MainScenario:d_main_31_09_s_48,True,,,,,12,S_130,0.5,,,,1,void,,,,,,,13,surprise
d_main_31_09_s_49,d_main_31_09_s,Speech,neon,neon,Locale_MainScenario:d_main_31_09_s_49,True,,,,,S_130,13,1.5,,,,1,void,,,,,,,13,worry
d_main_31_09_s_50,d_main_31_09_s,Speech,anis,anis,Locale_MainScenario:d_main_31_09_s_50,True,,,,,13,12,1.0,,,,1,worry,,,,,,,13,worry
d_main_31_09_s_51,d_main_31_09_s,Speech,anis,anis,Locale_MainScenario:d_main_31_09_s_51,True,,,,,12,12,1.0,,,,1,worry,,,,,,,13,worry
d_main_31_09_s_52,d_main_31_09_s,Speech,anis,anis,Locale_MainScenario:d_main_31_09_s_52,True,,,,,12,12,1.0,,,,1,worry,,,,,,,13,worry
d_main_31_09_s_53,d_main_31_09_s,Speech,neon,neon,Locale_MainScenario:d_main_31_09_s_53,True,,,,,12,S_130,1.0,,,,1,worry,,,,,,,13,idle
d_main_31_09_s_54,d_main_31_09_s,Speech,anis,anis,Locale_MainScenario:d_main_31_09_s_54,True,,,,,S_130,10,1.0,,,,1,idle,,,,,,,13,idle
