id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_camera_shake,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,jump_target,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/2/hide_char_id,characters/3/hide_char_id
d_ex_command_03_87,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_87,True,,S_100,S_10,0.5,,,yan,yan,,,,,,,,,,,1,etc,,,,,,
d_ex_command_03_88,d_ex_command_03,Self,Locale_SuddenStory:d_ex_command_03_88,False,,S_10,S_10,1.0,,,yan,,,,,,,,,,,,1,etc,,,,,,
d_ex_command_03_89,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_89,True,,S_10,S_10,1.0,,,yan,yan,,,,,,,,,,,1,surprise,,,,,,
d_ex_command_03_90,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_90,False,,S_10,S_10,1.0,,,yan,yan,,,,,,,,,,,1,etc,,,,,,
d_ex_command_03_91,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_91,True,,S_10,S_10,0.5,,,yan,yan,,,,,,,,,,,1,etc,,,,,,
d_ex_command_03_92,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_92,True,,S_10,S_10,1.0,,,yan,yan,,,,,,,,,,,1,idle,,,,,,
d_ex_command_03_93,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_93,True,,S_10,S_10,1.0,,,yan,yan,,,,,,,,,,,1,idle,,,,,,
d_ex_command_03_94,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_94,True,,S_10,S_10,1.0,,,yan,yan,,,,,,,,,,,1,idle,,,,,,
d_ex_command_03_95,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_95,True,,S_10,S_30,1.0,,,yan,yan,,,,,,,,,,,3,idle,,,,,,
d_ex_command_03_96,d_ex_command_03,Self,Locale_SuddenStory:d_ex_command_03_96,False,,S_30,S_30,1.0,,,yan,,,,,,,,,,,,3,idle,,,,,,
d_ex_command_03_97,d_ex_command_03,Monologue,Locale_SuddenStory:d_ex_command_03_97,False,,S_30,S_30,1.0,,,yan,,,,,,,,,,,,3,delight,,,,,,
d_ex_command_03_98,d_ex_command_03,Narration,Locale_SuddenStory:d_ex_command_03_98,False,,S_30,3,2.0,,sfx_scn_autodooropen,yan,,,,,,,,,,,,3,delight,,,,,,
d_ex_command_03_99,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_99,True,,black,black,1.0,,,unknown,unknown,,,,,,,,,,,1,delight,,privaty,3,surprise,,
d_ex_command_03_100,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_100,True,,3,2,0.5,,,yan,yan,,,,,,,,,,,1,surprise,,,3,surprise,,
d_ex_command_03_101,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_101,True,,2,S_30,1.0,,,privaty,privaty,,,,,,,,,,,1,surprise,,,3,surprise,,
d_ex_command_03_102,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_102,True,,S_30,S_10,1.0,,,yan,yan,,,,,,,,,,,1,etc,,,3,surprise,,
d_ex_command_03_103,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_103,True,,S_30,S_30,1.0,,,privaty,privaty,,,,,,,,,,,1,etc,,,3,shy,,
d_ex_command_03_104,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_104,True,,S_10,S_10,1.0,,,yan,yan,,,,,,,,,,,1,etc,,,3,shy,,
d_ex_command_03_105,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_105,True,,S_10,S_100,2.0,,,yan,yan,,,,,,,,,,,1,idle,,,3,shy,,
d_ex_command_03_106,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_106,True,,S_100,S_100,1.0,,,yan,yan,,,,,,,,,,,1,idle,,,3,shy,,
d_ex_command_03_107,d_ex_command_03,Self,Locale_SuddenStory:d_ex_command_03_107,False,,S_100,S_100,1.0,,,yan,,,,,,,,,,,,1,idle,,,3,shy,,
d_ex_command_03_108,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_108,True,,S_30,S_300,0.5,,,privaty,privaty,,,,,,,,,,,1,idle,,,3,surprise,,
d_ex_command_03_109,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_109,True,,S_300,S_300,1.0,,,privaty,privaty,,,,,,,,,,,1,idle,,,3,surprise,,
d_ex_command_03_110,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_110,True,,S_300,S_300,1.0,,,privaty,privaty,,,,,,,,,,,1,idle,,,3,surprise,,
d_ex_command_03_111,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_111,True,,S_300,S_300,1.0,,,privaty,privaty,,,,,,,,,,,1,idle,,,3,surprise,,
d_ex_command_03_112,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_112,True,,S_300,2,1.0,,,yan,yan,,,,,,,,,,,1,idle,,,3,shy,,
d_ex_command_03_113,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_113,True,,2,2,1.0,,,yan,yan,,,,,,,,,,,1,idle,,,3,shy,,
d_ex_command_03_114,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_114,True,,2,2,1.0,,,yan,yan,,,,,,,,,,,1,idle,,,3,shy,,
d_ex_command_03_115,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_115,True,,2,2,1.0,,,privaty,privaty,,,,,,,,,,,1,idle,,,3,sad,,
d_ex_command_03_116,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_116,True,,2,2,1.0,,,privaty,privaty,,,,,,,,,,,1,idle,,,3,sad,,
d_ex_command_03_117,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_117,True,,2,S_30,0.5,,,privaty,privaty,,,,,,,,,,,1,idle,,,3,angry,,
d_ex_command_03_118,d_ex_command_03,Narration,Locale_SuddenStory:d_ex_command_03_118,False,,S_30,S_30,1.0,,sfx_scn_blanket,privaty,,,,,,,rapunzel,13,no,,,1,etc,,,3,angry,,
d_ex_command_03_119,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_119,True,,S_30,130,1.0,,,rapunzel,rapunzel,,,,,,,13,no,,,1,etc,,,3,surprise,,
d_ex_command_03_120,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_120,True,,130,130,1.0,,,rapunzel,rapunzel,,,,,,,13,no,,,1,etc,,,3,angry,,
d_ex_command_03_121,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_121,True,,130,130,1.0,,,rapunzel,rapunzel,,,,,,,13,no,,,1,etc,,,3,angry,,
d_ex_command_03_122,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_122,False,,130,150,2.0,,,isabel,isabel,isabel,15,angry,,,,13,no,,,1,etc,,,3,angry,,
d_ex_command_03_123,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_123,True,,150,150,1.0,,,isabel,isabel,,15,angry,,,,13,no,,,1,etc,,,3,angry,,
d_ex_command_03_124,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_124,True,,150,150,1.0,,,isabel,isabel,,15,angry,,,,13,no,,,1,etc,,,3,angry,,
d_ex_command_03_125,d_ex_command_03,Self,Locale_SuddenStory:d_ex_command_03_125,False,,150,150,1.0,,,privaty,,,15,angry,,,,13,no,,,1,etc,,,3,angry,,
d_ex_command_03_126,d_ex_command_03,Monologue,Locale_SuddenStory:d_ex_command_03_126,False,,150,14,2.0,,,privaty,,,15,angry,,,,13,no,,,1,etc,,,3,angry,,
d_ex_command_03_127,d_ex_command_03,Monologue,Locale_SuddenStory:d_ex_command_03_127,False,,14,2,2.0,,,privaty,,,15,angry,,,,13,no,,,1,etc,,,3,angry,,
d_ex_command_03_128,d_ex_command_03,Self,Locale_SuddenStory:d_ex_command_03_128,False,,2,12,2.0,,,privaty,,,15,angry,,,,13,no,,,1,etc,,,3,angry,,
d_ex_command_03_129,d_ex_command_03,Narration,Locale_SuddenStory:d_ex_command_03_129,False,,black,black,1.0,none,sfx_scn_heavytrip,,,,15,angry,,isabel,,13,no,rapunzel,,1,etc,,,3,angry,yan,privaty
d_ex_command_03_130,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_130,True,CommanderRoom,black,black,1.0,,,rapi,rapi,isabel,1,angry,,isabel,,,,,,,,,,,,,
d_ex_command_03_131,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_131,True,,black,black,1.0,,,rapi,rapi,,,,,,,,,,,,,,,,,,
d_ex_command_03_132,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_132,True,,1,100,0.5,,,rapi,rapi,rapi,1,idle,,,,,,,,,,,,,,,
d_ex_command_03_133,d_ex_command_03,Self,Locale_SuddenStory:d_ex_command_03_133,False,,100,100,1.0,,,rapi,,,1,idle,,,,,,,,,,,,,,,
d_ex_command_03_134,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_134,True,,100,100,1.0,,,rapi,rapi,,1,idle,,,,,,,,,,,,,,,
d_ex_command_03_135,d_ex_command_03,Self,Locale_SuddenStory:d_ex_command_03_135,False,,100,100,1.0,,,rapi,,,1,idle,,,,,,,,,,,,,,,
d_ex_command_03_136,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_136,True,,100,10,1.0,,,rapi,rapi,,1,idle,,,,,,,,,,,,,,,
d_ex_command_03_137,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_137,True,,10,10,1.0,,,rapi,rapi,,1,idle,,,,,,,,,,,,,,,
d_ex_command_03_138,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_138,True,,10,10,1.0,,,rapi,rapi,,1,idle,,,,,,,,,,,,,,,
d_ex_command_03_139,d_ex_command_03,Self,Locale_SuddenStory:d_ex_command_03_139,False,,10,10,1.0,,,rapi,,,1,idle,,,,,,,,,,,,,,,
d_ex_command_03_140,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_140,True,,10,10,1.0,,,rapi,rapi,,1,idle,,,,,,,,,,,,,,,
d_ex_command_03_141,d_ex_command_03,Self,Locale_SuddenStory:d_ex_command_03_141,False,,10,10,1.0,,,rapi,,,1,idle,,,,,,,,,,,,,,,
d_ex_command_03_142,d_ex_command_03,Monologue,Locale_SuddenStory:d_ex_command_03_142,False,,black,black,1.0,,,rapi,,,1,idle,,,,,,,,,,,,,,,
