id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,conversation_id,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,fade,play_sound,set_camera_shake,set_filter_01
d_main_24_05_s_64,d_main_24_05_s,Speech,syuen,Locale_MainScenario:d_main_24_05_s_64,True,,S_120,S_1200,1.0,,syuen,,,,,,,,,,,,,,,4,idle,,2,think,,12,pain,,,Low_2,
d_main_24_05_s_65,d_main_24_05_s,Speech,mihara,Locale_MainScenario:d_main_24_05_s_65,True,,4,40,0.5,,mihara,,,,,,,,,,,,,,,4,angry,,2,think,,12,pain,,,,
d_main_24_05_s_66,d_main_24_05_s,Speech,yuni,Locale_MainScenario:d_main_24_05_s_66,True,,40,3,1.0,,yuni,,,,,,,,,,,,,,,4,angry,,2,surprise,,12,pain,,,,
d_main_24_05_s_67,d_main_24_05_s,Speech,mihara,Locale_MainScenario:d_main_24_05_s_67,True,,3,3,1.0,,mihara,,,,,,,,,,,,,,,4,angry,,2,surprise,,12,pain,,,,
d_main_24_05_s_68,d_main_24_05_s,Speech,mihara,Locale_MainScenario:d_main_24_05_s_68,True,,3,3,1.0,,mihara,,,,,,,,,,,,,,,4,angry,,2,surprise,,12,pain,,,,
d_main_24_05_s_69,d_main_24_05_s,Speech,mihara,Locale_MainScenario:d_main_24_05_s_69,True,,3,3,1.0,,mihara,,,,,,,,,,,,,,,4,angry,,2,surprise,,12,pain,,,,
d_main_24_05_s_70,d_main_24_05_s,Speech,mihara,Locale_MainScenario:d_main_24_05_s_70,True,,3,3,1.0,,mihara,,,,,,,,,,,,,,,4,angry,,2,surprise,,12,pain,,,,
d_main_24_05_s_71,d_main_24_05_s,Speech,yuni,Locale_MainScenario:d_main_24_05_s_71,True,,3,S_20,1.0,,yuni,,,,,,,,,,,,,,,4,angry,,2,think,,12,think,,,,
d_main_24_05_s_72,d_main_24_05_s,Speech,yuni,Locale_MainScenario:d_main_24_05_s_72,True,,S_20,S_20,1.0,,yuni,,,,,,,,,,,,,,,4,angry,,2,think,,12,think,,,,
d_main_24_05_s_73,d_main_24_05_s,Speech,mihara,Locale_MainScenario:d_main_24_05_s_73,True,,S_20,S_20,1.0,,mihara,,,,,,,,,,,,,,,4,pain,,2,think,,12,think,,,,
d_main_24_05_s_74,d_main_24_05_s,Speech,yuni,Locale_MainScenario:d_main_24_05_s_74,True,,S_20,S_20,1.0,,yuni,,,,,,,,,,,,,,,4,pain,,2,think,,12,think,,,,
d_main_24_05_s_75,d_main_24_05_s,Speech,yuni,Locale_MainScenario:d_main_24_05_s_75,True,,S_20,S_20,1.0,,yuni,,,,,,,,,,,,,,,4,pain,,2,think,,12,shy,,,,
d_main_24_05_s_76,d_main_24_05_s,Speech,mihara,Locale_MainScenario:d_main_24_05_s_76,False,,S_20,40,2.0,,mihara,,,,,,,,,,,,,,,4,think,,2,think,,12,shy,,,,
d_main_24_05_s_77,d_main_24_05_s,Speech,mihara,Locale_MainScenario:d_main_24_05_s_77,True,,40,40,1.0,,mihara,,,,,,,,,,,,,,,4,think,,2,think,,12,pain,,,,
d_main_24_05_s_78,d_main_24_05_s,Speech,mihara,Locale_MainScenario:d_main_24_05_s_78,True,,40,40,1.0,,mihara,,,,,,,,,,,,,,,4,think,,2,think,,12,pain,,,,
d_main_24_05_s_79,d_main_24_05_s,Speech,mihara,Locale_MainScenario:d_main_24_05_s_79,True,,40,40,1.0,,mihara,,,,,,,,,,,,,,,4,think,,2,think,,12,idle,,,,
d_main_24_05_s_80,d_main_24_05_s,Speech,mihara,Locale_MainScenario:d_main_24_05_s_80,True,,40,40,1.0,,mihara,,,,,,,,,,,,,,,4,think,,2,think,,12,idle,,,,
d_main_24_05_s_81,d_main_24_05_s,Speech,mihara,Locale_MainScenario:d_main_24_05_s_81,True,,40,40,1.0,,mihara,,,,,,,,,,,,,,,4,pain,,2,think,,12,pain,,,,
d_main_24_05_s_82,d_main_24_05_s,Speech,yuni,Locale_MainScenario:d_main_24_05_s_82,True,,40,S_20,0.5,,yuni,,,,,,,,,,,,,,,4,pain,,2,angry,,12,pain,,,,
d_main_24_05_s_83,d_main_24_05_s,Speech,yuni,Locale_MainScenario:d_main_24_05_s_83,True,,S_20,S_200,1.0,,yuni,,,,,,,,,,,,,,,4,pain,,2,angry,,12,pain,,,,
d_main_24_05_s_84,d_main_24_05_s,Speech,yuni,Locale_MainScenario:d_main_24_05_s_84,True,,S_200,S_200,1.0,,yuni,,,,,,,,,,,,,,,4,pain,,2,angry,,12,pain,,,,
d_main_24_05_s_85,d_main_24_05_s,Speech,yuni,Locale_MainScenario:d_main_24_05_s_85,True,,S_200,S_200,1.0,,yuni,,,,,,,,,,,,,,,4,pain,,2,angry,,12,pain,,,,
d_main_24_05_s_86,d_main_24_05_s,Speech,yuni,Locale_MainScenario:d_main_24_05_s_86,True,,S_200,S_200,1.0,,yuni,,,,,,,,,,,,,,,4,pain,,2,angry,,12,pain,,,,
d_main_24_05_s_87,d_main_24_05_s,Narration,Narration,Locale_MainScenario:d_main_24_05_s_87,False,,black,black,1.0,,,,,,,,,,,,,,,,,4,pain,,2,angry,,12,pain,,sfx_scn_beatup,,
d_main_24_05_s_88,d_main_24_05_s,Speech,syuen,Locale_MainScenario:d_main_24_05_s_88,True,,S_120,S_1200,1.5,,syuen,,,,,,,,,,,,,,,4,pain,,2,angry,,12,pain,,,Low_2,
d_main_24_05_s_89,d_main_24_05_s,Speech,mihara,Locale_MainScenario:d_main_24_05_s_89,False,,40,40,1.0,,mihara,,,,,,,,,,,,,,,4,angry,,2,angry,,12,pain,,,,
d_main_24_05_s_90,d_main_24_05_s,Speech,mihara,Locale_MainScenario:d_main_24_05_s_90,True,,40,400,1.0,,mihara,,,,,,,,,,,,,,,4,angry,,2,angry,,12,pain,,,,
d_main_24_05_s_91,d_main_24_05_s,Speech,yuni,Locale_MainScenario:d_main_24_05_s_91,True,,400,S_20,0.3,,yuni,,,,,,,,,,,,,,,4,angry,,2,angry,,12,pain,,,,
d_main_24_05_s_92,d_main_24_05_s,Speech,yuni,Locale_MainScenario:d_main_24_05_s_92,True,,S_20,S_200,1.0,,yuni,,,,,,,,,,,,,,,4,angry,,2,angry,,12,pain,,,,
d_main_24_05_s_93,d_main_24_05_s,Narration,Narration,Locale_MainScenario:d_main_24_05_s_93,False,,black,black,1.0,,,,,,,,,,,,,,,,,4,angry,,2,angry,,12,pain,,sfx_scn_beatup,,
d_main_24_05_s_94,d_main_24_05_s,Speech,syuen,Locale_MainScenario:d_main_24_05_s_94,True,,S_120,S_1200,2.0,,syuen,,,,,,,,,,,,,,,4,angry,,2,angry,,12,pain,,,Low_2,
d_main_24_05_s_95,d_main_24_05_s,Speech,mihara,Locale_MainScenario:d_main_24_05_s_95,False,,40,40,1.0,,mihara,,,,,,,,,,,,,,,4,pain,,2,angry,,12,pain,,,,
d_main_24_05_s_96,d_main_24_05_s,Speech,yuni,Locale_MainScenario:d_main_24_05_s_96,True,,40,S_20,1.0,,yuni,,,,,,,,,,,,,,,4,pain,,2,special,,12,pain,,,,
d_main_24_05_s_97,d_main_24_05_s,Speech,yuni,Locale_MainScenario:d_main_24_05_s_97,True,,S_20,S_20,1.0,,yuni,,,,,,,,,,,,,,,4,pain,,2,special,,12,pain,,,,
d_main_24_05_s_98,d_main_24_05_s,Speech,yuni,Locale_MainScenario:d_main_24_05_s_98,True,,S_20,S_200,2.0,,yuni,,,,,,,,,,,,,,,4,pain,,2,shy,,12,pain,,,,
d_main_24_05_s_99,d_main_24_05_s,Speech,yuni,Locale_MainScenario:d_main_24_05_s_99,True,,S_200,S_200,1.0,,yuni,,,,,,,,,,,,,,,4,pain,,2,shy,,12,pain,,,,
d_main_24_05_s_100,d_main_24_05_s,Self,Self,Locale_MainScenario:d_main_24_05_s_100,False,,S_200,S_200,1.0,,,,,,,,,,,,,,,,,4,pain,,2,shy,,12,pain,,,,
d_main_24_05_s_101,d_main_24_05_s,Speech,yuni,Locale_MainScenario:d_main_24_05_s_101,False,,S_200,S_20,1.0,,yuni,,,,,,,,,,,,,,,4,pain,,2,surprise,,12,pain,,,,
d_main_24_05_s_102,d_main_24_05_s,Speech,yuni,Locale_MainScenario:d_main_24_05_s_102,True,,S_20,S_20,1.0,,yuni,,,,,,,,,,,,,,,4,pain,,2,surprise,,12,pain,,,,
