id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_main_06_08_e_21,d_main_06_08_e,Monologue,,,Locale_MainScenario:d_main_06_08_e_21,True,,mordenia_event_02,mordenia_event_02,1.0,,,,,,,,,,,,,,
d_main_06_08_e_22,d_main_06_08_e,Speech,modenia_v,modenia_v,Locale_MainScenario:d_main_06_08_e_22,True,IceLand_03,17,17,1.0,,black,,snowwhite,1,idle,,,,,,modenia_v,17,angry
d_main_06_08_e_23,d_main_06_08_e,Speech,modenia_v,modenia_v,Locale_MainScenario:d_main_06_08_e_23,True,,17,17,1.0,,,,,1,idle,,,,,,,17,angry
d_main_06_08_e_24,d_main_06_08_e,Speech,modenia_v,modenia_v,Locale_MainScenario:d_main_06_08_e_24,True,,17,1,1.0,,,,,1,idle,,,,,,,17,angry
d_main_06_08_e_25,d_main_06_08_e,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_06_08_e_25,True,,1,1,1.0,,,,,1,idle,,,,,,,17,angry
d_main_06_08_e_26,d_main_06_08_e,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_06_08_e_26,True,,1,10,2.0,,,,,1,idle,,,,,,,17,angry
d_main_06_08_e_27,d_main_06_08_e,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_06_08_e_27,True,,10,10,1.0,,,,,1,angry,,,,,,,17,angry
d_main_06_08_e_28,d_main_06_08_e,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_06_08_e_28,True,,10,100,0.5,,,,,1,angry,,,,,,,17,angry
d_main_06_08_e_29,d_main_06_08_e,Speech,modenia_v,modenia_v,Locale_MainScenario:d_main_06_08_e_29,True,,170,1700,2.0,,,,,1,angry,,,,,,,17,angry
d_main_06_08_e_30,d_main_06_08_e,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_06_08_e_30,True,,10,10,1.0,,,,,1,angry,,,,,,,17,angry
d_main_06_08_e_31,d_main_06_08_e,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_06_08_e_31,True,,10,10,1.0,,,,,1,angry,,,,,,,17,angry
d_main_06_08_e_32,d_main_06_08_e,Speech,modenia_v,modenia_v,Locale_MainScenario:d_main_06_08_e_32,True,,170,170,1.0,,,,,1,angry,,,,,,,17,angry
d_main_06_08_e_33,d_main_06_08_e,Speech,modenia_v,modenia_v,Locale_MainScenario:d_main_06_08_e_33,True,,170,170,1.0,,,,,1,angry,,,,,,,17,angry
d_main_06_08_e_34,d_main_06_08_e,Speech,modenia_v,modenia_v,Locale_MainScenario:d_main_06_08_e_34,True,,170,1700,2.0,,,,,1,angry,,,,,,,17,angry
d_main_06_08_e_35,d_main_06_08_e,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_06_08_e_35,True,,10,100,0.5,,,,,1,angry,,,,,,,17,angry
d_main_06_08_e_36,d_main_06_08_e,Speech,modenia_v,modenia_v,Locale_MainScenario:d_main_06_08_e_36,True,,170,170,1.0,,,,,1,angry,,,,,,,17,angry
d_main_06_08_e_37,d_main_06_08_e,Narration,Narration,Narration,Locale_MainScenario:d_main_06_08_e_37,True,,black,black,1.0,,,sfx_scn_3dive,,1,angry,,,,,,,17,angry
d_main_06_08_e_38,d_main_06_08_e,Monologue,,,Locale_MainScenario:d_main_06_08_e_38,True,,1,1,1.0,,,,,1,angry,,,,,,,17,angry
d_main_06_08_e_39,d_main_06_08_e,Speech,modenia_v,modenia_v,Locale_MainScenario:d_main_06_08_e_39,True,,1,17,1.0,,,,,1,angry,,,,,,,17,angry
d_main_06_08_e_40,d_main_06_08_e,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_06_08_e_40,True,,1,100,0.5,,,,,1,angry,,,,,,,17,angry
