id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/4/hide_char_id,play_sound,set_camera_shake,characters/5/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id
d_main_35_05_s_12,d_main_35_05_s,Speech,rapi_red,Locale_MainScenario:d_main_35_05_s_12,True,,5,think,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,50,50,1.0,,rapi_red,,,,,,,,
d_main_35_05_s_13,d_main_35_05_s,Speech,rapi_red,Locale_MainScenario:d_main_35_05_s_13,True,,5,idle,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,50,50,1.0,,rapi_red,,,,,,,,
d_main_35_05_s_14,d_main_35_05_s,Self,rapi_red,Locale_MainScenario:d_main_35_05_s_14,False,,5,idle,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,50,50,1.0,,,,,,,,,,
d_main_35_05_s_15,d_main_35_05_s,Speech,rapi_red,Locale_MainScenario:d_main_35_05_s_15,True,,5,idle,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,50,50,1.0,,rapi_red,,,,,,,,
d_main_35_05_s_16,d_main_35_05_s,Speech,rapi_red,Locale_MainScenario:d_main_35_05_s_16,True,,5,idle,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,50,50,1.0,,rapi_red,,,,,,,,
d_main_35_05_s_17,d_main_35_05_s,Speech,rapi_red,Locale_MainScenario:d_main_35_05_s_17,True,,5,idle,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,50,50,1.0,,rapi_red,,,,,,,,
d_main_35_05_s_18,d_main_35_05_s,Self,rapi_red,Locale_MainScenario:d_main_35_05_s_18,False,,5,idle,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,50,50,1.0,,,,,,,,,,
d_main_35_05_s_19,d_main_35_05_s,Speech,rapi_red,Locale_MainScenario:d_main_35_05_s_19,True,,5,idle,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,50,50,1.0,,rapi_red,,,,,,,,
d_main_35_05_s_20,d_main_35_05_s,Self,rapi_red,Locale_MainScenario:d_main_35_05_s_20,False,,5,idle,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,50,50,1.0,,,,,,,,,,
d_main_35_05_s_21,d_main_35_05_s,Speech,rapi_red,Locale_MainScenario:d_main_35_05_s_21,True,,5,idle,,3,idle,,1,idle,,13,idle_02,,15,idle,,17,idle,,50,50,1.0,,rapi_red,,,,,,,,
d_main_35_05_s_22,d_main_35_05_s,Speech,laplace,Locale_MainScenario:d_main_35_05_s_22,True,,5,idle,,3,idle,,1,idle,,13,idle_02,,15,angry,,17,idle,,16,16,1.0,,laplace,,,,,,,,
d_main_35_05_s_23,d_main_35_05_s,Speech,drake,Locale_MainScenario:d_main_35_05_s_23,True,,5,idle,,3,idle,,1,idle,,13,idle_02,,15,angry,,17,idle,,16,16,1.0,,drake,,,,,,,,
d_main_35_05_s_24,d_main_35_05_s,Speech,drake,Locale_MainScenario:d_main_35_05_s_24,True,,5,idle,,3,idle,,1,idle,,13,idle_02,,15,angry,,17,idle,,16,16,1.0,,drake,,,,,,,,
d_main_35_05_s_25,d_main_35_05_s,Speech,laplace,Locale_MainScenario:d_main_35_05_s_25,True,,5,idle,,3,idle,,1,idle,,13,idle_02,,15,angry,,17,shy,,16,16,1.0,,laplace,,,,,,,,
d_main_35_05_s_26,d_main_35_05_s,Speech,maxwell,Locale_MainScenario:d_main_35_05_s_26,True,,5,idle,,3,idle,,1,idle,,13,angry,,15,angry,,17,shy,,16,14,1.0,,maxwell,,,,,,,,
d_main_35_05_s_27,d_main_35_05_s,Speech,drake,Locale_MainScenario:d_main_35_05_s_27,True,,5,idle,,3,idle,,1,idle,,13,angry,,15,angry,,17,shy,,14,14,1.0,,drake,,,,,,,,
d_main_35_05_s_28,d_main_35_05_s,Speech,maxwell,Locale_MainScenario:d_main_35_05_s_28,True,,5,idle,,3,idle,,1,idle,,13,sad,,15,angry,,17,idle,,14,14,1.0,,maxwell,,,,,,,,
d_main_35_05_s_29,d_main_35_05_s,Speech,drake,Locale_MainScenario:d_main_35_05_s_29,True,,5,idle,,3,idle,,1,idle,,13,sad,,15,angry,,17,idle,,14,14,1.0,,drake,,,,,,,,
d_main_35_05_s_30,d_main_35_05_s,Speech,drake,Locale_MainScenario:d_main_35_05_s_30,True,,5,idle,,3,idle,,1,idle,,13,sad,,15,angry,,17,idle,,14,14,1.0,,drake,,,,,,,,
d_main_35_05_s_31,d_main_35_05_s,Speech,maxwell,Locale_MainScenario:d_main_35_05_s_31,True,,5,idle,,3,idle,,1,idle,,13,angry,,15,angry,,17,idle,,14,14,1.0,,maxwell,,,,,,,,
d_main_35_05_s_32,d_main_35_05_s,Narration,maxwell,Locale_MainScenario:d_main_35_05_s_32,False,,5,idle,,3,idle,,1,idle,,13,angry,,15,angry,,17,idle,,14,150,0.7,,,drake,sfx_scn_bigwatersplash,Low_2,,,,,
d_main_35_05_s_33,d_main_35_05_s,Speech,drake,Locale_MainScenario:d_main_35_05_s_33,True,,5,idle,,3,idle,,1,idle,,13,angry,,,,,17,idle,,150,150,1.0,,drake,,,,,,,,
d_main_35_05_s_34,d_main_35_05_s,Speech,maxwell,Locale_MainScenario:d_main_35_05_s_34,True,,5,idle,,3,idle,,1,idle,,13,angry,,,,,17,idle,,150,130,1.0,,maxwell,,,,,,,,
d_main_35_05_s_35,d_main_35_05_s,Speech,cinderella,Locale_MainScenario:d_main_35_05_s_35,True,,5,idle,,3,"expression_0,idle_alt",,1,idle,,13,angry,,,,,17,idle,,S_30,S_30,1.0,,cinderella,,,,,,,,
d_main_35_05_s_36,d_main_35_05_s,Monologue,cinderella,Locale_MainScenario:d_main_35_05_s_36,False,,5,idle,,17,idle_alt,,1,idle,,13,angry,drake,15,no,,17,idle,,black,black,1.0,,,,,,laplace,,,,
d_main_35_05_s_37,d_main_35_05_s,Speech,drake,Locale_MainScenario:d_main_35_05_s_37,True,,5,idle,,17,idle_alt,,1,idle,,13,idle,,15,no,,,,,16,16,1.0,,drake,,,,,,,,
d_main_35_05_s_38,d_main_35_05_s,Speech,cinderella,Locale_MainScenario:d_main_35_05_s_38,True,,5,idle,,17,angry_02,,1,idle,,13,idle,,15,no,,,,,16,16,1.0,,cinderella,,,,,,,,
d_main_35_05_s_39,d_main_35_05_s,Speech,cinderella,Locale_MainScenario:d_main_35_05_s_39,True,,5,idle,,17,surprise_02,,1,idle,,13,idle,,15,no,,,,,16,16,1.0,,cinderella,,,,,,,,
d_main_35_05_s_40,d_main_35_05_s,Monologue,cinderella,Locale_MainScenario:d_main_35_05_s_40,False,,5,idle,,17,surprise_02,,1,idle,,13,idle,,15,no,,,,,16,S_170,1.0,,,,,,,,,,
d_main_35_05_s_41,d_main_35_05_s,Monologue,cinderella,Locale_MainScenario:d_main_35_05_s_41,False,,5,idle,,17,surprise_02,,1,idle,,13,idle,,15,no,,,,,S_170,S_170,1.0,,,,,,,,,,
d_main_35_05_s_42,d_main_35_05_s,Speech,cinderella,Locale_MainScenario:d_main_35_05_s_42,False,,5,idle,,17,surprise_02,,1,idle,,13,idle,,15,no,,,,,S_170,S_170,1.0,,cinderella,,,,,,,,
d_main_35_05_s_43,d_main_35_05_s,Speech,grave_p,Locale_MainScenario:d_main_35_05_s_43,False,,5,idle,,17,surprise_02,,1,idle,,13,idle,,15,no,,,,,L_10,L_10,1.0,,grave_p,,,,,,,,
d_main_35_05_s_44,d_main_35_05_s,Speech,rapi_red,Locale_MainScenario:d_main_35_05_s_44,True,,5,idle,,17,surprise_02,,1,idle,,13,idle,,15,no,,,,,50,50,1.0,,rapi_red,,,,,,,,
d_main_35_05_s_45,d_main_35_05_s,Speech,cinderella,Locale_MainScenario:d_main_35_05_s_45,True,,5,idle,,17,idle_alt,,1,idle,,13,idle,,15,no,,,,,S_170,S_170,1.0,,cinderella,,,,,,,,
d_main_35_05_s_46,d_main_35_05_s,Monologue,cinderella,Locale_MainScenario:d_main_35_05_s_46,False,,5,idle,,3,"expression_0_alt,idle",,1,idle,,13,angry,,15,idle,laplace,17,idle,,black,black,1.0,,,,,,,,,,
d_main_35_05_s_47,d_main_35_05_s,Speech,drake,Locale_MainScenario:d_main_35_05_s_47,True,,5,idle,,3,idle,,1,idle,,13,angry,,15,idle,,17,idle,,14,14,1.0,,drake,,,,,,,,
d_main_35_05_s_48,d_main_35_05_s,Speech,maxwell,Locale_MainScenario:d_main_35_05_s_48,True,,5,idle,,3,idle,,1,idle,,13,angry,,15,idle,,17,idle,,14,14,1.0,,maxwell,,,,,,,,
d_main_35_05_s_49,d_main_35_05_s,Speech,drake,Locale_MainScenario:d_main_35_05_s_49,True,,5,idle,,3,idle,,1,idle,,13,angry,,15,angry,,17,idle,,14,14,1.0,,drake,,,,,,,,
d_main_35_05_s_50,d_main_35_05_s,Speech,maxwell,Locale_MainScenario:d_main_35_05_s_50,True,,5,idle,,3,idle,,1,idle,,13,angry,,15,angry,,17,idle,,14,14,1.0,,maxwell,,,,,,,,
d_main_35_05_s_51,d_main_35_05_s,Speech,maxwell,Locale_MainScenario:d_main_35_05_s_51,True,,5,idle,,3,idle,,1,idle,,13,angry,,15,angry,,17,idle,,14,14,1.0,,maxwell,,,,,,,,
d_main_35_05_s_52,d_main_35_05_s,Speech,maxwell,Locale_MainScenario:d_main_35_05_s_52,True,,5,idle,,3,idle,,1,idle,,13,angry,,15,angry,,17,idle,,14,14,1.0,,maxwell,,,,,,,,
d_main_35_05_s_53,d_main_35_05_s,Speech,maxwell,Locale_MainScenario:d_main_35_05_s_53,True,,5,idle,,3,idle,,1,idle,,13,angry,,15,angry,,17,idle,,14,14,1.0,,maxwell,,,,,,,,
d_main_35_05_s_54,d_main_35_05_s,Speech,drake,Locale_MainScenario:d_main_35_05_s_54,True,,5,idle,,3,idle,,1,idle,,13,angry,,15,angry,,17,idle,,14,14,1.0,,drake,,,,,,,,
d_main_35_05_s_55,d_main_35_05_s,Speech,maxwell,Locale_MainScenario:d_main_35_05_s_55,True,,5,idle,,3,idle,,1,idle,,13,angry,,15,angry,,17,idle,,14,14,1.0,,maxwell,,,,,,,,
d_main_35_05_s_56,d_main_35_05_s,Speech,grave_p,Locale_MainScenario:d_main_35_05_s_56,True,,5,idle,,3,idle,,1,idle,,13,angry,,15,angry,,17,idle,,14,2,1.0,,grave_p,,,,,,,,
d_main_35_05_s_57,d_main_35_05_s,Speech,cinderella,Locale_MainScenario:d_main_35_05_s_57,True,,5,idle,,3,idle,,1,idle,,13,angry,,15,angry,,17,idle,,2,2,1.0,none,cinderella,,,,,,,,
d_main_35_05_s_58,d_main_35_05_s,Monologue,cinderella,Locale_MainScenario:d_main_35_05_s_58,False,,5,idle,,3,idle,,1,idle,,13,angry,,15,angry,,17,idle,EventScene_Chap_35_02,black,black,1.0,bgm_story_empathize,,drake,,,laplace,rapi_red,cinderella,grave_p,maxwell
d_main_35_05_s_59,d_main_35_05_s,Monologue,cinderella,Locale_MainScenario:d_main_35_05_s_59,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,
d_main_35_05_s_60,d_main_35_05_s,Monologue,cinderella,Locale_MainScenario:d_main_35_05_s_60,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,
d_main_35_05_s_61,d_main_35_05_s,Monologue,cinderella,Locale_MainScenario:d_main_35_05_s_61,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,
d_main_35_05_s_62,d_main_35_05_s,Self,cinderella,Locale_MainScenario:d_main_35_05_s_62,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,
d_main_35_05_s_63,d_main_35_05_s,Speech,rapi_red,Locale_MainScenario:d_main_35_05_s_63,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,rapi_red,,,,,,,,
d_main_35_05_s_64,d_main_35_05_s,Speech,grave_p,Locale_MainScenario:d_main_35_05_s_64,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,grave_p,,,,,,,,
d_main_35_05_s_65,d_main_35_05_s,Speech,cinderella,Locale_MainScenario:d_main_35_05_s_65,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cinderella,,,,,,,,
d_main_35_05_s_66,d_main_35_05_s,Speech,cinderella,Locale_MainScenario:d_main_35_05_s_66,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,cinderella,,,,,,,,
d_main_35_05_s_67,d_main_35_05_s,Speech,maxwell,Locale_MainScenario:d_main_35_05_s_67,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,maxwell,,,,,,,,
d_main_35_05_s_68,d_main_35_05_s,Speech,maxwell,Locale_MainScenario:d_main_35_05_s_68,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,maxwell,,,,,,,,
d_main_35_05_s_69,d_main_35_05_s,Monologue,maxwell,Locale_MainScenario:d_main_35_05_s_69,False,,,,,,,,,,,,,,,,,,,,1,rapture_01,1.0,,,,,,,,,,
d_main_35_05_s_70,d_main_35_05_s,Monologue,maxwell,Locale_MainScenario:d_main_35_05_s_70,False,,,,,,,,,,,,,,,,,,,,rapture_01,rapture_01,1.0,,,,,,,,,,
d_main_35_05_s_71,d_main_35_05_s,Self,maxwell,Locale_MainScenario:d_main_35_05_s_71,False,,,,,,,,,,,,,,,,,,,,rapture_01,rapture_01,1.0,,,,,,,,,,
d_main_35_05_s_72,d_main_35_05_s,Self,maxwell,Locale_MainScenario:d_main_35_05_s_72,False,,,,,,,,,,,,,,,,,,,,rapture_01,rapture_01,1.0,,,,,,,,,,
d_main_35_05_s_73,d_main_35_05_s,Speech,laplace,Locale_MainScenario:d_main_35_05_s_73,True,,,,,,,,,,,,,,,,,,,,rapture_01,rapture_01,1.0,,laplace,,,,,,,,
d_main_35_05_s_74,d_main_35_05_s,Speech,cinderella,Locale_MainScenario:d_main_35_05_s_74,True,,,,,,,,,,,,,,,,,,,,rapture_01,rapture_01,1.0,,cinderella,,,,,,,,
d_main_35_05_s_75,d_main_35_05_s,Monologue,cinderella,Locale_MainScenario:d_main_35_05_s_75,False,,,,,,,,,,,,,,,,,,,,rapture_01,rapture_01,1.0,,,,,,,,,,
d_main_35_05_s_76,d_main_35_05_s,Speech,cinderella,Locale_MainScenario:d_main_35_05_s_76,True,,,,,,,,,,,,,,,,,,,,rapture_01,rapture_01,1.0,,cinderella,,,,,,,,
d_main_35_05_s_77,d_main_35_05_s,Monologue,cinderella,Locale_MainScenario:d_main_35_05_s_77,False,,,,,,,,,,,,,,,,,,,,rapture_01,rapture_01,1.0,,,,,,,,,,
d_main_35_05_s_78,d_main_35_05_s,Speech,cinderella,Locale_MainScenario:d_main_35_05_s_78,True,,,,,,,,,,,,,,,,,,,,rapture_01,rapture_01,1.0,,cinderella,,,,,,,,
d_main_35_05_s_79,d_main_35_05_s,Monologue,cinderella,Locale_MainScenario:d_main_35_05_s_79,False,,,,,,,,,,,,,,,,,,,,rapture_01,Chap_33_03_01_2,1.0,,,,,,,,,,
d_main_35_05_s_80,d_main_35_05_s,Monologue,cinderella,Locale_MainScenario:d_main_35_05_s_80,False,,,,,,,,,,,,,,,,,,,,Chap_33_03_01_2,Chap_33_03_01_2,1.0,,,,,,,,,,
d_main_35_05_s_81,d_main_35_05_s,Monologue,cinderella,Locale_MainScenario:d_main_35_05_s_81,False,,,,,,,,,,,,,,,,,,,,Chap_33_03_01_2,Chap_33_03_01_2,1.0,,,,,,,,,,
d_main_35_05_s_82,d_main_35_05_s,Speech,cinderella,Locale_MainScenario:d_main_35_05_s_82,False,,,,,,,,,,,,,,,,,,,,Chap_33_03_01_2,Chap_33_03_01_2,1.0,,cinderella,,,,,,,,
d_main_35_05_s_83,d_main_35_05_s,Monologue,cinderella,Locale_MainScenario:d_main_35_05_s_83,False,,,,,,,,,,,,,,,,,,,,Chap_33_03_01_2,Chap_33_03_01_2,1.0,,,,,,,,,,
d_main_35_05_s_84,d_main_35_05_s,Speech,grave_p,Locale_MainScenario:d_main_35_05_s_84,True,,,,,,,,,,,,,,,,,,,,Chap_33_03_01_2,Chap_33_03_01_2,1.0,,grave_p,,,,,,,,
d_main_35_05_s_85,d_main_35_05_s,Speech,cinderella,Locale_MainScenario:d_main_35_05_s_85,True,,,,,,,,,,,,,,,,,,,,Chap_33_03_01_2,Chap_33_03_01_2,1.0,,cinderella,,,,,,,,
d_main_35_05_s_86,d_main_35_05_s,Speech,cinderella,Locale_MainScenario:d_main_35_05_s_86,True,,,,,,,,,,,,,,,,,,,,Chap_33_03_01_2,Chap_33_03_01_2,1.0,,cinderella,,,,,,,,
d_main_35_05_s_87,d_main_35_05_s,Narration,cinderella,Locale_MainScenario:d_main_35_05_s_87,False,,,,,,,,,,,,,,,,,,,,Chap_33_03_01_2,Chap_33_03_01_2,1.0,,,,sfx_scn_magicbubbletouch,,,,,,
d_main_35_05_s_88,d_main_35_05_s,Monologue,cinderella,Locale_MainScenario:d_main_35_05_s_88,False,,,,,,,,,,,,,,,,,,,,Chap_33_03_01_2,Chap_33_03_01_2,1.0,,,,,,,,,,
d_main_35_05_s_89,d_main_35_05_s,Narration,cinderella,Locale_MainScenario:d_main_35_05_s_89,False,rapi_red,5,idle,cinderella,3,idle,grave_p,1,surprise,maxwell,13,idle_02,drake,15,idle,laplace,17,idle,BlackSeaJungle,black,black,1.0,,,,sfx_scn_magicbubble,,,,,,
d_main_35_05_s_90,d_main_35_05_s,Monologue,cinderella,Locale_MainScenario:d_main_35_05_s_90,False,,5,idle,,3,idle,,1,surprise,,13,idle_02,,15,idle,,17,idle,,black,black,1.0,,,,,,,,,,
d_main_35_05_s_91,d_main_35_05_s,Monologue,cinderella,Locale_MainScenario:d_main_35_05_s_91,False,,5,idle,,3,idle,,1,surprise,,13,idle_02,,15,idle,,17,idle,,black,black,1.0,,,,,,,,,,
d_main_35_05_s_92,d_main_35_05_s,Speech,grave_p,Locale_MainScenario:d_main_35_05_s_92,False,,5,idle,,3,idle,,1,surprise,,13,idle_02,,15,idle,,17,idle,,2,2,1.0,,grave_p,,,,,,,,
d_main_35_05_s_93,d_main_35_05_s,Speech,cinderella,Locale_MainScenario:d_main_35_05_s_93,True,,5,idle,,3,idle,,1,surprise,,13,idle_02,,15,idle,,17,idle,,2,2,1.0,,cinderella,,,,,,,,
d_main_35_05_s_94,d_main_35_05_s,Speech,maxwell,Locale_MainScenario:d_main_35_05_s_94,True,,5,idle,,3,idle,,1,surprise,,13,idle_02,,15,idle,,17,idle,,130,130,1.0,,maxwell,,,,,,,,
d_main_35_05_s_95,d_main_35_05_s,Speech,cinderella,Locale_MainScenario:d_main_35_05_s_95,True,,5,idle,,3,idle,,1,surprise,,13,idle_02,,15,idle,,17,idle,,2,2,1.0,,cinderella,,,,,,,,
d_main_35_05_s_96,d_main_35_05_s,Monologue,cinderella,Locale_MainScenario:d_main_35_05_s_96,False,,5,idle,,3,idle,,1,surprise,,13,idle_02,,15,idle,,17,idle,,2,S_30,1.0,,,,,,,,,,
d_main_35_05_s_97,d_main_35_05_s,Monologue,cinderella,Locale_MainScenario:d_main_35_05_s_97,False,,5,idle,,3,idle,,1,surprise,,13,idle_02,,15,idle,,17,idle,,black,black,1.0,,,,,,,,,,
d_main_35_05_s_98,d_main_35_05_s,Monologue,cinderella,Locale_MainScenario:d_main_35_05_s_98,False,,5,idle,,3,idle,,1,surprise,,13,idle_02,,15,idle,,17,idle,,black,black,1.0,,,,,,,,,,
