id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/7/hide_char_id,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/8/hide_char_id
d_main_30_04_21,d_main_30_04,Speech,trony_op_r,trony_op_r,Locale_MainScenario:d_main_30_04_21,True,,S_130,S_130,1.0,,,,3,idle,,5,void,,7,idle,,1,surprise,,13,worry,,15,idle,,17,worry,,OP_rightup,sad,,,OP_leftup,worry,
d_main_30_04_22,d_main_30_04,Speech,trony_op_r,trony_op_r,Locale_MainScenario:d_main_30_04_22,True,,S_130,S_130,1.0,,,,3,idle,,5,void,,7,idle,,1,surprise,,13,worry,,15,idle,,17,worry,,OP_rightup,sad,,,OP_leftup,worry,
d_main_30_04_23,d_main_30_04,Speech,elegg,elegg,Locale_MainScenario:d_main_30_04_23,True,,S_130,S_130,1.0,,,,3,idle,,5,void,,7,idle,,1,surprise,,13,worry,,15,idle,,17,worry,,OP_rightup,sad,,,OP_leftup,worry,
d_main_30_04_24,d_main_30_04,Speech,trony_op_r,trony_op_r,Locale_MainScenario:d_main_30_04_24,True,,S_130,S_130,1.0,,,,3,idle,,5,void,,7,idle,,1,surprise,,13,worry,,15,idle,,17,worry,,OP_rightup,idle,,,OP_leftup,worry,
d_main_30_04_25,d_main_30_04,Speech,elegg,elegg,Locale_MainScenario:d_main_30_04_25,True,,S_130,S_1300,1.0,,,,3,idle,,5,void,,7,idle,,1,surprise,,13,surprise,,15,idle,,17,worry,,OP_rightup,idle,,,OP_leftup,worry,
d_main_30_04_26,d_main_30_04,Speech,trony_op_r,trony_op_r,Locale_MainScenario:d_main_30_04_26,True,,S_1300,S_1300,1.0,,,,3,angry,,5,void,,7,idle,,1,surprise,,13,surprise,,15,idle,,17,worry,,OP_rightup,idle,,,OP_leftup,worry,
d_main_30_04_27,d_main_30_04,Speech,elegg,elegg,Locale_MainScenario:d_main_30_04_27,True,,S_1300,13,1.0,,,,3,angry,,5,void,,7,idle,,1,surprise,,13,surprise,,15,idle,,17,worry,,OP_rightup,idle,,,OP_leftup,worry,
d_main_30_04_28,d_main_30_04,Narration,elegg,,Locale_MainScenario:d_main_30_04_28,False,,13,13,1.0,,,,3,angry,,5,void,,7,idle,,1,surprise,,13,surprise,,15,idle,,17,worry,,OP_rightup,idle,,,OP_leftup,worry,
d_main_30_04_29,d_main_30_04,Speech,elegg,elegg,Locale_MainScenario:d_main_30_04_29,True,,13,13,1.0,,,,3,angry,,5,angry,,7,idle,,1,surprise,,13,surprise,,15,idle,,17,worry,,OP_rightup,idle,,,OP_leftup,worry,
d_main_30_04_30,d_main_30_04,Speech,rapi,rapi,Locale_MainScenario:d_main_30_04_30,True,,13,2,2.0,,,,3,idle,,5,angry,,7,idle,,1,surprise,,13,surprise,,15,idle,,17,worry,,OP_rightup,idle,,,OP_leftup,worry,
d_main_30_04_31,d_main_30_04,Speech,rapi,rapi,Locale_MainScenario:d_main_30_04_31,True,,2,2,1.0,,,,3,idle,,5,angry,,7,idle,,1,surprise,,13,surprise,,15,idle,,17,worry,,OP_rightup,idle,,,OP_leftup,worry,
d_main_30_04_32,d_main_30_04,Speech,anis,anis,Locale_MainScenario:d_main_30_04_32,True,,2,4,1.0,,,,3,idle,,5,worry,,7,idle,,1,surprise,,13,surprise,,15,idle,,17,worry,,OP_rightup,idle,,,OP_leftup,worry,
d_main_30_04_33,d_main_30_04,Speech,shifty,shifty,Locale_MainScenario:d_main_30_04_33,True,,4,4,1.0,,,,3,idle,,5,worry,,7,idle,,1,surprise,,13,surprise,,15,idle,,17,worry,,OP_rightup,idle,,,OP_leftup,worry,
d_main_30_04_34,d_main_30_04,Speech,anis,anis,Locale_MainScenario:d_main_30_04_34,True,,4,4,1.0,,,,3,idle,,5,sad,,7,idle,,1,surprise,,13,think,,15,idle,,17,worry,,OP_rightup,idle,,,OP_leftup,worry,
d_main_30_04_35,d_main_30_04,Speech,anis,anis,Locale_MainScenario:d_main_30_04_35,True,,4,4,1.0,,,,3,idle,,5,sad,,7,idle,,1,surprise,,13,think,,15,idle,,17,worry,,OP_rightup,idle,,,OP_leftup,worry,
d_main_30_04_36,d_main_30_04,Speech,trony_op_r,trony_op_r,Locale_MainScenario:d_main_30_04_36,True,,4,4,1.0,,,,3,idle,,5,sad,,7,idle,,1,surprise,,13,think,,15,idle,,17,worry,,OP_rightup,sad,,,OP_leftup,worry,
d_main_30_04_37,d_main_30_04,Speech,drilley,drilley,Locale_MainScenario:d_main_30_04_37,True,,XS_10,XS_100,2.0,,,,3,idle,,5,sad,,7,idle,,1,surprise,,13,think,,15,idle,,17,worry,,OP_rightup,sad,trony_op_r,,OP_leftup,worry,shifty
d_main_30_04_38,d_main_30_04,Narration,drilley,,Locale_MainScenario:d_main_30_04_38,False,,XS_100,XS_100,1.0,,,,3,idle,,5,void,,7,idle,,1,surprise,,13,idle,,15,idle,,17,worry,,,,,,,,
d_main_30_04_39,d_main_30_04,Narration,drilley,,Locale_MainScenario:d_main_30_04_39,False,,XS_100,XS_100,1.0,,,,3,idle,,5,void,,7,idle,,1,sad,,13,idle,,15,idle,,17,worry,,,,,,,,
d_main_30_04_40,d_main_30_04,Narration,drilley,,Locale_MainScenario:d_main_30_04_40,False,,XS_100,XS_10,1.0,,,,3,idle,,5,void,,7,idle,,1,surprise,,13,idle,,15,idle,,17,worry,,,,,,,,
d_main_30_04_41,d_main_30_04,Speech,drilley,drilley,Locale_MainScenario:d_main_30_04_41,True,,XS_10,XS_10,1.0,,,,3,idle,,5,void,,7,idle,,1,sad,,13,idle,,15,idle,,17,worry,,,,,,,,
d_main_30_04_42,d_main_30_04,Speech,drilley,drilley,Locale_MainScenario:d_main_30_04_42,True,,XS_10,XS_10,1.0,,,,3,idle,,5,void,,7,idle,,1,sad,,13,idle,,15,idle,,17,worry,,,,,,,,
d_main_30_04_43,d_main_30_04,Narration,drilley,,Locale_MainScenario:d_main_30_04_43,False,,black,black,1.0,bgm_emergency,sfx_scn_crystalgrowupmed,,3,idle,,5,void,,7,idle,,1,surprise,,13,idle,,15,idle,,17,surprise,,,,,,,,
d_main_30_04_44,d_main_30_04,Monologue,drilley,,Locale_MainScenario:d_main_30_04_44,False,,XS_10,XS_10,1.0,,,,3,idle,,5,void,,7,idle,,1,surprise,,13,idle,,15,idle,,17,surprise,,,,,,,,
d_main_30_04_45,d_main_30_04,Monologue,drilley,,Locale_MainScenario:d_main_30_04_45,False,,XS_10,12,2.0,,,,3,idle,,5,void,,7,idle,,1,surprise,,13,idle,,15,idle,,17,surprise,,,,,,,,
d_main_30_04_46,d_main_30_04,Monologue,drilley,,Locale_MainScenario:d_main_30_04_46,False,,black,black,1.0,,,,3,idle,,5,void,,7,idle,,1,surprise,,13,idle,,15,idle,,17,surprise,,,,,,,,
d_main_30_04_47,d_main_30_04,Speech,shifty,shifty,Locale_MainScenario:d_main_30_04_47,True,,12,12,1.0,,,,3,angry,,5,angry,,7,idle,,1,surprise,,13,idle,,15,idle,,17,surprise,,,,,shifty,OP_leftup,angry,
d_main_30_04_48,d_main_30_04,Speech,shifty,shifty,Locale_MainScenario:d_main_30_04_48,True,,12,12,1.0,,,,3,angry,,5,angry,,7,idle,,1,surprise,,13,idle,,15,idle,,17,surprise,,,,,,OP_leftup,angry,
d_main_30_04_49,d_main_30_04,Self,shifty,,Locale_MainScenario:d_main_30_04_49,False,,12,12,1.0,,,,3,angry,,5,angry,,7,idle,,1,surprise,,13,idle,,15,idle,,17,surprise,,,,,,OP_leftup,angry,
d_main_30_04_50,d_main_30_04,Narration,shifty,,Locale_MainScenario:d_main_30_04_50,False,,black,black,1.0,none,sfx_scn_crystalbreak,,3,angry,,5,angry,,7,idle,,1,surprise,,13,idle,,15,idle,,17,surprise,,,,,,OP_leftup,angry,shifty
d_main_30_04_51,d_main_30_04,Monologue,shifty,,Locale_MainScenario:d_main_30_04_51,False,,black,black,1.0,,,,3,angry,,5,angry,,7,idle,,1,surprise,,13,idle,,15,idle,,17,surprise,,,,,,,,
d_main_30_04_52,d_main_30_04,Speech,drilley,drilley,Locale_MainScenario:d_main_30_04_52,True,,12,12,1.0,,,,3,worry,,5,angry,,7,idle,,1,sad,,13,idle,,15,idle,,17,surprise,,,,,,,,
d_main_30_04_53,d_main_30_04,Speech,shifty,shifty,Locale_MainScenario:d_main_30_04_53,True,,12,12,1.0,,,,3,worry,,5,angry,,7,idle,,1,sad,,13,idle,,15,idle,,17,surprise,,,,,shifty,OP_leftup,surprise,
d_main_30_04_54,d_main_30_04,Speech,trony_op_r,trony_op_r,Locale_MainScenario:d_main_30_04_54,True,,12,12,1.0,bgm_chapter30_field_whitecity,,,3,idle,,5,angry,,7,idle,,1,surprise,,13,idle,,15,idle,,17,surprise,trony_op_r,OP_rightup,idle,,,OP_leftup,surprise,
d_main_30_04_55,d_main_30_04,Speech,trony_op_r,trony_op_r,Locale_MainScenario:d_main_30_04_55,True,,12,12,1.0,,,,3,idle,,5,void,,7,idle,,1,surprise,,13,idle,,15,idle,,17,surprise,,OP_rightup,idle,,,OP_leftup,worry,
d_main_30_04_56,d_main_30_04,Speech,trony_op_r,trony_op_r,Locale_MainScenario:d_main_30_04_56,True,,12,12,1.0,,,,3,idle,,5,void,,7,idle,,1,surprise,,13,idle,,15,idle,,17,surprise,,OP_rightup,idle,,,OP_leftup,worry,
d_main_30_04_57,d_main_30_04,Speech,trony_op_r,trony_op_r,Locale_MainScenario:d_main_30_04_57,True,,12,12,1.0,,,,3,idle,,5,void,,7,idle,,1,surprise,,13,idle,,15,idle,,17,surprise,,OP_rightup,idle,,,OP_leftup,worry,
d_main_30_04_58,d_main_30_04,Speech,elegg,elegg,Locale_MainScenario:d_main_30_04_58,True,,12,S_130,1.0,,,,3,idle,,5,void,,7,idle,,1,surprise,,13,idle,,15,idle,,17,surprise,,OP_rightup,idle,,,OP_leftup,worry,
d_main_30_04_59,d_main_30_04,Speech,elegg,elegg,Locale_MainScenario:d_main_30_04_59,True,,S_130,S_130,1.0,,,,3,idle,,5,void,,7,idle,,1,surprise,,13,idle,,15,idle,,17,surprise,,OP_rightup,idle,,,OP_leftup,worry,
d_main_30_04_60,d_main_30_04,Speech,trony_op_r,trony_op_r,Locale_MainScenario:d_main_30_04_60,True,,S_130,S_130,1.0,,,,3,idle,,5,void,,7,idle,,1,surprise,,13,idle,,15,idle,,17,surprise,,OP_rightup,idle,,,OP_leftup,worry,
d_main_30_04_61,d_main_30_04,Speech,trony_op_r,trony_op_r,Locale_MainScenario:d_main_30_04_61,True,,S_130,S_130,1.0,,,,3,idle,,5,void,,7,idle,,1,surprise,,13,idle,,15,idle,,17,surprise,,OP_rightup,idle,,,OP_leftup,worry,
d_main_30_04_62,d_main_30_04,Speech,elegg,elegg,Locale_MainScenario:d_main_30_04_62,True,,S_130,S_130,1.0,,,,3,idle,,5,void,,7,idle,,1,surprise,,13,delight,,15,idle,,17,surprise,,OP_rightup,idle,,,OP_leftup,worry,
d_main_30_04_63,d_main_30_04,Speech,elegg,elegg,Locale_MainScenario:d_main_30_04_63,True,,S_130,S_130,1.0,,,,3,idle,,5,void,,7,idle,,1,surprise,,13,delight,,15,idle,,17,surprise,,OP_rightup,idle,,,OP_leftup,worry,
d_main_30_04_64,d_main_30_04,Speech,elegg,elegg,Locale_MainScenario:d_main_30_04_64,True,,S_130,S_130,1.0,,,,3,idle,,5,void,,7,idle,,1,surprise,,13,delight,,15,idle,,17,surprise,,OP_rightup,idle,,,OP_leftup,worry,
d_main_30_04_65,d_main_30_04,Speech,trony_op_r,trony_op_r,Locale_MainScenario:d_main_30_04_65,True,,S_130,S_130,1.0,,,,3,idle,,5,void,,7,idle,,1,surprise,,13,delight,,15,idle,,17,surprise,,OP_rightup,idle,,,OP_leftup,worry,
d_main_30_04_66,d_main_30_04,Speech,elegg,elegg,Locale_MainScenario:d_main_30_04_66,True,,S_130,S_1300,1.0,,,,3,idle,,5,void,,7,idle,,1,surprise,,13,delight,,15,idle,,17,surprise,,OP_rightup,idle,,,OP_leftup,worry,
d_main_30_04_67,d_main_30_04,Speech,trony_op_r,trony_op_r,Locale_MainScenario:d_main_30_04_67,True,,S_1300,S_1300,1.0,,,,3,idle,,5,void,,7,idle,,1,surprise,,13,delight,,15,idle,,17,surprise,,OP_rightup,idle,,,OP_leftup,worry,
d_main_30_04_68,d_main_30_04,Speech,elegg,elegg,Locale_MainScenario:d_main_30_04_68,True,,S_1300,S_130,2.0,,,,3,idle,,5,void,,7,idle,,1,surprise,,13,idle,,15,idle,,17,surprise,,OP_rightup,idle,,,OP_leftup,worry,
d_main_30_04_69,d_main_30_04,Speech,drilley,drilley,Locale_MainScenario:d_main_30_04_69,True,,S_130,XS_10,1.0,,,,3,idle,,5,void,,7,idle,,1,surprise,,13,idle,,15,idle,,17,surprise,,OP_rightup,idle,,,OP_leftup,worry,
d_main_30_04_70,d_main_30_04,Speech,drilley,drilley,Locale_MainScenario:d_main_30_04_70,True,,XS_10,XS_10,1.0,,,,3,idle,,5,void,,7,idle,,1,surprise,,13,idle,,15,idle,,17,surprise,,OP_rightup,idle,,,OP_leftup,worry,
d_main_30_04_71,d_main_30_04,Speech,shifty,shifty,Locale_MainScenario:d_main_30_04_71,True,,XS_10,XS_10,1.0,,,,3,idle,,5,void,,7,idle,,1,surprise,,13,idle,,15,idle,,17,worry,,OP_rightup,idle,,,OP_leftup,think,
d_main_30_04_72,d_main_30_04,Speech,drilley,drilley,Locale_MainScenario:d_main_30_04_72,True,,XS_10,XS_10,1.0,,,,3,idle,,5,void,,7,idle,,1,idle,,13,idle,,15,idle,,17,worry,,OP_rightup,idle,trony_op_r,,OP_leftup,think,shifty
d_main_30_04_73,d_main_30_04,Speech,drilley,drilley,Locale_MainScenario:d_main_30_04_73,True,,XS_10,XS_10,1.0,,,,3,idle,,5,void,,7,idle,,1,idle,,13,idle,,15,idle,,17,worry,,,,,,,,
d_main_30_04_74,d_main_30_04,Speech,liveryn,liveryn,Locale_MainScenario:d_main_30_04_74,True,,170,170,1.0,,,,3,idle,,5,void,,7,idle,,1,idle,,13,idle,,15,idle,,17,surprise,,,,,,,,
d_main_30_04_75,d_main_30_04,Speech,liveryn,liveryn,Locale_MainScenario:d_main_30_04_75,True,,170,170,1.0,,,,3,idle,,5,void,,7,idle,,1,idle,,13,idle,,15,idle,,17,surprise,,,,,,,,
d_main_30_04_76,d_main_30_04,Speech,drilley,drilley,Locale_MainScenario:d_main_30_04_76,True,,XS_10,XS_10,1.0,,,,3,idle,,5,void,,7,idle,,1,surprise,,13,idle,,15,idle,,17,surprise,,,,,,,,
d_main_30_04_77,d_main_30_04,Speech,drilley,drilley,Locale_MainScenario:d_main_30_04_77,True,,XS_10,XS_10,1.0,,,,3,idle,,5,void,,7,idle,,1,surprise,,13,idle,,15,idle,,17,surprise,,,,,,,,
d_main_30_04_78,d_main_30_04,Self,drilley,,Locale_MainScenario:d_main_30_04_78,False,,S_70,S_70,1.0,,,,3,idle,,5,void,,7,idle,,1,surprise,,13,idle,,15,idle,,17,worry,,,,,,,,
d_main_30_04_79,d_main_30_04,Speech,neon,neon,Locale_MainScenario:d_main_30_04_79,True,,S_70,S_70,1.0,,,,3,idle,,5,void,,7,surprise,,1,surprise,,13,idle,,15,idle,,17,worry,,,,,,,,
d_main_30_04_80,d_main_30_04,Self,neon,,Locale_MainScenario:d_main_30_04_80,False,,S_70,S_70,1.0,,,,3,idle,,5,void,,7,surprise,,1,surprise,,13,idle,,15,idle,,17,worry,,,,,,,,
d_main_30_04_81,d_main_30_04,Speech,neon,neon,Locale_MainScenario:d_main_30_04_81,True,,S_70,S_70,1.0,,,,3,idle,,5,void,,7,idle,,1,surprise,,13,idle,,15,idle,,17,worry,,,,,,,,
d_main_30_04_82,d_main_30_04,Speech,neon,neon,Locale_MainScenario:d_main_30_04_82,True,,S_70,S_700,1.0,,,,3,idle,,5,no,,7,no,,1,surprise,,13,idle,,15,idle,,17,worry,,,,,,,,
d_main_30_04_83,d_main_30_04,Self,neon,,Locale_MainScenario:d_main_30_04_83,False,,S_700,S_700,1.0,,,,3,idle,,5,no,,7,no,,1,surprise,,13,idle,,15,idle,,17,worry,,,,,,,,
d_main_30_04_84,d_main_30_04,Speech,neon,neon,Locale_MainScenario:d_main_30_04_84,True,,S_700,S_700,1.0,,,,3,idle,,5,no,,7,no,,1,surprise,,13,idle,,15,idle,,17,worry,,,,,,,,
d_main_30_04_85,d_main_30_04,Speech,neon,neon,Locale_MainScenario:d_main_30_04_85,True,,S_700,S_700,1.0,,,,3,idle,,5,no,,7,no,,1,surprise,,13,idle,,15,idle,,17,worry,,,,,,,,
d_main_30_04_86,d_main_30_04,Speech,neon,neon,Locale_MainScenario:d_main_30_04_86,True,,S_700,S_70,1.0,,,,3,idle,,5,no,,7,no,,1,surprise,,13,idle,,15,idle,,17,worry,,,,,,,,
d_main_30_04_87,d_main_30_04,Speech,anis,anis,Locale_MainScenario:d_main_30_04_87,True,,S_70,S_70,1.0,,,,3,idle,,5,sad,,7,no,,1,surprise,,13,idle,,15,idle,,17,worry,,,,,,,,
d_main_30_04_88,d_main_30_04,Speech,neon,neon,Locale_MainScenario:d_main_30_04_88,True,,S_70,S_70,1.0,,,,3,idle,,5,void,,7,surprise,,1,surprise,,13,idle,,15,idle,,17,worry,,,,,,,,
d_main_30_04_89,d_main_30_04,Speech,neon,neon,Locale_MainScenario:d_main_30_04_89,True,,S_70,S_70,1.0,,,,3,idle,,5,void,,7,surprise,,1,surprise,,13,idle,,15,idle,,17,worry,,,,,,,,
d_main_30_04_90,d_main_30_04,Self,neon,,Locale_MainScenario:d_main_30_04_90,False,,S_70,6,2.0,,,,3,idle,,5,void,,7,surprise,,1,surprise,,13,idle,,15,idle,,17,worry,,,,,,,,
d_main_30_04_91,d_main_30_04,Self,neon,,Locale_MainScenario:d_main_30_04_91,False,,6,4,2.0,,,,3,idle,,5,void,,7,surprise,,1,surprise,,13,idle,,15,idle,,17,worry,,,,,,,,
d_main_30_04_92,d_main_30_04,Self,neon,,Locale_MainScenario:d_main_30_04_92,False,,4,4,1.0,,,,3,idle,,5,void,,7,surprise,,1,surprise,,13,idle,,15,idle,,17,worry,,,,,,,,
d_main_30_04_93,d_main_30_04,Speech,rapi,rapi,Locale_MainScenario:d_main_30_04_93,True,,4,4,1.0,,,,3,idle,,5,void,,7,surprise,,1,surprise,,13,idle,,15,idle,,17,worry,,,,,,,,
