id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/3/hide_char_id,characters/1/hide_char_id,jump_target
d_ex_cafe_03_20,d_ex_cafe_03,Speech,belorta,belorta,Locale_SuddenStory:d_ex_cafe_03_20,True,,3,good,,1,idle,,13,idle,,XS_50,XS_50,1.0,,,,5,idle,,,,,,
d_ex_cafe_03_21,d_ex_cafe_03,Speech,milk,milk,Locale_SuddenStory:d_ex_cafe_03_21,True,,3,no,,1,idle,,13,idle,,S_30,S_30,1.0,,,,5,idle,,,,,,
d_ex_cafe_03_22,d_ex_cafe_03,Speech,milk,milk,Locale_SuddenStory:d_ex_cafe_03_22,True,,3,no,,1,idle,,13,idle,,S_30,S_30,1.0,,,,5,idle,,,,,,
d_ex_cafe_03_23,d_ex_cafe_03,Speech,belorta,belorta,Locale_SuddenStory:d_ex_cafe_03_23,True,,3,idle,,1,idle,,13,idle,,XS_50,XS_500,0.5,,,,5,angry,,,,,,
d_ex_cafe_03_24,d_ex_cafe_03,Speech,belorta,belorta,Locale_SuddenStory:d_ex_cafe_03_24,True,,3,idle,,1,idle,,13,idle,,XS_500,XS_500,1.0,,,,5,idle,,,,,,
d_ex_cafe_03_25,d_ex_cafe_03,Speech,belorta,belorta,Locale_SuddenStory:d_ex_cafe_03_25,True,,3,idle,,1,idle,,13,idle,,XS_500,XS_500,1.0,,,,5,delight,,,,,,
d_ex_cafe_03_26,d_ex_cafe_03,Speech,milk,milk,Locale_SuddenStory:d_ex_cafe_03_26,True,,3,surprise,,1,idle,,13,idle,,XS_500,4,1.0,,,,5,delight,,,,,,
d_ex_cafe_03_27,d_ex_cafe_03,Speech,belorta,belorta,Locale_SuddenStory:d_ex_cafe_03_27,True,,3,surprise,,1,idle,,13,idle,,4,4,1.0,,,,5,idle,,,,,,
d_ex_cafe_03_28,d_ex_cafe_03,Speech,belorta,belorta,Locale_SuddenStory:d_ex_cafe_03_28,True,,3,idle,,1,idle,,13,idle,,4,4,1.0,,,,5,delight,,,,,,
d_ex_cafe_03_29,d_ex_cafe_03,Speech,milk,milk,Locale_SuddenStory:d_ex_cafe_03_29,True,,3,angry,,1,idle,,13,idle,,4,4,1.0,,,,5,idle,,,,,,
d_ex_cafe_03_30,d_ex_cafe_03,Speech,milk,milk,Locale_SuddenStory:d_ex_cafe_03_30,True,,3,angry,,1,idle,,13,idle,,4,4,1.0,,,,5,idle,,,,,,
d_ex_cafe_03_31,d_ex_cafe_03,Speech,belorta,belorta,Locale_SuddenStory:d_ex_cafe_03_31,True,,3,idle,,1,idle,,13,idle,,4,4,1.0,,,,5,idle,,,,,,
d_ex_cafe_03_32,d_ex_cafe_03,Speech,belorta,belorta,Locale_SuddenStory:d_ex_cafe_03_32,True,,3,idle,,1,idle,,13,idle,,4,4,1.0,,,,5,delight,,,,,,
d_ex_cafe_03_33,d_ex_cafe_03,Speech,belorta,belorta,Locale_SuddenStory:d_ex_cafe_03_33,True,,3,idle,,1,idle,,13,idle,,4,4,1.0,,,,5,idle,,,,,,
d_ex_cafe_03_34,d_ex_cafe_03,Speech,milk,milk,Locale_SuddenStory:d_ex_cafe_03_34,True,,3,angry,,1,idle,,13,idle,,4,4,1.0,none,,,5,idle,,,,,,
d_ex_cafe_03_35,d_ex_cafe_03,Narration,milk,,Locale_SuddenStory:d_ex_cafe_03_35,False,,3,angry,,1,idle,,13,idle,,4,6,2.0,,sfx_scn_autodooropen,,5,idle,,,,,,
d_ex_cafe_03_36,d_ex_cafe_03,Speech,emma,emma,Locale_SuddenStory:d_ex_cafe_03_36,True,,3,surprise,,1,idle,,13,idle,,6,6,1.0,,,,5,idle,emma,7,idle,,,
d_ex_cafe_03_37,d_ex_cafe_03,Speech,belorta,belorta,Locale_SuddenStory:d_ex_cafe_03_37,True,,3,surprise,,1,idle,,13,idle,,6,6,1.0,,,,5,delight,,7,idle,,,
d_ex_cafe_03_38,d_ex_cafe_03,Speech,milk,milk,Locale_SuddenStory:d_ex_cafe_03_38,True,,3,surprise,,1,idle,,13,idle,,6,70,1.0,,,,5,delight,,7,idle,,,
d_ex_cafe_03_39,d_ex_cafe_03,Speech,milk,milk,Locale_SuddenStory:d_ex_cafe_03_39,True,,3,surprise,,1,idle,,13,idle,,70,70,1.0,,,,5,idle,,7,idle,,,
d_ex_cafe_03_40,d_ex_cafe_03,Speech,emma,emma,Locale_SuddenStory:d_ex_cafe_03_40,True,,3,surprise,,1,idle,,13,idle,,70,700,0.5,,,,5,idle,,7,delight,,,
d_ex_cafe_03_41,d_ex_cafe_03,Speech,emma,emma,Locale_SuddenStory:d_ex_cafe_03_41,True,,3,idle,,1,idle,,13,idle,,700,700,1.0,,,,5,idle,,7,shy,,,
d_ex_cafe_03_42,d_ex_cafe_03,Speech,emma,emma,Locale_SuddenStory:d_ex_cafe_03_42,True,,3,idle,,1,idle,,13,idle,,700,700,1.0,,,,5,idle,,7,idle,,,
d_ex_cafe_03_43,d_ex_cafe_03,Speech,emma,emma,Locale_SuddenStory:d_ex_cafe_03_43,True,,3,idle,,1,idle,,13,idle,,700,700,1.0,,,,5,idle,,7,delight,,,
d_ex_cafe_03_44,d_ex_cafe_03,Narration,emma,,Locale_SuddenStory:d_ex_cafe_03_44,False,,3,idle,,1,idle,,13,idle,,700,70,1.0,,,,5,idle,,7,delight,,,
d_ex_cafe_03_45,d_ex_cafe_03,Narration,emma,,Locale_SuddenStory:d_ex_cafe_03_45,False,,3,idle,,1,idle,,13,idle,,black,black,1.0,,,,5,idle,,7,delight,,,
d_ex_cafe_03_46,d_ex_cafe_03,Speech,milk,milk,Locale_SuddenStory:d_ex_cafe_03_46,True,,3,surprise,,1,idle,,13,idle,,S_30,S_30,1.0,bgm_story_herecomestrouble,,,5,idle,,7,idle,,,
d_ex_cafe_03_47,d_ex_cafe_03,Speech,emma,emma,Locale_SuddenStory:d_ex_cafe_03_47,True,,3,surprise,,1,idle,,13,idle,,70,70,1.0,,,,5,idle,,7,idle,,,
d_ex_cafe_03_48,d_ex_cafe_03,Speech,emma,emma,Locale_SuddenStory:d_ex_cafe_03_48,True,,3,surprise,,1,idle,,13,idle,,70,70,1.0,,,,5,idle,,7,delight,,,
d_ex_cafe_03_49,d_ex_cafe_03,Speech,belorta,belorta,Locale_SuddenStory:d_ex_cafe_03_49,True,,3,surprise,,1,idle,,13,idle,,70,XS_50,1.0,,,,5,delight,,7,idle,,,
d_ex_cafe_03_50,d_ex_cafe_03,Speech,belorta,belorta,Locale_SuddenStory:d_ex_cafe_03_50,True,,3,surprise,,1,idle,,13,idle,,XS_50,XS_50,1.0,,,,5,idle,,7,idle,,,
d_ex_cafe_03_51,d_ex_cafe_03,Speech,belorta,belorta,Locale_SuddenStory:d_ex_cafe_03_51,True,,3,surprise,,1,idle,,13,idle,,XS_50,XS_50,1.0,,,,5,delight,,7,idle,,,
d_ex_cafe_03_52,d_ex_cafe_03,Speech,belorta,belorta,Locale_SuddenStory:d_ex_cafe_03_52,True,,3,surprise,,1,idle,,13,idle,,XS_50,6,1.0,,,,5,idle,,7,idle,,,
d_ex_cafe_03_53,d_ex_cafe_03,Speech,emma,emma,Locale_SuddenStory:d_ex_cafe_03_53,True,,3,surprise,,1,idle,,13,idle,,6,4,2.0,,sfx_scn_autodooropen,,8,idle,,5,delight,belorta,,
d_ex_cafe_03_54,d_ex_cafe_03,Speech,milk,milk,Locale_SuddenStory:d_ex_cafe_03_54,True,,3,angry,,1,idle,,13,idle,,4,S_30,0.5,,,,,,,5,idle,,,
d_ex_cafe_03_55,d_ex_cafe_03,Speech,milk,milk,Locale_SuddenStory:d_ex_cafe_03_55,True,,3,angry,,1,idle,,13,idle,,S_30,S_30,1.0,,,,,,,5,idle,,,
d_ex_cafe_03_56,d_ex_cafe_03,Self,milk,,Locale_SuddenStory:d_ex_cafe_03_56,False,,3,angry,,1,idle,,13,idle,,S_30,S_30,1.0,,,,,,,5,idle,,,
d_ex_cafe_03_57,d_ex_cafe_03,Speech,milk,milk,Locale_SuddenStory:d_ex_cafe_03_57,True,,3,surprise,,1,idle,,13,idle,,S_30,S_30,1.0,,,,,,,5,idle,,,
d_ex_cafe_03_58,d_ex_cafe_03,Speech,sugar,sugar,Locale_SuddenStory:d_ex_cafe_03_58,True,,3,surprise,,1,idle,,13,idle,,S_30,S_10,1.0,,,,,,,5,idle,,,
d_ex_cafe_03_59,d_ex_cafe_03,Speech,sugar,sugar,Locale_SuddenStory:d_ex_cafe_03_59,True,,3,no,,1,idle,,13,idle,,S_10,S_10,1.0,,,,,,,5,idle,,,
d_ex_cafe_03_60,d_ex_cafe_03,Speech,sugar,sugar,Locale_SuddenStory:d_ex_cafe_03_60,True,,3,no,,1,delight,,13,idle,,S_10,S_10,1.0,,,,,,,5,idle,,,
d_ex_cafe_03_61,d_ex_cafe_03,Speech,emma,emma,Locale_SuddenStory:d_ex_cafe_03_61,True,,3,no,,1,delight,,13,idle,,50,50,1.0,,,,,,,5,surprise,,,
d_ex_cafe_03_62,d_ex_cafe_03,Speech,emma,emma,Locale_SuddenStory:d_ex_cafe_03_62,True,,3,no,,1,delight,,13,idle,,50,50,1.0,,sfx_scn_car,,,,,5,delight,,sugar,
d_ex_cafe_03_63,d_ex_cafe_03,Speech,milk,milk,Locale_SuddenStory:d_ex_cafe_03_63,True,,3,angry,,,,,13,sleep_02,,50,4,1.0,,,,,,,5,idle,,,
d_ex_cafe_03_64,d_ex_cafe_03,Speech,milk,milk,Locale_SuddenStory:d_ex_cafe_03_64,True,,3,angry,,,,,13,sleep_02,,4,4,1.0,,,,,,,5,idle,,,
d_ex_cafe_03_65,d_ex_cafe_03,Self,milk,,Locale_SuddenStory:d_ex_cafe_03_65,False,,3,angry,,,,,13,sleep_02,,4,4,1.0,,,,,,,5,idle,,,
d_ex_cafe_03_66,d_ex_cafe_03,Speech,milk,milk,Locale_SuddenStory:d_ex_cafe_03_66,True,,3,no,,,,,13,sleep_02,,4,S_30,0.5,,,,,,,5,idle,,,
d_ex_cafe_03_67,d_ex_cafe_03,Speech,emma,emma,Locale_SuddenStory:d_ex_cafe_03_67,True,,3,idle,,,,,13,sleep_02,,S_30,50,2.0,,,,,,,5,angry,,,
d_ex_cafe_03_68,d_ex_cafe_03,Speech,frima,frima,Locale_SuddenStory:d_ex_cafe_03_68,True,,3,idle,,,,,13,sleep_02,,130,130,1.0,,,,,,,5,angry,,,
d_ex_cafe_03_69,d_ex_cafe_03,Speech,emma,emma,Locale_SuddenStory:d_ex_cafe_03_69,True,,3,idle,,,,,13,sleep_02,,130,130,1.0,,,,,,,5,idle,,,
d_ex_cafe_03_70,d_ex_cafe_03,Speech,emma,emma,Locale_SuddenStory:d_ex_cafe_03_70,True,,3,idle,,,,,13,sleep_02,,50,500,0.5,,,,,,,5,delight,,,
d_ex_cafe_03_71,d_ex_cafe_03,Speech,milk,milk,Locale_SuddenStory:d_ex_cafe_03_71,True,,3,no,,,,,13,sleep_02,,500,S_300,2.0,,,,,,,5,idle,,,
d_ex_cafe_03_72,d_ex_cafe_03,Speech,milk,milk,Locale_SuddenStory:d_ex_cafe_03_72,True,,3,no,,,,,13,sleep_02,,S_300,S_300,1.0,,,,,,,5,idle,,,
d_ex_cafe_03_73,d_ex_cafe_03,Speech,milk,milk,Locale_SuddenStory:d_ex_cafe_03_73,True,,3,good,,,,,13,sleep_02,,S_300,S_30,1.0,,,,,,,5,idle,,,
d_ex_cafe_03_74,d_ex_cafe_03,Speech,milk,milk,Locale_SuddenStory:d_ex_cafe_03_74,True,,3,good,,,,,13,sleep_02,,S_30,S_30,1.0,,,,,,,5,idle,,,
d_ex_cafe_03_75,d_ex_cafe_03,Speech,milk,milk,Locale_SuddenStory:d_ex_cafe_03_75,True,,3,good,,,,,13,sleep_02,,S_30,S_30,1.0,,,,,,,5,idle,,,
d_ex_cafe_03_76,d_ex_cafe_03,Speech,milk,milk,Locale_SuddenStory:d_ex_cafe_03_76,True,,3,good,,,,,13,sleep_02,,S_30,S_30,1.0,,,,,,,5,idle,,,
d_ex_cafe_03_77,d_ex_cafe_03,Self,milk,,Locale_SuddenStory:d_ex_cafe_03_77,False,,3,good,,,,,13,sleep_02,,S_30,S_30,1.0,,,,,,,5,idle,,,
d_ex_cafe_03_78,d_ex_cafe_03,Speech,milk,milk,Locale_SuddenStory:d_ex_cafe_03_78,True,,3,no,,,,,13,sleep_02,,S_30,S_30,1.0,,,,,,,5,idle,,,
d_ex_cafe_03_79,d_ex_cafe_03,Speech,emma,emma,Locale_SuddenStory:d_ex_cafe_03_79,True,,3,no,,,,,13,sleep_02,,50,50,1.0,,,,,,,5,surprise,,,
d_ex_cafe_03_80,d_ex_cafe_03,Speech,milk,milk,Locale_SuddenStory:d_ex_cafe_03_80,True,,3,surprise,,,,,13,sleep_02,,S_30,S_300,0.5,,,,,,,5,surprise,,,
d_ex_cafe_03_81,d_ex_cafe_03,Speech,milk,milk,Locale_SuddenStory:d_ex_cafe_03_81,True,,3,angry,,,,,13,sleep_02,,S_300,S_300,1.0,,,,,,,5,idle,,,
d_ex_cafe_03_82,d_ex_cafe_03,Speech,milk,milk,Locale_SuddenStory:d_ex_cafe_03_82,True,,3,angry,,,,,13,sleep_02,,S_300,S_300,1.0,,,,,,,5,idle,,,
d_ex_cafe_03_83,d_ex_cafe_03,Choice,milk,,Locale_SuddenStory:d_ex_cafe_03_83,False,,3,angry,,,,,13,sleep_02,,S_300,S_300,1.0,,,,,,,5,idle,,,d_ex_cafe_03_86
d_ex_cafe_03_84,d_ex_cafe_03,Choice,milk,,Locale_SuddenStory:d_ex_cafe_03_84,False,,3,angry,,,,,13,sleep_02,,S_300,S_300,1.0,,,,,,,5,idle,,,d_ex_cafe_03_86
d_ex_cafe_03_85,d_ex_cafe_03,Choice,milk,,Locale_SuddenStory:d_ex_cafe_03_85,False,,3,angry,,,,,13,sleep_02,,S_300,S_300,1.0,,,,,,,5,idle,,,d_ex_cafe_03_86
d_ex_cafe_03_86,d_ex_cafe_03,Speech,milk,milk,Locale_SuddenStory:d_ex_cafe_03_86,True,,3,angry,,,,,13,sleep_02,,black,black,1.0,,,,,,,5,idle,,,
d_ex_cafe_03_87,d_ex_cafe_03,Speech,milk,milk,Locale_SuddenStory:d_ex_cafe_03_87,True,,3,angry,,,,,13,sleep_02,,S_300,S_30,2.0,,,,,,,5,idle,,,
d_ex_cafe_03_88,d_ex_cafe_03,Speech,milk,milk,Locale_SuddenStory:d_ex_cafe_03_88,True,,3,surprise,,,,,13,sleep_02,,S_30,S_30,1.0,,,,,,,5,idle,,,
d_ex_cafe_03_89,d_ex_cafe_03,Speech,milk,milk,Locale_SuddenStory:d_ex_cafe_03_89,True,,3,surprise,,,,,13,sleep_02,,S_30,S_30,1.0,,,,,,,5,idle,,,
d_ex_cafe_03_90,d_ex_cafe_03,Speech,milk,milk,Locale_SuddenStory:d_ex_cafe_03_90,True,,3,idle,,,,,13,sleep_02,,S_30,S_30,1.0,,,,,,,5,idle,,,
d_ex_cafe_03_91,d_ex_cafe_03,Speech,milk,milk,Locale_SuddenStory:d_ex_cafe_03_91,True,,3,no,,,,,13,sleep_02,,S_30,S_30,1.0,,,,,,,5,idle,,,
d_ex_cafe_03_92,d_ex_cafe_03,Speech,milk,milk,Locale_SuddenStory:d_ex_cafe_03_92,True,,3,no,,,,,13,sleep_02,,S_30,S_30,1.0,,,,,,,5,idle,,,
d_ex_cafe_03_93,d_ex_cafe_03,Monologue,milk,,Locale_SuddenStory:d_ex_cafe_03_93,False,,3,no,,,,,13,sleep_02,,black,black,1.0,,,,,,,5,idle,,,
