id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,set_filter_01,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_subquest_1381_e_24,d_subquest_1381_e,Self,,,Locale_SubScenario:d_subquest_1381_e_24,False,,2,2,1.0,,,Blur_Low,,,,,,,3,angry,,1,angry,,7,surprise
d_subquest_1381_e_25,d_subquest_1381_e,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1381_e_25,True,,2,2,1.0,bgm_story_armageddon,,,,,,,,,3,angry,,1,angry,,7,surprise
d_subquest_1381_e_26,d_subquest_1381_e,Speech,anis,anis,Locale_SubScenario:d_subquest_1381_e_26,True,,2,2,1.0,,,,,,,,,,3,angry,,1,angry,,7,surprise
d_subquest_1381_e_27,d_subquest_1381_e,Monologue,,,Locale_SubScenario:d_subquest_1381_e_27,False,,2,15,0.6,,,,,,,,,,3,angry,,1,angry,,7,surprise
d_subquest_1381_e_28,d_subquest_1381_e,Monologue,,,Locale_SubScenario:d_subquest_1381_e_28,False,,15,15,1.0,,,,,,,,,,3,angry,,1,angry,,7,surprise
d_subquest_1381_e_29,d_subquest_1381_e,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1381_e_29,True,,30,30,1.0,,,,,,,,,,3,idle,,1,angry,,7,surprise
d_subquest_1381_e_30,d_subquest_1381_e,Speech,neon,neon,Locale_SubScenario:d_subquest_1381_e_30,True,,30,4,1.0,,,,,,,,,,3,idle,,1,angry,,5,surprise
d_subquest_1381_e_31,d_subquest_1381_e,Monologue,,,Locale_SubScenario:d_subquest_1381_e_31,False,,4,8,0.6,,,,,,,,,,3,idle,,1,angry,,5,surprise
d_subquest_1381_e_32,d_subquest_1381_e,Self,,,Locale_SubScenario:d_subquest_1381_e_32,False,,30,30,1.0,,,,,,,,,,3,idle,,1,angry,,5,surprise
d_subquest_1381_e_33,d_subquest_1381_e,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1381_e_33,True,,30,30,1.0,,,,,,,,,,3,angry,,1,angry,,5,surprise
d_subquest_1381_e_34,d_subquest_1381_e,Narration,,,Locale_SubScenario:d_subquest_1381_e_34,False,,30,3,1.0,,Low_2,,sfx_scn_gunfire,,,,,,3,angry,,1,angry,,5,surprise
d_subquest_1381_e_35,d_subquest_1381_e,Monologue,,,Locale_SubScenario:d_subquest_1381_e_35,False,,3,3,1.0,,,,,,,,,,3,angry,,1,angry,,5,surprise
d_subquest_1381_e_36,d_subquest_1381_e,Narration,,,Locale_SubScenario:d_subquest_1381_e_36,False,,black,black,1.0,,Low_2,,,,,,,,3,angry,,1,angry,,5,surprise
d_subquest_1381_e_37,d_subquest_1381_e,Monologue,,,Locale_SubScenario:d_subquest_1381_e_37,False,,2,2,1.0,,,,,,,,,,3,angry,,1,angry,,5,surprise
d_subquest_1381_e_38,d_subquest_1381_e,Speech,anis,anis,Locale_SubScenario:d_subquest_1381_e_38,True,,2,2,1.0,,,,,,,,,,3,angry,,1,void,,5,idle
d_subquest_1381_e_39,d_subquest_1381_e,Speech,neon,neon,Locale_SubScenario:d_subquest_1381_e_39,True,,2,4,1.0,,,,,,,,,,3,angry,,1,void,,5,idle
d_subquest_1381_e_40,d_subquest_1381_e,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1381_e_40,True,,4,4,1.0,,,,,,,,,,3,angry,,1,void,,5,idle
d_subquest_1381_e_41,d_subquest_1381_e,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1381_e_41,True,,4,30,0.6,,,,,,,,,,3,angry,,1,void,,5,idle
d_subquest_1381_e_42,d_subquest_1381_e,Monologue,,,Locale_SubScenario:d_subquest_1381_e_42,False,,30,16,1.0,,,,,,,,,,3,angry,,1,void,,5,idle
d_subquest_1381_e_43,d_subquest_1381_e,Monologue,,,Locale_SubScenario:d_subquest_1381_e_43,False,,16,16,1.0,none,,,,,,,,,3,angry,,1,void,,5,idle
d_subquest_1381_e_44,d_subquest_1381_e,Monologue,,,Locale_SubScenario:d_subquest_1381_e_44,False,,16,16,1.0,,,,,,,,,,3,angry,,1,void,,5,idle
d_subquest_1381_e_45,d_subquest_1381_e,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1381_e_45,True,,16,30,1.0,bgm_story_fairytalesend_if,,,,,,,,,3,idle,,1,void,,5,idle
d_subquest_1381_e_46,d_subquest_1381_e,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1381_e_46,True,,30,30,1.0,,,,,,,,,,3,idle,,1,void,,5,idle
d_subquest_1381_e_47,d_subquest_1381_e,Self,,,Locale_SubScenario:d_subquest_1381_e_47,False,,30,30,1.0,,,,,,,,,,3,idle,,1,void,,5,idle
d_subquest_1381_e_48,d_subquest_1381_e,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1381_e_48,True,,30,30,1.0,,,,,,,,,,3,idle,,1,void,,5,idle
d_subquest_1381_e_49,d_subquest_1381_e,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1381_e_49,True,,30,30,1.0,,,,,,,,,,3,idle,,1,void,,5,idle
d_subquest_1381_e_50,d_subquest_1381_e,Speech,anis,anis,Locale_SubScenario:d_subquest_1381_e_50,True,,10,10,1.0,,,,,,,,,,3,idle,,1,void,,5,idle
d_subquest_1381_e_51,d_subquest_1381_e,Speech,neon,neon,Locale_SubScenario:d_subquest_1381_e_51,True,,S_50,S_50,1.0,,,,,,,,,,3,idle,,1,void,,5,idle
d_subquest_1381_e_52,d_subquest_1381_e,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1381_e_52,True,,30,30,1.0,,,,,,,,,,3,think,,1,void,,5,idle
