id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,set_camera_shake
d_main_35_04_78,d_main_35_04,Speech,mustang,Locale_MainScenario:d_main_35_04_78,True,,12,12,1.0,,mustang,,13,angry,,1,worry,,3,idle,,,,
d_main_35_04_79,d_main_35_04,Speech,mustang,Locale_MainScenario:d_main_35_04_79,True,,12,12,1.0,,mustang,,13,angry,,1,worry,,3,idle,,,,
d_main_35_04_80,d_main_35_04,Speech,mustang,Locale_MainScenario:d_main_35_04_80,True,,12,12,1.0,,mustang,,13,angry,,1,worry,,3,idle,,,,
d_main_35_04_81,d_main_35_04,Speech,anis,Locale_MainScenario:d_main_35_04_81,True,,12,12,1.0,,anis,,13,angry,,1,void,,3,idle,,,,
d_main_35_04_82,d_main_35_04,Speech,anis,Locale_MainScenario:d_main_35_04_82,True,,12,12,1.0,,anis,,13,angry,,1,void,,3,idle,,,,
d_main_35_04_83,d_main_35_04,Speech,neon,Locale_MainScenario:d_main_35_04_83,True,,S_30,S_30,1.0,,neon,,13,angry,,1,void,,3,worry,,,,
d_main_35_04_84,d_main_35_04,Speech,anis,Locale_MainScenario:d_main_35_04_84,True,,12,12,1.0,,anis,,13,angry,,1,void,,3,worry,,,,
d_main_35_04_85,d_main_35_04,Speech,anis,Locale_MainScenario:d_main_35_04_85,True,,12,12,1.0,,anis,,13,angry,,1,void,,3,worry,,,,
d_main_35_04_86,d_main_35_04,Speech,anis,Locale_MainScenario:d_main_35_04_86,True,,12,12,1.0,,anis,,13,angry,,1,void,,3,idle,,,,
d_main_35_04_87,d_main_35_04,Speech,anis,Locale_MainScenario:d_main_35_04_87,True,,12,12,1.0,,anis,,13,angry,,1,void,,3,idle,,,,
d_main_35_04_88,d_main_35_04,Speech,mustang,Locale_MainScenario:d_main_35_04_88,True,,12,12,1.0,,mustang,,13,angry,,1,void,,3,idle,,,,
d_main_35_04_89,d_main_35_04,Speech,mustang,Locale_MainScenario:d_main_35_04_89,True,,12,12,1.0,,mustang,,13,idle,,1,void,,3,idle,,,,
d_main_35_04_90,d_main_35_04,Speech,mustang,Locale_MainScenario:d_main_35_04_90,True,,12,12,1.0,,mustang,,13,idle,,1,void,,3,idle,,,,
d_main_35_04_91,d_main_35_04,Speech,anis,Locale_MainScenario:d_main_35_04_91,True,,12,12,1.0,,anis,,13,idle,,1,void,,3,idle,,,,
d_main_35_04_92,d_main_35_04,Speech,anis,Locale_MainScenario:d_main_35_04_92,True,,12,12,1.0,,anis,,13,idle,,1,worry,,3,idle,,,,
d_main_35_04_93,d_main_35_04,Speech,anis,Locale_MainScenario:d_main_35_04_93,True,,12,12,1.0,,anis,,13,idle,,1,worry,,3,idle,,,,
d_main_35_04_94,d_main_35_04,Speech,mustang,Locale_MainScenario:d_main_35_04_94,True,,12,12,1.0,,mustang,,13,idle,,1,worry,,3,idle,,,,
d_main_35_04_95,d_main_35_04,Speech,anis,Locale_MainScenario:d_main_35_04_95,True,,12,12,1.0,,anis,,13,idle,,1,void,,3,idle,,,,
d_main_35_04_96,d_main_35_04,Speech,mustang,Locale_MainScenario:d_main_35_04_96,True,,12,L_130,1.0,none,mustang,,13,angry,,1,void,,3,idle,,,,
d_main_35_04_97,d_main_35_04,Speech,mustang,Locale_MainScenario:d_main_35_04_97,True,,L_130,L_1300,1.0,bgm_story_mustang,mustang,,13,angry,,1,void,,3,idle,,,,Low_2
d_main_35_04_98,d_main_35_04,Speech,mustang,Locale_MainScenario:d_main_35_04_98,True,,L_1300,L_1300,1.0,,mustang,,13,angry,,1,void,,3,idle,,,,
d_main_35_04_99,d_main_35_04,Speech,anis,Locale_MainScenario:d_main_35_04_99,True,,L_1300,12,1.0,,anis,,13,angry,,1,angry,,3,idle,,,,
d_main_35_04_100,d_main_35_04,Speech,mustang,Locale_MainScenario:d_main_35_04_100,True,,12,12,1.0,,mustang,,13,angry,,1,angry,,3,idle,,,,
d_main_35_04_101,d_main_35_04,Speech,mustang,Locale_MainScenario:d_main_35_04_101,True,,12,12,1.0,,mustang,,13,angry,,1,angry,,3,idle,,,,
d_main_35_04_102,d_main_35_04,Speech,mustang,Locale_MainScenario:d_main_35_04_102,True,,12,12,1.0,,mustang,,13,angry,,1,angry,,3,idle,,,,
d_main_35_04_103,d_main_35_04,Speech,mustang,Locale_MainScenario:d_main_35_04_103,True,,12,12,1.0,,mustang,,13,angry,,1,angry,,3,idle,,,,
d_main_35_04_104,d_main_35_04,Speech,anis,Locale_MainScenario:d_main_35_04_104,True,,12,12,1.0,,anis,,13,angry,,1,angry,,3,idle,,,,
d_main_35_04_105,d_main_35_04,Speech,mustang,Locale_MainScenario:d_main_35_04_105,True,,12,12,1.0,,mustang,,13,angry,,1,angry,,3,idle,,,,
d_main_35_04_106,d_main_35_04,Speech,anis,Locale_MainScenario:d_main_35_04_106,True,,12,12,1.0,,anis,,13,angry,,1,worry,,3,idle,,,,
d_main_35_04_107,d_main_35_04,Speech,mustang,Locale_MainScenario:d_main_35_04_107,True,,12,12,1.0,,mustang,,13,surprise,,1,worry,,3,idle,,,,
d_main_35_04_108,d_main_35_04,Speech,mustang,Locale_MainScenario:d_main_35_04_108,True,,12,13,1.0,,mustang,,13,surprise,,1,worry,,3,idle,,,,
d_main_35_04_109,d_main_35_04,Speech,mustang,Locale_MainScenario:d_main_35_04_109,True,,13,L_130,1.0,,mustang,,13,surprise,,1,worry,,3,idle,,,,
d_main_35_04_110,d_main_35_04,Speech,anis,Locale_MainScenario:d_main_35_04_110,True,,10,10,1.0,,anis,,13,surprise,,1,no,,3,idle,,,,
d_main_35_04_111,d_main_35_04,Speech,mustang,Locale_MainScenario:d_main_35_04_111,True,,L_130,L_130,1.0,,mustang,,13,surprise,,1,no,,3,idle,,,,
d_main_35_04_112,d_main_35_04,Speech,mustang,Locale_MainScenario:d_main_35_04_112,True,,L_130,L_130,1.0,,mustang,,13,surprise,,1,no,,3,idle,,,,
d_main_35_04_113,d_main_35_04,Speech,anis,Locale_MainScenario:d_main_35_04_113,True,,10,10,1.0,,anis,,13,surprise,,1,worry,,3,idle,,,,
d_main_35_04_114,d_main_35_04,Speech,mustang,Locale_MainScenario:d_main_35_04_114,True,,L_130,12,1.0,,mustang,,13,angry,,1,worry,,3,idle,,,,
d_main_35_04_115,d_main_35_04,Speech,mustang,Locale_MainScenario:d_main_35_04_115,True,,12,12,1.0,,mustang,,13,angry,,1,worry,,3,idle,,,,
d_main_35_04_116,d_main_35_04,Speech,mustang,Locale_MainScenario:d_main_35_04_116,True,,12,12,1.0,,mustang,,13,angry,,1,worry,,3,idle,,,,
d_main_35_04_117,d_main_35_04,Speech,mustang,Locale_MainScenario:d_main_35_04_117,True,,12,12,1.0,,mustang,,13,angry,,1,worry,,3,idle,,,,
d_main_35_04_118,d_main_35_04,Speech,mustang,Locale_MainScenario:d_main_35_04_118,True,,12,12,1.0,,mustang,,13,angry,,1,worry,,3,idle,,,,
d_main_35_04_119,d_main_35_04,Speech,anis,Locale_MainScenario:d_main_35_04_119,True,,12,12,1.0,,anis,,13,angry,,1,sad,,3,idle,,,,
d_main_35_04_120,d_main_35_04,Speech,neon,Locale_MainScenario:d_main_35_04_120,False,,S_30,S_30,1.0,,mustang,,13,idle,,1,sad,,3,idle,,,,
d_main_35_04_121,d_main_35_04,Speech,neon,Locale_MainScenario:d_main_35_04_121,True,,S_30,S_30,1.0,,neon,,13,idle,,1,sad,,3,idle,,,,
d_main_35_04_122,d_main_35_04,Speech,mustang,Locale_MainScenario:d_main_35_04_122,True,,L_130,L_130,1.0,,mustang,,13,idle,,1,sad,,3,idle,,,,
d_main_35_04_123,d_main_35_04,Speech,mustang,Locale_MainScenario:d_main_35_04_123,True,,L_130,L_130,1.0,,mustang,,13,idle,,1,sad,,3,idle,,,,
d_main_35_04_124,d_main_35_04,Speech,mustang,Locale_MainScenario:d_main_35_04_124,True,,L_130,L_130,1.0,,mustang,,13,idle,,1,sad,,3,idle,,,,
d_main_35_04_125,d_main_35_04,Speech,neon,Locale_MainScenario:d_main_35_04_125,True,,S_30,S_30,1.0,,neon,,13,idle,,1,sad,,3,idle,,,,
d_main_35_04_126,d_main_35_04,Speech,mustang,Locale_MainScenario:d_main_35_04_126,True,,L_130,L_1300,1.0,,mustang,,13,delight,,1,sad,,3,idle,,,,
d_main_35_04_127,d_main_35_04,Speech,anis,Locale_MainScenario:d_main_35_04_127,True,,10,100,1.0,,anis,,13,delight,,1,angry,,3,idle,,,,
