id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade
d_ex_gym_05_47,d_ex_gym_05,Speech,privaty,privaty,Locale_SuddenStory:d_ex_gym_05_47,True,,1,idle,,S_130,S_130,1.0,,,13,idle,
d_ex_gym_05_48,d_ex_gym_05,Self,,,Locale_SuddenStory:d_ex_gym_05_48,False,,1,idle,,S_130,S_130,1.0,,,13,idle,
d_ex_gym_05_49,d_ex_gym_05,Speech,privaty,privaty,Locale_SuddenStory:d_ex_gym_05_49,True,,1,idle,,S_130,S_130,1.0,,,13,delight,
d_ex_gym_05_50,d_ex_gym_05,Speech,privaty,privaty,Locale_SuddenStory:d_ex_gym_05_50,True,,1,idle,,S_130,S_130,1.0,,,13,delight,
d_ex_gym_05_51,d_ex_gym_05,Self,,,Locale_SuddenStory:d_ex_gym_05_51,False,,1,idle,,S_130,L_10,1.0,,,13,delight,
d_ex_gym_05_52,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_52,True,,1,idle,,L_10,L_10,1.0,,,13,delight,
d_ex_gym_05_53,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_53,True,,1,idle,,L_10,L_10,1.0,,,13,delight,
d_ex_gym_05_54,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_54,True,,1,idle,,L_10,1,1.0,,,13,delight,
d_ex_gym_05_55,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_55,False,,1,idle,,1,L_10,0.6,,,13,delight,
d_ex_gym_05_56,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_56,False,,1,surprise,,L_10,L_10,1.0,,,13,delight,
d_ex_gym_05_57,d_ex_gym_05,Speech,privaty,privaty,Locale_SuddenStory:d_ex_gym_05_57,False,,1,surprise,,S_130,S_130,1.0,,,13,sad,
d_ex_gym_05_58,d_ex_gym_05,Monologue,,,Locale_SuddenStory:d_ex_gym_05_58,False,,1,surprise,,S_130,S_130,1.0,,,13,sad,
d_ex_gym_05_59,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_59,True,,1,surprise,,L_10,L_10,1.0,,,13,sad,
d_ex_gym_05_60,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_60,True,,1,surprise,,L_10,noirchest_01,1.0,,,13,sad,
d_ex_gym_05_61,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_61,True,,1,surprise,,noirchest_01,noirchest_01,1.0,,,13,sad,
d_ex_gym_05_62,d_ex_gym_05,Monologue,,,Locale_SuddenStory:d_ex_gym_05_62,False,,1,surprise,,noirchest_01,noirchest_01,1.0,,,13,sad,
d_ex_gym_05_63,d_ex_gym_05,Self,,,Locale_SuddenStory:d_ex_gym_05_63,False,,1,surprise,,noirchest_01,L_10,1.0,,,13,sad,
d_ex_gym_05_64,d_ex_gym_05,Self,,,Locale_SuddenStory:d_ex_gym_05_64,False,,1,surprise,,L_10,L_10,1.0,,,13,sad,
d_ex_gym_05_65,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_65,True,,1,idle,,L_10,L_10,1.0,,,13,sad,
d_ex_gym_05_66,d_ex_gym_05,Self,,,Locale_SuddenStory:d_ex_gym_05_66,False,,1,idle,,12,12,1.0,,,13,idle,black
d_ex_gym_05_67,d_ex_gym_05,Self,,,Locale_SuddenStory:d_ex_gym_05_67,False,,1,idle,,12,12,1.0,,,13,idle,
d_ex_gym_05_68,d_ex_gym_05,Self,,,Locale_SuddenStory:d_ex_gym_05_68,False,,1,idle,,12,12,1.0,,,13,idle,
d_ex_gym_05_69,d_ex_gym_05,Speech,privaty,privaty,Locale_SuddenStory:d_ex_gym_05_69,True,,1,idle,,12,12,1.0,,,13,idle,
d_ex_gym_05_70,d_ex_gym_05,Speech,privaty,privaty,Locale_SuddenStory:d_ex_gym_05_70,True,,1,idle,,12,S_130,1.0,,,13,idle,
d_ex_gym_05_71,d_ex_gym_05,Speech,privaty,privaty,Locale_SuddenStory:d_ex_gym_05_71,True,,1,idle,,S_130,S_130,1.0,,,13,idle,
d_ex_gym_05_72,d_ex_gym_05,Self,,,Locale_SuddenStory:d_ex_gym_05_72,False,,1,idle,,S_130,S_130,1.0,,,13,idle,
d_ex_gym_05_73,d_ex_gym_05,Speech,privaty,privaty,Locale_SuddenStory:d_ex_gym_05_73,True,,1,idle,,S_130,S_130,1.0,,,13,delight,
d_ex_gym_05_74,d_ex_gym_05,Speech,privaty,privaty,Locale_SuddenStory:d_ex_gym_05_74,True,,1,idle,,S_130,S_130,1.0,,,13,delight,
d_ex_gym_05_75,d_ex_gym_05,Self,,,Locale_SuddenStory:d_ex_gym_05_75,False,,1,idle,,S_130,L_10,1.0,,,13,delight,
d_ex_gym_05_76,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_76,True,,1,idle,,L_10,L_10,1.0,,,13,delight,
d_ex_gym_05_77,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_77,True,,1,idle,,L_10,L_10,1.0,,,13,delight,
d_ex_gym_05_78,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_78,True,,1,idle,,L_10,L_10,1.0,,,13,delight,
d_ex_gym_05_79,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_79,True,,1,idle,,L_10,noirchest_01,1.0,,,13,delight,
d_ex_gym_05_80,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_80,True,,1,no,,noirchest_01,noirchest_02,1.0,,,13,delight,
d_ex_gym_05_81,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_81,False,,1,no,,L_10,L_10,1.0,,,13,sad,
d_ex_gym_05_82,d_ex_gym_05,Speech,privaty,privaty,Locale_SuddenStory:d_ex_gym_05_82,False,,1,no,,S_130,S_130,1.0,,,13,sad,
d_ex_gym_05_83,d_ex_gym_05,Monologue,,,Locale_SuddenStory:d_ex_gym_05_83,False,,1,no,,noirchest_02,noirchest_02,1.0,,,13,sad,
d_ex_gym_05_84,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_84,True,,1,surprise,,noirchest_02,L_10,2.0,,,13,sad,
d_ex_gym_05_85,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_85,True,,1,surprise,,L_10,L_10,1.0,,,13,sad,
d_ex_gym_05_86,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_86,True,,1,surprise,,L_10,L_10,1.0,,,13,sad,
d_ex_gym_05_87,d_ex_gym_05,Self,,,Locale_SuddenStory:d_ex_gym_05_87,False,,1,surprise,,L_10,L_10,1.0,,,13,sad,
d_ex_gym_05_88,d_ex_gym_05,Monologue,,,Locale_SuddenStory:d_ex_gym_05_88,False,,1,idle,,12,12,1.0,,,13,delight,black
d_ex_gym_05_89,d_ex_gym_05,Speech,privaty,privaty,Locale_SuddenStory:d_ex_gym_05_89,True,,1,idle,,12,12,1.0,,,13,delight,
d_ex_gym_05_90,d_ex_gym_05,Speech,privaty,privaty,Locale_SuddenStory:d_ex_gym_05_90,True,,1,idle,,12,12,1.0,,,13,delight,
d_ex_gym_05_91,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_91,True,,1,idle,,12,12,1.0,,,13,delight,
d_ex_gym_05_92,d_ex_gym_05,Speech,privaty,privaty,Locale_SuddenStory:d_ex_gym_05_92,True,,1,idle,,12,S_130,1.0,,,13,idle,
d_ex_gym_05_93,d_ex_gym_05,Speech,privaty,privaty,Locale_SuddenStory:d_ex_gym_05_93,True,,1,idle,,S_130,S_130,1.0,,,13,idle,
d_ex_gym_05_94,d_ex_gym_05,Speech,privaty,privaty,Locale_SuddenStory:d_ex_gym_05_94,True,,1,idle,,S_130,S_130,1.0,,,13,idle,
d_ex_gym_05_95,d_ex_gym_05,Self,,,Locale_SuddenStory:d_ex_gym_05_95,False,,1,idle,,S_130,S_130,1.0,,,13,idle,
d_ex_gym_05_96,d_ex_gym_05,Speech,privaty,privaty,Locale_SuddenStory:d_ex_gym_05_96,True,,1,idle,,S_130,S_130,1.0,,,13,idle,
d_ex_gym_05_97,d_ex_gym_05,Speech,privaty,privaty,Locale_SuddenStory:d_ex_gym_05_97,True,,1,idle,,S_130,S_130,1.0,,,13,idle,
d_ex_gym_05_98,d_ex_gym_05,Self,,,Locale_SuddenStory:d_ex_gym_05_98,False,,1,idle,,S_130,L_10,1.0,,,13,idle,
d_ex_gym_05_99,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_99,True,,1,idle,,L_10,L_10,1.0,,,13,idle,
d_ex_gym_05_100,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_100,True,,1,idle,,L_10,L_10,1.0,,,13,idle,
d_ex_gym_05_101,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_101,True,,1,idle,,L_10,L_10,1.0,,,13,idle,
d_ex_gym_05_102,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_102,True,,1,surprise,,L_10,noirchest_02,0.7,,,13,idle,
d_ex_gym_05_103,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_103,True,,1,surprise,,noirchest_02,noirchest_01,1.3,,,13,idle,
d_ex_gym_05_104,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_104,True,,1,surprise,,noirchest_01,noirchest_02,0.7,,,13,idle,
d_ex_gym_05_105,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_105,True,,1,surprise,,noirchest_02,noirchest_01,1.3,,,13,idle,
d_ex_gym_05_106,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_106,True,,1,surprise,,noirchest_01,L_100,1.0,,,13,idle,
d_ex_gym_05_107,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_107,True,,1,surprise,,L_100,L_100,1.0,,,13,idle,
d_ex_gym_05_108,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_108,True,,1,surprise,,L_100,L_100,1.0,,,13,idle,
d_ex_gym_05_109,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_109,True,,1,surprise,,L_100,L_100,1.0,,,13,idle,
d_ex_gym_05_110,d_ex_gym_05,Speech,privaty,privaty,Locale_SuddenStory:d_ex_gym_05_110,False,,1,surprise,,S_1300,S_1300,1.0,,,13,shy,
d_ex_gym_05_111,d_ex_gym_05,Monologue,,,Locale_SuddenStory:d_ex_gym_05_111,False,,1,surprise,,12,12,1.0,,,13,shy,
d_ex_gym_05_112,d_ex_gym_05,Monologue,,,Locale_SuddenStory:d_ex_gym_05_112,False,,1,surprise,,12,12,1.0,,,13,shy,
d_ex_gym_05_113,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_113,True,,1,surprise,,12,12,1.0,,,13,shy,
d_ex_gym_05_114,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_114,True,,1,surprise,,12,12,1.0,,,13,shy,
d_ex_gym_05_115,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_115,True,,1,surprise,,12,12,1.0,,,13,shy,
d_ex_gym_05_116,d_ex_gym_05,Speech,privaty,privaty,Locale_SuddenStory:d_ex_gym_05_116,True,,1,surprise,,12,12,1.0,,,13,shy,
d_ex_gym_05_117,d_ex_gym_05,Speech,privaty,privaty,Locale_SuddenStory:d_ex_gym_05_117,True,,1,surprise,,12,12,1.0,,,13,shy,
d_ex_gym_05_118,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_118,False,,1,surprise,,12,12,1.0,,,13,shy,
d_ex_gym_05_119,d_ex_gym_05,Monologue,,,Locale_SuddenStory:d_ex_gym_05_119,False,,1,surprise,,12,12,1.0,,,13,shy,
d_ex_gym_05_120,d_ex_gym_05,Monologue,,,Locale_SuddenStory:d_ex_gym_05_120,False,,1,surprise,,12,6,1.0,,,13,shy,
d_ex_gym_05_121,d_ex_gym_05,Self,,,Locale_SuddenStory:d_ex_gym_05_121,False,,1,surprise,,6,6,1.0,,,13,idle,
d_ex_gym_05_122,d_ex_gym_05,Self,,,Locale_SuddenStory:d_ex_gym_05_122,False,,1,surprise,,6,12,1.0,,,13,idle,
d_ex_gym_05_123,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_123,True,,1,surprise,,12,12,1.0,,,13,idle,
d_ex_gym_05_124,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_124,True,,1,surprise,,12,12,1.0,,,13,idle,
d_ex_gym_05_125,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_125,True,,1,surprise,,12,12,1.0,,,13,idle,
d_ex_gym_05_126,d_ex_gym_05,Self,,,Locale_SuddenStory:d_ex_gym_05_126,False,,1,surprise,,12,12,1.0,,,13,idle,
d_ex_gym_05_127,d_ex_gym_05,Speech,privaty,privaty,Locale_SuddenStory:d_ex_gym_05_127,True,,1,surprise,,12,12,1.0,,,13,idle,
d_ex_gym_05_128,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_128,True,,1,surprise,,12,L_10,1.0,,,13,idle,
d_ex_gym_05_129,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_129,True,,1,surprise,,L_10,L_10,1.0,,,13,idle,
d_ex_gym_05_130,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_130,True,,1,idle,,L_10,L_10,1.0,,,13,idle,
d_ex_gym_05_131,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_131,True,,1,idle,,L_10,L_10,1.0,,,13,idle,
d_ex_gym_05_132,d_ex_gym_05,Speech,privaty,privaty,Locale_SuddenStory:d_ex_gym_05_132,True,,1,idle,,S_130,S_130,1.0,,,13,idle,
d_ex_gym_05_133,d_ex_gym_05,Monologue,,,Locale_SuddenStory:d_ex_gym_05_133,False,,1,idle,,1,1,1.0,,,13,idle,
d_ex_gym_05_134,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_134,True,,1,idle,,1,noirthigh_01,1.0,,,13,idle,
d_ex_gym_05_135,d_ex_gym_05,Monologue,,,Locale_SuddenStory:d_ex_gym_05_135,False,,1,idle,,noirthigh_01,S_100,1.0,,,13,idle,
d_ex_gym_05_136,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_136,False,,1,idle,,S_100,S_100,1.0,,,13,idle,
d_ex_gym_05_137,d_ex_gym_05,Monologue,,,Locale_SuddenStory:d_ex_gym_05_137,False,,1,idle,,S_100,S_100,1.0,,,13,idle,
d_ex_gym_05_138,d_ex_gym_05,Speech,privaty,privaty,Locale_SuddenStory:d_ex_gym_05_138,True,,1,idle,,S_100,noirchest_01,1.0,,,13,idle,
d_ex_gym_05_139,d_ex_gym_05,Self,,,Locale_SuddenStory:d_ex_gym_05_139,False,,1,idle,,noirchest_01,noirchest_01,1.0,,,13,idle,
d_ex_gym_05_140,d_ex_gym_05,Monologue,,,Locale_SuddenStory:d_ex_gym_05_140,False,,1,idle,,noirchest_01,100,1.0,,,13,idle,
d_ex_gym_05_141,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_141,True,,1,surprise,,100,100,1.0,,,13,idle,
d_ex_gym_05_142,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_142,True,,1,surprise,,100,L_10,1.7,,,13,idle,
d_ex_gym_05_143,d_ex_gym_05,Monologue,,,Locale_SuddenStory:d_ex_gym_05_143,False,,1,surprise,,L_10,L_10,1.0,,,13,idle,
d_ex_gym_05_144,d_ex_gym_05,Monologue,,,Locale_SuddenStory:d_ex_gym_05_144,False,,1,surprise,,L_10,L_100,1.0,,,13,idle,
d_ex_gym_05_145,d_ex_gym_05,Speech,,skinnyman,Locale_SuddenStory:d_ex_gym_05_145,False,,1,surprise,,L_100,16,1.0,,,13,idle,
d_ex_gym_05_146,d_ex_gym_05,Speech,,youngman,Locale_SuddenStory:d_ex_gym_05_146,False,,1,surprise,,16,16,1.0,,,13,idle,
d_ex_gym_05_147,d_ex_gym_05,Monologue,,,Locale_SuddenStory:d_ex_gym_05_147,False,,1,surprise,,16,16,1.0,,,13,idle,
d_ex_gym_05_148,d_ex_gym_05,Monologue,,,Locale_SuddenStory:d_ex_gym_05_148,False,,1,surprise,,16,16,1.0,,,13,idle,
d_ex_gym_05_149,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_149,False,,1,surprise,,L_10,L_10,1.0,,,13,idle,
d_ex_gym_05_150,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_150,True,,1,shy,,L_10,L_10,1.0,,,13,idle,
d_ex_gym_05_151,d_ex_gym_05,Monologue,,,Locale_SuddenStory:d_ex_gym_05_151,False,,1,shy,,L_10,1,1.0,,,13,idle,
d_ex_gym_05_152,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_152,True,,1,shy,,1,1,1.0,,,13,idle,
d_ex_gym_05_153,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_153,False,,1,shy,,1,1,1.0,,,13,idle,
d_ex_gym_05_154,d_ex_gym_05,Self,,,Locale_SuddenStory:d_ex_gym_05_154,False,,1,surprise,,1,1,1.0,,,13,idle,
d_ex_gym_05_155,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_155,True,,1,surprise,,1,L_10,0.7,,,13,idle,
d_ex_gym_05_156,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_156,True,,1,surprise,,L_10,L_10,1.0,,,13,idle,
d_ex_gym_05_157,d_ex_gym_05,Self,,,Locale_SuddenStory:d_ex_gym_05_157,False,,1,surprise,,L_10,L_10,1.0,,,13,idle,
d_ex_gym_05_158,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_158,True,,1,idle,,L_10,L_10,1.0,,,13,idle,
d_ex_gym_05_159,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_159,True,,1,idle,,L_10,L_10,1.0,,,13,idle,
d_ex_gym_05_160,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_160,True,,1,idle,,L_10,L_10,1.0,,,13,idle,
d_ex_gym_05_161,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_161,True,,1,idle,,L_10,L_10,1.0,,,13,idle,
d_ex_gym_05_162,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_162,True,,1,idle,,L_10,L_10,1.0,,,13,idle,
d_ex_gym_05_163,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_163,True,,1,idle,,L_10,L_10,1.0,,,13,idle,
d_ex_gym_05_164,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_164,True,,1,delight,,L_10,L_10,1.0,,,13,idle,
d_ex_gym_05_165,d_ex_gym_05,Speech,noir,noir,Locale_SuddenStory:d_ex_gym_05_165,True,,1,delight,,L_10,L_10,1.0,,,13,idle,
d_ex_gym_05_166,d_ex_gym_05,Speech,privaty,privaty,Locale_SuddenStory:d_ex_gym_05_166,True,,1,delight,,L_10,12,1.0,,,13,idle,
