id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
d_main_36_02_25,d_main_36_02,Speech,grave_p,grave_p,Locale_MainScenario:d_main_36_02_25,True,,1,1,1.0,,,,,2,idle,,,12,idle,,,,,,,,,,,,,
d_main_36_02_26,d_main_36_02,Speech,grave_p,grave_p,Locale_MainScenario:d_main_36_02_26,True,,1,1,1.0,,,,,2,idle,,,12,idle,,,,,,,,,,,,,
d_main_36_02_27,d_main_36_02,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_02_27,True,,1,1,1.0,,,,,2,idle,,,12,idle,,,,,,,,,,,,,
d_main_36_02_28,d_main_36_02,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_02_28,True,,1,1,1.0,,,,,2,idle,,,12,idle,,,,,,,,,,,,,
d_main_36_02_29,d_main_36_02,Speech,grave_p,grave_p,Locale_MainScenario:d_main_36_02_29,True,,1,1,1.0,,,,,2,idle,,,12,idle,,,,,,,,,,,,,
d_main_36_02_30,d_main_36_02,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_02_30,True,,1,1,1.0,,,,,2,idle,,,12,smile,,,,,,,,,,,,,
d_main_36_02_31,d_main_36_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_02_31,False,,S_30,S_30,1.0,,black,,rapi_red,5,idle,grave_p,leviathan,3,think_02,cinderella,laplace,13,idle,,drake,15,idle,,maxwell,1,idle,
d_main_36_02_32,d_main_36_02,Speech,laplace,laplace,Locale_MainScenario:d_main_36_02_32,True,,14,14,1.0,,,,,5,idle,,,3,think_02,,,13,idle,,,15,idle,,,1,idle,
d_main_36_02_33,d_main_36_02,Speech,laplace,laplace,Locale_MainScenario:d_main_36_02_33,True,,14,14,1.0,,,,,5,idle,,,3,think_02,,,13,idle,,,15,idle,,,1,idle,
d_main_36_02_34,d_main_36_02,Speech,laplace,leviathan,Locale_MainScenario:d_main_36_02_34,False,,14,14,1.0,,,,,5,idle,,,3,think_01,,,13,idle,,,15,idle,,,1,idle,
d_main_36_02_35,d_main_36_02,Speech,drake,drake,Locale_MainScenario:d_main_36_02_35,True,,14,14,1.0,,,,,5,idle,,,3,think_01,,,13,idle,,,15,angry,,,1,idle,
d_main_36_02_36,d_main_36_02,Speech,drake,drake,Locale_MainScenario:d_main_36_02_36,True,,14,14,1.0,,,,,5,idle,,,3,think_01,,,13,idle,,,15,idle,,,1,idle,
d_main_36_02_37,d_main_36_02,Speech,drake,drake,Locale_MainScenario:d_main_36_02_37,True,,14,14,1.0,,,,,5,idle,,,3,think_01,,,13,idle,,,15,idle,,,1,idle,
d_main_36_02_38,d_main_36_02,Speech,drake,leviathan,Locale_MainScenario:d_main_36_02_38,False,,14,14,1.0,,,,,5,idle,,,3,no,,,13,idle,,,15,idle,,,1,idle,
d_main_36_02_39,d_main_36_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_36_02_39,True,,14,12,1.3,,,,,5,idle,,,3,no,,,13,idle,,,15,idle,,,1,idle,
d_main_36_02_40,d_main_36_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_36_02_40,True,,12,12,1.0,,,,,5,idle,,,3,no,,,13,idle,,,15,idle,,,1,idle,
d_main_36_02_41,d_main_36_02,Speech,laplace,laplace,Locale_MainScenario:d_main_36_02_41,True,,12,12,1.0,,,,,5,idle,,,3,no,,,13,delight,,,15,idle,,,1,idle,
d_main_36_02_42,d_main_36_02,Speech,drake,drake,Locale_MainScenario:d_main_36_02_42,True,,12,14,1.0,,,,,5,idle,,,3,no,,,13,delight,,,15,angry,,,1,idle,
d_main_36_02_43,d_main_36_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_02_43,False,,S_30,S_30,1.0,,,,,5,idle,,,3,angry,,,13,delight,,,15,angry,,,1,idle,
d_main_36_02_44,d_main_36_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_02_44,True,,S_30,S_30,1.0,,,,,5,idle,,,3,angry,,,13,delight,,,15,angry,,,1,idle,
d_main_36_02_45,d_main_36_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_36_02_45,True,,S_30,4,1.3,,,,,5,idle,,,3,angry,,,13,delight,,,15,angry,,,1,idle,
d_main_36_02_46,d_main_36_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_02_46,True,,4,4,1.0,,,,,5,idle,,,3,angry,,,13,delight,,,15,angry,,,1,idle,
d_main_36_02_47,d_main_36_02,Speech,laplace,laplace,Locale_MainScenario:d_main_36_02_47,True,,14,14,1.0,,,,,5,idle,,,3,angry,,,13,angry,,,15,angry,,,1,idle,
d_main_36_02_48,d_main_36_02,Speech,drake,drake,Locale_MainScenario:d_main_36_02_48,True,,14,14,1.0,,,,,5,idle,,,3,angry,,,13,angry,,,15,angry,,,1,idle,
d_main_36_02_49,d_main_36_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_36_02_49,True,,2,2,1.0,,,,,5,idle,,,3,angry,,,13,angry,,,15,angry,,,1,angry,
d_main_36_02_50,d_main_36_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_02_50,True,,2,2,1.0,,,,,5,idle,,,3,surprise,,,13,angry,,,15,angry,,,1,angry,
d_main_36_02_51,d_main_36_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_36_02_51,True,,2,2,1.0,,,,,5,idle,,,3,surprise,,,13,angry,,,15,angry,,,1,idle,
d_main_36_02_52,d_main_36_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_02_52,True,,2,2,1.0,,,,,5,idle,,,3,think_01,,,13,angry,,,15,idle,,,1,idle,
d_main_36_02_53,d_main_36_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_36_02_53,True,,2,2,1.0,,,,,5,idle,,,3,think_01,,,13,angry,,,15,idle,,,1,idle,
d_main_36_02_54,d_main_36_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_02_54,True,,2,2,1.0,,,,,5,idle,,,3,think_01,,,13,angry,,,15,idle,,,1,idle,
d_main_36_02_55,d_main_36_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_02_55,True,,2,2,1.0,,,,,5,idle,,,3,think_01,,,13,angry,,,15,idle,,,1,idle,
d_main_36_02_56,d_main_36_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_36_02_56,False,,2,10,1.3,,,,,5,idle,,,3,think_01,,,13,angry,,,15,idle,,,1,idle_02,
d_main_36_02_57,d_main_36_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_36_02_57,True,,10,10,1.0,,,,,5,idle,,,3,think_01,,,13,angry,,,15,idle,,,1,idle,
d_main_36_02_58,d_main_36_02,Speech,maxwell,leviathan,Locale_MainScenario:d_main_36_02_58,False,,10,10,1.0,,,,,5,idle,,,3,surprise,,,13,angry,,,15,idle,,,1,idle,
d_main_36_02_59,d_main_36_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_36_02_59,True,,10,10,1.0,,,,,5,idle,,,3,surprise,,,13,angry,,,15,idle,,,1,idle,
d_main_36_02_60,d_main_36_02,Speech,maxwell,maxwell,Locale_MainScenario:d_main_36_02_60,True,,10,10,1.0,,,,,5,idle,,,3,surprise,,,13,angry,,,15,idle,,,1,idle,
d_main_36_02_61,d_main_36_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_36_02_61,True,,4,4,1.0,,,,,5,delight,,,3,surprise,,,13,angry,,,15,idle,,,1,idle,
d_main_36_02_62,d_main_36_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_02_62,True,,4,4,1.0,,,,,5,delight,,,3,angry,,,13,idle,,,15,idle,,,1,idle,
d_main_36_02_63,d_main_36_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_02_63,True,,4,4,1.0,,,,,5,delight,,,3,angry,,,13,idle,,,15,idle,,,1,idle,
d_main_36_02_64,d_main_36_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_36_02_64,True,,4,4,1.0,,,,,5,idle,,,3,angry,,,13,idle,,,15,idle,,,1,idle,
d_main_36_02_65,d_main_36_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_36_02_65,True,,4,4,1.0,,,,,5,idle,,,3,angry,,,13,idle,,,15,idle,,,1,idle,
d_main_36_02_66,d_main_36_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_36_02_66,True,,4,4,1.0,,,,,5,idle,,,3,angry,,,13,idle,,,15,idle,,,1,idle,
d_main_36_02_67,d_main_36_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_02_67,True,,4,4,1.0,,,,,5,idle,,,3,angry,,,13,idle,,,15,idle,,,1,idle,
d_main_36_02_68,d_main_36_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_02_68,True,,4,4,1.0,,,,,5,idle,,,3,angry,,,13,idle,,,15,idle,,,1,idle,
d_main_36_02_69,d_main_36_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_36_02_69,True,,4,50,1.5,,,,,5,idle,,,3,angry,,,13,idle,,,15,idle,,,1,idle,
d_main_36_02_70,d_main_36_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_02_70,False,,50,S_30,1.5,,,,,5,idle,,,3,no,,,13,idle,,,15,idle,,,1,idle,
d_main_36_02_71,d_main_36_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_36_02_71,True,,S_30,4,1.3,,,,,5,idle,,,3,no,,,13,idle,,,15,idle,,,1,idle,
d_main_36_02_72,d_main_36_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_02_72,True,,4,4,1.0,,,,,5,idle,,,3,angry,,,13,idle,,,15,idle,,,1,idle,
d_main_36_02_73,d_main_36_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_36_02_73,True,,4,4,1.0,,,,,5,idle,,,3,angry,,,13,idle,,,15,idle,,,1,idle,
d_main_36_02_74,d_main_36_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_02_74,True,,4,4,1.0,,,,,5,idle,,,3,no,,,13,idle,,,15,idle,,,1,idle,
d_main_36_02_75,d_main_36_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_02_75,True,,4,4,1.0,,,,,5,idle,,,3,think_01,,,13,idle,,,15,idle,,,1,idle,
d_main_36_02_76,d_main_36_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_02_76,True,,4,4,1.0,,,,,5,idle,,,3,think_01,,,13,idle,,,15,idle,,,1,idle,
d_main_36_02_77,d_main_36_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_02_77,True,,4,4,1.0,,,,,5,idle,,,3,smile,,,13,idle,,,15,idle,,,1,idle,
d_main_36_02_78,d_main_36_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_36_02_78,True,,4,4,1.0,,,,,5,idle,,,3,smile,,,13,idle,,,15,idle,,,1,idle,
d_main_36_02_79,d_main_36_02,Self,rapi_red,,Locale_MainScenario:d_main_36_02_79,False,,4,4,1.0,,,,,5,idle,,,3,smile,,,13,idle,,,15,idle,,,1,idle,
d_main_36_02_80,d_main_36_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_02_80,True,,4,4,1.0,,,,,5,idle,,,3,smile,,,13,idle,,,15,idle,,,1,idle,
d_main_36_02_81,d_main_36_02,Self,leviathan,,Locale_MainScenario:d_main_36_02_81,False,,4,4,1.0,,,,,5,idle,,,3,smile,,,13,idle,,,15,idle,,,1,idle,
d_main_36_02_82,d_main_36_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_02_82,True,,4,4,1.0,,,,,5,idle,,,3,smile,,,13,idle,,,15,idle,,,1,idle,
d_main_36_02_83,d_main_36_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_36_02_83,True,,4,4,1.0,,,,,5,idle,,,3,smile,,,13,idle,,,15,idle,,,1,idle,
d_main_36_02_84,d_main_36_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_02_84,True,EggArea,black,black,1.0,,,Grey,,5,idle,rapi_red,,3,idle,leviathan,,13,idle,laplace,,15,idle,drake,,1,idle,maxwell
d_main_36_02_85,d_main_36_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_02_85,True,,1,1,1.0,,,Grey,,,,,,,,,,,,,,,,,,,,
d_main_36_02_86,d_main_36_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_02_86,True,,1,1,1.0,,,Grey,,,,,,,,,,,,,,,,,,,,
d_main_36_02_87,d_main_36_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_02_87,True,,1,1,1.0,,,Grey,,,,,,,,,,,,,,,,,,,,
d_main_36_02_88,d_main_36_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_02_88,True,,1,1,1.0,,,Grey,,,,,,,,,,,,,,,,,,,,
d_main_36_02_89,d_main_36_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_02_89,True,,1,1,1.0,,,Grey,,,,,,,,,,,,,,,,,,,,
d_main_36_02_90,d_main_36_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_02_90,True,,1,1,1.0,,,Grey,,,,,,,,,,,,,,,,,,,,
d_main_36_02_91,d_main_36_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_36_02_91,True,EventScene_Chap_35_04,1,1,1.0,,,Grey,,,,,,,,,,,,,,,,,,,,
d_main_36_02_92,d_main_36_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_02_92,True,,1,1,1.0,,,Grey,,,,,,,,,,,,,,,,,,,,
d_main_36_02_93,d_main_36_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_02_93,True,,1,1,1.0,,,Grey,,,,,,,,,,,,,,,,,,,,
d_main_36_02_94,d_main_36_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_02_94,True,,1,1,1.0,,,Grey,,,,,,,,,,,,,,,,,,,,
d_main_36_02_95,d_main_36_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_36_02_95,True,Bog,black,black,1.0,,,Grey,rapi_red,5,idle,,leviathan,3,smile,,laplace,13,idle,,drake,15,idle,,maxwell,1,idle,
d_main_36_02_96,d_main_36_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_02_96,True,,4,4,1.0,,,,,5,idle,,,3,smile,,,13,idle,,,15,idle,,,1,idle,
d_main_36_02_97,d_main_36_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_02_97,True,,4,4,1.0,,,,,5,idle,,,3,smile,,,13,idle,,,15,idle,,,1,idle,
d_main_36_02_98,d_main_36_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_02_98,True,,4,4,1.0,,,,,5,idle,,,3,smile,,,13,idle,,,15,idle,,,1,idle,
d_main_36_02_99,d_main_36_02,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_36_02_99,True,,4,4,1.0,,,,,5,idle,,,3,smile,,,13,idle,,,15,idle,,,1,idle,
d_main_36_02_100,d_main_36_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_02_100,True,,4,S_30,1.3,,,,,5,idle,,,3,smile,,,13,idle,,,15,idle,,,1,idle,
d_main_36_02_101,d_main_36_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_02_101,True,,S_30,S_30,1.0,,,,,5,idle,,,3,smile,,,13,idle,,,15,idle,,,1,idle,
d_main_36_02_102,d_main_36_02,Self,leviathan,,Locale_MainScenario:d_main_36_02_102,False,,S_30,S_30,1.0,,,,,5,idle,,,3,smile,,,13,idle,,,15,idle,,,1,idle,
d_main_36_02_103,d_main_36_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_02_103,True,,S_30,S_30,1.0,,,,,5,idle,,,3,idle,,,13,idle,,,15,idle,,,1,idle,
d_main_36_02_104,d_main_36_02,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_02_104,True,,S_30,S_300,1.3,,,,,5,idle,,,3,idle,,,13,idle,,,15,idle,,,1,idle,
