id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
d_main_22_03_11,d_main_22_03,Self,enikk_op_l,,Locale_MainScenario:d_main_22_03_11,False,,1,idle,,13,worry,,15,idle,,3,idle,,5,idle,,113,113,1.0,,,OP_leftup,special,
d_main_22_03_12,d_main_22_03,Speech,rapi,rapi,Locale_MainScenario:d_main_22_03_12,True,,1,idle,,13,angry,,15,idle,,3,idle,,5,idle,,113,113,1.0,,,OP_leftup,special,
d_main_22_03_13,d_main_22_03,Speech,enikk_op_l,enikk_op_l,Locale_MainScenario:d_main_22_03_13,True,,1,idle,,13,angry,,15,idle,,3,idle,,5,idle,,113,113,1.0,,,OP_leftup,special,
d_main_22_03_14,d_main_22_03,Self,enikk_op_l,,Locale_MainScenario:d_main_22_03_14,False,,1,idle,,13,angry,,15,idle,,3,idle,,5,idle,,113,113,1.0,,,OP_leftup,special,
d_main_22_03_15,d_main_22_03,Self,enikk_op_l,,Locale_MainScenario:d_main_22_03_15,False,,1,idle,,13,angry,,15,idle,,3,idle,,5,idle,,113,113,1.0,,,OP_leftup,special,
d_main_22_03_16,d_main_22_03,Speech,enikk_op_l,enikk_op_l,Locale_MainScenario:d_main_22_03_16,True,,1,idle,,13,angry,,15,idle,,3,idle,,5,idle,,113,113,1.0,,,OP_leftup,special,
d_main_22_03_17,d_main_22_03,Monologue,enikk_op_l,,Locale_MainScenario:d_main_22_03_17,False,,1,idle,,13,angry,,15,idle,,3,idle,,5,idle,,black,black,2.0,,,OP_leftup,special,enikk_op_l
d_main_22_03_18,d_main_22_03,Self,enikk_op_l,,Locale_MainScenario:d_main_22_03_18,False,,1,idle,,13,angry,,15,idle,,3,idle,,5,idle,,8,8,1.0,,enikk_op_l,OP_center,special,
d_main_22_03_19,d_main_22_03,Speech,enikk_op_l,enikk_op_l,Locale_MainScenario:d_main_22_03_19,True,,1,idle,,13,angry,,15,idle,,3,idle,,5,idle,,8,8,1.0,,,OP_center,special,
d_main_22_03_20,d_main_22_03,Speech,enikk_op_l,enikk_op_l,Locale_MainScenario:d_main_22_03_20,True,,1,idle,,13,angry,,15,idle,,3,idle,,5,idle,,8,8,1.0,,,OP_center,special,
d_main_22_03_21,d_main_22_03,Speech,poli,poli,Locale_MainScenario:d_main_22_03_21,True,,1,idle,,13,angry,,15,idle,,3,idle,,5,idle,,8,8,1.0,,,OP_center,special,
d_main_22_03_22,d_main_22_03,Self,,,Locale_MainScenario:d_main_22_03_22,False,,1,idle,,13,angry,,15,idle,,3,idle,,5,idle,,8,3,2.0,,,OP_leftup,special,
d_main_22_03_23,d_main_22_03,Speech,poli,poli,Locale_MainScenario:d_main_22_03_23,True,,1,idle,,13,angry,,15,idle,,3,idle,,5,idle,,3,3,1.0,,,OP_leftup,special,
d_main_22_03_24,d_main_22_03,Speech,enikk_op_l,enikk_op_l,Locale_MainScenario:d_main_22_03_24,True,,1,idle,,13,angry,,15,idle,,3,idle,,5,idle,,3,3,1.0,,,OP_leftup,special,
d_main_22_03_25,d_main_22_03,Speech,poli,poli,Locale_MainScenario:d_main_22_03_25,True,,1,idle,,13,angry,,15,idle,,3,surprise,,5,idle,,3,XS_30,0.5,,,OP_leftup,special,
d_main_22_03_26,d_main_22_03,Speech,poli,poli,Locale_MainScenario:d_main_22_03_26,True,,1,idle,,13,angry,,15,idle,,3,surprise,,5,idle,,XS_30,XS_30,1.0,,,OP_leftup,special,
d_main_22_03_27,d_main_22_03,Speech,enikk_op_l,enikk_op_l,Locale_MainScenario:d_main_22_03_27,True,,1,idle,,13,angry,,15,idle,,3,surprise,,5,idle,,XS_30,XS_30,1.0,,,OP_leftup,special,
d_main_22_03_28,d_main_22_03,Speech,enikk_op_l,enikk_op_l,Locale_MainScenario:d_main_22_03_28,True,,1,idle,,13,angry,,15,idle,,3,surprise,,5,idle,,XS_30,XS_30,1.0,,,OP_leftup,special,
d_main_22_03_29,d_main_22_03,Speech,poli,poli,Locale_MainScenario:d_main_22_03_29,True,,1,idle,,13,angry,,15,idle,,3,idle,,5,idle,,XS_30,XS_30,1.0,,,OP_leftup,special,
d_main_22_03_30,d_main_22_03,Speech,enikk_op_l,enikk_op_l,Locale_MainScenario:d_main_22_03_30,True,,1,idle,,13,angry,,15,idle,,3,idle,,5,idle,,XS_30,XS_30,1.0,,,OP_leftup,special,
d_main_22_03_31,d_main_22_03,Speech,anis,anis,Locale_MainScenario:d_main_22_03_31,True,,1,idle,,13,angry,,15,idle,,3,idle,,5,idle,,130,130,1.0,,,OP_leftup,special,
d_main_22_03_32,d_main_22_03,Speech,enikk_op_l,enikk_op_l,Locale_MainScenario:d_main_22_03_32,True,,1,idle,,13,angry,,15,idle,,3,idle,,5,idle,,130,130,1.0,,,OP_leftup,special,
d_main_22_03_33,d_main_22_03,Speech,poli,poli,Locale_MainScenario:d_main_22_03_33,True,,1,idle,,13,angry,,15,idle,,3,angry,,5,idle,,130,XS_30,1.0,,,OP_leftup,special,
d_main_22_03_34,d_main_22_03,Speech,enikk_op_l,enikk_op_l,Locale_MainScenario:d_main_22_03_34,True,,1,idle,,13,angry,,15,idle,,3,angry,,5,idle,,XS_30,XS_30,1.0,,,OP_leftup,special,
d_main_22_03_35,d_main_22_03,Speech,enikk_op_l,enikk_op_l,Locale_MainScenario:d_main_22_03_35,True,,1,idle,,13,angry,,15,idle,,3,angry,,5,idle,,XS_30,XS_30,1.0,,,OP_leftup,special,
d_main_22_03_36,d_main_22_03,Speech,enikk_op_l,enikk_op_l,Locale_MainScenario:d_main_22_03_36,True,,1,idle,,13,angry,,15,idle,,3,angry,,5,idle,,XS_30,XS_30,1.0,,,OP_leftup,special,
d_main_22_03_37,d_main_22_03,Speech,miranda,miranda,Locale_MainScenario:d_main_22_03_37,True,,1,idle,,13,angry,,15,idle,,3,angry,,5,think,,XS_30,S_50,1.5,,,OP_leftup,special,
d_main_22_03_38,d_main_22_03,Speech,enikk_op_l,enikk_op_l,Locale_MainScenario:d_main_22_03_38,True,,1,idle,,13,angry,,15,idle,,3,angry,,5,think,,S_50,S_50,1.0,,,OP_leftup,special,
d_main_22_03_39,d_main_22_03,Self,,,Locale_MainScenario:d_main_22_03_39,False,,1,idle,,13,angry,,15,idle,,3,angry,,5,think,,S_50,S_50,1.0,,,OP_leftup,special,
d_main_22_03_40,d_main_22_03,Speech,enikk_op_l,enikk_op_l,Locale_MainScenario:d_main_22_03_40,True,,1,idle,,13,angry,,15,idle,,3,angry,,5,think,,S_50,S_50,1.0,,,OP_leftup,special,
d_main_22_03_41,d_main_22_03,Speech,enikk_op_l,enikk_op_l,Locale_MainScenario:d_main_22_03_41,True,,1,idle,,13,angry,,15,idle,,3,angry,,5,think,,S_50,S_80,1.0,,,OP_center,special,
d_main_22_03_42,d_main_22_03,Self,,,Locale_MainScenario:d_main_22_03_42,False,,1,idle,,13,angry,,15,idle,,3,angry,,5,think,,S_80,S_80,1.0,,,OP_center,special,
d_main_22_03_43,d_main_22_03,Speech,enikk_op_l,enikk_op_l,Locale_MainScenario:d_main_22_03_43,True,,1,idle,,13,angry,,15,idle,,3,angry,,5,think,,S_80,S_80,1.0,,,OP_center,special,
d_main_22_03_44,d_main_22_03,Speech,enikk_op_l,enikk_op_l,Locale_MainScenario:d_main_22_03_44,True,,1,idle,,13,angry,,15,idle,,3,angry,,5,think,,S_80,S_80,1.0,,,OP_center,special,
d_main_22_03_45,d_main_22_03,Speech,enikk_op_l,enikk_op_l,Locale_MainScenario:d_main_22_03_45,True,,1,idle,,13,angry,,15,idle,,3,angry,,5,think,,S_80,S_80,1.0,,,OP_center,special,
d_main_22_03_46,d_main_22_03,Speech,enikk_op_l,enikk_op_l,Locale_MainScenario:d_main_22_03_46,True,,1,idle,,13,angry,,15,idle,,3,angry,,5,think,,S_80,S_800,1.0,,,OP_center,special,
d_main_22_03_47,d_main_22_03,Speech,enikk_op_l,enikk_op_l,Locale_MainScenario:d_main_22_03_47,True,,1,idle,,13,angry,,15,idle,,3,angry,,5,think,,S_800,S_800,1.0,,,OP_center,special,
d_main_22_03_48,d_main_22_03,Speech,enikk_op_l,enikk_op_l,Locale_MainScenario:d_main_22_03_48,True,,1,idle,,13,angry,,15,idle,,3,angry,,5,think,,S_800,S_800,1.0,,,OP_center,special,
