id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/0/hide_char_id,characters/5/hide_char_id,characters/4/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim
d_main_40_04_11,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_11,True,,7,idle,,5,idle,,3,worry,,1,rage_02,,13,delight,,113,113,1.0,,drake_p,drake_p,,,,,,,,,,,
d_main_40_04_12,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_12,True,,7,idle,,5,idle,,3,angry,,1,rage_02,,13,delight,,3,L_30,0.7,,maxwell_p,maxwell_p,,,,,,,,,,,
d_main_40_04_13,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_13,True,,7,idle,,5,idle,,3,angry,,1,rage_02,,13,delight,,L_30,50,1.0,,rapi_red,rapi_red,,,,,,,,,,,
d_main_40_04_14,d_main_40_04,Self,Locale_MainScenario:d_main_40_04_14,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,delight,,50,50,1.0,,rapi_red,,,,,,,,,,,,
d_main_40_04_15,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_15,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,delight,,50,50,1.0,,rapi_red,rapi_red,,,,,,,,,,,
d_main_40_04_16,d_main_40_04,Self,Locale_MainScenario:d_main_40_04_16,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,delight,,50,50,1.0,,rapi_red,,,,,,,,,,,,
d_main_40_04_17,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_17,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,delight,,50,50,1.0,,rapi_red,rapi_red,,,,,,,,,,,
d_main_40_04_18,d_main_40_04,Self,Locale_MainScenario:d_main_40_04_18,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,50,50,1.0,,rapi_red,,,,,,,,,,,,
d_main_40_04_19,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_19,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,50,75,1.0,,rapi_red,rapi_red,,,,,,,,,,,
d_main_40_04_20,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_20,True,,7,delight,,5,idle,,3,idle,,1,idle,,13,idle,,75,75,1.0,,nayuta_n,nayuta_n,,,,,,,,,,,
d_main_40_04_21,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_21,True,,7,delight,,5,think,,3,idle,,1,idle,,13,idle,,75,75,1.0,,rapi_red,rapi_red,,,,,,,,,,,
d_main_40_04_22,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_22,True,,7,idle,,5,think,,3,idle,,1,idle,,13,idle,,75,75,1.0,,nayuta_n,nayuta_n,,,,,,,,,,,
d_main_40_04_23,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_23,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,75,75,1.0,,rapi_red,rapi_red,,,,,,,,,,,
d_main_40_04_24,d_main_40_04,Narration,Locale_MainScenario:d_main_40_04_24,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,black,black,1.0,,rapi_red,,sfx_scn_dooropenfast2,,,,,,,,,,
d_main_40_04_25,d_main_40_04,Monologue,Locale_MainScenario:d_main_40_04_25,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,black,black,1.0,,rapi_red,,,,,,,,,,,,
d_main_40_04_26,d_main_40_04,Monologue,Locale_MainScenario:d_main_40_04_26,False,,7,idle,,3,idle,,1,idle,,13,idle,,15,idle,,black,black,1.0,,pinocchio,,,pinocchio,5,idle,,,,,,,
d_main_40_04_27,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_27,True,,7,idle,,3,idle,,1,idle,,13,idle,,15,idle,,XS_500,XS_50,0.7,bgm_story_luckybreak,pinocchio,pinocchio,,,5,idle,,,,,,,
d_main_40_04_28,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_28,True,,7,idle,,3,idle,,1,idle,,13,idle,,15,idle,,XS_50,75,1.0,,nayuta_n,nayuta_n,,,5,idle,,,,,,,
d_main_40_04_29,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_29,True,,7,idle,,3,idle,,1,idle,,13,idle,,15,idle,,75,75,1.0,,pinocchio,pinocchio,,,5,idle,,,,,,,
d_main_40_04_30,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_30,True,,7,delight,,3,idle,,1,idle,,13,idle,,15,idle,,75,75,1.0,,nayuta_n,nayuta_n,,,5,idle,,,,,,,
d_main_40_04_31,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_31,True,,7,delight,,3,idle,,1,idle,,13,idle,,15,idle,,75,75,1.0,,pinocchio,pinocchio,,,5,idle,,,,,,,
d_main_40_04_32,d_main_40_04,Self,Locale_MainScenario:d_main_40_04_32,False,,7,delight,,3,idle,,1,idle,,13,idle,,15,idle,,75,75,1.0,,pinocchio,,,,5,idle,,,,,,,
d_main_40_04_33,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_33,True,,7,delight,,3,idle,,1,idle,,13,idle,,15,idle,,75,5,1.0,,pinocchio,pinocchio,,,5,idle,,,,,,,
d_main_40_04_34,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_34,True,,7,delight,,3,idle,,1,idle,,13,idle,,15,idle,,5,XS_50,1.0,,pinocchio,pinocchio,,,5,idle,,,,,,,
d_main_40_04_35,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_35,True,,7,delight,,3,idle,,1,no,,13,idle,,15,idle,,L_10,L_10,1.0,,maxwell_p,maxwell_p,,,5,idle,,,,,,,
d_main_40_04_36,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_36,True,,7,delight,,3,idle,,1,no,,13,idle,,15,idle,,XS_50,XS_50,1.0,,pinocchio,pinocchio,,,5,idle,,,,,,,
d_main_40_04_37,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_37,True,,7,delight,,3,idle,,1,no,,13,idle,,15,idle,,XS_50,53,1.0,,rapi_red,rapi_red,,,5,idle,,,,,,,
d_main_40_04_38,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_38,True,,7,idle,,3,idle,,1,idle,,13,idle,,15,idle,,53,53,1.0,,pinocchio,pinocchio,,,5,smile,,,,,,,
d_main_40_04_39,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_39,True,,7,idle,,3,idle,,1,idle,,13,idle,,15,idle,,53,53,1.0,,pinocchio,pinocchio,,,5,smile,,,,,,,
d_main_40_04_40,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_40,True,,7,idle,,3,idle,,1,idle,,13,idle,,15,idle,,53,53,1.0,,rapi_red,rapi_red,,,5,smile,,,,,,,
d_main_40_04_41,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_41,True,,7,idle,,3,idle,,1,idle,,13,idle,,15,idle,,53,53,1.0,,pinocchio,pinocchio,,,5,idle,,,,,,,
d_main_40_04_42,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_42,True,,7,idle,,3,idle,,1,idle,,13,idle,,15,idle,,53,53,1.0,,pinocchio,pinocchio,,,5,idle,,,,,,,
d_main_40_04_43,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_43,True,,7,idle,,3,think,,1,idle,,13,idle,,15,idle,,53,53,1.0,,rapi_red,rapi_red,,,5,idle,,,,,,,
d_main_40_04_44,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_44,False,,7,idle,,3,think,,1,idle,,13,idle,,15,idle,,53,53,1.0,,rapi_red,rapi_red,,,5,idle,,,,,,,
d_main_40_04_45,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_45,True,,7,idle,,3,idle,,1,idle,,13,idle,,15,idle,,53,53,1.0,,rapi_red,rapi_red,,,5,idle,,,,,,,
d_main_40_04_46,d_main_40_04,Self,Locale_MainScenario:d_main_40_04_46,False,,7,idle,,3,idle,,1,idle,,13,idle,,15,idle,,53,53,1.0,,rapi_red,,,,5,idle,,,,,,,
d_main_40_04_47,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_47,True,,7,idle,,3,idle,,1,idle,,13,idle,,15,idle,,53,53,1.0,,rapi_red,rapi_red,,,5,idle,,,,,,,
d_main_40_04_48,d_main_40_04,Self,Locale_MainScenario:d_main_40_04_48,False,,7,idle,,3,idle,,1,idle,,13,idle,,15,idle,,53,53,1.0,,rapi_red,,,,5,idle,,,,,,,
d_main_40_04_49,d_main_40_04,Self,Locale_MainScenario:d_main_40_04_49,False,,7,idle,,3,idle,,1,idle,,13,idle,,15,idle,,53,5,1.0,,pinocchio,,,,5,idle,,,,,,,
d_main_40_04_50,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_50,True,,7,idle,,3,idle,,1,idle,,13,idle,,15,idle,,5,XS_50,1.0,,pinocchio,pinocchio,,,5,idle,,,,,,,
d_main_40_04_51,d_main_40_04,Self,Locale_MainScenario:d_main_40_04_51,False,,7,idle,,3,idle,,1,idle,,13,idle,,15,idle,,XS_50,XS_50,1.0,,pinocchio,,,,5,idle,,,,,,,
d_main_40_04_52,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_52,True,,7,idle,,3,idle,,1,idle,,13,idle,,15,idle,,XS_50,XS_50,1.0,,pinocchio,pinocchio,,,5,idle,,,,,,,
d_main_40_04_53,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_53,True,,7,idle,,3,idle,,1,idle,,13,idle,,15,idle,,XS_50,XS_50,1.0,,pinocchio,pinocchio,,,5,idle,,,,,,,
d_main_40_04_54,d_main_40_04,Self,Locale_MainScenario:d_main_40_04_54,False,,7,idle,,3,idle,,1,idle,,13,idle,,15,idle,,XS_50,XS_50,1.0,,pinocchio,,,,5,idle,,,,,,,
d_main_40_04_55,d_main_40_04,Self,Locale_MainScenario:d_main_40_04_55,False,,7,idle,,3,idle,,1,idle,,13,idle,,15,idle,,XS_50,XS_50,1.0,,pinocchio,,,,5,idle,,,,,,,
d_main_40_04_56,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_56,True,,7,idle,,3,idle,,1,idle,,13,idle,,15,idle,,XS_50,XS_50,1.0,,pinocchio,pinocchio,,,5,idle,,,,,,,
d_main_40_04_57,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_57,True,,7,idle,,3,idle,,1,idle,,13,idle,,15,idle,,XS_50,XS_500,0.5,,pinocchio,pinocchio,,,5,idle,,,,,,,
d_main_40_04_58,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_58,True,,7,idle,,3,idle,,1,idle,,13,idle,,15,idle,,XS_500,300,1.0,,rapi_red,rapi_red,,,5,idle,,,,,,,
d_main_40_04_59,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_59,True,,7,idle,,3,idle,,1,idle,,13,angry_02,,15,angry,,S_130,S_1300,0.7,,laplace_p,laplace_p,,,5,idle,,,,,,,
d_main_40_04_60,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_60,True,,7,idle,,3,idle,,1,idle,,13,angry_02,,15,angry,,S_1300,L_1500,1.0,,drake_p,drake_p,,,5,idle,,,,,,,
d_main_40_04_61,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_61,True,,7,idle,,3,idle,,1,idle,,13,angry_02,,15,angry,,XS_50,XS_50,1.0,,pinocchio,pinocchio,,,5,surprise,,,,,,,
d_main_40_04_62,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_62,True,,7,idle,,3,idle,,1,idle,,13,angry_02,,15,angry,,XS_50,XS_50,1.0,,pinocchio,pinocchio,,,5,idle,,,,,,,
d_main_40_04_63,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_63,True,,7,idle,,3,idle,,1,idle,,13,rage_02,,15,angry,,S_130,S_1300,0.7,,laplace_p,laplace_p,,,5,idle,,,,,,,
d_main_40_04_64,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_64,True,,7,idle,,3,idle,,1,idle,,13,rage_02,,15,angry,,S_1300,L_1500,1.0,,drake_p,drake_p,,,5,idle,,,,,,,
d_main_40_04_65,d_main_40_04,Monologue,Locale_MainScenario:d_main_40_04_65,False,,7,idle,,3,idle,,1,idle,,13,rage_02,,15,angry,,black,black,1.0,,drake_p,,,,5,idle,,,,,,,
d_main_40_04_66,d_main_40_04,Monologue,Locale_MainScenario:d_main_40_04_66,False,,3,idle,,5,idle,,1,idle,,13,rage_02,,15,angry,,black,black,1.0,,maxwell_p,,,,17,idle,pinocchio,,,,,,
d_main_40_04_67,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_67,True,,3,idle,,5,idle,,1,sad,,13,idle,,15,idle,,L_100,L_10,1.0,,maxwell_p,maxwell_p,,,,,,,,,,,
d_main_40_04_68,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_68,True,,3,idle,,5,idle,,1,sad,,13,idle,,15,idle,,50,50,1.0,,rapi_red,rapi_red,,,,,,,,,,,
d_main_40_04_69,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_69,True,,3,idle,,5,idle,,1,sad,,13,idle,,15,idle,,50,30,1.0,none,nayuta_n,nayuta_n,,,,,,,,,,,
d_main_40_04_70,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_70,True,,3,idle_02,,5,idle,,1,sad,,13,idle,,15,idle,,30,300,1.0,bgm_chapter40_field_turningpoint,nayuta_n,nayuta_n,,,,,,,,,,,
d_main_40_04_71,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_71,True,,3,idle_02,,5,idle,,1,sad,,13,idle,,15,idle,,300,300,1.0,,nayuta_n,nayuta_n,,,,,,,,,,,
d_main_40_04_72,d_main_40_04,Self,Locale_MainScenario:d_main_40_04_72,False,,3,idle_02,,5,idle,,1,idle,,13,idle,,15,idle,,300,300,1.0,,nayuta_n,,,,,,,,,,,,
d_main_40_04_73,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_73,True,,3,idle,,5,idle,,1,idle,,13,idle,,15,idle,,300,300,1.0,,nayuta_n,nayuta_n,,,,,,,,,,,
d_main_40_04_74,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_74,True,,3,idle,,5,idle,,1,idle,,13,idle,,15,idle,,300,300,1.0,,nayuta_n,nayuta_n,,,,,,,,,,,
d_main_40_04_75,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_75,True,,3,idle,,5,idle,,1,idle,,13,idle,,15,idle,,300,300,1.0,,nayuta_n,nayuta_n,,,,,,,,,,,
d_main_40_04_76,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_76,True,,3,idle,,5,idle,,1,idle,,13,idle,,15,idle,,300,30,1.0,,nayuta_n,nayuta_n,,,,,,,,,,,
d_main_40_04_77,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_77,True,,3,idle,,5,idle,,1,worry,,13,idle,,15,idle,,30,31,1.0,,maxwell_p,maxwell_p,,,,,,,,,,,
d_main_40_04_78,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_78,True,,3,idle_02,,5,idle,,1,worry,,13,idle,,15,idle,,31,31,1.0,,nayuta_n,nayuta_n,,,,,,,,,,,
d_main_40_04_79,d_main_40_04,Monologue,Locale_MainScenario:d_main_40_04_79,False,,3,idle_02,,5,idle,,1,worry,,13,idle,,15,idle,,31,31,1.0,,nayuta_n,,,,,,,,,,,,
d_main_40_04_80,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_80,True,,3,idle_02,,5,idle,,1,worry,,13,idle,,15,idle,,31,31,1.0,,maxwell_p,maxwell_p,,,,,,,,,,,
d_main_40_04_81,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_81,True,,3,idle_02,,5,idle,,1,worry,,13,idle,,15,idle,,31,31,1.0,,nayuta_n,nayuta_n,,,,,,,,,,,
d_main_40_04_82,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_82,True,,3,idle_02,,5,idle,,1,worry,,13,idle,,15,idle,,31,31,1.0,,nayuta_n,nayuta_n,,,,,,,,,,,
d_main_40_04_83,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_83,True,,3,idle_02,,5,idle,,1,worry,,13,idle,,15,idle,,31,31,1.0,,maxwell_p,maxwell_p,,,,,,,,,,,
d_main_40_04_84,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_84,True,,3,idle_02,,5,idle,,1,worry,,13,idle,,15,idle,,31,31,1.0,,nayuta_n,nayuta_n,,,,,,,,,,,
d_main_40_04_85,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_85,True,,3,idle_02,,5,idle,,1,worry,,13,idle,,15,idle,,31,31,1.0,,nayuta_n,nayuta_n,,,,,,,,,,,
d_main_40_04_86,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_86,True,,3,idle_02,,5,idle,,1,worry,,13,idle,,15,idle,,31,31,1.0,,nayuta_n,nayuta_n,,,,,,,,,,,
d_main_40_04_87,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_87,True,,3,idle_02,,5,idle,,1,worry,,13,idle,,15,idle,,31,31,1.0,,nayuta_n,nayuta_n,,,,,,,,,,,
d_main_40_04_88,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_88,True,,3,idle_02,,5,idle,,1,worry,,13,idle,,15,idle,,31,31,1.0,,nayuta_n,nayuta_n,,,,,,,,,,,
d_main_40_04_89,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_89,True,,3,idle_02,,5,idle,,1,worry,,13,idle,,15,idle,,31,31,1.0,,maxwell_p,maxwell_p,,,,,,,,,,,
d_main_40_04_90,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_90,True,,3,idle,,5,idle,,1,worry,,13,idle,,15,idle,,31,31,1.0,,nayuta_n,nayuta_n,,,,,,,,,,,
d_main_40_04_91,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_91,True,,3,idle,,5,idle,,1,worry,,13,idle,,15,idle,,31,53,1.0,,rapi_red,rapi_red,,,,,,,,,,,
d_main_40_04_92,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_92,True,,3,idle,,5,idle,,1,worry,,13,idle,,15,idle,,53,53,1.0,,nayuta_n,nayuta_n,,,,,,,,,,,
d_main_40_04_93,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_93,True,,3,idle,,5,idle,,1,worry,,13,idle,,15,idle,,53,53,1.0,,nayuta_n,nayuta_n,,,,,,,,,,,
d_main_40_04_94,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_94,True,,3,idle,,5,think,,1,worry,,13,idle,,15,idle,,53,53,1.0,,rapi_red,rapi_red,,,,,,,,,,,
d_main_40_04_95,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_95,True,,3,idle,,5,think,,1,worry,,13,idle,,15,idle,,53,31,1.0,,maxwell_p,maxwell_p,,,,,,,,,,,
d_main_40_04_96,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_96,True,,3,idle_02,,5,think,,1,worry,,13,idle,,15,idle,,31,31,1.0,,nayuta_n,nayuta_n,,,,,,,,,,,
d_main_40_04_97,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_97,True,,3,idle_02,,5,think,,1,worry,,13,idle,,15,idle,,31,31,1.0,,maxwell_p,maxwell_p,,,,,,,,,,,
d_main_40_04_98,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_98,True,,3,idle_02,,5,think,,1,worry,,13,idle,,15,idle,,31,31,1.0,,nayuta_n,nayuta_n,,,,,,,,,,,
d_main_40_04_99,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_99,False,,3,idle_02,,5,think,,1,worry,,13,idle,,15,idle,,31,31,1.0,,nayuta_n,nayuta_n,,,,,,,,,,,
d_main_40_04_100,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_100,True,,3,idle,,5,think,,1,worry,,13,idle,,15,idle,,31,31,1.0,,nayuta_n,nayuta_n,,,,,,,,,,,
d_main_40_04_101,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_101,False,,3,idle,,5,idle,,1,no,,13,idle,,15,idle,,31,1,1.0,,maxwell_p,maxwell_p,,,,,,,,,,,
d_main_40_04_102,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_102,True,,3,idle,,5,idle,,1,worry,,13,idle,,15,idle,,1,L_10,1.0,,maxwell_p,maxwell_p,,,,,,,,,,,
d_main_40_04_103,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_103,True,,3,idle,,5,idle,,1,worry,,13,idle,,15,idle,,50,50,1.0,,rapi_red,rapi_red,,,,,,,,,,,
d_main_40_04_104,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_104,True,,3,idle,,5,idle,,1,idle,,13,idle,,15,idle,,L_10,L_10,1.0,,maxwell_p,maxwell_p,,,,,,,,,,,
d_main_40_04_105,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_105,True,,3,idle,,5,idle,,1,idle,,13,idle,,15,idle,,L_10,31,1.0,,nayuta_n,nayuta_n,,,,,,,,,,,
d_main_40_04_106,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_106,True,,3,idle,,5,idle,,1,idle,,13,idle,,15,idle,,31,31,1.0,,maxwell_p,maxwell_p,,,,,,,,,,,
d_main_40_04_107,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_107,True,,3,idle,,5,idle,,1,idle,,13,idle,,15,idle,,31,31,1.0,,nayuta_n,nayuta_n,,,,,,,,,,,
d_main_40_04_108,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_108,True,,3,idle,,5,idle,,1,idle,,13,idle,,15,idle,,31,31,1.0,,nayuta_n,nayuta_n,,,,,,,,,,,
d_main_40_04_109,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_109,True,,3,idle,,5,idle,,1,worry,,13,idle,,15,idle,,31,31,1.0,,maxwell_p,maxwell_p,,,,,,,,,,,
d_main_40_04_110,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_110,True,,3,idle,,5,idle,,1,worry,,13,idle,,15,idle,,31,31,1.0,,nayuta_n,nayuta_n,,,,,,,,,,,
d_main_40_04_111,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_111,True,,3,idle,,5,idle,,1,sad,,13,idle,,15,idle,,31,31,1.0,,maxwell_p,maxwell_p,,,,,,,,,,,
d_main_40_04_112,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_112,True,,3,idle,,5,idle,,1,sad,,13,idle,,15,idle,,31,31,1.0,,nayuta_n,nayuta_n,,,,,,,,,,,
d_main_40_04_113,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_113,True,,3,idle,,5,idle,,1,worry,,13,idle,,15,idle,,31,31,1.0,,maxwell_p,maxwell_p,,,,,,,,,,,
d_main_40_04_114,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_114,True,,3,idle,,5,idle,,1,worry,,13,idle,,15,idle,,31,31,1.0,,nayuta_n,nayuta_n,,,,,,,,,,,
d_main_40_04_115,d_main_40_04,Monologue,Locale_MainScenario:d_main_40_04_115,False,,3,idle,,3,idle,,1,worry,,13,idle,,15,idle,,black,black,1.0,,nayuta_n,,,pinocchio,15,idle,,nayuta_n,,,,,
d_main_40_04_116,d_main_40_04,Monologue,Locale_MainScenario:d_main_40_04_116,False,,,,,3,idle,,1,idle,,13,idle,,15,idle,,black,black,1.0,,nayuta_n,,,,15,idle,,,drake_p,,,,
d_main_40_04_117,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_117,True,,,,,3,idle,,1,idle,,13,idle,,,,,XS_1500,XS_150,0.7,,pinocchio,pinocchio,,,15,idle,,,,,,,
d_main_40_04_118,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_118,True,,,,,3,idle,,1,idle,,13,idle,,,,,XS_150,1315,1.0,,laplace_p,laplace_p,,,15,idle,,,,,,,
d_main_40_04_119,d_main_40_04,Speech,Locale_MainScenario:d_main_40_04_119,True,,,,,3,idle,,1,idle,,13,idle,,,,,1315,1315,1.0,,pinocchio,pinocchio,,,15,idle,,,,,,,
d_main_40_04_120,d_main_40_04,Monologue,Locale_MainScenario:d_main_40_04_120,False,,,,,3,idle,,1,idle,,13,idle,,,,,black,black,1.0,,pinocchio,,,,15,idle,,,,laplace_p,,,
