id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
d_main_23_03_e_47,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_47,True,,16,16,1.0,,,,15,think,,,7,idle,,,5,worry,,,3,worry,,,17,idle,
d_main_23_03_e_48,d_main_23_03_e,Speech,outerrimman,outerrimman,Locale_MainScenario:d_main_23_03_e_48,True,,16,16,1.0,,,,15,think,,,7,idle,,,5,worry,,,3,worry,,,17,idle,
d_main_23_03_e_49,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_49,True,,16,16,1.0,,,,15,think,,,7,idle,,,5,worry,,,3,worry,,,17,idle,
d_main_23_03_e_50,d_main_23_03_e,Speech,outerrimman,outerrimman,Locale_MainScenario:d_main_23_03_e_50,True,,16,16,1.0,,,,15,think,,,7,idle,,,5,worry,,,3,worry,,,17,idle,
d_main_23_03_e_51,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_51,True,,16,16,1.0,,,,15,think,,,7,idle,,,5,worry,,,3,worry,,,17,idle,
d_main_23_03_e_52,d_main_23_03_e,Speech,outerrimman,outerrimman,Locale_MainScenario:d_main_23_03_e_52,True,,16,16,1.0,,,,15,think,,,7,idle,,,5,worry,,,3,worry,,,17,idle,
d_main_23_03_e_53,d_main_23_03_e,Speech,outerrimman,outerrimman,Locale_MainScenario:d_main_23_03_e_53,True,,16,16,1.0,,,,15,think,,,7,idle,,,5,worry,,,3,worry,,,17,idle,
d_main_23_03_e_54,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_54,True,,16,16,1.0,,,,15,think,,,7,idle,,,5,worry,anis,,3,worry,neon,,17,idle,
d_main_23_03_e_55,d_main_23_03_e,Speech,outerrimman,outerrimman,Locale_MainScenario:d_main_23_03_e_55,True,,16,16,1.0,,,,15,think,,,7,idle,,,,,,,,,,,17,idle,
d_main_23_03_e_56,d_main_23_03_e,Speech,outerrimman,outerrimman,Locale_MainScenario:d_main_23_03_e_56,True,,16,16,1.0,,,,15,think,,,7,idle,,,,,,,,,,,17,idle,
d_main_23_03_e_57,d_main_23_03_e,Speech,outerrimman,outerrimman,Locale_MainScenario:d_main_23_03_e_57,True,,16,16,1.0,,,,15,think,,,7,idle,,,,,,,,,,,17,idle,
d_main_23_03_e_58,d_main_23_03_e,Speech,outerrimman,outerrimman,Locale_MainScenario:d_main_23_03_e_58,True,,16,16,1.0,,,,15,think,,,7,idle,,,,,,,,,,,17,idle,
d_main_23_03_e_59,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_59,True,,16,16,1.0,,,,15,think,,,7,idle,,,,,,,,,,,17,idle,
d_main_23_03_e_60,d_main_23_03_e,Speech,outerrimman,outerrimman,Locale_MainScenario:d_main_23_03_e_60,True,,16,16,1.0,,,,15,think,,,7,idle,,,,,,,,,,,17,idle,
d_main_23_03_e_61,d_main_23_03_e,Speech,outerrimman,outerrimman,Locale_MainScenario:d_main_23_03_e_61,True,,16,16,1.0,,,,15,think,,,7,idle,,,,,,,,,,,17,idle,
d_main_23_03_e_62,d_main_23_03_e,Speech,outerrimman,outerrimman,Locale_MainScenario:d_main_23_03_e_62,True,,16,16,1.0,,,,15,think,,,7,idle,,,,,,,,,,,17,idle,
d_main_23_03_e_63,d_main_23_03_e,Speech,outerrimman,outerrimman,Locale_MainScenario:d_main_23_03_e_63,True,,16,16,1.0,,,,15,think,,,7,idle,,,,,,,,,,,17,idle,
d_main_23_03_e_64,d_main_23_03_e,Speech,outerrimman,outerrimman,Locale_MainScenario:d_main_23_03_e_64,True,,16,16,1.0,,,,15,think,,,7,idle,,,,,,,,,,,17,idle,
d_main_23_03_e_65,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_65,True,,16,16,1.0,,,,15,think,,,7,idle,,,,,,,,,,,17,idle,
d_main_23_03_e_66,d_main_23_03_e,Speech,outerrimman,outerrimman,Locale_MainScenario:d_main_23_03_e_66,True,,16,16,1.0,,,,15,think,,,7,idle,,,,,,,,,,,17,idle,
d_main_23_03_e_67,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_67,True,,16,16,1.0,,,,15,worry,,,7,idle,,,,,,,,,,,17,idle,
d_main_23_03_e_68,d_main_23_03_e,Self,,,Locale_MainScenario:d_main_23_03_e_68,False,,16,16,1.0,,,,15,worry,,,7,idle,,,,,,,,,,,17,idle,
d_main_23_03_e_69,d_main_23_03_e,Self,,,Locale_MainScenario:d_main_23_03_e_69,False,,16,16,1.0,,,,15,worry,,,7,idle,,,,,,,,,,,17,idle,
d_main_23_03_e_70,d_main_23_03_e,Speech,outerrimman,outerrimman,Locale_MainScenario:d_main_23_03_e_70,True,,16,170,1.0,,,,15,think,,,7,idle,,,,,,,,,,,17,idle,
d_main_23_03_e_71,d_main_23_03_e,Speech,outerrimman,outerrimman,Locale_MainScenario:d_main_23_03_e_71,True,,170,170,1.0,,,,15,think,,,7,idle,,,,,,,,,,,17,idle,
d_main_23_03_e_72,d_main_23_03_e,Speech,outerrimman,outerrimman,Locale_MainScenario:d_main_23_03_e_72,True,,170,170,1.0,,,,15,think,,,7,idle,,,,,,,,,,,17,idle,
d_main_23_03_e_73,d_main_23_03_e,Speech,outerrimman,outerrimman,Locale_MainScenario:d_main_23_03_e_73,False,,170,170,1.0,,,,15,think,,,7,idle,,,,,,,,,,,17,idle,
d_main_23_03_e_74,d_main_23_03_e,Speech,outerrimman,outerrimman,Locale_MainScenario:d_main_23_03_e_74,True,,170,170,1.0,,,,15,think,,,7,idle,,,,,,,,,,,17,idle,
d_main_23_03_e_75,d_main_23_03_e,Speech,outerrimman,outerrimman,Locale_MainScenario:d_main_23_03_e_75,True,,170,170,1.0,,,,15,think,,,7,idle,,,,,,,,,,,17,idle,
d_main_23_03_e_76,d_main_23_03_e,Self,,,Locale_MainScenario:d_main_23_03_e_76,False,,170,170,1.0,,,,15,think,,,7,idle,,,,,,,,,,,17,idle,
d_main_23_03_e_77,d_main_23_03_e,Self,,,Locale_MainScenario:d_main_23_03_e_77,False,,170,170,1.0,,,,15,think,,,7,idle,,,,,,,,,,,17,idle,
d_main_23_03_e_78,d_main_23_03_e,Speech,outerrimman,outerrimman,Locale_MainScenario:d_main_23_03_e_78,True,,170,170,1.0,,,,15,think,,,7,idle,,,,,,,,,,,17,idle,
d_main_23_03_e_79,d_main_23_03_e,Self,,,Locale_MainScenario:d_main_23_03_e_79,False,,170,170,1.0,,,,15,think,,,7,idle,,,,,,,,,,,17,idle,
d_main_23_03_e_80,d_main_23_03_e,Speech,outerrimman,outerrimman,Locale_MainScenario:d_main_23_03_e_80,False,,170,17,1.0,,,,15,think,,,7,idle,,,,,,,,,,,17,idle,
d_main_23_03_e_81,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_81,True,,17,16,1.0,,,,15,think,,,7,idle,,,,,,,,,,,17,idle,
d_main_23_03_e_82,d_main_23_03_e,Speech,outerrimman,outerrimman,Locale_MainScenario:d_main_23_03_e_82,True,,16,16,1.0,,,,15,think,,,7,idle,,,,,,,,,,,17,idle,
d_main_23_03_e_83,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_83,True,,16,16,1.0,,,,15,think,,,7,idle,,,,,,,,,,,17,idle,
d_main_23_03_e_84,d_main_23_03_e,Speech,outerrimman,outerrimman,Locale_MainScenario:d_main_23_03_e_84,True,,16,16,1.0,,,,15,think,,,7,idle,,,,,,,,,,,17,idle,
d_main_23_03_e_85,d_main_23_03_e,Speech,outerrimman,outerrimman,Locale_MainScenario:d_main_23_03_e_85,True,,16,16,1.0,,,,15,think,,,7,idle,,,,,,,,,,,17,idle,
d_main_23_03_e_86,d_main_23_03_e,Speech,outerrimman,outerrimman,Locale_MainScenario:d_main_23_03_e_86,True,,16,170,1.0,,,,15,think,,,7,idle,,,,,,,,,,,17,idle,
d_main_23_03_e_87,d_main_23_03_e,Self,,,Locale_MainScenario:d_main_23_03_e_87,False,,170,170,1.0,,,,15,think,,,7,idle,,,,,,,,,,,17,idle,
d_main_23_03_e_88,d_main_23_03_e,Speech,outerrimman,outerrimman,Locale_MainScenario:d_main_23_03_e_88,True,,170,170,1.0,,,,15,think,,,7,idle,,,,,,,,,,,17,idle,
d_main_23_03_e_89,d_main_23_03_e,Speech,outerrimman,outerrimman,Locale_MainScenario:d_main_23_03_e_89,True,,170,170,1.0,,,,15,think,,,7,idle,,,,,,,,,,,17,idle,
d_main_23_03_e_90,d_main_23_03_e,Speech,outerrimman,outerrimman,Locale_MainScenario:d_main_23_03_e_90,True,,170,170,1.0,,,,15,think,,,7,idle,,,,,,,,,,,17,idle,
d_main_23_03_e_91,d_main_23_03_e,Monologue,,,Locale_MainScenario:d_main_23_03_e_91,False,,15,15,1.0,,black,,15,think,,,7,idle,,,,,,,,,,,17,idle,outerrimman
d_main_23_03_e_92,d_main_23_03_e,Monologue,,,Locale_MainScenario:d_main_23_03_e_92,False,,15,15,1.0,,,,15,think,,,7,idle,,,,,,,,,,,,,
d_main_23_03_e_93,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_93,False,,15,15,1.0,,,,15,think,,,7,idle,,,,,,,,,,,,,
d_main_23_03_e_94,d_main_23_03_e,Self,,,Locale_MainScenario:d_main_23_03_e_94,False,,15,15,1.0,,,,15,think,,,7,idle,,,,,,,,,,,,,
d_main_23_03_e_95,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_95,True,,15,150,1.0,,,,15,think,,,7,idle,,,,,,,,,,,,,
d_main_23_03_e_96,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_96,True,,150,150,1.0,,,,15,think,,,7,idle,,,,,,,,,,,,,
d_main_23_03_e_97,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_97,True,,150,150,1.0,,,,15,think,,,7,idle,,,,,,,,,,,,,
d_main_23_03_e_98,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_98,True,,150,150,1.0,,,,15,think,,,7,idle,,,,,,,,,,,,,
d_main_23_03_e_99,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_99,True,,150,150,1.0,,,,15,think,,,7,idle,,,,,,,,,,,,,
d_main_23_03_e_100,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_100,True,,150,150,1.0,,,,15,think,,,7,idle,,,,,,,,,,,,,
d_main_23_03_e_101,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_101,True,,150,150,1.0,,,,15,think,,,7,idle,,,,,,,,,,,,,
d_main_23_03_e_102,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_102,True,,150,150,1.0,,,,15,think,,,7,idle,,,,,,,,,,,,,
d_main_23_03_e_103,d_main_23_03_e,Speech,rapi,rapi,Locale_MainScenario:d_main_23_03_e_103,True,,150,14,1.0,,,,15,think,,,13,idle,,,,,,,,,,,,,
d_main_23_03_e_104,d_main_23_03_e,Speech,rapi,rapi,Locale_MainScenario:d_main_23_03_e_104,True,,14,14,1.0,,,,15,think,,,13,idle,,,,,,,,,,,,,
d_main_23_03_e_105,d_main_23_03_e,Speech,rapi,rapi,Locale_MainScenario:d_main_23_03_e_105,True,,14,14,1.0,,,,15,think,,,13,idle,,,,,,,,,,,,,
d_main_23_03_e_106,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_106,True,,14,14,1.0,,,,15,think,,,13,idle,,,,,,,,,,,,,
d_main_23_03_e_107,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_107,True,,14,14,1.0,,,,15,think,,,13,idle,,,,,,,,,,,,,
d_main_23_03_e_108,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_108,True,,14,150,1.0,,,,15,think,,,13,idle,,,,,,,,,,,,,
d_main_23_03_e_109,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_109,True,,150,150,1.0,,,,15,think,,,13,idle,,,,,,,,,,,,,
d_main_23_03_e_110,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_110,True,,150,150,1.0,,,,15,think,,,13,idle,,,,,,,,,,,,,
