id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,jump_target,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_ex_trainstation_03_15,d_ex_trainstation_03,Self,,,Locale_SuddenStory:d_ex_trainstation_03_15,False,,300,300,1.0,,,,,,3,shy,,,,,,,
d_ex_trainstation_03_16,d_ex_trainstation_03,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_trainstation_03_16,True,,300,300,1.0,,,,,,3,idle,,,,,,,
d_ex_trainstation_03_17,d_ex_trainstation_03,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_trainstation_03_17,True,,300,300,1.0,,,,,,3,idle,,,,,,,
d_ex_trainstation_03_18,d_ex_trainstation_03,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_trainstation_03_18,True,,300,300,1.0,,,,,,3,idle,,,,,,,
d_ex_trainstation_03_19,d_ex_trainstation_03,Narration,,,Locale_SuddenStory:d_ex_trainstation_03_19,False,,300,300,1.0,sfx_scn_remotesignal,,,,,3,idle,,,,,,,
d_ex_trainstation_03_20,d_ex_trainstation_03,Narration,,,Locale_SuddenStory:d_ex_trainstation_03_20,False,,300,300,1.0,sfx_scn_remotesignal,,,,,3,idle,,,,,,,
d_ex_trainstation_03_21,d_ex_trainstation_03,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_trainstation_03_21,True,,300,30,1.0,,,,,,3,sad,,,,,,,
d_ex_trainstation_03_22,d_ex_trainstation_03,Self,,,Locale_SuddenStory:d_ex_trainstation_03_22,False,,30,30,1.0,,,,,,3,sad,,,,,,,
d_ex_trainstation_03_23,d_ex_trainstation_03,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_trainstation_03_23,True,,30,30,1.0,,,,,,3,sad,,,,,,,
d_ex_trainstation_03_24,d_ex_trainstation_03,Self,,,Locale_SuddenStory:d_ex_trainstation_03_24,False,,30,30,1.0,,,,,,3,sad,,,,,,,
d_ex_trainstation_03_25,d_ex_trainstation_03,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_trainstation_03_25,True,,30,30,1.0,,,,,,3,idle,,,,,,,
d_ex_trainstation_03_26,d_ex_trainstation_03,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_trainstation_03_26,True,,30,30,1.0,,,,,,3,idle,,,,,,,
d_ex_trainstation_03_27,d_ex_trainstation_03,Narration,,,Locale_SuddenStory:d_ex_trainstation_03_27,False,,30,30,1.0,sfx_scn_knock,,,,,3,idle,,,,,,,
d_ex_trainstation_03_28,d_ex_trainstation_03,Speech,privaty,privaty,Locale_SuddenStory:d_ex_trainstation_03_28,True,,30,S_130,1.0,,,,,,3,idle,privaty,13,idle,,,,
d_ex_trainstation_03_29,d_ex_trainstation_03,Self,,,Locale_SuddenStory:d_ex_trainstation_03_29,False,,S_130,S_130,1.0,,,,,,3,idle,,13,idle,,,,
d_ex_trainstation_03_30,d_ex_trainstation_03,Speech,privaty,privaty,Locale_SuddenStory:d_ex_trainstation_03_30,True,,S_130,S_130,1.0,,,,,,3,idle,,13,idle,,,,
d_ex_trainstation_03_31,d_ex_trainstation_03,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_trainstation_03_31,True,,30,30,1.0,,,,,,3,idle,,13,idle,,,,
d_ex_trainstation_03_32,d_ex_trainstation_03,Self,,,Locale_SuddenStory:d_ex_trainstation_03_32,False,,30,30,1.0,,,,,,3,idle,,13,idle,,,,
d_ex_trainstation_03_33,d_ex_trainstation_03,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_trainstation_03_33,True,,30,30,1.0,,,,,,3,idle,,13,idle,,,,
d_ex_trainstation_03_34,d_ex_trainstation_03,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_trainstation_03_34,True,,30,30,1.0,,,,,,3,idle,,13,idle,,,,
d_ex_trainstation_03_35,d_ex_trainstation_03,Monologue,,,Locale_SuddenStory:d_ex_trainstation_03_35,False,,30,30,1.0,,,,,,3,idle,,13,idle,,,,
d_ex_trainstation_03_36,d_ex_trainstation_03,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_trainstation_03_36,True,,30,30,1.0,,,,,,3,idle,,13,idle,,,,
d_ex_trainstation_03_37,d_ex_trainstation_03,Speech,privaty,privaty,Locale_SuddenStory:d_ex_trainstation_03_37,True,,S_130,S_130,1.0,,,,,,3,idle,,13,idle,,,,
d_ex_trainstation_03_38,d_ex_trainstation_03,Narration,,,Locale_SuddenStory:d_ex_trainstation_03_38,False,,S_130,S_130,1.0,sfx_scn_autodooropen,,,,,3,idle,,13,idle,,,,
d_ex_trainstation_03_39,d_ex_trainstation_03,Self,,,Locale_SuddenStory:d_ex_trainstation_03_39,False,,S_130,S_130,1.0,,,,,,3,delight,,13,idle,,,,
d_ex_trainstation_03_40,d_ex_trainstation_03,Speech,privaty,privaty,Locale_SuddenStory:d_ex_trainstation_03_40,True,,S_130,S_130,1.0,,,,,,3,delight,,13,idle,,,,
d_ex_trainstation_03_41,d_ex_trainstation_03,Monologue,,,Locale_SuddenStory:d_ex_trainstation_03_41,False,,S_130,31,1.0,,,,,,3,idle,,1,idle,,,,
d_ex_trainstation_03_42,d_ex_trainstation_03,Narration,,,Locale_SuddenStory:d_ex_trainstation_03_42,False,,31,31,1.0,sfx_scn_autodooropen,,,,,3,idle,,1,idle,,,,
d_ex_trainstation_03_43,d_ex_trainstation_03,Monologue,,,Locale_SuddenStory:d_ex_trainstation_03_43,False,,31,31,1.0,,,,,,3,idle,,1,idle,,,,
d_ex_trainstation_03_44,d_ex_trainstation_03,Speech,privaty,privaty,Locale_SuddenStory:d_ex_trainstation_03_44,True,,31,31,1.0,,,,,,3,idle,,1,sad,,,,
d_ex_trainstation_03_45,d_ex_trainstation_03,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_trainstation_03_45,True,,31,31,1.0,,,,,,3,sad,,1,idle,,,,
d_ex_trainstation_03_46,d_ex_trainstation_03,Speech,privaty,privaty,Locale_SuddenStory:d_ex_trainstation_03_46,True,,31,31,1.0,,,,,,3,sad,,1,surprise,,,,
d_ex_trainstation_03_47,d_ex_trainstation_03,Speech,privaty,privaty,Locale_SuddenStory:d_ex_trainstation_03_47,True,,31,31,1.0,,,,,,3,idle,,1,idle,,,,
d_ex_trainstation_03_48,d_ex_trainstation_03,Narration,,,Locale_SuddenStory:d_ex_trainstation_03_48,False,,31,31,1.0,sfx_scn_remotesignal,,,,,3,idle,,1,idle,,,,
d_ex_trainstation_03_49,d_ex_trainstation_03,Narration,,,Locale_SuddenStory:d_ex_trainstation_03_49,False,,31,31,1.0,sfx_scn_remotesignal,,,,,3,idle,,1,idle,,,,
d_ex_trainstation_03_50,d_ex_trainstation_03,Speech,privaty,privaty,Locale_SuddenStory:d_ex_trainstation_03_50,True,,31,31,1.0,,,,,,3,idle,,1,idle,,,,
d_ex_trainstation_03_51,d_ex_trainstation_03,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_trainstation_03_51,True,,31,31,1.0,,,,,,3,idle,,1,idle,,,,
d_ex_trainstation_03_52,d_ex_trainstation_03,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_trainstation_03_52,True,,31,31,1.0,,,,,,3,idle,,1,idle,,,,
d_ex_trainstation_03_53,d_ex_trainstation_03,Speech,privaty,privaty,Locale_SuddenStory:d_ex_trainstation_03_53,True,,31,31,1.0,,,,,,3,idle,,1,angry,,,,
d_ex_trainstation_03_54,d_ex_trainstation_03,Speech,privaty,privaty,Locale_SuddenStory:d_ex_trainstation_03_54,True,,31,31,1.0,,,,,,3,idle,,1,angry,,,,
d_ex_trainstation_03_55,d_ex_trainstation_03,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_trainstation_03_55,True,,31,31,1.0,,,,,,3,idle,,1,angry,,,,
d_ex_trainstation_03_56,d_ex_trainstation_03,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_trainstation_03_56,True,,31,31,1.0,,,,,,3,idle,,1,angry,,,,
d_ex_trainstation_03_57,d_ex_trainstation_03,Speech,privaty,privaty,Locale_SuddenStory:d_ex_trainstation_03_57,True,,31,31,1.0,,,,,,3,idle,,1,surprise,,,,
d_ex_trainstation_03_58,d_ex_trainstation_03,Self,,,Locale_SuddenStory:d_ex_trainstation_03_58,False,,31,31,1.0,,,,,,3,idle,,1,surprise,,,,
d_ex_trainstation_03_59,d_ex_trainstation_03,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_trainstation_03_59,True,,31,31,1.0,,,,,,3,idle,,1,surprise,,,,
d_ex_trainstation_03_60,d_ex_trainstation_03,Choice,,,Locale_SuddenStory:d_ex_trainstation_03_60,False,,31,31,1.0,,,d_ex_trainstation_03_62,,,3,idle,,1,idle,,,,
d_ex_trainstation_03_61,d_ex_trainstation_03,Choice,,,Locale_SuddenStory:d_ex_trainstation_03_61,False,,31,31,1.0,,,d_ex_trainstation_03_68,,,3,idle,,1,idle,,,,
d_ex_trainstation_03_62,d_ex_trainstation_03,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_trainstation_03_62,True,,31,31,1.0,,,,,,3,idle,,1,idle,,,,
d_ex_trainstation_03_63,d_ex_trainstation_03,Speech,privaty,privaty,Locale_SuddenStory:d_ex_trainstation_03_63,True,,31,31,1.0,,,,,,3,idle,,1,idle,,,,
d_ex_trainstation_03_64,d_ex_trainstation_03,Self,,,Locale_SuddenStory:d_ex_trainstation_03_64,False,,31,31,1.0,,,,,,3,idle,,1,idle,,,,
d_ex_trainstation_03_65,d_ex_trainstation_03,Speech,privaty,privaty,Locale_SuddenStory:d_ex_trainstation_03_65,True,,31,31,1.0,,,,,,3,idle,,1,idle,,,,
d_ex_trainstation_03_66,d_ex_trainstation_03,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_trainstation_03_66,True,,31,31,1.0,,,,,,3,idle,,1,idle,,,,
d_ex_trainstation_03_67,d_ex_trainstation_03,Speech,privaty,privaty,Locale_SuddenStory:d_ex_trainstation_03_67,True,,31,31,1.0,,,d_ex_trainstation_03_71,,,3,idle,,1,surprise,,,,
d_ex_trainstation_03_68,d_ex_trainstation_03,Speech,privaty,privaty,Locale_SuddenStory:d_ex_trainstation_03_68,True,,31,31,1.0,,,,,,3,idle,,1,idle,,,,
d_ex_trainstation_03_69,d_ex_trainstation_03,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_trainstation_03_69,True,,31,31,1.0,,,,,,3,idle,,1,idle,,,,
d_ex_trainstation_03_70,d_ex_trainstation_03,Speech,privaty,privaty,Locale_SuddenStory:d_ex_trainstation_03_70,True,,31,31,1.0,,,d_ex_trainstation_03_71,,,3,idle,,1,surprise,,,,
d_ex_trainstation_03_71,d_ex_trainstation_03,Narration,,,Locale_SuddenStory:d_ex_trainstation_03_71,False,,31,31,1.0,,,,,,3,idle,,1,idle,,,,
d_ex_trainstation_03_72,d_ex_trainstation_03,Speech,privaty,privaty,Locale_SuddenStory:d_ex_trainstation_03_72,True,,31,S_10,1.0,,none,,,,3,idle,,1,idle,,,,
d_ex_trainstation_03_73,d_ex_trainstation_03,Speech,privaty,privaty,Locale_SuddenStory:d_ex_trainstation_03_73,True,,S_10,S_10,1.0,,,,,,3,idle,,1,idle,,,,
d_ex_trainstation_03_74,d_ex_trainstation_03,Speech,privaty,privaty,Locale_SuddenStory:d_ex_trainstation_03_74,True,,S_10,S_10,1.0,,,,,,3,idle,,1,idle,,,,
d_ex_trainstation_03_75,d_ex_trainstation_03,Speech,privaty,privaty,Locale_SuddenStory:d_ex_trainstation_03_75,True,,S_10,S_10,1.0,,,,,,3,idle,,1,idle,,,,
d_ex_trainstation_03_76,d_ex_trainstation_03,Narration,,,Locale_SuddenStory:d_ex_trainstation_03_76,False,,S_10,S_10,1.0,,bgm_story_herecomestrouble,,Low_2,,3,idle,,1,idle,,,,
d_ex_trainstation_03_77,d_ex_trainstation_03,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_trainstation_03_77,True,,S_10,31,1.0,,,,,,3,angry,,1,surprise,,,,
d_ex_trainstation_03_78,d_ex_trainstation_03,Monologue,,,Locale_SuddenStory:d_ex_trainstation_03_78,False,,31,31,1.0,,,,,,3,angry,,1,surprise,,,,
d_ex_trainstation_03_79,d_ex_trainstation_03,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_trainstation_03_79,True,,31,31,1.0,,,,,,3,angry,,1,surprise,,,,
d_ex_trainstation_03_80,d_ex_trainstation_03,Speech,privaty,privaty,Locale_SuddenStory:d_ex_trainstation_03_80,True,,31,31,1.0,,,,,,3,angry,,1,surprise,,,,
d_ex_trainstation_03_81,d_ex_trainstation_03,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_trainstation_03_81,True,,31,31,1.0,,,,,,3,angry,,1,surprise,,,,
d_ex_trainstation_03_82,d_ex_trainstation_03,Narration,,,Locale_SuddenStory:d_ex_trainstation_03_82,False,,31,31,1.0,sfx_scn_autodooropen,,,,,3,angry,,1,surprise,,,,
d_ex_trainstation_03_83,d_ex_trainstation_03,Monologue,,,Locale_SuddenStory:d_ex_trainstation_03_83,False,,31,31,1.0,,,,,,3,angry,,1,idle,,,,
d_ex_trainstation_03_84,d_ex_trainstation_03,Monologue,,,Locale_SuddenStory:d_ex_trainstation_03_84,False,Station,31,113,1.0,,,,,,1,angry,,13,idle,,,,
d_ex_trainstation_03_85,d_ex_trainstation_03,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_trainstation_03_85,True,,113,113,1.0,,,,,,1,idle,,13,idle,,,,
d_ex_trainstation_03_86,d_ex_trainstation_03,Speech,privaty,privaty,Locale_SuddenStory:d_ex_trainstation_03_86,True,,113,113,1.0,,,,,,1,idle,,13,idle,soline,3,angry,
d_ex_trainstation_03_87,d_ex_trainstation_03,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_03_87,True,,3,3,1.0,,,,Low_2,,1,idle,,13,idle,,3,angry,
d_ex_trainstation_03_88,d_ex_trainstation_03,Self,,,Locale_SuddenStory:d_ex_trainstation_03_88,False,,3,3,1.0,,,,,,1,idle,,13,idle,,3,angry,
d_ex_trainstation_03_89,d_ex_trainstation_03,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_03_89,True,,3,S_30,1.0,,,,,,1,idle,,13,idle,,3,angry,
d_ex_trainstation_03_90,d_ex_trainstation_03,Self,,,Locale_SuddenStory:d_ex_trainstation_03_90,False,,S_30,S_30,1.0,,,,,,1,idle,,13,idle,,3,angry,
d_ex_trainstation_03_91,d_ex_trainstation_03,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_03_91,True,,S_30,S_30,1.0,,,,,,1,idle,,13,idle,,3,angry,
d_ex_trainstation_03_92,d_ex_trainstation_03,Speech,soline,soline,Locale_SuddenStory:d_ex_trainstation_03_92,True,,S_30,S_30,1.0,,,,,,1,idle,,13,idle,,3,angry,
d_ex_trainstation_03_93,d_ex_trainstation_03,Monologue,,,Locale_SuddenStory:d_ex_trainstation_03_93,False,,S_30,S_30,1.0,,none,,,,1,idle,,13,idle,,7,angry,soline
d_ex_trainstation_03_94,d_ex_trainstation_03,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_trainstation_03_94,True,,S_30,113,1.0,,,,,,1,idle,,13,idle,,,,
d_ex_trainstation_03_95,d_ex_trainstation_03,Speech,privaty,privaty,Locale_SuddenStory:d_ex_trainstation_03_95,True,,113,113,1.0,,,,,,1,idle,,13,idle,,,,
d_ex_trainstation_03_96,d_ex_trainstation_03,Monologue,,,Locale_SuddenStory:d_ex_trainstation_03_96,False,,113,113,1.0,,,,,,1,idle,,13,idle,,,,
