id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
d_main_28_02_13,d_main_28_02,Speech,anis,anis,Locale_MainScenario:d_main_28_02_13,True,,3,idle,,1,worry,,13,idle,,2,2,1.0,,,,,
d_main_28_02_14,d_main_28_02,Speech,rapi,rapi,Locale_MainScenario:d_main_28_02_14,True,,3,idle,,1,worry,,13,idle,,2,130,1.0,,,,,
d_main_28_02_15,d_main_28_02,Speech,rapi,rapi,Locale_MainScenario:d_main_28_02_15,True,,3,idle,,1,worry,,13,idle,,130,130,1.0,,,,,
d_main_28_02_16,d_main_28_02,Speech,rapi,rapi,Locale_MainScenario:d_main_28_02_16,True,,3,idle,,1,worry,,13,idle,,130,130,1.0,,,,,
d_main_28_02_17,d_main_28_02,Speech,rapi,rapi,Locale_MainScenario:d_main_28_02_17,True,,3,idle,,1,worry,,13,idle,,130,130,1.0,,,,,
d_main_28_02_18,d_main_28_02,Speech,rapi,rapi,Locale_MainScenario:d_main_28_02_18,True,,3,idle,,1,worry,,13,idle,,130,130,1.0,,,,,
d_main_28_02_19,d_main_28_02,Speech,neon,neon,Locale_MainScenario:d_main_28_02_19,True,,3,idle,,1,worry,,13,idle,,S_30,S_30,1.0,,,,,
d_main_28_02_20,d_main_28_02,Speech,neon,neon,Locale_MainScenario:d_main_28_02_20,True,,3,idle,,1,worry,,13,idle,,S_30,S_30,1.0,,,,,
d_main_28_02_21,d_main_28_02,Self,,,Locale_MainScenario:d_main_28_02_21,False,,3,idle,,1,worry,,13,idle,,S_30,S_30,1.0,,,,,
d_main_28_02_22,d_main_28_02,Speech,rapi,rapi,Locale_MainScenario:d_main_28_02_22,False,,3,idle,,1,worry,,13,think,,130,130,1.0,,,,,
d_main_28_02_23,d_main_28_02,Speech,rapi,rapi,Locale_MainScenario:d_main_28_02_23,True,,3,idle,,1,worry,,13,idle,,130,13,1.0,,,,,
d_main_28_02_24,d_main_28_02,Speech,rapi,rapi,Locale_MainScenario:d_main_28_02_24,True,,3,idle,,1,worry,,13,idle,,13,13,1.0,,,,,
d_main_28_02_25,d_main_28_02,Speech,anis,anis,Locale_MainScenario:d_main_28_02_25,True,,3,idle,,1,worry,,13,idle,,13,2,1.0,,,,,
d_main_28_02_26,d_main_28_02,Speech,anis,anis,Locale_MainScenario:d_main_28_02_26,True,,3,idle,,1,worry,,13,idle,,2,2,1.0,,,,,
d_main_28_02_27,d_main_28_02,Speech,neon,neon,Locale_MainScenario:d_main_28_02_27,True,,3,delight,,1,worry,,13,idle,,2,2,1.0,,,,,
d_main_28_02_28,d_main_28_02,Self,,,Locale_MainScenario:d_main_28_02_28,False,,3,delight,,1,worry,,13,idle,,2,2,1.0,,,,,
d_main_28_02_29,d_main_28_02,Speech,neon,neon,Locale_MainScenario:d_main_28_02_29,True,,3,surprise,,1,worry,,13,idle,,2,S_30,0.6,,,,,
d_main_28_02_30,d_main_28_02,Speech,neon,neon,Locale_MainScenario:d_main_28_02_30,True,,3,surprise,,1,worry,,13,idle,,S_30,S_30,1.0,,,,,
d_main_28_02_31,d_main_28_02,Speech,neon,neon,Locale_MainScenario:d_main_28_02_31,True,,3,worry,,1,worry,,13,idle,,S_30,S_30,1.0,,,,,
d_main_28_02_32,d_main_28_02,Self,,,Locale_MainScenario:d_main_28_02_32,False,,3,worry,,1,worry,,13,idle,,S_30,S_30,1.0,,,,,
d_main_28_02_33,d_main_28_02,Speech,anis,anis,Locale_MainScenario:d_main_28_02_33,True,,3,idle,,1,void,,13,idle,,12,12,1.0,,,,,
d_main_28_02_34,d_main_28_02,Speech,rapi,rapi,Locale_MainScenario:d_main_28_02_34,True,,3,idle,,1,void,,13,worry,,12,12,1.0,,,,,
d_main_28_02_35,d_main_28_02,Self,,,Locale_MainScenario:d_main_28_02_35,False,,3,idle,,1,void,,13,worry,,12,12,1.0,,,,,
d_main_28_02_36,d_main_28_02,Speech,rapi,rapi,Locale_MainScenario:d_main_28_02_36,False,,3,idle,,1,void,,13,think,,12,130,1.0,,,,,
d_main_28_02_37,d_main_28_02,Speech,rapi,rapi,Locale_MainScenario:d_main_28_02_37,True,,3,idle,,1,void,,13,idle,,130,130,1.0,,,,,
d_main_28_02_38,d_main_28_02,Speech,rapi,rapi,Locale_MainScenario:d_main_28_02_38,True,,3,idle,,1,void,,13,idle,,130,130,1.0,,,,,
d_main_28_02_39,d_main_28_02,Self,,,Locale_MainScenario:d_main_28_02_39,False,,3,idle,,1,void,,13,idle,,130,130,1.0,,,,,
d_main_28_02_40,d_main_28_02,Speech,anis,anis,Locale_MainScenario:d_main_28_02_40,False,,3,idle,,1,void,,13,idle,,2,2,1.0,,,,,
d_main_28_02_41,d_main_28_02,Speech,neon,neon,Locale_MainScenario:d_main_28_02_41,False,,3,idle,,1,void,,13,idle,,2,2,1.0,,,,,
d_main_28_02_42,d_main_28_02,Self,,,Locale_MainScenario:d_main_28_02_42,False,,3,idle,,1,void,,13,idle,,2,2,1.0,,,,,
d_main_28_02_43,d_main_28_02,Self,,,Locale_MainScenario:d_main_28_02_43,False,,3,idle,,1,void,,13,idle,,2,2,1.0,,,,,
d_main_28_02_44,d_main_28_02,Self,,,Locale_MainScenario:d_main_28_02_44,False,,3,idle,,1,void,,13,idle,,2,2,1.0,,,,,
d_main_28_02_45,d_main_28_02,Speech,anis,anis,Locale_MainScenario:d_main_28_02_45,True,,3,idle,,1,worry,,13,idle,,2,2,1.0,,,,,
d_main_28_02_46,d_main_28_02,Self,,,Locale_MainScenario:d_main_28_02_46,False,,3,idle,,1,worry,,13,idle,,2,2,1.0,,,,,
d_main_28_02_47,d_main_28_02,Self,,,Locale_MainScenario:d_main_28_02_47,False,,3,idle,,1,void,,13,idle,,2,2,1.0,,,,,
d_main_28_02_48,d_main_28_02,Self,,,Locale_MainScenario:d_main_28_02_48,False,,3,idle,,1,void,,13,idle,,2,2,1.0,,,,,
d_main_28_02_49,d_main_28_02,Self,,,Locale_MainScenario:d_main_28_02_49,False,,3,idle,,1,void,,13,idle,,2,2,1.0,,,,,
d_main_28_02_50,d_main_28_02,Speech,neon,neon,Locale_MainScenario:d_main_28_02_50,True,,3,delight,,1,void,,13,idle,,2,2,1.0,,,,,
d_main_28_02_51,d_main_28_02,Speech,neon,neon,Locale_MainScenario:d_main_28_02_51,True,,3,delight,,1,void,,13,idle,,2,2,1.0,,,,,
d_main_28_02_52,d_main_28_02,Self,,,Locale_MainScenario:d_main_28_02_52,False,,3,delight,,1,void,,13,idle,,2,2,1.0,,,,,
d_main_28_02_53,d_main_28_02,Speech,neon,neon,Locale_MainScenario:d_main_28_02_53,True,,3,worry,,1,void,,13,idle,,2,2,1.0,,,,,
d_main_28_02_54,d_main_28_02,Self,,,Locale_MainScenario:d_main_28_02_54,False,,3,worry,,1,void,,13,idle,,2,2,1.0,,,,,
d_main_28_02_55,d_main_28_02,Self,,,Locale_MainScenario:d_main_28_02_55,False,,3,idle,,1,void,,13,idle,,2,2,1.0,,,,,
d_main_28_02_56,d_main_28_02,Self,,,Locale_MainScenario:d_main_28_02_56,False,,3,idle,,1,void,,13,idle,,2,2,1.0,,,,,
d_main_28_02_57,d_main_28_02,Speech,rapi,rapi,Locale_MainScenario:d_main_28_02_57,True,,3,idle,,1,void,,13,idle,,130,130,1.0,,,,,
d_main_28_02_58,d_main_28_02,Speech,anis,anis,Locale_MainScenario:d_main_28_02_58,True,,3,idle,,1,sad,,13,idle,,130,10,1.0,,,,,
d_main_28_02_59,d_main_28_02,Speech,anis,anis,Locale_MainScenario:d_main_28_02_59,True,,3,idle,,1,sad,,13,idle,,10,10,1.0,,,,,
d_main_28_02_60,d_main_28_02,Speech,anis,anis,Locale_MainScenario:d_main_28_02_60,True,,3,idle,,1,sad,,13,idle,,10,10,1.0,,,,,
d_main_28_02_61,d_main_28_02,Speech,anis,anis,Locale_MainScenario:d_main_28_02_61,False,,3,idle,,1,worry,,13,idle,,10,1,1.0,,,,,
d_main_28_02_62,d_main_28_02,Speech,anis,anis,Locale_MainScenario:d_main_28_02_62,True,,3,idle,,1,void,,13,idle,,1,1,1.0,,,,,
d_main_28_02_63,d_main_28_02,Speech,anis,anis,Locale_MainScenario:d_main_28_02_63,True,,3,idle,,1,delight,,13,idle,,1,1,1.0,,,,,
d_main_28_02_64,d_main_28_02,Speech,neon,neon,Locale_MainScenario:d_main_28_02_64,True,,3,worry,,1,delight,,13,idle,,1,2,1.0,,,,,
d_main_28_02_65,d_main_28_02,Self,,,Locale_MainScenario:d_main_28_02_65,False,,3,worry,,1,delight,,13,idle,,2,2,1.0,,,,,
d_main_28_02_66,d_main_28_02,Self,,,Locale_MainScenario:d_main_28_02_66,False,,3,worry,,1,delight,,13,idle,,2,2,1.0,,,,,
d_main_28_02_67,d_main_28_02,Speech,neon,neon,Locale_MainScenario:d_main_28_02_67,True,,3,surprise,,1,void,,13,idle,,2,S_30,0.6,,,,,
d_main_28_02_68,d_main_28_02,Speech,neon,neon,Locale_MainScenario:d_main_28_02_68,True,,3,no,,1,void,,13,idle,,S_30,S_30,1.0,,,,,
d_main_28_02_69,d_main_28_02,Speech,rapi,rapi,Locale_MainScenario:d_main_28_02_69,True,,3,no,,1,void,,13,idle,,130,130,1.0,,shifty,OP_leftup,worry,
d_main_28_02_70,d_main_28_02,Speech,shifty,shifty,Locale_MainScenario:d_main_28_02_70,True,,3,idle,,1,void,,13,idle,,130,130,1.0,,,OP_leftup,worry,
d_main_28_02_71,d_main_28_02,Speech,shifty,shifty,Locale_MainScenario:d_main_28_02_71,True,,3,idle,,1,void,,13,idle,,130,130,1.0,,,OP_leftup,worry,
d_main_28_02_72,d_main_28_02,Speech,shifty,shifty,Locale_MainScenario:d_main_28_02_72,True,,3,idle,,1,void,,13,idle,,130,130,1.0,,,OP_leftup,worry,
d_main_28_02_73,d_main_28_02,Speech,shifty,shifty,Locale_MainScenario:d_main_28_02_73,True,,3,idle,,1,void,,13,idle,,130,130,1.0,,,OP_leftup,worry,
d_main_28_02_74,d_main_28_02,Speech,rapi,rapi,Locale_MainScenario:d_main_28_02_74,True,,3,idle,,1,void,,13,idle,,130,130,1.0,,,OP_leftup,worry,
d_main_28_02_75,d_main_28_02,Speech,shifty,shifty,Locale_MainScenario:d_main_28_02_75,True,,3,idle,,1,void,,13,idle,,130,130,1.0,,,OP_leftup,idle,
d_main_28_02_76,d_main_28_02,Speech,shifty,shifty,Locale_MainScenario:d_main_28_02_76,True,,3,idle,,1,void,,13,idle,,130,130,1.0,,,OP_leftup,idle,
d_main_28_02_77,d_main_28_02,Speech,shifty,shifty,Locale_MainScenario:d_main_28_02_77,True,,3,idle,,1,void,,13,idle,,130,130,1.0,,,OP_leftup,idle,
d_main_28_02_78,d_main_28_02,Self,,,Locale_MainScenario:d_main_28_02_78,False,,3,idle,,1,void,,13,idle,,130,130,1.0,,,OP_leftup,idle,
d_main_28_02_79,d_main_28_02,Speech,anis,anis,Locale_MainScenario:d_main_28_02_79,False,,3,idle,,1,worry,,13,idle,,130,12,1.0,,,OP_leftup,idle,shifty
d_main_28_02_80,d_main_28_02,Speech,rapi,rapi,Locale_MainScenario:d_main_28_02_80,True,,3,idle,,1,worry,,13,idle,,12,12,1.0,,,,,
d_main_28_02_81,d_main_28_02,Speech,anis,anis,Locale_MainScenario:d_main_28_02_81,True,,3,idle,,1,void,,13,idle,,12,12,1.0,,,,,
d_main_28_02_82,d_main_28_02,Speech,rapi,rapi,Locale_MainScenario:d_main_28_02_82,True,,3,idle,,1,void,,13,idle,,12,12,1.0,,,,,
d_main_28_02_83,d_main_28_02,Speech,rapi,rapi,Locale_MainScenario:d_main_28_02_83,True,,3,idle,,1,void,,13,idle,,12,12,1.0,,,,,
d_main_28_02_84,d_main_28_02,Speech,anis,anis,Locale_MainScenario:d_main_28_02_84,True,,3,idle,,1,worry,,13,idle,,12,12,1.0,,,,,
d_main_28_02_85,d_main_28_02,Speech,rapi,rapi,Locale_MainScenario:d_main_28_02_85,True,,3,idle,,1,worry,,13,idle,,12,12,1.0,,,,,
d_main_28_02_86,d_main_28_02,Speech,rapi,rapi,Locale_MainScenario:d_main_28_02_86,True,,3,idle,,1,worry,,13,idle,,12,12,1.0,,,,,
d_main_28_02_87,d_main_28_02,Speech,rapi,rapi,Locale_MainScenario:d_main_28_02_87,True,,3,idle,,1,worry,,13,idle,,12,12,1.0,,,,,
d_main_28_02_88,d_main_28_02,Speech,anis,anis,Locale_MainScenario:d_main_28_02_88,True,,3,idle,,1,void,,13,idle,,12,12,1.0,,,,,
d_main_28_02_89,d_main_28_02,Speech,anis,anis,Locale_MainScenario:d_main_28_02_89,True,,3,idle,,1,void,,13,idle,,12,12,1.0,,,,,
d_main_28_02_90,d_main_28_02,Speech,rapi,rapi,Locale_MainScenario:d_main_28_02_90,True,,3,idle,,1,void,,13,delight,,12,130,1.5,,,,,
