id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,set_camera_shake
d_main_35_01_11,d_main_35_01,Self,drake,,Locale_MainScenario:d_main_35_01_11,False,,5,idle,,3,angry,,1,idle_02,,13,idle,,17,idle,,19,idle,,30,30,1.0,,,
d_main_35_01_12,d_main_35_01,Speech,drake,drake,Locale_MainScenario:d_main_35_01_12,True,,5,idle,,3,angry,,1,idle_02,,13,idle,,17,idle,,19,idle,,30,30,1.0,,,
d_main_35_01_13,d_main_35_01,Self,drake,,Locale_MainScenario:d_main_35_01_13,False,,5,idle,,3,angry,,1,idle_02,,13,idle,,17,idle,,19,idle,,30,30,1.0,,,
d_main_35_01_14,d_main_35_01,Speech,drake,drake,Locale_MainScenario:d_main_35_01_14,True,,5,idle,,3,no,,1,idle_02,,13,idle,,17,idle,,19,idle,,30,3,1.0,,,
d_main_35_01_15,d_main_35_01,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_01_15,True,,5,idle,,3,no,,1,idle,,13,idle,,17,idle,,19,idle,,3,12,1.0,,,
d_main_35_01_16,d_main_35_01,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_01_16,True,,5,idle,,3,no,,1,idle,,13,idle,,17,idle,,19,idle,,12,12,1.0,,,
d_main_35_01_17,d_main_35_01,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_01_17,True,,5,idle,,3,no,,1,idle,,13,idle,,17,idle,,19,idle,,12,12,1.0,,,
d_main_35_01_18,d_main_35_01,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_01_18,True,,5,idle,,3,no,,1,idle,,13,idle,,17,idle,,19,idle,,12,12,1.0,,,
d_main_35_01_19,d_main_35_01,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_01_19,True,,5,idle,,3,no,,1,idle,,13,idle,,17,idle,,19,idle,,12,12,1.0,,,
d_main_35_01_20,d_main_35_01,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_01_20,True,,5,idle,,3,no,,1,sad,,13,idle,,17,idle,,19,idle,,12,12,1.0,,,
d_main_35_01_21,d_main_35_01,Speech,laplace,laplace,Locale_MainScenario:d_main_35_01_21,True,,5,idle,,3,delight,,1,sad,,13,idle,,17,idle,,19,idle,,5,S_50,0.7,,,
d_main_35_01_22,d_main_35_01,Speech,drake,drake,Locale_MainScenario:d_main_35_01_22,True,,5,idle,,3,delight,,1,sad,,13,idle,,17,idle,,19,idle,,3,30,0.7,,,
d_main_35_01_23,d_main_35_01,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_01_23,True,,5,idle,,3,delight,,1,angry,,13,idle,,17,angry,,19,idle,,30,10,1.0,,,
d_main_35_01_24,d_main_35_01,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_01_24,False,,5,idle,,3,idle,,1,angry,,13,idle,,17,angry,,19,idle,,18,18,1.0,,,
d_main_35_01_25,d_main_35_01,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_01_25,False,,5,idle,,3,idle,,1,angry,,13,idle,,17,angry,,19,idle,,18,18,1.0,,,
d_main_35_01_26,d_main_35_01,Self,grave_p,,Locale_MainScenario:d_main_35_01_26,False,,5,idle,,3,idle,,1,angry,,13,idle,,17,angry,,19,idle,,18,18,1.0,,,
d_main_35_01_27,d_main_35_01,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_01_27,True,,5,idle,,3,idle,,1,idle,,13,idle,,17,angry,,19,idle,,18,18,1.0,,,
d_main_35_01_28,d_main_35_01,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_01_28,True,,5,idle,,3,idle,,1,idle,,13,idle,,17,angry,,19,idle,,18,18,1.0,,,
d_main_35_01_29,d_main_35_01,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_01_29,True,,5,idle,,3,idle,,1,idle,,13,idle,,17,angry,,19,idle,,18,18,1.0,,,
d_main_35_01_30,d_main_35_01,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_01_30,True,,5,idle,,3,idle,,1,idle,,13,idle,,17,angry,,19,pain,,18,18,1.0,,,
d_main_35_01_31,d_main_35_01,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_01_31,True,,5,idle,,3,idle,,1,idle,,13,idle,,17,angry,,19,pain,,18,18,1.0,,,
d_main_35_01_32,d_main_35_01,Self,grave_p,,Locale_MainScenario:d_main_35_01_32,False,,5,idle,,3,idle,,1,idle,,13,idle,,17,angry,,19,pain,,18,18,1.0,,,
d_main_35_01_33,d_main_35_01,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_01_33,True,,5,idle,,3,idle,,1,idle,,13,idle,,17,idle,,19,idle,,18,S_170,1.0,,,
d_main_35_01_34,d_main_35_01,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_01_34,True,,5,idle,,3,idle,,1,idle,,13,idle,,17,idle,,19,idle,,S_170,S_170,1.0,,,
d_main_35_01_35,d_main_35_01,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_01_35,True,,5,idle,,3,idle,,1,idle,,13,idle,,17,idle,,19,idle,,S_170,S_170,1.0,,,
d_main_35_01_36,d_main_35_01,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_01_36,True,,5,idle,,3,idle,,1,idle,,13,idle,,17,idle,,19,idle,,S_170,S_170,1.0,,,
d_main_35_01_37,d_main_35_01,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_01_37,False,,5,idle,,3,idle,,1,idle,,13,idle,,17,idle,,19,idle,,S_170,17,1.0,none,,
d_main_35_01_38,d_main_35_01,Narration,cinderella,,Locale_MainScenario:d_main_35_01_38,False,,3,no,,1,no,,13,idle_02,,15,idle,,7,idle,,5,idle,CountryVillage_d,black,black,1.0,bgm_story_beforethenextstep,black,
d_main_35_01_39,d_main_35_01,Self,laplace,,Locale_MainScenario:d_main_35_01_39,False,,3,no,,1,no,,13,idle_02,,15,idle,,7,idle,,5,idle,,2,2,1.0,,,
d_main_35_01_40,d_main_35_01,Self,laplace,,Locale_MainScenario:d_main_35_01_40,False,,3,no,,1,no,,13,idle_02,,15,idle,,7,idle,,5,idle,,2,2,1.0,,,
d_main_35_01_41,d_main_35_01,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_01_41,True,,3,no,,1,no,,13,idle_02,,15,idle,,7,idle,,5,idle,,2,6,1.5,,,
d_main_35_01_42,d_main_35_01,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_01_42,True,,3,no,,1,no,,13,idle_02,,15,idle,,7,idle,,5,idle,,6,6,1.0,,,
d_main_35_01_43,d_main_35_01,Speech,laplace,laplace,Locale_MainScenario:d_main_35_01_43,False,,3,no,,1,no,,13,idle_02,,15,idle,,7,idle,,5,idle,,S_30,S_30,1.0,,,
d_main_35_01_44,d_main_35_01,Speech,drake,drake,Locale_MainScenario:d_main_35_01_44,False,,3,no,,1,no,,13,idle_02,,15,idle,,7,idle,,5,idle,,S_30,10,1.0,,,
d_main_35_01_45,d_main_35_01,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_01_45,False,,3,no,,1,no,,13,idle_02,,15,idle,,7,idle,,5,idle,,10,130,1.0,,,
d_main_35_01_46,d_main_35_01,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_01_46,False,,3,no,,1,no,,13,idle_02,,15,idle,,7,surprise,,5,idle,,7,7,1.0,,,
d_main_35_01_47,d_main_35_01,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_01_47,True,,3,no,,1,no,,13,idle_02,,15,idle,,7,surprise,,5,idle,,7,7,1.0,,,
d_main_35_01_48,d_main_35_01,Speech,laplace,laplace,Locale_MainScenario:d_main_35_01_48,True,,3,idle,,1,no,,13,idle_02,,15,idle,,7,surprise,,5,idle,,3,3,1.0,event_bgm_laplace,,
d_main_35_01_49,d_main_35_01,Speech,laplace,laplace,Locale_MainScenario:d_main_35_01_49,True,,3,idle,,1,no,,13,idle_02,,15,idle,,7,surprise,,5,idle,,3,3,1.0,,,
d_main_35_01_50,d_main_35_01,Speech,laplace,laplace,Locale_MainScenario:d_main_35_01_50,True,,3,delight,,1,no,,13,idle_02,,15,idle,,7,surprise,,5,idle,,3,3,1.0,,,
d_main_35_01_51,d_main_35_01,Speech,laplace,laplace,Locale_MainScenario:d_main_35_01_51,True,,3,delight,,1,no,,13,idle_02,,15,idle,,7,surprise,,5,idle,,3,S_30,0.7,,,Low_2
d_main_35_01_52,d_main_35_01,Speech,laplace,laplace,Locale_MainScenario:d_main_35_01_52,True,,3,delight,,1,no,,13,idle_02,,15,idle,,7,surprise,,5,idle,,S_30,S_300,0.7,,,Low_2
d_main_35_01_53,d_main_35_01,Speech,laplace,laplace,Locale_MainScenario:d_main_35_01_53,True,,3,delight,,1,no,,13,idle_02,,15,idle,,7,surprise,,5,idle,,S_300,S_300,1.0,,,
d_main_35_01_54,d_main_35_01,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_01_54,True,,3,delight,,1,no,,13,idle_02,,15,idle,,7,surprise,,5,idle,,7,7,1.0,,,
d_main_35_01_55,d_main_35_01,Speech,laplace,laplace,Locale_MainScenario:d_main_35_01_55,True,,3,idle,,1,no,,13,idle_02,,15,idle,,7,surprise,,5,idle,,S_300,S_300,1.0,,,
d_main_35_01_56,d_main_35_01,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_01_56,True,,3,idle,,1,no,,13,angry,,15,idle,,7,surprise,,5,idle,,130,130,1.0,,,
d_main_35_01_57,d_main_35_01,Speech,laplace,laplace,Locale_MainScenario:d_main_35_01_57,True,,3,idle,,1,no,,13,angry,,15,idle,,7,surprise,,5,idle,,S_300,S_300,1.0,,,
d_main_35_01_58,d_main_35_01,Speech,laplace,laplace,Locale_MainScenario:d_main_35_01_58,True,,3,idle,,1,no,,13,angry,,15,idle,,7,surprise,,5,idle,,S_300,S_300,1.0,,,
d_main_35_01_59,d_main_35_01,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_01_59,False,,3,idle,,1,no,,13,angry,,15,idle,,7,angry,,5,idle,,7,7,1.0,,,
d_main_35_01_60,d_main_35_01,Speech,drake,drake,Locale_MainScenario:d_main_35_01_60,True,,3,idle,,1,angry,,13,angry,,15,idle,,7,angry,,5,idle,,1,1,1.0,,,
d_main_35_01_61,d_main_35_01,Speech,drake,drake,Locale_MainScenario:d_main_35_01_61,True,,3,idle,,1,angry,,13,angry,,15,idle,,7,angry,,5,idle,,1,1,1.0,,,
d_main_35_01_62,d_main_35_01,Speech,drake,drake,Locale_MainScenario:d_main_35_01_62,True,,3,idle,,1,angry,,13,angry,,15,idle,,7,angry,,5,idle,,1,1,1.0,,,
d_main_35_01_63,d_main_35_01,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_01_63,True,,3,idle,,1,angry,,13,angry,,15,idle,,7,angry,,5,idle,,5,5,1.0,,,
d_main_35_01_64,d_main_35_01,Speech,drake,drake,Locale_MainScenario:d_main_35_01_64,True,,3,idle,,1,angry,,13,angry,,15,idle,,7,angry,,5,idle,,1,1,1.0,,,
d_main_35_01_65,d_main_35_01,Speech,drake,drake,Locale_MainScenario:d_main_35_01_65,True,,3,idle,,1,angry,,13,angry,,15,idle,,7,angry,,5,idle,,1,1,1.0,,,
d_main_35_01_66,d_main_35_01,Speech,drake,drake,Locale_MainScenario:d_main_35_01_66,True,,3,idle,,1,angry,,13,angry,,15,idle,,7,angry,,5,idle,,1,1,1.0,,,
d_main_35_01_67,d_main_35_01,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_01_67,True,,3,idle,,1,angry,,13,angry,,15,idle,,7,angry,,5,idle,,5,5,1.0,,,
d_main_35_01_68,d_main_35_01,Speech,drake,drake,Locale_MainScenario:d_main_35_01_68,True,,3,idle,,1,idle,,13,angry,,15,idle,,7,angry,,5,idle,,1,1,1.0,,,
d_main_35_01_69,d_main_35_01,Speech,drake,drake,Locale_MainScenario:d_main_35_01_69,True,,3,idle,,1,idle,,13,angry,,15,idle,,7,angry,,5,idle,,1,1,1.0,,,
d_main_35_01_70,d_main_35_01,Speech,drake,drake,Locale_MainScenario:d_main_35_01_70,True,,3,idle,,1,idle,,13,angry,,15,idle,,7,angry,,5,idle,,1,1,1.0,,,
d_main_35_01_71,d_main_35_01,Speech,drake,drake,Locale_MainScenario:d_main_35_01_71,True,,3,idle,,1,delight,,13,angry,,15,idle,,7,angry,,5,idle,,1,10,0.7,,,Low_2
d_main_35_01_72,d_main_35_01,Speech,drake,drake,Locale_MainScenario:d_main_35_01_72,True,,3,idle,,1,delight,,13,angry,,15,idle,,7,angry,,5,idle,,10,100,0.7,,,Low_2
d_main_35_01_73,d_main_35_01,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_01_73,False,,3,idle,,1,delight,,13,angry,,15,idle,,7,angry,,5,angry,,5,5,1.0,,,
d_main_35_01_74,d_main_35_01,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_01_74,True,,3,idle,,1,delight,,13,angry,,15,idle,,7,angry,,5,angry,,5,5,1.0,,,
d_main_35_01_75,d_main_35_01,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_01_75,True,,3,idle,,1,delight,,13,sad,,15,idle,,7,angry,,5,angry,,14,14,1.0,,,
d_main_35_01_76,d_main_35_01,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_01_76,True,,3,idle,,1,delight,,13,sad,,15,idle,,7,angry,,5,angry,,14,14,1.0,,,
d_main_35_01_77,d_main_35_01,Speech,laplace,laplace,Locale_MainScenario:d_main_35_01_77,True,,3,idle,,1,delight,,13,sad,,15,idle,,7,angry,,5,angry,,S_300,S_300,1.0,,,
d_main_35_01_78,d_main_35_01,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_01_78,False,,3,idle,,1,delight,,13,sad,,15,idle,,7,angry,,5,angry,,7,7,1.0,,,
d_main_35_01_79,d_main_35_01,Speech,drake,drake,Locale_MainScenario:d_main_35_01_79,True,,3,idle,,1,delight,,13,sad,,15,idle,,7,angry,,5,angry,,100,100,1.0,,,
d_main_35_01_80,d_main_35_01,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_01_80,False,,3,idle,,1,delight,,13,sad,,15,idle,,7,angry,,5,pain,,5,5,1.0,,,
d_main_35_01_81,d_main_35_01,Self,grave_p,,Locale_MainScenario:d_main_35_01_81,False,,3,idle,,1,delight,,13,sad,,15,idle,,7,angry,,5,pain,,5,5,1.0,,,
d_main_35_01_82,d_main_35_01,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_01_82,True,,3,idle,,1,delight,,13,angry,,15,idle,,7,angry,,5,pain,,13,130,0.7,,,Low_2
d_main_35_01_83,d_main_35_01,Speech,laplace,laplace,Locale_MainScenario:d_main_35_01_83,False,,3,think,,1,no,,13,angry,,15,idle,,7,angry,,5,idle,,2,2,1.0,,,
d_main_35_01_84,d_main_35_01,Speech,drake,drake,Locale_MainScenario:d_main_35_01_84,False,,3,think,,1,no,,13,angry,,15,idle,,7,angry,,5,idle,,2,2,1.0,,,
d_main_35_01_85,d_main_35_01,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_01_85,True,,3,think,,1,no,,13,angry,,15,idle,,7,angry,,5,idle,,130,130,1.0,,,
d_main_35_01_86,d_main_35_01,Speech,laplace,laplace,Locale_MainScenario:d_main_35_01_86,True,,3,shy,,1,no,,13,angry,,15,idle,,7,angry,,5,idle,,2,2,1.0,,,
d_main_35_01_87,d_main_35_01,Speech,drake,drake,Locale_MainScenario:d_main_35_01_87,True,,3,shy,,1,angry,,13,angry,,15,idle,,7,angry,,5,idle,,2,2,1.0,,,
d_main_35_01_88,d_main_35_01,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_01_88,True,,3,shy,,1,angry,,13,angry,,15,idle,,7,angry,,5,idle,,130,130,1.0,,,
d_main_35_01_89,d_main_35_01,Monologue,maxwell,,Locale_MainScenario:d_main_35_01_89,False,,1,shy,,3,angry,,13,angry,,15,idle,,7,angry,,5,idle,,black,black,1.0,,,
d_main_35_01_90,d_main_35_01,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_01_90,True,,1,shy,,3,no,,13,sad,,15,idle,,7,angry,,5,idle,,130,130,1.0,,,
d_main_35_01_91,d_main_35_01,Speech,laplace,laplace,Locale_MainScenario:d_main_35_01_91,True,,1,shy,,3,no,,13,sad,,15,idle,,7,angry,,5,idle,,130,2,1.0,,,
d_main_35_01_92,d_main_35_01,Speech,drake,drake,Locale_MainScenario:d_main_35_01_92,False,,1,shy,,3,no,,13,sad,,15,idle,,7,angry,,5,idle,,2,2,1.0,,,
d_main_35_01_93,d_main_35_01,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_01_93,True,,1,shy,,3,no,,13,angry,,15,idle,,7,angry,,5,idle,,130,130,1.0,,,
d_main_35_01_94,d_main_35_01,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_01_94,True,,1,shy,,3,no,,13,angry,,15,idle,,7,angry,,5,idle,,130,130,1.0,,,
d_main_35_01_95,d_main_35_01,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_01_95,True,,1,shy,,3,no,,13,angry,,15,think,,7,angry,,5,idle,,130,150,1.0,,,
d_main_35_01_96,d_main_35_01,Monologue,cinderella,,Locale_MainScenario:d_main_35_01_96,False,,1,shy,,3,no,,13,angry,,15,think,,7,angry,,5,idle,,7,S_70,1.5,,,
d_main_35_01_97,d_main_35_01,Monologue,cinderella,,Locale_MainScenario:d_main_35_01_97,False,,1,shy,,3,no,,13,angry,,15,think,,7,angry,,5,idle,,S_70,S_70,1.0,,,
d_main_35_01_98,d_main_35_01,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_01_98,True,,1,shy,,3,no,,13,angry,,15,idle,,7,angry,,5,idle,,150,150,1.0,,,
d_main_35_01_99,d_main_35_01,Speech,laplace,laplace,Locale_MainScenario:d_main_35_01_99,True,,1,angry,,3,no,,13,angry,,15,idle,,7,angry,,5,idle,,1,S_10,0.7,,,
d_main_35_01_100,d_main_35_01,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_01_100,True,,1,angry,,3,no,,13,angry,,15,idle,,7,angry,,5,idle,,S_70,S_70,1.0,,,
d_main_35_01_101,d_main_35_01,Speech,drake,drake,Locale_MainScenario:d_main_35_01_101,True,,1,angry,,3,angry,,13,angry,,15,idle,,7,angry,,5,idle,,3,30,0.7,,,
d_main_35_01_102,d_main_35_01,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_01_102,True,,1,angry,,3,angry,,13,angry,,15,idle,,7,angry,,5,angry,,L_50,L_50,1.0,,,
d_main_35_01_103,d_main_35_01,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_01_103,True,,1,angry,,3,angry,,13,sad,,15,idle,,7,angry,,5,angry,,130,130,1.0,,,
d_main_35_01_104,d_main_35_01,Speech,laplace,laplace,Locale_MainScenario:d_main_35_01_104,True,,1,shy,,3,angry,,13,sad,,15,idle,,7,angry,,5,angry,,2,2,1.0,,,
d_main_35_01_105,d_main_35_01,Speech,drake,drake,Locale_MainScenario:d_main_35_01_105,True,,1,shy,,3,angry,,13,sad,,15,idle,,7,angry,,5,angry,,2,2,1.0,,,
d_main_35_01_106,d_main_35_01,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_01_106,True,,1,shy,,3,angry,,13,idle_02,,15,idle,,7,angry,,5,angry,,130,130,1.0,,,
d_main_35_01_107,d_main_35_01,Speech,laplace,laplace,Locale_MainScenario:d_main_35_01_107,False,,1,shy,,3,angry,,13,idle_02,,15,idle,,7,angry,,5,angry,,1,S_10,0.7,,,Low_2
d_main_35_01_108,d_main_35_01,Speech,laplace,laplace,Locale_MainScenario:d_main_35_01_108,True,,1,shy,,3,angry,,13,idle_02,,15,idle,,7,angry,,5,angry,,S_10,S_10,1.0,,,
d_main_35_01_109,d_main_35_01,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_01_109,True,,1,shy,,3,angry,,13,idle_02,,15,idle,,7,angry,,5,angry,,130,130,1.0,,,
d_main_35_01_110,d_main_35_01,Speech,drake,drake,Locale_MainScenario:d_main_35_01_110,False,,1,shy,,3,angry,,13,idle_02,,15,idle,,7,angry,,5,angry,,3,30,0.7,,,Low_2
d_main_35_01_111,d_main_35_01,Speech,drake,drake,Locale_MainScenario:d_main_35_01_111,True,,1,shy,,3,angry,,13,idle_02,,15,idle,,7,angry,,5,angry,,30,30,1.0,,,
d_main_35_01_112,d_main_35_01,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_01_112,True,,1,shy,,3,angry,,13,angry,,15,idle,,7,angry,,5,angry,,130,130,1.0,,,
d_main_35_01_113,d_main_35_01,Speech,drake,drake,Locale_MainScenario:d_main_35_01_113,True,,1,sad,,3,no,,13,angry,,15,idle,,7,angry,,5,angry,,2,2,1.0,,,
d_main_35_01_114,d_main_35_01,Speech,laplace,laplace,Locale_MainScenario:d_main_35_01_114,True,,1,sad,,3,no,,13,angry,,15,idle,,7,angry,,5,angry,,2,2,1.0,,,
d_main_35_01_115,d_main_35_01,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_01_115,True,,1,sad,,3,no,,13,idle,,15,idle,,7,angry,,5,angry,,130,13,1.0,,,
d_main_35_01_116,d_main_35_01,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_01_116,False,,1,sad,,3,no,,13,idle,,15,idle,,7,angry,,5,pain,,6,6,1.0,,,
d_main_35_01_117,d_main_35_01,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_01_117,False,,1,sad,,3,no,,13,idle,,15,idle,,7,angry,,5,pain,,6,6,1.0,,,
d_main_35_01_118,d_main_35_01,Self,grave_p,,Locale_MainScenario:d_main_35_01_118,False,,1,sad,,3,no,,13,idle,,15,idle,,7,angry,,5,pain,,6,6,1.0,,,
d_main_35_01_119,d_main_35_01,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_01_119,True,,1,sad,,3,no,,13,idle,,15,idle,,7,idle,,5,pain,,6,6,1.0,,,
d_main_35_01_120,d_main_35_01,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_01_120,True,,1,sad,,3,no,,13,idle,,15,idle,,7,idle,,5,idle,,6,6,1.0,,,
d_main_35_01_121,d_main_35_01,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_01_121,True,,1,sad,,3,no,,13,idle,,15,delight,,7,idle,,5,idle,,150,150,1.0,,,
d_main_35_01_122,d_main_35_01,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_01_122,True,,1,sad,,3,no,,13,idle_02,,15,delight,,7,idle,,5,idle,,150,150,1.0,,,
d_main_35_01_123,d_main_35_01,Speech,laplace,laplace,Locale_MainScenario:d_main_35_01_123,True,,1,idle,,3,no,,13,idle_02,,15,delight,,7,idle,,5,idle,,12,12,1.0,,,
d_main_35_01_124,d_main_35_01,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_01_124,True,,1,idle,,3,no,,13,idle_02,,15,delight,,7,idle,,5,idle,,12,12,1.0,,,
d_main_35_01_125,d_main_35_01,Speech,laplace,laplace,Locale_MainScenario:d_main_35_01_125,True,,1,idle,,3,no,,13,idle_02,,15,delight,,7,idle,,5,idle,,12,12,1.0,,,
d_main_35_01_126,d_main_35_01,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_01_126,True,,1,idle,,3,no,,13,sad,,15,delight,,7,idle,,5,idle,,12,12,1.0,,,
d_main_35_01_127,d_main_35_01,Speech,laplace,laplace,Locale_MainScenario:d_main_35_01_127,True,,1,delight,,3,idle,,13,sad,,15,delight,,7,idle,,5,idle,,12,2,1.0,,,
d_main_35_01_128,d_main_35_01,Speech,drake,drake,Locale_MainScenario:d_main_35_01_128,True,,1,delight,,3,idle,,13,sad,,15,delight,,7,idle,,5,idle,,2,2,1.0,,,
d_main_35_01_129,d_main_35_01,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_01_129,False,,1,idle,,3,idle,,1,idle,,13,idle,,17,idle,,19,idle,Bog,black,black,1.0,,black,
d_main_35_01_130,d_main_35_01,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_01_130,True,,5,idle,,3,idle,,1,idle,,13,idle,,17,idle,,19,idle,,18,18,1.0,,,
d_main_35_01_131,d_main_35_01,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_01_131,True,,5,idle,,3,idle,,1,idle,,13,idle,,17,idle,,19,idle,,18,18,1.0,,,
