id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_ex_toyshop_11_26,d_ex_toyshop_11,Speech,sora,Locale_SuddenStory:d_ex_toyshop_11_26,True,,10,10,1.0,,,sora,,,1,idle,,13,idle,
d_ex_toyshop_11_27,d_ex_toyshop_11,Speech,sora,Locale_SuddenStory:d_ex_toyshop_11_27,True,,10,10,1.0,,,sora,,,1,idle,,13,idle,
d_ex_toyshop_11_28,d_ex_toyshop_11,Speech,mica,Locale_SuddenStory:d_ex_toyshop_11_28,True,,10,XS_130,1.0,,,mica,,,1,idle,,13,delight,
d_ex_toyshop_11_29,d_ex_toyshop_11,Speech,mica,Locale_SuddenStory:d_ex_toyshop_11_29,True,,XS_130,XS_130,1.0,,,mica,,,1,idle,,13,delight,
d_ex_toyshop_11_30,d_ex_toyshop_11,Speech,mica,Locale_SuddenStory:d_ex_toyshop_11_30,True,,XS_130,XS_130,1.0,,,mica,,,1,idle,,13,delight,
d_ex_toyshop_11_31,d_ex_toyshop_11,Speech,mica,Locale_SuddenStory:d_ex_toyshop_11_31,True,,XS_130,XS_130,1.0,,,mica,,,1,idle,,13,delight,
d_ex_toyshop_11_32,d_ex_toyshop_11,Speech,sora,Locale_SuddenStory:d_ex_toyshop_11_32,True,,XS_130,113,1.0,,,sora,,,1,idle,,13,delight,
d_ex_toyshop_11_33,d_ex_toyshop_11,Speech,sora,Locale_SuddenStory:d_ex_toyshop_11_33,True,,113,113,1.0,,,sora,,,1,idle,,13,delight,
d_ex_toyshop_11_34,d_ex_toyshop_11,Speech,sora,Locale_SuddenStory:d_ex_toyshop_11_34,True,,113,113,1.0,,,sora,,,1,idle,,13,delight,
d_ex_toyshop_11_35,d_ex_toyshop_11,Speech,sora,Locale_SuddenStory:d_ex_toyshop_11_35,True,,113,113,1.0,,,sora,,,1,idle,,13,delight,
d_ex_toyshop_11_36,d_ex_toyshop_11,Monologue,sora,Locale_SuddenStory:d_ex_toyshop_11_36,False,,113,113,1.0,,,,,,1,idle,,13,delight,
d_ex_toyshop_11_37,d_ex_toyshop_11,Speech,mica,Locale_SuddenStory:d_ex_toyshop_11_37,True,,113,113,1.0,,,mica,,,1,idle,,13,delight,
d_ex_toyshop_11_38,d_ex_toyshop_11,Speech,mica,Locale_SuddenStory:d_ex_toyshop_11_38,True,,113,113,1.0,,,mica,,,1,idle,,13,delight,
d_ex_toyshop_11_39,d_ex_toyshop_11,Monologue,mica,Locale_SuddenStory:d_ex_toyshop_11_39,False,,113,113,1.0,,,,,,1,idle,,13,delight,
d_ex_toyshop_11_40,d_ex_toyshop_11,Speech,sora,Locale_SuddenStory:d_ex_toyshop_11_40,True,,113,113,1.0,,,sora,,,1,surp2,,13,idle,
d_ex_toyshop_11_41,d_ex_toyshop_11,Speech,sora,Locale_SuddenStory:d_ex_toyshop_11_41,True,,113,113,1.0,,,sora,,,1,idle2,,13,idle,
d_ex_toyshop_11_42,d_ex_toyshop_11,Speech,sora,Locale_SuddenStory:d_ex_toyshop_11_42,True,,113,113,1.0,,,sora,,,1,idle2,,13,idle,
d_ex_toyshop_11_43,d_ex_toyshop_11,Speech,sora,Locale_SuddenStory:d_ex_toyshop_11_43,True,,113,113,1.0,,,sora,,,1,idle,,13,idle,
d_ex_toyshop_11_44,d_ex_toyshop_11,Speech,mica,Locale_SuddenStory:d_ex_toyshop_11_44,True,,113,113,1.0,,,mica,,,1,idle,,13,delight,
d_ex_toyshop_11_45,d_ex_toyshop_11,Speech,sora,Locale_SuddenStory:d_ex_toyshop_11_45,True,,113,113,1.0,,,sora,,,1,idle,,13,delight,
d_ex_toyshop_11_46,d_ex_toyshop_11,Speech,sora,Locale_SuddenStory:d_ex_toyshop_11_46,True,,113,113,1.0,,,sora,,,1,idle,,13,delight,
d_ex_toyshop_11_47,d_ex_toyshop_11,Speech,sora,Locale_SuddenStory:d_ex_toyshop_11_47,True,,113,113,1.0,,,sora,,,1,idle,,13,delight,
d_ex_toyshop_11_48,d_ex_toyshop_11,Speech,sora,Locale_SuddenStory:d_ex_toyshop_11_48,True,,113,113,1.0,,,sora,,,1,idle,,13,delight,
d_ex_toyshop_11_49,d_ex_toyshop_11,Speech,sora,Locale_SuddenStory:d_ex_toyshop_11_49,True,,113,113,1.0,,,sora,,,1,idle,,13,delight,
d_ex_toyshop_11_50,d_ex_toyshop_11,Speech,mica,Locale_SuddenStory:d_ex_toyshop_11_50,True,,113,113,1.0,,,mica,,,1,idle,,13,delight,
d_ex_toyshop_11_51,d_ex_toyshop_11,Speech,mica,Locale_SuddenStory:d_ex_toyshop_11_51,True,,113,113,1.0,,,mica,,,1,idle,,13,delight,
d_ex_toyshop_11_52,d_ex_toyshop_11,Monologue,sora,Locale_SuddenStory:d_ex_toyshop_11_52,False,,black,black,1.0,,,,,,1,idle,,13,delight,
d_ex_toyshop_11_53,d_ex_toyshop_11,Monologue,sora,Locale_SuddenStory:d_ex_toyshop_11_53,False,,black,black,1.0,,,,,,1,idle,,13,delight,
d_ex_toyshop_11_55,d_ex_toyshop_11,Speech,mica,Locale_SuddenStory:d_ex_toyshop_11_55,True,,XS_1300,XS_1300,1.0,,,mica,black,,1,idle,,13,idle,
d_ex_toyshop_11_56,d_ex_toyshop_11,Self,mica,Locale_SuddenStory:d_ex_toyshop_11_56,False,,XS_1300,XS_1300,1.0,,,,,,1,idle,,13,idle,
d_ex_toyshop_11_57,d_ex_toyshop_11,Speech,sora,Locale_SuddenStory:d_ex_toyshop_11_57,True,,XS_1300,100,1.0,,,sora,,,1,idle,,13,idle,
d_ex_toyshop_11_58,d_ex_toyshop_11,Self,sora,Locale_SuddenStory:d_ex_toyshop_11_58,False,,100,10,1.0,,,,,,1,idle,,13,idle,
d_ex_toyshop_11_59,d_ex_toyshop_11,Speech,mica,Locale_SuddenStory:d_ex_toyshop_11_59,False,,10,113,1.0,,,mica,,,1,idle,,13,idle,
d_ex_toyshop_11_60,d_ex_toyshop_11,Speech,sora,Locale_SuddenStory:d_ex_toyshop_11_60,False,,113,113,1.0,,,sora,,,1,idle,,13,idle,
d_ex_toyshop_11_61,d_ex_toyshop_11,Monologue,sora,Locale_SuddenStory:d_ex_toyshop_11_61,False,,113,113,1.0,,,,,,1,idle,,13,idle,
d_ex_toyshop_11_62,d_ex_toyshop_11,Monologue,sora,Locale_SuddenStory:d_ex_toyshop_11_62,False,,113,113,1.0,,,,,,1,idle,,13,idle,
d_ex_toyshop_11_63,d_ex_toyshop_11,Monologue,sora,Locale_SuddenStory:d_ex_toyshop_11_63,False,,113,113,1.0,,,,,,1,idle,,13,idle,
d_ex_toyshop_11_64,d_ex_toyshop_11,Self,sora,Locale_SuddenStory:d_ex_toyshop_11_64,False,,113,113,1.0,,,,,,1,idle,,13,idle,
d_ex_toyshop_11_65,d_ex_toyshop_11,Speech,mica,Locale_SuddenStory:d_ex_toyshop_11_65,True,,113,113,1.0,,,mica,,,1,idle,,13,delight,
d_ex_toyshop_11_66,d_ex_toyshop_11,Speech,sora,Locale_SuddenStory:d_ex_toyshop_11_66,True,,113,113,1.0,,,sora,,,1,idle,,13,delight,
d_ex_toyshop_11_67,d_ex_toyshop_11,Speech,sora,Locale_SuddenStory:d_ex_toyshop_11_67,True,,113,113,1.0,,,sora,,,1,idle,,13,delight,
d_ex_toyshop_11_68,d_ex_toyshop_11,Speech,mica,Locale_SuddenStory:d_ex_toyshop_11_68,True,,113,113,1.0,,,mica,,,1,idle,,13,delight,
d_ex_toyshop_11_69,d_ex_toyshop_11,Monologue,mica,Locale_SuddenStory:d_ex_toyshop_11_69,False,,black,black,1.0,,none,,,,1,idle,,13,delight,mica
d_ex_toyshop_11_70,d_ex_toyshop_11,Self,sora,Locale_SuddenStory:d_ex_toyshop_11_70,False,OutpostOut,100,100,1.0,,bgm_inark,,black,,1,idle,,,,
d_ex_toyshop_11_71,d_ex_toyshop_11,Speech,sora,Locale_SuddenStory:d_ex_toyshop_11_71,True,,100,100,1.0,,,sora,,,1,idle,,,,
d_ex_toyshop_11_72,d_ex_toyshop_11,Self,sora,Locale_SuddenStory:d_ex_toyshop_11_72,False,,100,100,1.0,,,,,,1,idle,,,,
d_ex_toyshop_11_73,d_ex_toyshop_11,Speech,sora,Locale_SuddenStory:d_ex_toyshop_11_73,True,,100,100,1.0,,,sora,,,1,idle,,,,
d_ex_toyshop_11_74,d_ex_toyshop_11,Speech,sora,Locale_SuddenStory:d_ex_toyshop_11_74,True,,100,10,1.0,,,sora,,,1,idle,,,,
d_ex_toyshop_11_75,d_ex_toyshop_11,Speech,sora,Locale_SuddenStory:d_ex_toyshop_11_75,True,,10,10,1.0,,,sora,,,1,idle,,,,
d_ex_toyshop_11_76,d_ex_toyshop_11,Speech,sora,Locale_SuddenStory:d_ex_toyshop_11_76,True,,10,10,1.0,,,sora,,,1,idle,,,,
d_ex_toyshop_11_77,d_ex_toyshop_11,Speech,sora,Locale_SuddenStory:d_ex_toyshop_11_77,False,,10,10,1.0,,,sora,,,1,idle,,,,
d_ex_toyshop_11_78,d_ex_toyshop_11,Speech,sora,Locale_SuddenStory:d_ex_toyshop_11_78,True,,10,10,1.0,,,sora,,,1,idle,,,,
d_ex_toyshop_11_79,d_ex_toyshop_11,Speech,sora,Locale_SuddenStory:d_ex_toyshop_11_79,True,,10,10,1.0,,,sora,,,1,idle,,,,
d_ex_toyshop_11_80,d_ex_toyshop_11,Speech,sora,Locale_SuddenStory:d_ex_toyshop_11_80,True,,10,10,1.0,,,sora,,,1,idle,,,,
d_ex_toyshop_11_81,d_ex_toyshop_11,Monologue,sora,Locale_SuddenStory:d_ex_toyshop_11_81,False,,black,black,1.0,,,,,,1,idle,,,,
