id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/6/hide_char_id,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,set_camera_shake
d_main_27_04_s_62,d_main_27_04_s,Speech,elegg,elegg,Locale_MainScenario:d_main_27_04_s_62,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,worry,,7,idle,,,,,S_70,S_70,1.0,,,,,,,,,,
d_main_27_04_s_63,d_main_27_04_s,Speech,elegg,elegg,Locale_MainScenario:d_main_27_04_s_63,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,worry,,,,,S_70,S_70,1.0,,,,,,,,,,
d_main_27_04_s_64,d_main_27_04_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_04_s_64,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,worry,,,,,S_70,75,1.0,,,,,,,,,,
d_main_27_04_s_65,d_main_27_04_s,Speech,elegg,elegg,Locale_MainScenario:d_main_27_04_s_65,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,worry,,,,,75,75,1.0,,,,,,,,,,
d_main_27_04_s_66,d_main_27_04_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_04_s_66,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,worry,,,,,75,75,1.0,,,,,,,,,,
d_main_27_04_s_67,d_main_27_04_s,Speech,neon,neon,Locale_MainScenario:d_main_27_04_s_67,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,worry,,,,,S_130,S_130,1.0,,,,,,,,,,
d_main_27_04_s_68,d_main_27_04_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_04_s_68,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,worry,,7,worry,,,,,50,50,1.0,,,,,,,,,,
d_main_27_04_s_69,d_main_27_04_s,Speech,elegg,elegg,Locale_MainScenario:d_main_27_04_s_69,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,worry,,7,idle,,,,,50,S_70,1.0,,,,,,,,,,
d_main_27_04_s_70,d_main_27_04_s,Speech,elegg,elegg,Locale_MainScenario:d_main_27_04_s_70,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,worry,,7,idle,,,,,S_70,S_70,1.0,,,,,,,,,,
d_main_27_04_s_71,d_main_27_04_s,Speech,rapi,rapi,Locale_MainScenario:d_main_27_04_s_71,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,worry,,7,idle,,,,,150,150,1.0,,,,,,,,,,
d_main_27_04_s_72,d_main_27_04_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_04_s_72,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,30,30,1.0,,,,,,,,,,
d_main_27_04_s_73,d_main_27_04_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_04_s_73,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,30,30,1.0,,,,,,,,,,
d_main_27_04_s_74,d_main_27_04_s,Speech,shifty,shifty,Locale_MainScenario:d_main_27_04_s_74,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,shifty,OP_leftup,idle,,30,30,1.0,,,,,,,,,,
d_main_27_04_s_75,d_main_27_04_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_04_s_75,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,OP_leftup,idle,,30,300,1.0,,,,,,,,,,
d_main_27_04_s_76,d_main_27_04_s,Speech,anis,anis,Locale_MainScenario:d_main_27_04_s_76,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,OP_leftup,idle,,300,300,1.0,,,,,,,,,,
d_main_27_04_s_77,d_main_27_04_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_04_s_77,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,OP_leftup,idle,,300,300,1.0,,,,,,,,,,
d_main_27_04_s_78,d_main_27_04_s,Speech,shifty,shifty,Locale_MainScenario:d_main_27_04_s_78,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,OP_leftup,idle,,300,300,1.0,,,,,,,,,,
d_main_27_04_s_79,d_main_27_04_s,Speech,rapi,rapi,Locale_MainScenario:d_main_27_04_s_79,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,OP_leftup,idle,,1500,1500,1.0,,shifty,,,,,,,,
d_main_27_04_s_80,d_main_27_04_s,Speech,rapi,rapi,Locale_MainScenario:d_main_27_04_s_80,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,1500,1500,1.0,,,,,,,,,,
d_main_27_04_s_81,d_main_27_04_s,Self,,,Locale_MainScenario:d_main_27_04_s_81,False,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,1500,1500,1.0,,,,,,,,,,
d_main_27_04_s_82,d_main_27_04_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_04_s_82,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,300,300,1.0,,,,,,,,,,
d_main_27_04_s_83,d_main_27_04_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_04_s_83,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,300,300,1.0,,,,,,,,,,
d_main_27_04_s_84,d_main_27_04_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_04_s_84,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,worry,,7,idle,,,,,300,75,2.0,,,,,,,,,,
d_main_27_04_s_85,d_main_27_04_s,Speech,elegg,elegg,Locale_MainScenario:d_main_27_04_s_85,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,worry,,7,think,,,,,75,75,1.0,,,,,,,,,,
d_main_27_04_s_86,d_main_27_04_s,Narration,,,Locale_MainScenario:d_main_27_04_s_86,False,,1,idle,,13,idle,,15,idle,,3,worry,,5,worry,,7,think,,,,,75,75,1.0,,,sfx_scn_stepback2,,,,,,,
d_main_27_04_s_87,d_main_27_04_s,Narration,,,Locale_MainScenario:d_main_27_04_s_87,False,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,think,,,,,75,113,2.0,,,sfx_scn_stepback,,,,,,,
d_main_27_04_s_88,d_main_27_04_s,Speech,anis,anis,Locale_MainScenario:d_main_27_04_s_88,True,,1,no,,13,idle,,15,idle,,3,worry,,5,idle,,7,think,,,,,113,113,1.0,,,,,,,,,,
d_main_27_04_s_89,d_main_27_04_s,Speech,neon,neon,Locale_MainScenario:d_main_27_04_s_89,True,,1,no,,13,idle,,15,idle,,3,idle,,5,idle,,7,think,,,,,113,113,1.0,,,,,,,,,,
d_main_27_04_s_90,d_main_27_04_s,Speech,anis,anis,Locale_MainScenario:d_main_27_04_s_90,True,,1,angry,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,,,,113,113,1.0,,,,,,,,,,
d_main_27_04_s_91,d_main_27_04_s,Speech,neon,neon,Locale_MainScenario:d_main_27_04_s_91,True,,1,angry,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,,,,113,113,1.0,,,,,,,,,,
d_main_27_04_s_92,d_main_27_04_s,Speech,anis,anis,Locale_MainScenario:d_main_27_04_s_92,True,,1,sad,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,,,,113,113,1.0,,,,,,,,,,
d_main_27_04_s_93,d_main_27_04_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_04_s_93,True,,1,sad,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,113,3,1.0,,,,,,,,,,
d_main_27_04_s_94,d_main_27_04_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_04_s_94,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,3,3,1.0,,,,,,,,,,
d_main_27_04_s_95,d_main_27_04_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_04_s_95,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,3,3,1.0,,,,,,,,,,
d_main_27_04_s_96,d_main_27_04_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_04_s_96,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,3,3,1.0,,,,,,,,,,
d_main_27_04_s_97,d_main_27_04_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_04_s_97,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,3,53,1.0,,,,,,,,,,
d_main_27_04_s_98,d_main_27_04_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_04_s_98,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,53,53,1.0,,,,,,,,,,
d_main_27_04_s_99,d_main_27_04_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_04_s_99,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,53,53,1.0,,,,,,,,,,
d_main_27_04_s_100,d_main_27_04_s,Speech,rapi,rapi,Locale_MainScenario:d_main_27_04_s_100,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,53,53,1.0,,,,,,,,,,
d_main_27_04_s_101,d_main_27_04_s,Narration,,,Locale_MainScenario:d_main_27_04_s_101,False,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,black,black,1.0,,,,,,,,,,
d_main_27_04_s_102,d_main_27_04_s,Narration,,,Locale_MainScenario:d_main_27_04_s_102,False,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,black,black,1.0,,,,,,,,,,
d_main_27_04_s_103,d_main_27_04_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_04_s_103,True,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,3,3,1.0,,,,,,,,,,
d_main_27_04_s_104,d_main_27_04_s,Narration,,,Locale_MainScenario:d_main_27_04_s_104,False,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,3,300,1.0,,,,,,,,,,
d_main_27_04_s_105,d_main_27_04_s,Narration,,,Locale_MainScenario:d_main_27_04_s_105,False,,1,idle,,13,idle,,15,idle,,3,worry,,5,idle,,7,idle,,,,,300,300,1.0,none,,sfx_scn_solidglasshit,,,,,,,Low_2
d_main_27_04_s_106,d_main_27_04_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_04_s_106,True,,1,idle,,13,idle,,15,idle,,3,pain,,5,idle,,7,idle,,,,,300,30,1.0,,,,,,,,,,
d_main_27_04_s_107,d_main_27_04_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_04_s_107,True,,1,idle,,13,idle,,15,idle,,3,pain,,5,idle,,7,idle,,,,,30,30,1.0,,,,,,,,,,
d_main_27_04_s_108,d_main_27_04_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_04_s_108,True,,1,idle,,13,idle,,15,idle,,3,pain,,5,idle,,7,idle,,,,,30,30,1.0,,,,,,,,,,
d_main_27_04_s_109,d_main_27_04_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_04_s_109,True,,1,idle,,13,idle,,15,idle,,3,smile,,5,idle,,7,idle,,,,,30,30,1.0,,,,,,,,,,
d_main_27_04_s_110,d_main_27_04_s,Narration,,,Locale_MainScenario:d_main_27_04_s_110,False,,1,idle,,13,idle,,15,idle,,3,smile,,5,idle,,7,idle,,,,,30,30,1.0,,,,,,,,,,
d_main_27_04_s_111,d_main_27_04_s,Speech,shifty,shifty,Locale_MainScenario:d_main_27_04_s_111,True,,1,idle,,13,idle,,15,idle,,3,smile,,5,idle,,7,idle,shifty,OP_leftup,angry,,30,300,1.0,bgm_spot_dwn_a,,,,,,,,,
d_main_27_04_s_112,d_main_27_04_s,Speech,hammering,hammering,Locale_MainScenario:d_main_27_04_s_112,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,OP_leftup,angry,,300,300,1.0,,,,,,,,,,
d_main_27_04_s_113,d_main_27_04_s,Speech,shifty,shifty,Locale_MainScenario:d_main_27_04_s_113,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,OP_leftup,angry,,300,300,1.0,,,,,,,,,,
d_main_27_04_s_114,d_main_27_04_s,Speech,rapi,rapi,Locale_MainScenario:d_main_27_04_s_114,True,,1,idle,,13,idle,,15,angry,,3,idle,,5,idle,,7,idle,,OP_leftup,angry,,150,1500,1.0,,,,,,,,,,
