id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,set_filter_01,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
d_main_02af_07_27,d_main_02af_07,Self,yuni,Self,Locale_MainScenario:d_main_02af_07_27,False,,90,90,1.0,,,,Vignetting,,,5,angry,,,,,,,9,idle,,,15,idle,,,17,worry,,,19,idle,
d_main_02af_07_28,d_main_02af_07,Monologue,yuni,,Locale_MainScenario:d_main_02af_07_28,True,,90,90,1.0,,,,Vignetting,,,5,angry,,,,,,,9,idle,,,15,idle,,,17,worry,,,19,idle,
d_main_02af_07_29,d_main_02af_07,Speech,rapi,rapi,Locale_MainScenario:d_main_02af_07_29,True,,150,1500,0.5,,,,,,,5,angry,,,,,,,9,idle,,,15,angry,,,17,worry,,,19,idle,
d_main_02af_07_30,d_main_02af_07,Speech,neon,neon,Locale_MainScenario:d_main_02af_07_30,True,,S_190,S_1900,0.5,,,,,,,5,angry,,,,,,,9,idle,,,15,angry,,,17,worry,,,19,no,
d_main_02af_07_31,d_main_02af_07,Narration,neon,Narration,Locale_MainScenario:d_main_02af_07_31,True,,5,XS_50,1.0,,,,,,,5,angry,,,,,,,9,idle,,,15,angry,,,17,worry,,,19,no,
d_main_02af_07_32,d_main_02af_07,Narration,neon,Narration,Locale_MainScenario:d_main_02af_07_32,True,EventScene_Chap_02_After_02,1,1,1.0,,sfx_scn_press,,,,,5,angry,syuen,,,,,,9,idle,,,15,angry,,,17,worry,,,19,no,
d_main_02af_07_33,d_main_02af_07,Speech,anis,anis,Locale_MainScenario:d_main_02af_07_33,False,,1,1,1.0,,,,,,,,,,,,,,,9,idle,,,15,idle,,,17,angry,,,19,no,
d_main_02af_07_34,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_34,True,,1,1,1.0,,,,,,,,,,,,,,,9,idle,,,15,idle,,,17,angry,,,19,no,
d_main_02af_07_35,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_35,True,,1,1,1.0,,,,,,,,,,,,,,,9,idle,,,15,idle,,,17,angry,,,19,no,
d_main_02af_07_36,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_36,True,,1,1,1.0,,,,,,,,,,,,,,,9,idle,,,15,idle,,,17,angry,,,19,no,
d_main_02af_07_37,d_main_02af_07,Self,syuen,Self,Locale_MainScenario:d_main_02af_07_37,True,,1,1,1.0,,,,,,,,,,,,,,,9,idle,,,15,idle,,,17,angry,,,19,no,
d_main_02af_07_38,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_38,True,,1,1,1.0,,,,,,,,,,,,,,,9,idle,,,15,idle,,,17,angry,,,19,no,
d_main_02af_07_39,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_39,True,,1,1,1.0,,,,,,,,,,,,,,,9,idle,,,15,idle,,,17,angry,,,19,no,
d_main_02af_07_40,d_main_02af_07,Narration,syuen,Narration,Locale_MainScenario:d_main_02af_07_40,True,,1,100,0.5,,sfx_scn_hit,Low_2,,,,,,,,,,,,9,idle,,,15,idle,,,17,angry,,,19,no,
d_main_02af_07_41,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_41,True,,100,1,0.5,,,,,,,,,,,,,,,9,idle,,,15,idle,,,17,angry,,,19,no,
d_main_02af_07_42,d_main_02af_07,Narration,syuen,Narration,Locale_MainScenario:d_main_02af_07_42,True,,1,100,0.5,,sfx_scn_hit,Low_2,,,,,,,,,,,,9,idle,,,15,idle,,,17,angry,,,19,no,
d_main_02af_07_43,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_43,True,,100,1,0.5,,,,,,,,,,,,,,,9,idle,,,15,idle,,,17,angry,,,19,no,
d_main_02af_07_44,d_main_02af_07,Narration,syuen,Narration,Locale_MainScenario:d_main_02af_07_44,True,,1,100,0.5,,sfx_scn_hit,Low_2,,,,,,,,,,,,9,idle,,,15,idle,,,17,angry,,,19,no,
d_main_02af_07_45,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_45,True,,100,1,0.5,,,,,,,,,,,,,,,9,idle,,,15,idle,,,17,angry,,,19,no,
d_main_02af_07_46,d_main_02af_07,Narration,syuen,Narration,Locale_MainScenario:d_main_02af_07_46,True,,1,100,0.5,,sfx_scn_hit,Low_2,,,,,,,,,,,,9,idle,,,15,idle,,,17,angry,,,19,no,
d_main_02af_07_47,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_47,True,,100,1,0.5,,,,,,,,,,,,,,,9,idle,,,15,idle,,,17,angry,,,19,no,
d_main_02af_07_48,d_main_02af_07,Narration,syuen,Narration,Locale_MainScenario:d_main_02af_07_48,True,,1,1,1.0,,sfx_scn_aims,,,,,,,,,,,,,9,idle,,,15,idle,,,17,angry,,,19,no,
d_main_02af_07_49,d_main_02af_07,Narration,syuen,Narration,Locale_MainScenario:d_main_02af_07_49,True,,1,1,1.0,,,,,,,,,,,,,,,9,idle,,,15,idle,,,17,angry,,,19,no,
d_main_02af_07_50,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_50,True,,1,1,1.0,,,,,,,,,,,,,,,9,idle,,,15,idle,,,17,angry,,,19,no,
d_main_02af_07_51,d_main_02af_07,Speech,rapi,rapi,Locale_MainScenario:d_main_02af_07_51,True,,1,1,1.0,,,,,,,,,,,,,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_52,d_main_02af_07,Speech,anis,anis,Locale_MainScenario:d_main_02af_07_52,True,,1,1,1.0,,,,,,,,,,,,,,,9,idle,,,15,idle,,,17,angry,,,19,no,
d_main_02af_07_53,d_main_02af_07,Speech,anis,anis,Locale_MainScenario:d_main_02af_07_53,True,,1,1,1.0,,,,,,,,,,,,,,,9,idle,,,15,idle,,,17,angry,,,19,no,
d_main_02af_07_54,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_54,True,NikkeRoom,XS_50,7,1.0,,,,,,syuen,5,angry,,,,,,,9,idle,,,15,idle,,,17,angry,,,19,no,
d_main_02af_07_55,d_main_02af_07,Speech,mihara,mihara,Locale_MainScenario:d_main_02af_07_55,True,,7,70,1.0,,,,,,,5,angry,,mihara,7,idle,,,9,idle,,,15,idle,,,17,angry,,,19,no,
d_main_02af_07_56,d_main_02af_07,Narration,mihara,Narration,Locale_MainScenario:d_main_02af_07_56,True,,70,700,1.0,,,,,,,5,angry,,,7,idle,,,9,idle,,,15,idle,,,17,angry,,,19,no,
d_main_02af_07_57,d_main_02af_07,Speech,rapi,rapi,Locale_MainScenario:d_main_02af_07_57,False,,15,15,1.0,,,,,,,5,angry,,,7,idle,,,9,idle,,,15,idle,,,17,angry,,,19,no,
d_main_02af_07_58,d_main_02af_07,Speech,mihara,mihara,Locale_MainScenario:d_main_02af_07_58,True,,70,70,1.0,,,,,,,5,angry,,,7,idle,,,9,idle,,,15,idle,,,17,angry,,,19,no,
d_main_02af_07_59,d_main_02af_07,Narration,mihara,Narration,Locale_MainScenario:d_main_02af_07_59,True,,70,6,1.0,,,,,,,5,delight,,,7,idle,,,9,idle,,,15,idle,,,17,angry,,,19,no,
d_main_02af_07_60,d_main_02af_07,Narration,mihara,Narration,Locale_MainScenario:d_main_02af_07_60,True,,6,6,1.0,,,,,,,5,delight,,,7,idle,,,9,idle,,,15,idle,,,17,angry,,,19,no,
d_main_02af_07_61,d_main_02af_07,Narration,mihara,Narration,Locale_MainScenario:d_main_02af_07_61,True,,6,6,1.0,,sfx_scn_1shot,Low_2,,,,5,delight,,,7,idle,,,9,idle,,,15,idle,,,17,angry,,,19,no,
d_main_02af_07_62,d_main_02af_07,Speech,mihara,mihara,Locale_MainScenario:d_main_02af_07_62,False,,6,6,1.0,,,,,,,5,delight,,,7,idle,,,9,idle,,,15,idle,,,17,angry,,,19,no,
d_main_02af_07_63,d_main_02af_07,Speech,rapi,rapi,Locale_MainScenario:d_main_02af_07_63,False,,150,1500,0.5,,,,,,,5,delight,,,7,idle,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_64,d_main_02af_07,Speech,neon,neon,Locale_MainScenario:d_main_02af_07_64,True,,S_190,S_1900,0.5,,,,,,,5,delight,,,7,idle,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_65,d_main_02af_07,Speech,anis,anis,Locale_MainScenario:d_main_02af_07_65,True,,170,1700,0.5,,,,,,,5,delight,,,7,idle,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_66,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_66,True,,6,6,1.0,,,,,,,5,delight,,,7,idle,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_67,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_67,True,,6,6,1.0,,,,,,,5,delight,,,7,idle,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_68,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_68,True,,6,XS_50,1.0,,,,,,,5,delight,,,7,idle,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_69,d_main_02af_07,Narration,syuen,Narration,Locale_MainScenario:d_main_02af_07_69,True,,black,black,1.0,,sfx_scn_3shot,Low_2,,,,5,delight,,,7,idle,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_70,d_main_02af_07,Speech,rapi,rapi,Locale_MainScenario:d_main_02af_07_70,True,,1500,1500,1.0,,,,,,,5,delight,,,7,idle,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_71,d_main_02af_07,Speech,anis,anis,Locale_MainScenario:d_main_02af_07_71,True,,1700,1700,1.0,,,,,,,5,delight,,,7,idle,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_72,d_main_02af_07,Speech,neon,neon,Locale_MainScenario:d_main_02af_07_72,True,,1900,1900,1.0,,,,,,,5,delight,,,7,idle,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_73,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_73,True,,5,XS_50,1.0,,,,,,,5,delight,,,7,idle,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_74,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_74,True,,XS_50,XS_50,1.0,,,,,,,5,idle,,,7,idle,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_75,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_75,True,,XS_50,XS_50,1.0,,,,,,,5,delight,,,7,idle,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_76,d_main_02af_07,Self,syuen,Self,Locale_MainScenario:d_main_02af_07_76,False,,XS_50,XS_500,1.0,,,,,,,5,idle,,,7,idle,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_77,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_77,True,,XS_500,XS_500,1.0,,,,,,,5,delight,,,7,idle,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_78,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_78,True,,XS_500,XS_50,1.0,,,,,,,5,idle,,,7,idle,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_79,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_79,True,,XS_50,XS_50,1.0,,,,,,,5,idle,,,7,idle,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_80,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_80,True,,XS_50,111,1.0,,,,,,,5,idle,,,7,idle,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_81,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_81,True,,111,111,1.0,,,,,,,5,idle,,,7,idle,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_82,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_82,True,,111,XS_50,1.0,,,,,,,5,idle,,,7,idle,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_83,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_83,True,,XS_50,XS_50,1.0,,,,,,,5,idle,,,7,idle,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_84,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_84,True,,XS_50,XS_50,1.0,,,,,,,5,idle,,,7,idle,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_85,d_main_02af_07,Self,syuen,Self,Locale_MainScenario:d_main_02af_07_85,True,,XS_50,XS_50,1.0,,,,,,,5,idle,,,7,idle,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_86,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_86,True,,XS_50,XS_50,1.0,,,,,,,5,delight,,,7,idle,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_87,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_87,True,,XS_50,5,1.0,,,,,,,5,delight,,,7,idle,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_88,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_88,True,,5,5,1.0,,,,,,,5,delight,,,7,idle,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_89,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_89,True,,5,5,1.0,,,,,,,5,delight,,,7,idle,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_90,d_main_02af_07,Narration,syuen,Narration,Locale_MainScenario:d_main_02af_07_90,True,,5,5,1.0,,,,,,,5,delight,,,7,idle,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_91,d_main_02af_07,Self,syuen,Self,Locale_MainScenario:d_main_02af_07_91,True,,5,5,1.0,,,,,,,5,idle,,,7,idle,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_92,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_92,True,,5,XS_50,1.0,,,,,,,5,surprise,,,7,idle,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_93,d_main_02af_07,Self,syuen,Self,Locale_MainScenario:d_main_02af_07_93,True,,XS_50,XS_50,1.0,,,,,,,5,surprise,,,7,idle,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_94,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_94,False,,XS_50,XS_50,1.0,,,,,,,5,surprise,,,7,idle,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_95,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_95,True,,XS_50,5,1.0,,,,,,,5,delight,,,7,idle,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_96,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_96,True,,5,6,1.0,,,,,,,5,delight,,,7,idle,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_97,d_main_02af_07,Speech,mihara,mihara,Locale_MainScenario:d_main_02af_07_97,True,,6,6,1.0,,,,,,,5,delight,,,7,surprise,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_98,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_98,True,,XS_50,XS_500,0.5,,,,,,,5,angry,,,7,surprise,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_99,d_main_02af_07,Speech,mihara,mihara,Locale_MainScenario:d_main_02af_07_99,True,,7,70,1.0,,,,,,,5,angry,,,7,think,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_100,d_main_02af_07,Narration,mihara,Narration,Locale_MainScenario:d_main_02af_07_100,True,,70,700,1.0,,,,,,,5,angry,,,7,think,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_101,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_101,True,,XS_50,XS_50,1.0,,,,,,,5,angry,,,7,think,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_102,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_102,True,,XS_50,XS_500,1.0,,,,,,,5,delight,,,7,think,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_103,d_main_02af_07,Narration,syuen,Narration,Locale_MainScenario:d_main_02af_07_103,True,,XS_500,6,1.0,,,,,,,5,delight,,,7,think,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_104,d_main_02af_07,Narration,syuen,Narration,Locale_MainScenario:d_main_02af_07_104,True,,6,6,1.0,,sfx_scn_1shot,Low_2,,,,5,delight,,,7,think,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_105,d_main_02af_07,Self,syuen,Self,Locale_MainScenario:d_main_02af_07_105,False,,6,6,1.0,,,,Blur_Low,,,5,delight,,,7,think,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_106,d_main_02af_07,Monologue,syuen,,Locale_MainScenario:d_main_02af_07_106,True,,6,6,1.0,,,,Blur_Low,,,5,delight,,,7,think,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_107,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_107,True,,6,6,1.0,,,,Blur_Low,,,5,delight,,,7,think,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_108,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_108,True,,6,5,1.0,,,,Blur_Low,,,5,surprise,,,7,think,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_109,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_109,True,,5,5,1.0,,,,Blur_Low,,,5,delight,,,7,think,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_110,d_main_02af_07,Narration,syuen,Narration,Locale_MainScenario:d_main_02af_07_110,True,,5,5,1.0,,sfx_scn_1shot,Low_2,Blur_Low,,,5,delight,,,7,think,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_111,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_111,True,,5,XS_50,1.0,,,,Blur_Middle,,,5,idle,,,7,think,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_112,d_main_02af_07,Narration,syuen,Narration,Locale_MainScenario:d_main_02af_07_112,True,,XS_50,XS_50,1.0,,sfx_scn_1shot,Low_2,Blur_Middle,,,5,idle,,,7,think,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_113,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_113,True,,XS_50,XS_500,1.0,,,,Blur_Middle,,,5,angry,,,7,think,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_114,d_main_02af_07,Narration,syuen,Narration,Locale_MainScenario:d_main_02af_07_114,True,,XS_500,XS_500,1.0,,sfx_scn_3shot,Low_2,Blur_Middle,,,5,angry,,,7,think,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_115,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_115,True,,XS_500,700,1.0,,,,Blur_High,,,5,angry,,,7,think,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_116,d_main_02af_07,Speech,mihara,mihara,Locale_MainScenario:d_main_02af_07_116,True,,700,700,1.0,,,,Blur_High,,,5,angry,,,7,think,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_117,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_117,True,,700,XS_500,1.0,,,,Blur_High,,,5,angry,,,7,think,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_118,d_main_02af_07,Self,syuen,Self,Locale_MainScenario:d_main_02af_07_118,True,,XS_500,XS_500,1.0,,,,Blur_High,,,5,angry,,,7,think,,,9,idle,,,15,angry,,,17,angry,,,19,no,
