id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,set_filter_01,set_filter_02
d_main_30_02_12,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_12,True,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,idle,,17,idle,City_d,black,black,1.0,,liveryn,liveryn,rapi,anis,neon,fragile,liveryn,drilley,elegg,Grey,
d_main_30_02_13,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_13,True,,,,,,,,,,,,,,,,,,,,,,,130,13,1.0,,liveryn,liveryn,,,,,,,,Grey,
d_main_30_02_14,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_14,True,,,,,,,,,,,,,,,,,,,,,,,13,13,1.0,,liveryn,liveryn,,,,,,,,Grey,
d_main_30_02_15,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_15,True,,,,,,,,,,,,,,,,,,,,,,,13,13,1.0,,liveryn,liveryn,,,,,,,,Grey,
d_main_30_02_16,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_16,True,,,,,,,,,,,,,,,,,,,,,,,13,13,1.0,,liveryn,liveryn,,,,,,,,Grey,
d_main_30_02_17,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_17,True,,,,,,,,,,,,,,,,,,,,,,,13,130,1.0,,liveryn,liveryn,,,,,,,,Grey,
d_main_30_02_18,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_18,True,,,,,,,,,,,,,,,,,,,,,,OuterRim,black,black,1.0,,liveryn,liveryn,,,,,,,,Grey,
d_main_30_02_19,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_19,True,,,,,,,,,,,,,,,,,,,,,,,130,130,1.0,,liveryn,liveryn,,,,,,,,Grey,
d_main_30_02_20,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_20,True,,,,,,,,,,,,,,,,,,,,,,,130,13,1.0,,liveryn,liveryn,,,,,,,,Grey,
d_main_30_02_21,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_21,True,,,,,,,,,,,,,,,,,,,,,,Restaurant,13,13,1.0,,liveryn,liveryn,,,,,,,,Grey,
d_main_30_02_22,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_22,True,,,,,,,,,,,,,,,,,,,,,,,13,13,1.0,,liveryn,liveryn,,,,,,,,Grey,
d_main_30_02_23,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_23,True,,,,,,,,,,,,,,,,,,,,,,,13,13,1.0,,liveryn,liveryn,,,,,,,,Grey,
d_main_30_02_24,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_24,True,,,,,,,,,,,,,,,,,,,,,,,black,black,1.0,,liveryn,liveryn,,,,,,,,Grey,Vignetting
d_main_30_02_25,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_25,True,rapi,3,idle,anis,5,void,neon,7,idle,fragile,1,think,liveryn,13,pain,drilley,15,idle,elegg,17,idle,CrystalCity,black,black,1.0,,liveryn,liveryn,,,,,,,,Grey,Vignetting
d_main_30_02_26,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_26,True,,3,idle,,5,void,,7,idle,,1,think,,13,pain,,15,idle,,17,idle,,S_10,12,1.0,,fragile,fragile,,,,,,,,,
d_main_30_02_27,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_27,True,,3,idle,,5,void,,7,idle,,1,think,,13,pain,,15,idle,,17,idle,,12,12,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_28,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_28,True,,3,idle,,5,void,,7,idle,,1,think,,13,pain,,15,idle,,17,idle,,12,12,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_29,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_29,True,,3,idle,,5,void,,7,idle,,1,think,,13,pain,,15,idle,,17,idle,,12,12,1.0,,fragile,fragile,,,,,,,,,
d_main_30_02_30,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_30,True,,3,idle,,5,void,,7,idle,,1,think,,13,pain,,15,idle,,17,idle,,12,12,1.0,,fragile,fragile,,,,,,,,,
d_main_30_02_31,d_main_30_02,Self,Locale_MainScenario:d_main_30_02_31,False,,3,idle,,5,void,,7,idle,,1,think,,13,pain,,15,idle,,17,idle,,12,12,1.0,,fragile,,,,,,,,,,
d_main_30_02_32,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_32,True,,3,idle,,5,void,,7,idle,,1,think,,13,pain,,15,idle,,17,idle,,12,12,1.0,,fragile,fragile,,,,,,,,,
d_main_30_02_33,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_33,True,,3,idle,,5,void,,7,idle,,1,think,,13,pain,,15,idle,,17,idle,,12,12,1.0,,fragile,fragile,,,,,,,,,
d_main_30_02_34,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_34,True,,3,idle,,5,void,,7,idle,,1,think,,13,pain,,15,idle,,17,idle,,50,50,1.0,,anis,anis,,,,,,,,,
d_main_30_02_35,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_35,True,,3,idle,,5,void,,7,idle,,1,think,,13,pain,,15,idle,,17,idle,,12,12,2.0,,fragile,fragile,,,,,,,,,
d_main_30_02_36,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_36,True,,3,idle,,5,void,,7,surprise,,1,think,,13,pain,,15,idle,,17,idle,,12,12,1.0,,fragile,fragile,,,,,,,,,
d_main_30_02_37,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_37,True,,3,idle,,5,angry,,7,surprise,,1,think,,13,pain,,15,idle,,17,idle,,12,12,1.0,,anis,anis,,,,,,,,,
d_main_30_02_38,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_38,True,,3,idle,,5,angry,,7,surprise,,1,think,,13,pain,,15,idle,,17,idle,,12,12,2.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_39,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_39,True,,3,idle,,5,angry,,7,idle,,1,think,,13,pain,,15,idle,,17,idle,,12,S_10,1.0,,fragile,fragile,,,,,,,,,
d_main_30_02_40,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_40,True,,3,idle,,5,angry,,7,idle,,1,think,,13,pain,,15,idle,,17,idle,,S_10,S_10,1.0,,fragile,fragile,,,,,,,,,
d_main_30_02_41,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_41,True,,3,idle,,5,angry,,7,idle,,1,think,,13,pain,,15,idle,,17,idle,,S_10,S_10,1.0,,fragile,fragile,,,,,,,,,
d_main_30_02_42,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_42,True,,3,idle,,5,angry,,7,idle,,1,think,,13,pain,,15,idle,,17,idle,,S_10,S_10,1.0,,fragile,fragile,,,,,,,,,
d_main_30_02_43,d_main_30_02,Self,Locale_MainScenario:d_main_30_02_43,False,,3,idle,,5,angry,,7,idle,,1,think,,13,pain,,15,idle,,17,idle,,S_10,S_10,1.0,,fragile,,,,,,,,,,
d_main_30_02_44,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_44,True,,3,idle,,5,angry,,7,idle,,1,think,,13,surprise,,15,idle,,17,idle,,S_10,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_45,d_main_30_02,Self,Locale_MainScenario:d_main_30_02_45,False,,3,idle,,5,angry,,7,idle,,1,think,,13,surprise,,15,idle,,17,idle,,130,130,1.0,,liveryn,,,,,,,,,,
d_main_30_02_46,d_main_30_02,Monologue,Locale_MainScenario:d_main_30_02_46,False,,3,idle,,5,void,,7,idle,backyard_event,1,think,,13,surprise,,15,idle,,17,idle,,black,black,1.0,,liveryn,,rapi,anis,neon,fragile,liveryn,drilley,elegg,,
d_main_30_02_47,d_main_30_02,Monologue,Locale_MainScenario:d_main_30_02_47,False,,,,,,,,,,,1,idle,,,,,,,,,,,backyard_03,backyard_03,1.0,,liveryn,,,,,,,,,Grey,
d_main_30_02_48,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_48,True,rapi,3,idle,anis,5,void,neon,7,idle,fragile,1,think,liveryn,13,surprise,drilley,15,idle,elegg,17,idle,,black,black,1.0,,anis,anis,,,,backyard_event,,,,,
d_main_30_02_49,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_49,True,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,idle,,17,idle,,50,50,1.0,,anis,anis,,,,,,,,,
d_main_30_02_50,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_50,True,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,idle,,17,idle,,130,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_51,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_51,True,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,idle,,17,idle,,130,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_52,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_52,True,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,idle,,17,idle,,130,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_53,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_53,True,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,idle,,17,idle,,130,130,1.0,,neon,neon,,,,,,,,,
d_main_30_02_54,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_54,True,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,idle,,17,idle,,130,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_55,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_55,True,,3,idle,,5,void,,7,idle,,1,think,,13,pain,,15,idle,,17,idle,,130,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_56,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_56,True,,3,idle,,5,void,,7,idle,,1,think,,13,pain,,15,idle,,17,idle,,130,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_57,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_57,True,,3,idle,,5,void,,7,idle,,1,think,,13,pain,,15,idle,,17,idle,,130,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_58,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_58,True,,3,idle,,5,void,,7,idle,,1,think,,13,pain,,15,idle,,17,idle,,130,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_59,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_59,True,,3,idle,,5,void,,7,idle,,1,think,,13,pain,,15,idle,,17,idle,,130,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_60,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_60,True,,3,idle,,5,void,,7,idle,,1,think,,13,pain,,15,idle,,17,idle,,130,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_61,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_61,True,,3,idle,,5,void,,7,idle,,1,think,,13,pain,,15,idle,,17,idle,,130,S_10,1.0,,fragile,fragile,,,,,,,,,
d_main_30_02_62,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_62,True,,3,idle,,5,void,,7,idle,,1,think,,13,pain,,15,idle,,17,idle,,S_10,S_10,1.0,,fragile,fragile,,,,,,,,,
d_main_30_02_63,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_63,True,,3,idle,,5,void,,7,idle,,1,think,,13,pain,,15,idle,,17,idle,,S_10,S_10,1.0,,fragile,fragile,,,,,,,,,
d_main_30_02_64,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_64,True,,3,idle,,5,void,,7,idle,,1,think,,13,pain,,15,idle,,17,idle,,S_10,S_10,1.0,,fragile,fragile,,,,,,,,,
d_main_30_02_65,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_65,True,,3,idle,,5,void,,7,idle,,1,think,,13,pain,,15,idle,,17,idle,,S_10,S_10,1.0,,fragile,fragile,,,,,,,,,
d_main_30_02_66,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_66,True,,3,idle,,5,void,,7,idle,,1,think,,13,surprise,,15,idle,,17,idle,,S_10,12,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_67,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_67,True,,3,idle,,5,void,,7,idle,,1,think,,13,surprise,,15,idle,,17,idle,,12,12,1.0,,fragile,fragile,,,,,,,,,
d_main_30_02_68,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_68,True,,3,idle,,5,void,,7,idle,,1,think,,13,surprise,,15,idle,,17,idle,,12,12,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_69,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_69,True,,3,idle,,5,void,,7,idle,,1,think,,13,pain,,15,idle,,17,idle,,12,12,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_70,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_70,True,,3,idle,,5,void,,7,idle,,1,think,,13,pain,,15,idle,,17,idle,,12,12,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_71,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_71,True,,3,idle,,5,void,,7,idle,,1,think,,13,pain,,15,idle,,17,idle,,12,S_10,1.0,,fragile,fragile,,,,,,,,,
d_main_30_02_72,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_72,True,,3,idle,,5,void,,7,idle,,1,sorry,,13,pain,,15,idle,,17,idle,,S_10,S_10,1.0,,fragile,fragile,,,,,,,,,
d_main_30_02_73,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_73,True,,3,idle,,5,void,,7,idle,,1,sorry,,13,pain,,15,idle,,17,idle,,S_10,S_10,1.0,,fragile,fragile,,,,,,,,,
d_main_30_02_74,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_74,True,,3,idle,,5,void,,7,idle,,1,sorry,,13,pain,,15,idle,,17,idle,,S_10,S_10,1.0,,fragile,fragile,,,,,,,,,
d_main_30_02_75,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_75,True,,3,idle,,5,void,,7,idle,,1,sorry,,13,pain,,15,idle,,17,idle,,XS_150,XS_150,1.0,,drilley,drilley,,,,,,,,,
d_main_30_02_76,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_76,True,,3,idle,,5,void,,7,idle,,1,think,,13,pain,,15,idle,,17,idle,,XS_150,XS_150,1.0,,drilley,drilley,,,,,,,,,
d_main_30_02_77,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_77,True,,3,idle,,5,void,,7,idle,,1,think,,13,pain,,15,idle,,17,idle,,XS_150,XS_150,1.0,,drilley,drilley,,,,,,,,,
d_main_30_02_78,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_78,True,,3,idle,,5,void,,7,idle,,1,think,,13,pain,,15,idle,,17,idle,,XS_150,XS_150,1.0,,drilley,drilley,,,,,,,,,
d_main_30_02_79,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_79,True,,3,idle,,5,void,,7,idle,,1,think,,13,smile,,15,idle,,17,idle,,XS_150,14,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_80,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_80,True,,3,idle,,5,void,,7,idle,,1,think,,13,smile,,15,idle,,17,idle,,14,14,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_81,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_81,True,,3,idle,,5,void,,7,idle,,1,think,,13,smile,,15,idle,,17,idle,,14,14,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_82,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_82,True,,3,idle,,5,void,,7,idle,,1,think,,13,smile,,15,idle,,17,idle,,14,14,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_83,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_83,True,,3,idle,,5,void,,7,idle,,1,think,,13,smile,,15,idle,,17,idle,,14,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_84,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_84,True,,3,idle,,5,void,,7,idle,,1,think,,13,smile,,15,idle,,17,idle,,130,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_85,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_85,True,,3,idle,,5,void,,7,idle,,1,think,,13,smile,,15,idle,,17,idle,,130,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_86,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_86,True,,3,idle,,5,void,,7,idle,,1,think,,13,smile,,15,idle,,17,idle,,130,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_87,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_87,True,,3,idle,,5,void,,7,idle,,1,think,,13,smile,,15,idle,,17,idle,,130,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_88,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_88,True,,3,idle,,5,void,,7,idle,,1,think,,13,smile,,15,surprise,,17,idle,,130,14,1.0,,drilley,drilley,,,,,,,,,
d_main_30_02_89,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_89,True,,3,idle,,5,void,,7,idle,,1,think,,13,smile,,15,idle,,17,idle,,14,14,1.0,,drilley,drilley,,,,,,,,,
d_main_30_02_90,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_90,True,,3,idle,,5,void,,7,idle,,1,think,,13,surprise,,15,idle,,17,idle,,14,14,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_91,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_91,True,,3,idle,,5,void,,7,idle,,1,think,,13,surprise,,15,idle,,17,idle,,14,14,1.0,,drilley,drilley,,,,,,,,,
d_main_30_02_92,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_92,True,,3,idle,,5,void,,7,idle,,1,think,,13,surprise,,15,idle,,17,idle,,14,14,1.0,,drilley,drilley,,,,,,,,,
d_main_30_02_93,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_93,True,,3,idle,,5,void,,7,idle,,1,think,,13,surprise,,15,idle,,17,idle,,14,14,1.0,,drilley,drilley,,,,,,,,,
d_main_30_02_94,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_94,True,,3,idle,,5,void,,7,idle,,1,think,,13,special,,15,idle,,17,idle,,14,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_95,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_95,True,,3,idle,,5,void,,7,idle,,1,think,,13,special,,15,idle,,17,idle,,130,130,1.0,,drilley,drilley,,,,,,,,,
d_main_30_02_96,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_96,True,,3,idle,,5,void,,7,idle,,1,think,,13,special,,15,idle,,17,idle,,130,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_97,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_97,True,,3,idle,,5,void,,7,idle,,1,think,,13,special,,15,idle,,17,idle,,130,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_98,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_98,True,,3,idle,,5,void,,7,idle,,1,think,,13,special,,15,surprise,,17,idle,,130,XS_150,1.0,,drilley,drilley,,,,,,,,,
d_main_30_02_99,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_99,True,,3,idle,,5,void,,7,idle,,1,think,,13,special,,15,idle,,17,idle,,XS_150,XS_150,1.0,,drilley,drilley,,,,,,,,,
d_main_30_02_100,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_100,True,,3,idle,,5,void,,7,idle,,1,think,,13,special,,15,idle,,17,idle,,130,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_101,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_101,True,,3,idle,,5,void,,7,idle,,1,think,,13,special,,15,idle,,17,idle,,130,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_102,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_102,True,,3,idle,,5,void,,7,idle,,1,think,,13,special,,15,idle,,17,idle,,130,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_103,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_103,True,,3,idle,,5,void,,7,idle,,1,think,,13,special,,15,idle,,17,idle,,130,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_104,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_104,True,,3,idle,,5,void,,7,idle,,1,think,,13,special,,15,idle,,17,idle,,130,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_105,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_105,True,,3,idle,,5,void,,7,idle,,1,think,,13,special,,15,idle,,17,idle,,130,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_106,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_106,True,,3,idle,,5,void,,7,idle,,1,think,,13,special,,15,surprise,,17,idle,,130,14,1.0,,drilley,drilley,,,,,,,,,
d_main_30_02_107,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_107,True,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,surprise,,17,idle,,14,14,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_108,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_108,True,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,surprise,,17,idle,,14,14,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_109,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_109,True,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,surprise,,17,idle,,14,14,1.0,,drilley,drilley,,,,,,,,,
d_main_30_02_110,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_110,True,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,idle,,17,idle,,14,14,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_111,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_111,True,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,idle,,17,idle,,14,14,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_112,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_112,True,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,idle,,17,idle,,14,14,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_113,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_113,True,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,idle,,17,idle,,14,14,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_114,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_114,True,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,idle,,17,idle,,14,14,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_115,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_115,True,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,idle,,17,idle,,14,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_116,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_116,True,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,idle,,17,idle,,130,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_117,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_117,True,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,idle,,17,idle,,130,130,1.0,,liveryn,liveryn,,,,,,,,,
