id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/7/hide_char_id,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/8/hide_char_id
d_main_38_09_s_12,d_main_38_09_s,Speech,ziz,Locale_MainScenario:d_main_38_09_s_12,True,,16,S_170,1.5,,ziz,,,,5,no_02,,,3,idle,,,1,no,,,13,idle,,,15,no,,,17,sad,,,,,,,,,,,,,
d_main_38_09_s_13,d_main_38_09_s,Speech,ziz,Locale_MainScenario:d_main_38_09_s_13,True,,S_170,S_170,1.0,,ziz,,,,5,no_02,,,3,idle,,,1,no,,,13,idle,,,15,no,,,17,sad,,,,,,,,,,,,,
d_main_38_09_s_14,d_main_38_09_s,Self,ziz,Locale_MainScenario:d_main_38_09_s_14,False,,S_170,S_150,1.0,,,,,,5,no_02,,,3,idle,,,1,no,,,13,idle,,,15,no,,,17,sad,,,,,,,,,,,,,
d_main_38_09_s_15,d_main_38_09_s,Speech,leviathan,Locale_MainScenario:d_main_38_09_s_15,True,,S_150,S_150,1.0,,leviathan,,,,5,no_02,,,3,idle,,,1,no,,,13,idle,,,15,no,,,17,sad,,,,,,,,,,,,,
d_main_38_09_s_16,d_main_38_09_s,Speech,maxwell_p,Locale_MainScenario:d_main_38_09_s_16,True,,L_10,L_10,1.0,,maxwell_p,,,,5,no_02,,,3,idle,,,1,no,,,13,idle,,,15,no,,,17,sad,,,,,,,,,,,,,
d_main_38_09_s_17,d_main_38_09_s,Speech,maxwell_p,Locale_MainScenario:d_main_38_09_s_17,True,,L_10,L_10,1.0,,maxwell_p,,,,5,no_02,,,3,idle,,,1,no,,,13,idle,,,15,no,,,17,sad,,,,,,,,,,,,,
d_main_38_09_s_18,d_main_38_09_s,Speech,maxwell_p,Locale_MainScenario:d_main_38_09_s_18,True,,L_10,L_10,1.0,,maxwell_p,,,,5,no_02,,,3,idle,,,1,no,,,13,idle,,,15,no,,,17,sad,,,,,,,,,,,,,
d_main_38_09_s_19,d_main_38_09_s,Speech,leviathan,Locale_MainScenario:d_main_38_09_s_19,False,,16,16,1.0,,leviathan,,,,5,no_02,,,3,idle,,,1,no,,,13,idle,,,15,angry,,,17,sad,,,,,,,,,,,,,
d_main_38_09_s_20,d_main_38_09_s,Speech,ziz,Locale_MainScenario:d_main_38_09_s_20,True,,16,16,1.0,,ziz,,,,5,no_02,,,3,idle,,,1,no,,,13,idle,,,15,angry,,,17,sad,,,,,,,,,,,,,
d_main_38_09_s_21,d_main_38_09_s,Speech,drake_p,Locale_MainScenario:d_main_38_09_s_21,True,,L_30,L_30,1.0,,drake_p,,,,5,no_02,,,3,angry,,,1,no,,,13,idle,,,15,angry,,,17,sad,,,,,,,,,,,,,
d_main_38_09_s_22,d_main_38_09_s,Speech,rapi_red,Locale_MainScenario:d_main_38_09_s_22,True,,13,13,1.0,,rapi_red,,,,5,no_02,,,3,angry,,,1,no,,,13,idle,,,15,angry,,,17,sad,,,,,,,,,,,,,
d_main_38_09_s_23,d_main_38_09_s,Speech,rapi_red,Locale_MainScenario:d_main_38_09_s_23,True,,13,13,1.0,,rapi_red,,,,5,no_02,,,3,angry,,,1,no,,,13,idle,,,15,angry,,,17,sad,,,,,,,,,,,,,
d_main_38_09_s_24,d_main_38_09_s,Speech,rapi_red,Locale_MainScenario:d_main_38_09_s_24,True,,13,13,1.0,,rapi_red,,,,5,no_02,,,3,angry,,,1,no,,,13,idle,,,15,angry,,,17,sad,,,,,,,,,,,,,
d_main_38_09_s_25,d_main_38_09_s,Speech,leviathan,Locale_MainScenario:d_main_38_09_s_25,False,,16,16,1.0,,leviathan,,,,5,no_02,,,3,angry,,,1,no,,,13,idle,,,15,angry,,,17,no,,,,,,,,,,,,,
d_main_38_09_s_26,d_main_38_09_s,Speech,ziz,Locale_MainScenario:d_main_38_09_s_26,False,,16,16,1.0,,ziz,,,,5,no_02,,,3,angry,,,1,no,,,13,idle,,,15,angry,,,17,no,,,,,,,,,,,,,
d_main_38_09_s_27,d_main_38_09_s,Speech,leviathan,Locale_MainScenario:d_main_38_09_s_27,True,,16,14,1.0,,leviathan,,,,5,no_02,,,3,angry,,,1,no,,,13,idle,,,15,think_01,,,17,no,,,,,,,,,,,,,
d_main_38_09_s_28,d_main_38_09_s,Speech,rapi_red,Locale_MainScenario:d_main_38_09_s_28,True,,14,14,1.0,,rapi_red,,,,5,no_02,,,3,angry,,,1,no,,,13,idle,,,15,think_01,,,17,no,,,,,,,,,,,,,
d_main_38_09_s_29,d_main_38_09_s,Speech,leviathan,Locale_MainScenario:d_main_38_09_s_29,True,,14,14,1.0,,leviathan,,,,5,no_02,,,3,angry,,,1,no,,,13,idle,,,15,no,,,17,no,,,,,,,,,,,,,
d_main_38_09_s_30,d_main_38_09_s,Speech,leviathan,Locale_MainScenario:d_main_38_09_s_30,True,,14,14,1.0,,leviathan,,,,5,no_02,,,3,angry,,,1,no,,,13,idle,,,15,no,,,17,no,,,,,,,,,,,,,
d_main_38_09_s_31,d_main_38_09_s,Speech,leviathan,Locale_MainScenario:d_main_38_09_s_31,True,,14,14,1.0,,leviathan,,,,5,no_02,,,3,angry,,,1,no,,,13,idle,,,15,no,,,17,no,,,,,,,,,,,,,
d_main_38_09_s_32,d_main_38_09_s,Speech,leviathan,Locale_MainScenario:d_main_38_09_s_32,True,,14,14,1.0,,leviathan,,,,5,no_02,,,3,angry,,,1,no,,,13,idle,,,15,no,,,17,no,,,,,,,,,,,,,
d_main_38_09_s_33,d_main_38_09_s,Speech,leviathan,Locale_MainScenario:d_main_38_09_s_33,True,,14,S_150,0.7,,leviathan,,,,5,no_02,,,3,angry,,,1,no,,,13,idle,,,15,angry,,,17,no,,,,,,,,,,,,,
d_main_38_09_s_34,d_main_38_09_s,Speech,ziz,Locale_MainScenario:d_main_38_09_s_34,True,,S_170,S_170,1.0,,ziz,,,,5,no_02,,,3,angry,,,1,no,,,13,idle,,,15,angry,,,17,idle,,,,,,,,,,,,,
d_main_38_09_s_35,d_main_38_09_s,Speech,leviathan,Locale_MainScenario:d_main_38_09_s_35,True,,S_150,S_150,1.0,,leviathan,,,,5,no_02,,,3,angry,,,1,no,,,13,idle,,,15,idle,,,17,idle,,,,,,,,,,,,,
d_main_38_09_s_36,d_main_38_09_s,Speech,leviathan,Locale_MainScenario:d_main_38_09_s_36,True,,S_150,S_150,1.0,,leviathan,,,,5,no_02,,,3,angry,,,1,no,,,13,idle,,,15,idle,,,17,idle,,,,,,,,,,,,,
d_main_38_09_s_37,d_main_38_09_s,Speech,leviathan,Locale_MainScenario:d_main_38_09_s_37,True,,S_150,S_150,1.0,,leviathan,,,,5,no_02,,,3,angry,,,1,no,,,13,idle,,,15,no,,,17,idle,,,,,,,,,,,,,
d_main_38_09_s_38,d_main_38_09_s,Speech,leviathan,Locale_MainScenario:d_main_38_09_s_38,True,,S_150,S_150,1.0,,leviathan,,,,5,no_02,,,3,angry,,,1,no,,,13,idle,,,15,angry,,,17,idle,,,,,,,,,,,,,
d_main_38_09_s_39,d_main_38_09_s,Self,leviathan,Locale_MainScenario:d_main_38_09_s_39,False,,S_150,15,1.0,event_bgm_ubsphere_hunger,,,,,5,no_02,,,3,angry,,,1,no,,,13,idle,,,15,angry,,,17,idle,,,,,,,,,,,,,
d_main_38_09_s_40,d_main_38_09_s,Narration,leviathan,Locale_MainScenario:d_main_38_09_s_40,False,,15,15,1.0,,,sfx_scn_mudywave,Low_2,,5,no_02,,,3,angry,,,1,no,,,13,idle,,,15,angry,,,17,idle,,,,,,,,,,,,,
d_main_38_09_s_41,d_main_38_09_s,Speech,maxwell_p,Locale_MainScenario:d_main_38_09_s_41,True,,2,2,1.0,,maxwell_p,,,,5,no_02,,,3,angry,,,1,no,,,13,idle,,,15,angry,,,17,idle,,,,,,,,,,,,,
d_main_38_09_s_42,d_main_38_09_s,Speech,drake_p,Locale_MainScenario:d_main_38_09_s_42,True,,2,2,1.0,,drake_p,,,,5,no_02,,,3,no,,,1,no,,,13,idle,,,15,angry,,,17,idle,,,,,,,,,,,,,
d_main_38_09_s_43,d_main_38_09_s,Speech,maxwell_p,Locale_MainScenario:d_main_38_09_s_43,True,,2,2,1.0,,maxwell_p,,,,5,no_02,,,3,no,,,1,no,,,13,idle,,,15,angry,,,17,idle,,,,,,,,,,,,,
d_main_38_09_s_44,d_main_38_09_s,Narration,maxwell_p,Locale_MainScenario:d_main_38_09_s_44,False,,2,2,1.0,,,sfx_scn_mudywave,Low_2,,5,no_02,,,3,no,,,1,no,,,13,idle,,,15,angry,,,17,idle,,,,,,,,,,,,,
d_main_38_09_s_45,d_main_38_09_s,Speech,maxwell_p,Locale_MainScenario:d_main_38_09_s_45,True,,2,2,1.0,,maxwell_p,,,,5,no_02,,,3,no,,,1,worry,,,13,idle,,,15,angry,,,17,idle,,,,,,,,,,,,,
d_main_38_09_s_46,d_main_38_09_s,Speech,helm_op_l,Locale_MainScenario:d_main_38_09_s_46,True,,2,2,1.0,,helm_op_l,,,,5,no_02,,,3,no,,,1,worry,,,13,idle,,,15,angry,,,17,idle,,helm_op_l,OP_leftup,angry,,,,,,,,,
d_main_38_09_s_47,d_main_38_09_s,Speech,helm_op_l,Locale_MainScenario:d_main_38_09_s_47,True,,2,2,1.0,,helm_op_l,,,,5,no_02,,,3,no,,,1,worry,,,13,idle,,,15,angry,,,17,idle,,,OP_leftup,angry,,,,,,,,,
d_main_38_09_s_48,d_main_38_09_s,Self,helm_op_l,Locale_MainScenario:d_main_38_09_s_48,False,,2,2,1.0,,,,,,5,no_02,,,3,no,,,1,worry,,,13,idle,,,15,angry,,,17,idle,,,OP_leftup,angry,,,,,,,,,
d_main_38_09_s_49,d_main_38_09_s,Speech,helm_op_l,Locale_MainScenario:d_main_38_09_s_49,True,,2,2,1.0,,helm_op_l,,,,5,no_02,,,3,no,,,1,worry,,,13,idle,,,15,angry,,,17,idle,,,OP_leftup,angry,,,,,,,,,
d_main_38_09_s_50,d_main_38_09_s,Speech,helm_op_l,Locale_MainScenario:d_main_38_09_s_50,True,,2,2,1.0,,helm_op_l,,,,5,no_02,,,3,no,,,1,worry,,,13,idle,,,15,angry,,,17,idle,,,OP_leftup,angry,,,,,,,,,
d_main_38_09_s_51,d_main_38_09_s,Speech,leviathan,Locale_MainScenario:d_main_38_09_s_51,True,,2,14,1.0,,leviathan,,,,5,no_02,,,3,no,,,1,worry,,,13,idle,,,15,pain,,,17,idle,,,OP_leftup,angry,helm_op_l,,,,,,,,
d_main_38_09_s_52,d_main_38_09_s,Speech,leviathan,Locale_MainScenario:d_main_38_09_s_52,True,,14,14,1.0,,leviathan,,,,5,no_02,,,3,no,,,1,worry,,,13,idle,,,15,pain,,,17,idle,,,,,,,,,,,,,
d_main_38_09_s_53,d_main_38_09_s,Speech,rapi_red,Locale_MainScenario:d_main_38_09_s_53,True,,14,14,1.0,,rapi_red,,,,5,no_02,,,3,no,,,1,worry,,,13,idle,,,15,pain,,,17,idle,,,,,,,,,,,,,
d_main_38_09_s_54,d_main_38_09_s,Speech,leviathan,Locale_MainScenario:d_main_38_09_s_54,True,,14,14,1.0,,leviathan,,,,5,no_02,,,3,no,,,1,worry,,,13,idle,,,15,pain,,,17,idle,,,,,,,,,,,,,
d_main_38_09_s_55,d_main_38_09_s,Self,leviathan,Locale_MainScenario:d_main_38_09_s_55,False,,14,S_150,1.0,,,,,,5,no_02,,,3,no,,,1,worry,,,13,idle,,,15,pain,,,17,idle,,,,,,,,,,,,,
d_main_38_09_s_56,d_main_38_09_s,Speech,leviathan,Locale_MainScenario:d_main_38_09_s_56,False,,S_150,S_150,1.0,,leviathan,,,,5,no_02,,,3,no,,,1,worry,,,13,idle,,,15,pain,,,17,idle,,,,,,,,,,,,,
d_main_38_09_s_57,d_main_38_09_s,Self,leviathan,Locale_MainScenario:d_main_38_09_s_57,False,,S_150,S_150,1.0,,,,,,5,no_02,,,3,no,,,1,worry,,,13,idle,,,15,pain,,,17,idle,,,,,,,,,,,,,
d_main_38_09_s_58,d_main_38_09_s,Speech,leviathan,Locale_MainScenario:d_main_38_09_s_58,True,,S_150,S_150,1.0,,leviathan,,,,5,no_02,,,3,no,,,1,worry,,,13,idle,,,15,pain,,,17,idle,,,,,,,,,,,,,
d_main_38_09_s_59,d_main_38_09_s,Speech,leviathan,Locale_MainScenario:d_main_38_09_s_59,True,,S_150,S_150,1.0,,leviathan,,,,5,no_02,,,3,no,,,1,worry,,,13,idle,,,15,pain,,,17,idle,,,,,,,,,,,,,
d_main_38_09_s_60,d_main_38_09_s,Self,leviathan,Locale_MainScenario:d_main_38_09_s_60,False,,S_150,S_150,1.0,,,,,,5,no_02,,,3,no,,,1,worry,,,13,idle,,,15,pain,,,17,idle,,,,,,,,,,,,,
d_main_38_09_s_61,d_main_38_09_s,Speech,leviathan,Locale_MainScenario:d_main_38_09_s_61,True,,S_150,15,1.0,,leviathan,,,,5,no_02,,,3,no,,,1,worry,,,13,idle,,,15,pain,,,17,idle,,,,,,,,,,,,,
d_main_38_09_s_62,d_main_38_09_s,Speech,leviathan,Locale_MainScenario:d_main_38_09_s_62,True,,15,15,1.0,,leviathan,,,,5,no_02,,,3,no,,,1,worry,,,13,idle,,,15,pain,,,17,idle,,,,,,,,,,,,,
d_main_38_09_s_63,d_main_38_09_s,Speech,leviathan,Locale_MainScenario:d_main_38_09_s_63,True,,15,15,1.0,,leviathan,,,,5,no_02,,,3,no,,,1,worry,,,13,idle,,,15,pain,,,17,idle,,,,,,,,,,,,,
d_main_38_09_s_64,d_main_38_09_s,Speech,leviathan,Locale_MainScenario:d_main_38_09_s_64,True,,15,15,1.0,,leviathan,,,,5,no_02,,,3,no,,,1,worry,,,13,idle,,,15,pain,,,17,idle,,,,,,,,,,,,,
d_main_38_09_s_65,d_main_38_09_s,Speech,leviathan,Locale_MainScenario:d_main_38_09_s_65,False,,15,S_150,1.0,,leviathan,,Low_2,,5,no_02,,,3,no,,,1,worry,,,13,idle,,,15,angry,,,17,idle,,,,,,,,,,,,,
d_main_38_09_s_66,d_main_38_09_s,Speech,leviathan,Locale_MainScenario:d_main_38_09_s_66,True,,S_150,S_150,1.0,,leviathan,,,,5,no_02,,,3,no,,,1,worry,,,13,idle,,,15,angry,,,17,idle,,,,,,,,,,,,,
d_main_38_09_s_67,d_main_38_09_s,Speech,leviathan,Locale_MainScenario:d_main_38_09_s_67,True,,S_150,S_150,1.0,,leviathan,,,,5,no_02,,,3,no,,,1,worry,,,13,idle,,,15,angry,,,17,idle,,,,,,,,,,,,,
d_main_38_09_s_68,d_main_38_09_s,Speech,maxwell_p,Locale_MainScenario:d_main_38_09_s_68,True,,L_10,L_10,1.0,,maxwell_p,,,,5,no_02,,,3,no,,,1,rage,,,13,idle,,,15,angry,,,17,idle,,,,,,,,,,,,,
d_main_38_09_s_69,d_main_38_09_s,Narration,maxwell_p,Locale_MainScenario:d_main_38_09_s_69,False,,L_10,1,1.0,,,sfx_scn_darkwatertsunami,Low_2,,5,no_02,,,3,no,,,1,rage,,,13,idle,,,15,angry,,,17,idle,,,,,,,,,,,,,
d_main_38_09_s_70,d_main_38_09_s,Monologue,maxwell_p,Locale_MainScenario:d_main_38_09_s_70,False,,1,1,1.0,,,,,,5,no_02,,,3,no,,,1,rage,,,13,idle,,,15,angry,,,17,idle,,,,,,,,,,,,,
d_main_38_09_s_71,d_main_38_09_s,Monologue,maxwell_p,Locale_MainScenario:d_main_38_09_s_71,False,,1,1,1.0,,,,,,5,no_02,,,3,no,,,1,rage,,,13,idle,,,15,angry,,,17,idle,,,,,,,,,,,,,
d_main_38_09_s_72,d_main_38_09_s,Speech,rapi_red,Locale_MainScenario:d_main_38_09_s_72,True,,1,14,1.0,,rapi_red,,,,5,no_02,,,3,no,,,1,rage,,,13,angry,,,15,angry,,,17,idle,,,,,,,,,,,,,
d_main_38_09_s_73,d_main_38_09_s,Speech,leviathan,Locale_MainScenario:d_main_38_09_s_73,True,,14,14,1.0,,leviathan,,,,5,no_02,,,3,no,,,1,rage,,,13,angry,,,15,pain,,,17,idle,,,,,,,,,,,,,
d_main_38_09_s_74,d_main_38_09_s,Speech,ziz,Locale_MainScenario:d_main_38_09_s_74,True,,S_170,S_170,1.0,,ziz,,,,5,no_02,,,3,no,,,1,rage,,,13,angry,,,15,pain,,,17,no,,,,,,,,,,,,,
d_main_38_09_s_75,d_main_38_09_s,Narration,ziz,Locale_MainScenario:d_main_38_09_s_75,False,,black,black,1.0,,,sfx_scn_mudywing,,,5,no_02,,,3,no,,,1,rage,,,13,angry,,,15,pain,,,17,no,ziz,,,,,,,,,,,,
d_main_38_09_s_76,d_main_38_09_s,Monologue,ziz,Locale_MainScenario:d_main_38_09_s_76,False,,black,black,1.0,,,,,,5,no_02,,,3,no,,,1,rage,,,13,angry,,,15,pain,,,,,,,,,,,,,,,,,
d_main_38_09_s_77,d_main_38_09_s,Monologue,ziz,Locale_MainScenario:d_main_38_09_s_77,False,,black,black,1.0,,,,,,5,no_02,,,3,no,,,1,rage,,,13,angry,,,15,pain,,,,,,,,,,,,,,,,,
d_main_38_09_s_78,d_main_38_09_s,Speech,maxwell_p,Locale_MainScenario:d_main_38_09_s_78,True,,1,1,1.0,,maxwell_p,,,,5,no_02,,,3,no,,,1,pain,,,13,angry,,,15,pain,,,,,,,,,,,,,,,,,
d_main_38_09_s_79,d_main_38_09_s,Speech,maxwell_p,Locale_MainScenario:d_main_38_09_s_79,False,,1,1,1.0,,ziz,,,,5,no_02,,,3,no,,,1,pain,,,13,angry,,,15,pain,,,,,,,,,,,,,,,,,
d_main_38_09_s_80,d_main_38_09_s,Speech,maxwell_p,Locale_MainScenario:d_main_38_09_s_80,False,,1,1,1.0,,ziz,,,,5,no_02,,,3,no,,,1,pain,,,13,angry,,,15,pain,,,,,,,,,,,,,,,,,
d_main_38_09_s_81,d_main_38_09_s,Speech,leviathan,Locale_MainScenario:d_main_38_09_s_81,True,,S_150,S_150,1.0,,leviathan,,,,5,idle_02,,,3,no,,,1,pain,,,13,angry,,,15,pain,,,,,,,,,,,,,,,,,
d_main_38_09_s_82,d_main_38_09_s,Speech,rapi_red,Locale_MainScenario:d_main_38_09_s_82,True,,S_150,14,1.0,,rapi_red,,,,5,idle_02,,,3,no,,,1,pain,,,13,angry,,,15,pain,,,,,,,,,,,,,,,,,
d_main_38_09_s_83,d_main_38_09_s,Speech,leviathan,Locale_MainScenario:d_main_38_09_s_83,True,,14,14,1.0,,leviathan,,,,5,idle_02,,,3,no,,,1,pain,,,13,angry,,,15,pain,,,,,,,,,,,,,,,,,
d_main_38_09_s_84,d_main_38_09_s,Speech,laplace_p,Locale_MainScenario:d_main_38_09_s_84,True,,4,4,1.0,,laplace_p,,,,5,idle_02,,,3,no,,,1,pain,,,13,angry,,,15,pain,,,,,,,,,,,,,,,,,
d_main_38_09_s_85,d_main_38_09_s,Speech,drake_p,Locale_MainScenario:d_main_38_09_s_85,True,,4,4,1.0,,drake_p,,,,5,idle_02,,,3,delight,,,1,pain,,,13,angry,,,15,pain,,,,,,,,,,,,,,,,,
d_main_38_09_s_86,d_main_38_09_s,Speech,maxwell_p,Locale_MainScenario:d_main_38_09_s_86,True,,4,2,1.0,,maxwell_p,,,,5,idle_02,,,3,delight,,,1,idle,,,13,angry,,,15,pain,,,,,,,,,,,,,,,,,
d_main_38_09_s_87,d_main_38_09_s,Speech,laplace_p,Locale_MainScenario:d_main_38_09_s_87,True,EventScene_Chap_38_02_1,black,black,1.0,,laplace_p,,,,5,idle_02,laplace_p,,3,delight,drake_p,,1,idle,maxwell_p,,13,angry,rapi_red,,15,pain,leviathan,,,,,,,,,,,,,,,,
d_main_38_09_s_88,d_main_38_09_s,Speech,laplace_p,Locale_MainScenario:d_main_38_09_s_88,True,,treasurestory_helm_02,1,1.0,,laplace_p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_s_89,d_main_38_09_s,Speech,drake_p,Locale_MainScenario:d_main_38_09_s_89,True,,1,1,1.0,,drake_p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_s_90,d_main_38_09_s,Speech,maxwell_p,Locale_MainScenario:d_main_38_09_s_90,True,,1,1,1.0,,maxwell_p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_s_91,d_main_38_09_s,Narration,maxwell_p,Locale_MainScenario:d_main_38_09_s_91,False,,1,1,1.0,,,sfx_scn_electriccannon,Low_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_s_92,d_main_38_09_s,Monologue,maxwell_p,Locale_MainScenario:d_main_38_09_s_92,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_s_93,d_main_38_09_s,Monologue,maxwell_p,Locale_MainScenario:d_main_38_09_s_93,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_s_94,d_main_38_09_s,Monologue,maxwell_p,Locale_MainScenario:d_main_38_09_s_94,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_s_95,d_main_38_09_s,Monologue,maxwell_p,Locale_MainScenario:d_main_38_09_s_95,False,SilverBog,black,black,1.0,,,,,laplace_p,5,surprise_02,,drake_p,3,angry,,maxwell_p,1,pain,,rapi_red,13,angry,,leviathan,15,pain,,,,,,,,,,,,,,,,,
d_main_38_09_s_96,d_main_38_09_s,Speech,laplace_p,Locale_MainScenario:d_main_38_09_s_96,True,,S_50,S_50,1.0,,laplace_p,,,,5,surprise_02,,,3,angry,,,1,pain,,,13,angry,,,15,pain,,,,,,,,,,,,,,,,,
d_main_38_09_s_97,d_main_38_09_s,Speech,maxwell_p,Locale_MainScenario:d_main_38_09_s_97,True,,L_10,L_10,1.0,,maxwell_p,,,,5,surprise_02,,,3,angry,,,1,pain,,,13,angry,,,15,pain,,,,,,,,,,,,,,,,,
d_main_38_09_s_98,d_main_38_09_s,Speech,helm_op_l,Locale_MainScenario:d_main_38_09_s_98,True,,L_10,L_10,1.0,,helm_op_l,,,,5,surprise_02,,,3,angry,,,1,pain,,,13,angry,,,15,pain,,,,,,helm_op_l,OP_leftup,angry,,,,,,,,,
d_main_38_09_s_99,d_main_38_09_s,Self,helm_op_l,Locale_MainScenario:d_main_38_09_s_99,False,,L_10,L_10,1.0,,,,,,5,surprise_02,,,3,angry,,,1,pain,,,13,angry,,,15,pain,,,,,,,OP_leftup,angry,,,,,,,,,
d_main_38_09_s_100,d_main_38_09_s,Speech,drake_p,Locale_MainScenario:d_main_38_09_s_100,True,,4,4,1.0,,drake_p,,,,5,surprise_02,,,3,angry,,,1,pain,,,13,angry,,,15,pain,,,,,,,OP_leftup,angry,,,,,,,,,
d_main_38_09_s_101,d_main_38_09_s,Speech,laplace_p,Locale_MainScenario:d_main_38_09_s_101,True,,4,4,1.0,,laplace_p,,,,5,angry_02,,,3,angry,,,1,pain,,,13,angry,,,15,pain,,,,,,,OP_leftup,angry,,,,,,,,,
