id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,play_sound,set_camera_shake,characters/5/hide_char_id
d_main_10_01_11,d_main_10_01,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_10_01_11,True,,1,worry,,7,idle,,15,idle,,3,idle,,17,angry,,13,idle,,1,12,1.0,,,,,,,,
d_main_10_01_12,d_main_10_01,Speech,anis,anis,Locale_MainScenario:d_main_10_01_12,True,,1,delight,,7,idle,,15,idle,,3,idle,,17,idle,,13,idle,,12,12,1.0,,,,,,,,
d_main_10_01_13,d_main_10_01,Self,,Self,Locale_MainScenario:d_main_10_01_13,False,,1,delight,,7,idle,,15,idle,,3,idle,,17,idle,,13,idle,,12,12,1.0,,,,,,,,
d_main_10_01_14,d_main_10_01,Speech,anis,anis,Locale_MainScenario:d_main_10_01_14,True,,1,no,,7,idle,,15,idle,,3,idle,,17,idle,,13,idle,,12,12,1.0,,,,,,,,
d_main_10_01_15,d_main_10_01,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_10_01_15,True,,1,void,,7,idle,,15,idle,,3,idle,,17,idle,,13,idle,,12,130,1.0,,,,,,,,
d_main_10_01_16,d_main_10_01,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_10_01_16,True,,1,void,,7,idle,,15,idle,,3,idle,,17,idle,,13,idle,,130,130,1.0,,,,,,,,
d_main_10_01_17,d_main_10_01,Speech,neon,neon,Locale_MainScenario:d_main_10_01_17,True,,1,void,,7,idle,,15,idle,,3,angry,,17,idle,,13,idle,,2,2,1.0,,,,,,,,
d_main_10_01_18,d_main_10_01,Speech,anis,anis,Locale_MainScenario:d_main_10_01_18,True,,1,idle,,7,idle,,15,idle,,3,angry,,17,idle,,13,idle,,2,2,1.0,,,,,,,,
d_main_10_01_19,d_main_10_01,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_10_01_19,True,,1,idle,,7,idle,,15,idle,,3,angry,,17,idle,,13,idle,,130,130,1.0,,,,,,,,
d_main_10_01_20,d_main_10_01,Speech,neon,neon,Locale_MainScenario:d_main_10_01_20,True,,1,idle,,7,idle,,15,idle,,3,angry,,17,idle,,13,idle,,2,2,1.0,,,,,,,,
d_main_10_01_21,d_main_10_01,Speech,anis,anis,Locale_MainScenario:d_main_10_01_21,True,,1,delight,,7,idle,,15,idle,,3,angry,,17,idle,,13,idle,,2,2,1.0,,,,,,,,
d_main_10_01_22,d_main_10_01,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_10_01_22,False,,1,delight,,7,idle,,15,idle,,3,angry,,17,idle,,13,angry,,130,1300,1.0,,,,,,,,
d_main_10_01_23,d_main_10_01,Speech,vesti,vesti,Locale_MainScenario:d_main_10_01_23,True,,1,delight,,7,idle,,15,delight,,3,idle,,17,idle,,13,angry,,1300,14,0.6,,,,,,,,
d_main_10_01_24,d_main_10_01,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_10_01_24,True,,1,delight,,7,idle,,15,delight,,3,idle,,17,idle,,13,idle,,14,14,1.0,,,,,,,,
d_main_10_01_25,d_main_10_01,Speech,vesti,vesti,Locale_MainScenario:d_main_10_01_25,True,,1,delight,,7,idle,,15,shy,,3,idle,,17,idle,,13,idle,,14,14,1.0,,,,,,,,
d_main_10_01_26,d_main_10_01,Speech,rapi,rapi,Locale_MainScenario:d_main_10_01_26,True,,1,delight,,7,idle,,15,shy,,3,idle,,17,idle,,13,idle,,70,70,1.0,,,,,,,,
d_main_10_01_27,d_main_10_01,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_10_01_27,True,,1,delight,,7,idle,,15,idle,,3,idle,,17,idle,,13,idle,,130,130,1.0,,,,,,,,
d_main_10_01_28,d_main_10_01,Speech,emma,emma,Locale_MainScenario:d_main_10_01_28,True,,1,delight,,7,idle,,15,idle,,3,idle,,17,idle,,13,idle,,130,17,1.0,,,,,,,,
d_main_10_01_29,d_main_10_01,Speech,emma,emma,Locale_MainScenario:d_main_10_01_29,True,,1,delight,,7,idle,,15,idle,,3,idle,,17,idle,,13,idle,,17,17,1.0,,,,,,,,
d_main_10_01_30,d_main_10_01,Speech,emma,emma,Locale_MainScenario:d_main_10_01_30,True,,1,delight,,7,idle,,15,idle,,3,idle,,17,idle,,13,idle,,17,17,1.0,,,,,,,,
d_main_10_01_31,d_main_10_01,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_10_01_31,False,,1,idle,,7,idle,,15,idle,,3,idle,,17,idle,,13,angry,,130,13,1.0,,,,,,,,
d_main_10_01_32,d_main_10_01,Speech,shifty,shifty,Locale_MainScenario:d_main_10_01_32,True,,1,idle,,7,idle,,15,idle,,3,idle,,17,idle,,13,angry,,13,13,1.0,,shifty,OP_leftup,idle,,,,
d_main_10_01_33,d_main_10_01,Speech,anis,anis,Locale_MainScenario:d_main_10_01_33,True,,1,idle,,7,idle,,15,idle,,3,idle,,17,idle,,13,angry,,13,12,1.0,,,OP_leftup,idle,shifty,,,
d_main_10_01_34,d_main_10_01,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_10_01_34,True,,1,idle,,7,idle,,15,idle,,3,idle,,17,idle,,13,idle,,12,12,1.0,,,,,,,,
d_main_10_01_35,d_main_10_01,Speech,anis,anis,Locale_MainScenario:d_main_10_01_35,True,,1,worry,,7,idle,,15,idle,,3,idle,,17,idle,,13,idle,,12,10,1.0,,,,,,,,
d_main_10_01_36,d_main_10_01,Speech,anis,anis,Locale_MainScenario:d_main_10_01_36,True,,1,delight,,7,idle,,15,idle,,3,idle,,17,idle,,13,idle,,10,10,1.0,,,,,,,,
d_main_10_01_37,d_main_10_01,Narration,,Narration,Locale_MainScenario:d_main_10_01_37,False,,1,angry,,7,idle,,15,idle,,3,idle,,17,idle,,13,angry,,black,black,1.0,,,,,,sfx_scn_1shot,Low_2,
d_main_10_01_38,d_main_10_01,Narration,,Narration,Locale_MainScenario:d_main_10_01_38,False,,1,angry,,7,idle,,15,idle,,3,idle,,17,idle,,13,angry,,black,black,1.0,,,,,,,,
d_main_10_01_39,d_main_10_01,Speech,anis,anis,Locale_MainScenario:d_main_10_01_39,False,,1,angry,,7,idle,,15,idle,,3,idle,,17,idle,,13,angry,,10,1,2.0,,,,,,,,
d_main_10_01_40,d_main_10_01,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_10_01_40,True,,1,angry,,7,idle,,15,idle,,3,idle,,17,idle,,13,angry,,1,12,1.0,,,,,,,,
d_main_10_01_41,d_main_10_01,Speech,anis,anis,Locale_MainScenario:d_main_10_01_41,True,,1,angry,,7,idle,,15,idle,,3,idle,,17,idle,,13,angry,,12,12,1.0,,,,,,,,
d_main_10_01_42,d_main_10_01,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_10_01_42,True,,1,angry,,7,idle,,15,idle,,3,idle,,17,idle,,13,angry,,12,12,1.0,,,,,,,,
d_main_10_01_43,d_main_10_01,Speech,anis,anis,Locale_MainScenario:d_main_10_01_43,True,,1,angry,,7,idle,,15,idle,,3,idle,,17,idle,,13,angry,,12,12,1.0,,,,,,,,
d_main_10_01_44,d_main_10_01,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_10_01_44,True,,1,angry,,7,idle,,15,idle,,3,idle,,17,idle,,13,angry,,130,130,1.0,,,,,,,,
d_main_10_01_45,d_main_10_01,Speech,anis,anis,Locale_MainScenario:d_main_10_01_45,True,,1,angry,,7,idle,,15,idle,,3,idle,,17,idle,,13,angry,,130,10,0.5,,,,,,,,
d_main_10_01_46,d_main_10_01,Speech,emma,emma,Locale_MainScenario:d_main_10_01_46,True,,1,angry,,7,idle,,15,idle,,3,idle,,17,surprise,,13,angry,,16,16,1.0,,,,,,,,
d_main_10_01_47,d_main_10_01,Speech,emma,emma,Locale_MainScenario:d_main_10_01_47,True,,1,angry,,7,idle,,15,idle,,3,idle,,17,surprise,,13,angry,,16,16,1.0,,,,,,,,
d_main_10_01_48,d_main_10_01,Speech,vesti,vesti,Locale_MainScenario:d_main_10_01_48,False,,1,angry,,7,idle,,15,idle,,3,idle,,17,surprise,,13,idle,,16,16,1.0,,,,,,,,
d_main_10_01_49,d_main_10_01,Speech,emma,emma,Locale_MainScenario:d_main_10_01_49,True,,1,angry,,7,idle,,15,idle,,3,idle,,17,surprise,,13,idle,,16,16,1.0,,,,,,,,
d_main_10_01_50,d_main_10_01,Speech,vesti,vesti,Locale_MainScenario:d_main_10_01_50,True,,1,angry,,7,idle,,15,delight,,3,idle,,17,surprise,,13,idle,,16,16,1.0,,,,,,,,
d_main_10_01_51,d_main_10_01,Speech,emma,emma,Locale_MainScenario:d_main_10_01_51,True,,1,angry,,7,idle,,15,delight,,3,idle,,17,idle,,13,idle,,16,16,1.0,,,,,,,,
d_main_10_01_52,d_main_10_01,Speech,shifty,shifty,Locale_MainScenario:d_main_10_01_52,True,,1,angry,,7,idle,,15,delight,,3,idle,,17,idle,,13,idle,,16,16,1.0,,shifty,OP_leftup,delight,,,,
d_main_10_01_53,d_main_10_01,Speech,neon,neon,Locale_MainScenario:d_main_10_01_53,True,,1,angry,,7,idle,,15,delight,,3,idle,,17,idle,,13,idle,,S_30,S_30,1.0,,,OP_leftup,delight,shifty,,,
d_main_10_01_54,d_main_10_01,Speech,emma,emma,Locale_MainScenario:d_main_10_01_54,True,,1,angry,,7,idle,,15,idle,,3,idle,,17,delight,,13,idle,,170,170,1.0,,,,,,,,
d_main_10_01_55,d_main_10_01,Speech,rapi,rapi,Locale_MainScenario:d_main_10_01_55,True,,1,angry,,7,idle,,15,idle,,3,idle,,1,delight,,13,idle,,70,70,1.0,,,,,,,,eunhwa
d_main_10_01_56,d_main_10_01,Speech,emma,emma,Locale_MainScenario:d_main_10_01_56,True,,1,angry,,7,idle,,15,idle,,3,idle,,5,idle,,,,,70,6,1.0,,,,,,,,
d_main_10_01_57,d_main_10_01,Speech,emma,emma,Locale_MainScenario:d_main_10_01_57,True,,1,angry,,7,idle,,15,idle,,3,idle,,5,idle,,,,,6,6,1.0,,,,,,,,
d_main_10_01_58,d_main_10_01,Speech,rapi,rapi,Locale_MainScenario:d_main_10_01_58,True,,1,angry,,7,idle,,15,idle,,3,idle,,5,idle,,,,,6,6,1.0,,,,,,,,
d_main_10_01_59,d_main_10_01,Speech,emma,emma,Locale_MainScenario:d_main_10_01_59,True,,1,angry,,7,idle,,15,idle,,3,idle,,5,idle,,,,,6,6,1.0,,,,,,,,
d_main_10_01_60,d_main_10_01,Speech,rapi,rapi,Locale_MainScenario:d_main_10_01_60,True,,1,angry,,7,idle,,15,idle,,3,idle,,5,idle,,,,,6,6,1.0,,,,,,,,
d_main_10_01_61,d_main_10_01,Speech,emma,emma,Locale_MainScenario:d_main_10_01_61,True,,1,angry,,7,idle,,15,idle,,3,idle,,5,idle,,,,,6,6,1.0,,,,,,,,
d_main_10_01_62,d_main_10_01,Speech,rapi,rapi,Locale_MainScenario:d_main_10_01_62,False,,1,angry,,7,think,,15,idle,,3,idle,,5,idle,,,,,6,6,1.0,,,,,,,,
d_main_10_01_63,d_main_10_01,Speech,rapi,rapi,Locale_MainScenario:d_main_10_01_63,True,,1,angry,,7,think,,15,idle,,3,idle,,5,idle,,,,,6,6,1.0,,,,,,,,
d_main_10_01_64,d_main_10_01,Speech,emma,emma,Locale_MainScenario:d_main_10_01_64,True,,1,angry,,7,think,,15,idle,,3,idle,,5,surprise,,,,,6,6,1.0,,,,,,,,
d_main_10_01_65,d_main_10_01,Speech,neon,neon,Locale_MainScenario:d_main_10_01_65,True,,1,angry,,7,think,,15,idle,,3,idle,,5,surprise,,,,,6,4,1.0,,,,,,,,
d_main_10_01_66,d_main_10_01,Speech,emma,emma,Locale_MainScenario:d_main_10_01_66,True,,1,angry,,7,think,,15,idle,,3,idle,,5,delight,,,,,4,4,1.0,,,,,,,,
d_main_10_01_67,d_main_10_01,Speech,neon,neon,Locale_MainScenario:d_main_10_01_67,True,,1,angry,,7,think,,15,idle,,3,idle,,5,delight,,,,,4,4,1.0,,,,,,,,
d_main_10_01_68,d_main_10_01,Speech,rapi,rapi,Locale_MainScenario:d_main_10_01_68,True,,1,angry,,7,idle,,15,idle,,3,idle,,5,delight,,,,,4,6,1.0,,,,,,,,
d_main_10_01_69,d_main_10_01,Speech,neon,neon,Locale_MainScenario:d_main_10_01_69,True,,1,angry,,7,idle,,15,idle,,3,no,,5,delight,,,,,3,S_30,0.5,,,,,,,,
d_main_10_01_70,d_main_10_01,Speech,vesti,vesti,Locale_MainScenario:d_main_10_01_70,True,,1,angry,,7,idle,,15,sad,,3,no,,5,idle,,,,,XS_150,XS_150,1.0,,,,,,,,
d_main_10_01_71,d_main_10_01,Speech,vesti,vesti,Locale_MainScenario:d_main_10_01_71,True,,1,angry,,7,idle,,15,sad,,3,idle,,5,idle,,,,,XS_150,XS_150,1.0,,,,,,,,
d_main_10_01_72,d_main_10_01,Speech,rapi,rapi,Locale_MainScenario:d_main_10_01_72,False,,1,idle,,7,delight,,15,sad,,3,idle,,5,idle,,,,,70,70,1.0,,,,,,,,
d_main_10_01_73,d_main_10_01,Speech,shifty,shifty,Locale_MainScenario:d_main_10_01_73,True,,1,idle,,7,idle,,15,sad,,3,idle,,5,idle,,,,,70,7,1.0,,shifty,OP_leftup,angry,,,Low_2,
d_main_10_01_74,d_main_10_01,Speech,anis,anis,Locale_MainScenario:d_main_10_01_74,True,,1,idle,,7,idle,,15,idle,,3,idle,,5,idle,,,,,1,1,1.0,,,OP_leftup,angry,,,,
d_main_10_01_75,d_main_10_01,Speech,shifty,shifty,Locale_MainScenario:d_main_10_01_75,True,,1,idle,,7,idle,,15,idle,,3,idle,,5,idle,,,,,1,1,1.0,,,OP_leftup,no,,,,
d_main_10_01_76,d_main_10_01,Speech,anis,anis,Locale_MainScenario:d_main_10_01_76,True,,1,idle,,7,idle,,15,idle,,3,idle,,5,idle,,,,,1,1,1.0,,,OP_leftup,no,,,,
d_main_10_01_77,d_main_10_01,Speech,shifty,shifty,Locale_MainScenario:d_main_10_01_77,True,,1,idle,,7,idle,,15,idle,,3,idle,,5,idle,,,,,1,1,1.0,,,OP_leftup,think,,,,
d_main_10_01_78,d_main_10_01,Speech,anis,anis,Locale_MainScenario:d_main_10_01_78,True,,1,delight,,7,idle,,15,idle,,3,idle,,5,idle,,,,,1,1,1.0,,,OP_leftup,think,,,,
d_main_10_01_79,d_main_10_01,Speech,shifty,shifty,Locale_MainScenario:d_main_10_01_79,True,,1,delight,,7,idle,,15,idle,,3,idle,,5,idle,,,,,1,1,1.0,,,OP_leftup,angry,,,,
d_main_10_01_80,d_main_10_01,Speech,rapi,rapi,Locale_MainScenario:d_main_10_01_80,True,,1,delight,,7,idle,,15,idle,,3,idle,,5,idle,,,,,1,7,1.0,,,OP_leftup,angry,,,,
d_main_10_01_81,d_main_10_01,Speech,shifty,shifty,Locale_MainScenario:d_main_10_01_81,True,,1,delight,,7,idle,,15,idle,,3,idle,,5,idle,,,,,7,7,1.0,,,OP_leftup,think,,,,
d_main_10_01_82,d_main_10_01,Speech,shifty,shifty,Locale_MainScenario:d_main_10_01_82,True,,1,delight,,7,idle,,15,idle,,3,idle,,5,idle,,,,,7,7,1.0,,,OP_leftup,idle,,,,
