id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_camera_shake,characters/1/hide_char_id,characters/4/hide_char_id,characters/0/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,set_filter_01
d_main_31_03_26,d_main_31_03,Speech,mana_op,mana_op,Locale_MainScenario:d_main_31_03_26,True,,1,idle,,13,void,,15,idle,,OP_rightup,idle,,5,5,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_27,d_main_31_03,Speech,mana_op,mana_op,Locale_MainScenario:d_main_31_03_27,True,,1,idle,,13,void,,15,idle,,OP_rightup,idle,,5,5,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_28,d_main_31_03,Speech,mana_op,mana_op,Locale_MainScenario:d_main_31_03_28,True,,1,idle,,13,void,,15,idle,,OP_rightup,idle,,5,5,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_29,d_main_31_03,Narration,mana_op,,Locale_MainScenario:d_main_31_03_29,False,,1,idle,,13,void,,15,idle,,OP_rightup,idle,,5,5,1.0,,sfx_scn_activate,,OP_leftup,idle,Low_2,,,,,,
d_main_31_03_30,d_main_31_03,Monologue,mana_op,,Locale_MainScenario:d_main_31_03_30,False,,1,idle,,13,void,,15,idle,,OP_rightup,idle,,5,5,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_31,d_main_31_03,Monologue,mana_op,,Locale_MainScenario:d_main_31_03_31,False,,1,idle,,13,void,,15,idle,,OP_rightup,idle,,5,5,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_32,d_main_31_03,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_03_32,True,,1,idle,,13,void,,15,idle,,OP_rightup,idle,,1,1,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_33,d_main_31_03,Monologue,mana_op,,Locale_MainScenario:d_main_31_03_33,False,,1,idle,,13,void,,15,idle,,OP_rightup,idle,,1,10,1.0,,,,OP_leftup,idle,Low_2,mana_op,shifty_r,eunhwa,anis,neon,Blur_Middle
d_main_31_03_34,d_main_31_03,Monologue,mana_op,,Locale_MainScenario:d_main_31_03_34,False,,,,,,,,,,,,,,10,10,1.0,,,,,,Low_2,,,,,,Blur_Middle
d_main_31_03_35,d_main_31_03,Monologue,mana_op,,Locale_MainScenario:d_main_31_03_35,False,,,,,,,,,,,,,,10,10,1.0,,,,,,Low_2,,,,,,Blur_Middle
d_main_31_03_36,d_main_31_03,Monologue,mana_op,,Locale_MainScenario:d_main_31_03_36,False,,,,,,,,,,,,,,10,10,1.0,,,,,,Low_2,,,,,,Blur_Middle
d_main_31_03_37,d_main_31_03,Monologue,mana_op,,Locale_MainScenario:d_main_31_03_37,False,,,,,,,,,,,,,,10,1,1.0,,,,,,,,,,,,Blur_Low
d_main_31_03_38,d_main_31_03,Monologue,mana_op,,Locale_MainScenario:d_main_31_03_38,False,,,,,,,,,,,,,APillar,1,6,1.0,,,,,,,,,,,,
d_main_31_03_39,d_main_31_03,Self,mana_op,,Locale_MainScenario:d_main_31_03_39,False,,,,,,,,,,,,,,6,6,1.0,,,,,,,,,,,,
d_main_31_03_40,d_main_31_03,Speech,mana_op,mana_op,Locale_MainScenario:d_main_31_03_40,True,eunhwa,1,idle,anis,13,void,neon,15,idle,,,,,6,6,1.0,,,mana_op,OP_leftup,idle,,,,,,,
d_main_31_03_41,d_main_31_03,Speech,mana_op,mana_op,Locale_MainScenario:d_main_31_03_41,True,,1,idle,,13,void,,15,idle,,,,,6,6,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_42,d_main_31_03,Speech,anis,anis,Locale_MainScenario:d_main_31_03_42,True,,1,idle,,13,angry,,15,idle,,,,,130,130,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_43,d_main_31_03,Speech,mana_op,mana_op,Locale_MainScenario:d_main_31_03_43,True,,1,idle,,13,angry,,15,idle,,,,,130,130,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_44,d_main_31_03,Speech,mana_op,mana_op,Locale_MainScenario:d_main_31_03_44,True,,1,idle,,13,angry,,15,idle,,,,,130,130,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_45,d_main_31_03,Speech,mana_op,mana_op,Locale_MainScenario:d_main_31_03_45,True,,1,idle,,13,angry,,15,idle,,,,,130,130,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_46,d_main_31_03,Speech,mana_op,mana_op,Locale_MainScenario:d_main_31_03_46,True,,1,idle,,13,angry,,15,idle,,,,,130,130,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_47,d_main_31_03,Speech,anis,anis,Locale_MainScenario:d_main_31_03_47,True,,1,idle,,13,void,,15,idle,,,,,130,13,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_48,d_main_31_03,Speech,anis,anis,Locale_MainScenario:d_main_31_03_48,True,,1,idle,,13,worry,,15,idle,,,,,13,13,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_49,d_main_31_03,Speech,anis,anis,Locale_MainScenario:d_main_31_03_49,True,,1,idle,,13,worry,,15,idle,,,,,13,13,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_50,d_main_31_03,Speech,anis,anis,Locale_MainScenario:d_main_31_03_50,True,,1,idle,,13,worry,,15,idle,,,,,13,13,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_51,d_main_31_03,Speech,mana_op,mana_op,Locale_MainScenario:d_main_31_03_51,True,,1,idle,,13,worry,,15,idle,,,,,13,13,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_52,d_main_31_03,Speech,anis,anis,Locale_MainScenario:d_main_31_03_52,True,,1,idle,,13,worry,,15,idle,,,,,13,13,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_53,d_main_31_03,Speech,mana_op,mana_op,Locale_MainScenario:d_main_31_03_53,True,,1,idle,,13,worry,,15,idle,,,,,13,13,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_54,d_main_31_03,Speech,anis,anis,Locale_MainScenario:d_main_31_03_54,True,,1,idle,,13,void,,15,idle,,,,,13,130,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_55,d_main_31_03,Speech,mana_op,mana_op,Locale_MainScenario:d_main_31_03_55,True,,1,idle,,13,void,,15,idle,,,,,130,130,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_56,d_main_31_03,Speech,anis,anis,Locale_MainScenario:d_main_31_03_56,True,,1,idle,,13,worry,,15,idle,,,,,130,130,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_57,d_main_31_03,Speech,mana_op,mana_op,Locale_MainScenario:d_main_31_03_57,True,,1,idle,,13,worry,,15,idle,,,,,130,130,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_58,d_main_31_03,Speech,anis,anis,Locale_MainScenario:d_main_31_03_58,True,,1,idle,,13,angry,,15,idle,,,,,130,130,0.6,,,,OP_leftup,idle,,,,,,,
d_main_31_03_59,d_main_31_03,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_03_59,True,,1,angry,,13,angry,,15,idle,,,,,130,12,1.5,,,,OP_leftup,idle,,,,,,,
d_main_31_03_60,d_main_31_03,Speech,anis,anis,Locale_MainScenario:d_main_31_03_60,True,,1,angry,,13,worry,,15,idle,,,,,12,12,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_61,d_main_31_03,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_03_61,True,,1,angry,,13,worry,,15,idle,,,,,12,12,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_62,d_main_31_03,Speech,anis,anis,Locale_MainScenario:d_main_31_03_62,True,,1,angry,,13,idle,,15,idle,,,,,12,12,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_63,d_main_31_03,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_03_63,True,,1,idle,,13,idle,,15,idle,,,,,12,10,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_64,d_main_31_03,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_03_64,True,,1,idle,,13,idle,,15,idle,,,,,10,10,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_65,d_main_31_03,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_03_65,True,,1,idle,,13,idle,,15,idle,,,,,10,10,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_66,d_main_31_03,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_03_66,True,,1,idle,,13,idle,,15,idle,,,,,10,10,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_67,d_main_31_03,Speech,anis,anis,Locale_MainScenario:d_main_31_03_67,False,,1,idle,,13,void,,15,idle,,,,,10,12,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_68,d_main_31_03,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_03_68,True,,1,idle,,13,void,,15,idle,,,,,12,12,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_69,d_main_31_03,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_03_69,True,,1,idle,,13,void,,15,idle,,,,,12,12,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_70,d_main_31_03,Speech,anis,anis,Locale_MainScenario:d_main_31_03_70,True,,1,idle,,13,worry,,15,idle,,,,,12,12,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_71,d_main_31_03,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_03_71,True,,1,idle,,13,worry,,15,idle,,,,,12,12,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_72,d_main_31_03,Speech,anis,anis,Locale_MainScenario:d_main_31_03_72,True,,1,idle,,13,void,,15,idle,,,,,12,12,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_73,d_main_31_03,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_03_73,True,,1,idle,,13,void,,15,idle,,,,,12,12,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_74,d_main_31_03,Speech,neon,neon,Locale_MainScenario:d_main_31_03_74,True,,1,idle,,13,void,,15,idle,,,,,S_150,S_150,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_75,d_main_31_03,Speech,neon,neon,Locale_MainScenario:d_main_31_03_75,True,,1,idle,,13,void,,15,idle,,,,,S_150,S_150,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_76,d_main_31_03,Speech,mana_op,mana_op,Locale_MainScenario:d_main_31_03_76,True,,1,idle,,13,void,,15,idle,,,,,S_150,S_150,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_77,d_main_31_03,Speech,neon,neon,Locale_MainScenario:d_main_31_03_77,True,,1,idle,,13,void,,15,delight,,,,,S_150,S_150,1.0,,,,OP_leftup,idle,,,,,,,
d_main_31_03_78,d_main_31_03,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_03_78,True,,1,angry,,13,void,,15,delight,,,,,10,1,1.0,,,,OP_leftup,idle,,,,,,,
