id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id
d_main_30_07_s_14,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_14,True,,1,idle,,3,idle,,L_30,L_30,1.0,,,,,
d_main_30_07_s_15,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_15,True,,1,idle,,3,idle,,L_30,L_30,1.0,,,,,
d_main_30_07_s_16,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_16,True,,1,idle,,3,idle,,L_30,L_30,1.0,,,,,
d_main_30_07_s_17,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_17,True,,1,idle,,3,idle,,L_30,L_30,1.0,,,,,
d_main_30_07_s_18,d_main_30_07_s,Self,grave,,Locale_MainScenario:d_main_30_07_s_18,False,,1,idle,,3,idle,,L_30,L_30,1.0,,,,,
d_main_30_07_s_19,d_main_30_07_s,Self,grave,,Locale_MainScenario:d_main_30_07_s_19,False,,1,idle,,3,idle,,L_30,L_30,1.0,,,,,
d_main_30_07_s_20,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_20,True,,1,idle,,3,idle,,L_30,L_30,1.0,,,,,
d_main_30_07_s_21,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_21,True,,1,idle,,3,idle,,L_30,L_30,1.0,,,,,
d_main_30_07_s_22,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_22,True,,1,idle,,3,idle,,L_30,L_30,1.0,,,,,
d_main_30_07_s_23,d_main_30_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_30_07_s_23,True,,1,worry,,3,idle,,10,10,1.0,,,,,
d_main_30_07_s_24,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_24,True,,1,worry,,3,idle,,L_30,L_300,1.0,,,,,
d_main_30_07_s_25,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_25,True,,1,worry,,3,idle,,L_300,L_300,1.0,,,,,
d_main_30_07_s_26,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_26,True,,1,worry,,3,idle,,L_300,L_300,1.0,,,,,
d_main_30_07_s_27,d_main_30_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_30_07_s_27,True,,1,think,,3,idle,,L_300,100,2.0,,,,,
d_main_30_07_s_28,d_main_30_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_30_07_s_28,True,,1,think,,3,idle,,100,100,1.0,,,,,
d_main_30_07_s_29,d_main_30_07_s,Self,rapi,,Locale_MainScenario:d_main_30_07_s_29,False,,1,think,,3,idle,,100,100,1.0,,,,,
d_main_30_07_s_30,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_30,True,,1,think,,3,idle,,100,2,2.0,,,,,
d_main_30_07_s_31,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_31,True,,1,think,,3,idle,,2,2,1.0,,,,,
d_main_30_07_s_32,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_32,True,,1,think,,3,idle,,2,2,1.0,,,,,
d_main_30_07_s_33,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_33,True,,1,think,,3,idle,,2,2,1.0,,,,,
d_main_30_07_s_34,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_34,True,,1,think,,3,idle,,2,2,1.0,,,,,
d_main_30_07_s_35,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_35,True,,1,think,,3,idle,,2,2,1.0,,,,,
d_main_30_07_s_36,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_36,True,,1,think,,3,idle,,2,2,1.0,,,,,
d_main_30_07_s_37,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_37,True,,1,think,,3,idle,,2,2,1.0,,,,,
d_main_30_07_s_38,d_main_30_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_30_07_s_38,True,,1,worry,,3,idle,,2,2,1.0,,,,,
d_main_30_07_s_39,d_main_30_07_s,Self,rapi,,Locale_MainScenario:d_main_30_07_s_39,False,,1,worry,,3,idle,,2,2,1.0,,,,,
d_main_30_07_s_40,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_40,True,,1,think,,3,idle,,2,L_30,1.0,,,,,
d_main_30_07_s_41,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_41,True,,1,think,,3,idle,,L_30,L_30,1.0,,,,,
d_main_30_07_s_42,d_main_30_07_s,Self,grave,,Locale_MainScenario:d_main_30_07_s_42,False,,1,think,,3,idle,,L_30,L_30,1.0,,,,,
d_main_30_07_s_43,d_main_30_07_s,Narration,grave,,Locale_MainScenario:d_main_30_07_s_43,False,,1,think,,3,idle,,black,black,1.0,,,,,
d_main_30_07_s_44,d_main_30_07_s,Self,grave,,Locale_MainScenario:d_main_30_07_s_44,False,,1,worry,,3,idle,,L_30,L_30,1.0,,,,,
d_main_30_07_s_45,d_main_30_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_30_07_s_45,True,,1,idle,,3,idle,,L_30,10,1.0,,,,,
d_main_30_07_s_46,d_main_30_07_s,Self,rapi,,Locale_MainScenario:d_main_30_07_s_46,False,,1,idle,,3,idle,,10,10,1.0,,,,,
d_main_30_07_s_47,d_main_30_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_30_07_s_47,True,,1,idle,,3,idle,,10,10,1.0,,,,,
d_main_30_07_s_48,d_main_30_07_s,Self,rapi,,Locale_MainScenario:d_main_30_07_s_48,False,,1,idle,,3,idle,,10,10,1.0,,,,,
d_main_30_07_s_49,d_main_30_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_30_07_s_49,True,,1,idle,,3,idle,,10,10,1.0,,,,,
d_main_30_07_s_50,d_main_30_07_s,Self,rapi,,Locale_MainScenario:d_main_30_07_s_50,False,,1,idle,,3,idle,,10,10,1.0,,,,,
d_main_30_07_s_51,d_main_30_07_s,Monologue,rapi,,Locale_MainScenario:d_main_30_07_s_51,False,,1,idle,,3,idle,,10,2,1.0,,,,,
d_main_30_07_s_52,d_main_30_07_s,Monologue,rapi,,Locale_MainScenario:d_main_30_07_s_52,False,,1,worry,,3,idle,,black,black,1.0,,,,,
d_main_30_07_s_53,d_main_30_07_s,Monologue,rapi,,Locale_MainScenario:d_main_30_07_s_53,False,,1,worry,,3,idle,,black,black,1.0,,,,,
d_main_30_07_s_54,d_main_30_07_s,Monologue,rapi,,Locale_MainScenario:d_main_30_07_s_54,False,,1,worry,,3,idle,,2,2,1.0,,,,,
d_main_30_07_s_55,d_main_30_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_30_07_s_55,True,,1,worry,,3,idle,,2,2,1.0,,,,,
d_main_30_07_s_56,d_main_30_07_s,Self,rapi,,Locale_MainScenario:d_main_30_07_s_56,False,,1,worry,,3,idle,,2,2,1.0,,,,,
d_main_30_07_s_57,d_main_30_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_30_07_s_57,True,,1,idle,,3,idle,,2,2,1.0,,,,,
d_main_30_07_s_58,d_main_30_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_30_07_s_58,True,,1,idle,,3,idle,,2,2,1.0,,,,,
d_main_30_07_s_59,d_main_30_07_s,Self,rapi,,Locale_MainScenario:d_main_30_07_s_59,False,,1,idle,,3,idle,,2,2,1.0,,,,,
d_main_30_07_s_60,d_main_30_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_30_07_s_60,True,,1,idle,,3,idle,,2,2,1.0,,,,,
d_main_30_07_s_61,d_main_30_07_s,Self,rapi,,Locale_MainScenario:d_main_30_07_s_61,False,,1,idle,,3,idle,,2,2,1.0,,,,,
d_main_30_07_s_62,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_62,True,,1,idle,,3,idle,,2,2,1.0,,,,,
d_main_30_07_s_63,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_63,True,,1,idle,,3,idle,,2,2,1.0,,,,,
d_main_30_07_s_64,d_main_30_07_s,Narration,grave,,Locale_MainScenario:d_main_30_07_s_64,False,,1,idle,,3,idle,,2,L_30,1.0,,sfx_scn_metaldown,Low_2,,
d_main_30_07_s_65,d_main_30_07_s,Monologue,grave,,Locale_MainScenario:d_main_30_07_s_65,False,,1,idle,,3,idle,,L_30,L_30,1.0,,,,,
d_main_30_07_s_66,d_main_30_07_s,Monologue,grave,,Locale_MainScenario:d_main_30_07_s_66,False,,1,idle,,3,idle,,L_30,L_30,1.0,,,,,
d_main_30_07_s_67,d_main_30_07_s,Narration,grave,,Locale_MainScenario:d_main_30_07_s_67,False,,1,idle,,3,idle,,L_30,L_300,1.0,,sfx_scn_coffinopen,,,
d_main_30_07_s_68,d_main_30_07_s,Monologue,grave,,Locale_MainScenario:d_main_30_07_s_68,False,,1,idle,,3,idle,,L_300,L_300,1.0,,,,,
d_main_30_07_s_69,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_69,True,,1,idle,,3,idle,,L_300,L_300,1.0,,,,,
d_main_30_07_s_70,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_70,True,,1,idle,,3,idle,,L_300,L_300,1.0,,,,,
d_main_30_07_s_71,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_71,True,,1,idle,,3,idle,,L_300,L_300,1.0,,,,,
d_main_30_07_s_72,d_main_30_07_s,Monologue,grave,,Locale_MainScenario:d_main_30_07_s_72,False,,1,idle,,3,idle,,L_300,L_30,1.0,,sfx_scn_toolpasslight,,,
d_main_30_07_s_73,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_73,True,,1,idle,,3,idle,,L_30,L_30,1.0,,,,,
d_main_30_07_s_74,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_74,True,,1,idle,,3,idle,,L_30,L_30,1.0,,,,,
d_main_30_07_s_75,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_75,True,,1,idle,,3,idle,,L_30,L_30,1.0,,,,,
d_main_30_07_s_76,d_main_30_07_s,Self,grave,,Locale_MainScenario:d_main_30_07_s_76,False,,1,idle,,3,idle,,L_30,L_30,1.0,,,,,
d_main_30_07_s_77,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_77,True,,1,idle,,3,idle,,L_30,L_30,1.0,,,,,
d_main_30_07_s_78,d_main_30_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_30_07_s_78,True,,1,idle,,3,idle,,L_30,10,1.0,,,,,
d_main_30_07_s_79,d_main_30_07_s,Monologue,rapi,,Locale_MainScenario:d_main_30_07_s_79,False,,1,idle,,3,idle,,10,1,2.0,none,,,,
d_main_30_07_s_80,d_main_30_07_s,Narration,rapi,,Locale_MainScenario:d_main_30_07_s_80,False,,1,idle,,3,idle,,black,black,2.0,,sfx_scn_naturalfootstep,,,
d_main_30_07_s_81,d_main_30_07_s,Self,rapi,,Locale_MainScenario:d_main_30_07_s_81,False,,1,idle,,3,idle,,1,2,1.0,,,,,
d_main_30_07_s_82,d_main_30_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_30_07_s_82,True,,1,idle,,3,idle,,2,2,1.0,,,,,
d_main_30_07_s_83,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_83,True,,1,idle,,3,idle,,2,2,1.0,,,,,
d_main_30_07_s_84,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_84,True,,1,idle,,3,idle,,2,2,1.0,,,,,
d_main_30_07_s_85,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_85,True,,1,idle,,3,idle,,2,2,1.0,,,,,
d_main_30_07_s_86,d_main_30_07_s,Narration,grave,,Locale_MainScenario:d_main_30_07_s_86,False,,1,idle,,3,idle,,black,black,1.0,,sfx_scn_naturalfootstep,,,
d_main_30_07_s_87,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_87,True,,1,idle,,3,idle,,2,L_30,1.0,,,,,
d_main_30_07_s_88,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_88,True,,1,idle,,3,idle,,L_30,L_30,1.0,,,,,
d_main_30_07_s_89,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_89,True,,1,idle,,3,idle,,L_30,L_30,1.0,,,,,
d_main_30_07_s_90,d_main_30_07_s,Narration,grave,,Locale_MainScenario:d_main_30_07_s_90,False,,1,idle,,3,idle,,black,black,1.0,,sfx_scn_naturalfootstep,,,
d_main_30_07_s_91,d_main_30_07_s,Narration,grave,,Locale_MainScenario:d_main_30_07_s_91,False,,1,idle,,3,idle,,L_30,L_30,1.0,,sfx_scn_coffinriftup,,,
d_main_30_07_s_92,d_main_30_07_s,Narration,grave,,Locale_MainScenario:d_main_30_07_s_92,False,,1,idle,,3,idle,,L_30,10,2.0,,,,,
d_main_30_07_s_93,d_main_30_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_30_07_s_93,True,,1,idle,,3,idle,,black,black,1.0,,,,,
d_main_30_07_s_94,d_main_30_07_s,Narration,rapi,,Locale_MainScenario:d_main_30_07_s_94,False,,1,idle,,3,idle,EventScene_Chap_30_02,black,black,1.0,,,,rapi,grave
d_main_30_07_s_95,d_main_30_07_s,Narration,rapi,,Locale_MainScenario:d_main_30_07_s_95,False,,,,,,,,1,1,1.0,,,,,
d_main_30_07_s_96,d_main_30_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_30_07_s_96,True,,,,,,,,1,1,1.0,,,,,
d_main_30_07_s_97,d_main_30_07_s,Narration,rapi,,Locale_MainScenario:d_main_30_07_s_97,False,,,,,,,,1,1,1.0,,,,,
d_main_30_07_s_98,d_main_30_07_s,Narration,rapi,,Locale_MainScenario:d_main_30_07_s_98,False,,,,,,,,1,1,1.0,,,,,
d_main_30_07_s_99,d_main_30_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_30_07_s_99,True,,,,,,,,1,1,1.0,,,,,
d_main_30_07_s_100,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_100,True,,,,,,,,1,1,1.0,,,,,
d_main_30_07_s_101,d_main_30_07_s,Narration,grave,,Locale_MainScenario:d_main_30_07_s_101,False,,,,,,,CrystalField_1,black,black,1.0,bgm_emergency,sfx_scn_energyballfire,,,
d_main_30_07_s_102,d_main_30_07_s,Narration,grave,,Locale_MainScenario:d_main_30_07_s_102,False,,,,,,,,black,black,1.0,,,,,
d_main_30_07_s_103,d_main_30_07_s,Narration,grave,,Locale_MainScenario:d_main_30_07_s_103,False,rapi,1,idle,,,,,black,black,1.0,,,,,
d_main_30_07_s_104,d_main_30_07_s,Narration,grave,,Locale_MainScenario:d_main_30_07_s_104,False,,1,idle,,,,,1,10,1.0,,sfx_scn_energyballexplosion,Low_2,,
d_main_30_07_s_105,d_main_30_07_s,Narration,grave,,Locale_MainScenario:d_main_30_07_s_105,False,,1,idle,,,,,10,10,1.0,,,,,
d_main_30_07_s_106,d_main_30_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_30_07_s_106,True,,1,idle,,,,,10,100,1.0,,,,,
d_main_30_07_s_107,d_main_30_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_30_07_s_107,True,,1,idle,,,,,100,100,1.0,,,,,
d_main_30_07_s_108,d_main_30_07_s,Narration,rapi,,Locale_MainScenario:d_main_30_07_s_108,False,,1,idle,grave,3,idle,,black,black,1.0,,sfx_scn_coffinclose,,,
d_main_30_07_s_109,d_main_30_07_s,Narration,rapi,,Locale_MainScenario:d_main_30_07_s_109,False,,1,idle,,3,idle,,black,black,1.0,,,,,
d_main_30_07_s_110,d_main_30_07_s,Narration,rapi,,Locale_MainScenario:d_main_30_07_s_110,False,,1,idle,,3,idle,,L_30,2,1.0,,,,,
d_main_30_07_s_111,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_111,True,,1,idle,,3,idle,,2,2,1.0,,,,,
d_main_30_07_s_112,d_main_30_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_30_07_s_112,True,,1,angry,,3,idle,,2,10,1.0,,,,,
d_main_30_07_s_113,d_main_30_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_30_07_s_113,True,,1,angry,,3,idle,,10,10,1.0,,,,,
d_main_30_07_s_114,d_main_30_07_s,Self,rapi,,Locale_MainScenario:d_main_30_07_s_114,False,,1,angry,,3,idle,,10,10,1.0,,,,,
d_main_30_07_s_115,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_115,True,,1,angry,,3,idle,,10,L_30,1.0,,,,,
d_main_30_07_s_116,d_main_30_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_30_07_s_116,True,,1,angry,,3,idle,,10,10,1.0,,,,,
d_main_30_07_s_117,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_117,True,,1,angry,,3,idle,,L_30,L_30,1.0,,,,,
d_main_30_07_s_118,d_main_30_07_s,Speech,grave,grave,Locale_MainScenario:d_main_30_07_s_118,True,,1,angry,,3,idle,,L_30,L_300,1.0,,,,,
