id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,play_sound
d_main_36_03_e_15,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_15,True,,6,6,1.0,,rapi_red,rapi_red,,5,idle,,3,think_01,,7,idle_02,,1,idle,,13,idle,
d_main_36_03_e_16,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_16,True,,6,6,1.0,,rapi_red,rapi_red,,5,idle,,3,think_01,,7,idle_02,,1,idle,,13,idle,
d_main_36_03_e_17,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_17,True,,6,6,1.0,,maxwell,maxwell,,5,idle,,3,think_01,,7,idle_02,,1,idle,,13,idle,
d_main_36_03_e_18,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_18,True,,6,6,1.0,,maxwell,maxwell,,5,idle,,3,think_01,,7,idle_02,,1,idle,,13,idle,
d_main_36_03_e_19,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_19,True,,2,2,1.0,,leviathan,leviathan,,5,idle,,3,think_01,,7,idle_02,,1,idle,,13,idle,
d_main_36_03_e_20,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_20,True,,2,2,1.0,,laplace,laplace,,5,idle,,3,think_01,,7,idle_02,,1,no,,13,idle,
d_main_36_03_e_21,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_21,True,,2,2,1.0,,leviathan,leviathan,,5,idle,,3,angry,,7,idle_02,,1,no,,13,idle,
d_main_36_03_e_22,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_22,True,,2,2,1.0,,laplace,laplace,,5,idle,,3,angry,,7,idle_02,,1,no,,13,idle,
d_main_36_03_e_23,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_23,True,,2,2,1.0,,laplace,laplace,,5,idle,,3,angry,,7,idle_02,,1,no,,13,idle,
d_main_36_03_e_24,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_24,True,,2,2,1.0,,laplace,laplace,,5,idle,,3,angry,,7,idle_02,,1,no,,13,idle,
d_main_36_03_e_25,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_25,True,,130,130,1.0,,drake,drake,,5,idle,,3,angry,,7,idle_02,,1,no,,13,idle,
d_main_36_03_e_26,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_26,False,,2,2,1.0,,leviathan,leviathan,,5,idle,,3,surprise,,7,idle_02,,1,no,,13,idle,
d_main_36_03_e_27,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_27,True,,2,2,1.0,,leviathan,leviathan,,5,idle,,3,surprise,,7,idle_02,,1,no,,13,idle,
d_main_36_03_e_28,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_28,True,,2,2,1.0,,laplace,laplace,,5,idle,,3,surprise,,7,idle_02,,1,no,,13,idle,
d_main_36_03_e_29,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_29,True,,2,2,1.0,,leviathan,leviathan,,5,idle,,3,surprise,,7,idle,,1,no,,13,idle,
d_main_36_03_e_30,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_30,True,,2,S_10,1.3,,laplace,laplace,,7,idle,,3,surprise,,5,idle,,1,delight,,13,idle,
d_main_36_03_e_31,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_31,True,,S_10,130,1.3,,drake,drake,,7,idle,,3,surprise,,5,idle,,1,delight,,13,delight,
d_main_36_03_e_32,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_32,True,,4,4,1.0,,leviathan,leviathan,,7,idle,,3,no,,5,idle,,1,delight,,13,delight,
d_main_36_03_e_33,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_33,True,,4,4,1.0,,maxwell,maxwell,,7,idle,,3,no,,5,idle,,1,delight,,13,delight,
d_main_36_03_e_34,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_34,False,,4,4,1.0,,leviathan,leviathan,,7,idle,,3,no,,5,idle,,1,delight,,13,delight,
d_main_36_03_e_35,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_35,True,,4,4,1.0,,maxwell,maxwell,,7,idle,,3,no,,5,idle,,1,delight,,13,delight,
d_main_36_03_e_36,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_36,True,,4,4,1.0,,maxwell,maxwell,,7,idle,,3,no,,5,idle,,1,delight,,13,delight,
d_main_36_03_e_37,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_37,True,,4,4,1.0,,leviathan,leviathan,,7,idle,,3,surprise,,5,idle,,1,idle,,13,delight,
d_main_36_03_e_38,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_38,True,,70,70,1.0,,rapi_red,rapi_red,,7,idle,,3,surprise,,5,idle,,13,idle,,1,idle,
d_main_36_03_e_39,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_39,True,,4,4,1.0,,leviathan,leviathan,,7,idle,,3,angry,,5,idle,,13,idle,,1,idle,
d_main_36_03_e_40,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_40,True,,4,4,1.3,,leviathan,leviathan,,7,idle,,3,angry,,5,idle,,13,idle,,1,idle,
d_main_36_03_e_41,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_41,True,,4,4,1.0,,leviathan,leviathan,,7,idle,,3,angry,,5,idle,,13,idle,,1,idle,
d_main_36_03_e_42,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_42,True,,4,4,1.0,,maxwell,maxwell,,7,idle,,3,angry,,5,idle,,13,idle,,1,idle,
d_main_36_03_e_43,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_43,True,,4,2,1.5,,drake,drake,,7,idle,,3,angry,,5,idle,,13,idle,,1,idle,
d_main_36_03_e_44,d_main_36_03_e,Monologue,Locale_MainScenario:d_main_36_03_e_44,False,,2,2,1.3,,drake,,,7,idle,,3,angry,,5,idle,,13,idle,,1,idle,
d_main_36_03_e_45,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_45,True,,2,2,1.0,,leviathan,leviathan,,7,idle,,3,no,,5,idle,,13,idle,,1,idle,
d_main_36_03_e_46,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_46,True,,2,2,1.0,,leviathan,leviathan,,7,idle,,3,no,,5,idle,,13,idle,,1,idle,
d_main_36_03_e_47,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_47,True,,2,10,1.3,,drake,drake,,7,idle,,3,no,,5,idle,,13,idle,,1,idle,
d_main_36_03_e_48,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_48,True,,10,100,0.7,,drake,drake,,7,idle,,3,no,,5,idle,,13,idle,,1,angry,
d_main_36_03_e_49,d_main_36_03_e,Narration,Locale_MainScenario:d_main_36_03_e_49,False,,black,black,1.0,,drake,,,7,idle,,3,no,,5,idle,,13,idle,,1,angry,sfx_scn_heavyspark
d_main_36_03_e_50,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_50,False,,S_30,S_30,1.0,,leviathan,leviathan,,7,idle,,3,pain,,5,idle,,13,idle,,1,angry,
d_main_36_03_e_51,d_main_36_03_e,Monologue,Locale_MainScenario:d_main_36_03_e_51,False,,S_30,S_30,1.0,,leviathan,,,7,idle,,3,pain,,5,idle,,13,idle,,1,angry,
d_main_36_03_e_52,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_52,True,,S_30,S_300,1.3,,leviathan,leviathan,,7,idle,,3,sad_01,,5,idle,,13,idle,,1,angry,
d_main_36_03_e_53,d_main_36_03_e,Narration,Locale_MainScenario:d_main_36_03_e_53,False,,black,black,1.0,,leviathan,,,7,idle,,3,sad_01,,5,idle,,13,idle,,1,angry,sfx_scn_bigeggrumble
d_main_36_03_e_54,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_54,True,,S_300,S_30,1.3,,leviathan,leviathan,,7,idle,,3,sad_02,,5,idle,,13,idle,,1,angry,
d_main_36_03_e_55,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_55,True,,S_30,4,1.3,,maxwell,maxwell,,7,idle,,3,sad_02,,5,idle,,13,idle,,1,idle,
d_main_36_03_e_56,d_main_36_03_e,Monologue,Locale_MainScenario:d_main_36_03_e_56,False,,black,black,1.0,,maxwell,,,7,idle,,3,sad_02,,5,idle,,13,idle,,1,idle,sfx_scn_bigeggrumble
d_main_36_03_e_57,d_main_36_03_e,Monologue,Locale_MainScenario:d_main_36_03_e_57,False,,black,black,1.0,,maxwell,,,7,idle,,3,sad_02,,5,idle,,13,idle,,1,idle,sfx_scn_mutateimpact
d_main_36_03_e_58,d_main_36_03_e,Monologue,Locale_MainScenario:d_main_36_03_e_58,False,,black,black,1.0,,maxwell,,,7,idle,,3,surprise,,5,idle,,13,idle,,1,idle,sfx_scn_mutatesuction
d_main_36_03_e_59,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_59,True,,4,4,1.0,,leviathan,leviathan,,7,idle,,3,surprise,,5,idle,,13,idle,,1,idle,
d_main_36_03_e_60,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_60,True,,4,4,1.0,,leviathan,leviathan,,7,idle,,3,surprise,,5,idle,,13,idle,,1,idle,
d_main_36_03_e_61,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_61,True,,4,4,1.0,,maxwell,maxwell,,7,idle,,3,surprise,,5,idle,,13,idle,,1,idle,
d_main_36_03_e_62,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_62,True,,4,4,1.0,,leviathan,leviathan,,7,idle,,3,surprise,,5,idle,,13,idle,,1,idle,
d_main_36_03_e_63,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_63,True,,4,4,1.0,,maxwell,maxwell,,7,idle,,3,surprise,,5,idle,,13,idle,,1,idle,
d_main_36_03_e_64,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_64,True,,4,4,1.0,,maxwell,maxwell,,7,idle,,3,surprise,,5,idle,,13,idle,,1,idle,
d_main_36_03_e_65,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_65,True,,4,4,1.0,,leviathan,leviathan,,7,idle,,3,surprise,,5,idle,,13,idle,,1,idle,
d_main_36_03_e_66,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_66,True,,4,2,1.3,,drake,drake,,7,idle,,3,surprise,,5,idle,,13,idle,,1,delight,
d_main_36_03_e_67,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_67,True,,2,2,1.0,,drake,drake,,7,idle,,3,surprise,,5,idle,,13,idle,,1,delight,
d_main_36_03_e_68,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_68,False,,2,2,1.0,,leviathan,leviathan,,7,idle,,3,think_02,,5,idle,,13,idle,,1,delight,
d_main_36_03_e_69,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_69,True,,2,2,1.0,,drake,drake,,7,idle,,3,think_02,,5,idle,,13,idle,,1,idle,
d_main_36_03_e_70,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_70,True,,2,S_30,1.3,,leviathan,leviathan,,7,idle,,3,think_02,,5,idle,,13,idle,,1,idle,
d_main_36_03_e_71,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_71,False,,S_30,S_30,1.0,,leviathan,leviathan,,7,idle,,3,think_02,,5,idle,,13,idle,,1,idle,
d_main_36_03_e_72,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_72,True,,S_30,S_30,1.0,,leviathan,leviathan,,7,idle,,3,special,,5,idle,,13,idle,,1,idle,
d_main_36_03_e_73,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_73,True,,S_30,10,0.7,,drake,drake,,7,idle,,3,special,,5,idle,,13,idle,,1,angry,
d_main_36_03_e_74,d_main_36_03_e,Speech,Locale_MainScenario:d_main_36_03_e_74,True,,10,2,1.3,,leviathan,leviathan,,7,idle,,3,angry,,5,idle,,13,idle,,1,angry,
