id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,set_camera_shake
d_main_26_2_s_11,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_11,True,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,14,14,1.0,,crown,crown,
d_main_26_2_s_12,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_12,True,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,14,14,1.0,,chime,chime,
d_main_26_2_s_13,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_13,True,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,14,14,1.0,,crown,crown,
d_main_26_2_s_14,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_14,True,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,14,XXS_130,1.0,,chime,chime,
d_main_26_2_s_15,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_15,True,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,XXS_130,XXS_130,1.0,,chime,chime,
d_main_26_2_s_16,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_16,True,,7,think,,5,idle,,3,void,,1,idle,,13,delight,,15,idle,,XXS_130,14,1.0,,chime,chime,
d_main_26_2_s_17,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_17,True,,7,think,,5,idle,,3,void,,1,idle,,13,delight,,15,think,,14,14,1.0,,crown,crown,
d_main_26_2_s_18,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_18,True,,7,think,,5,idle,,3,void,,1,idle,,13,delight,,15,think,,14,14,1.0,,chime,chime,
d_main_26_2_s_19,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_19,True,,7,think,,5,idle,,3,no,,1,idle,,13,delight,,15,think,,30,30,1.0,,anis,anis,
d_main_26_2_s_20,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_20,True,,7,think,,5,think,,3,no,,1,idle,,13,delight,,15,think,,14,14,1.0,,crown,crown,
d_main_26_2_s_21,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_21,True,,7,think,,5,think,,3,no,,1,idle,,13,delight,,15,think,,14,14,1.0,,chime,chime,
d_main_26_2_s_22,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_22,False,,7,think,,5,think,,3,no,,1,idle,,13,delight,,15,think,,30,30,1.0,,anis,anis,
d_main_26_2_s_23,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_23,True,,7,think,,5,think,,3,no,,1,idle,,13,delight,,15,think,,30,50,1.0,,redhood,redhood,
d_main_26_2_s_24,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_24,True,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,50,50,1.0,,redhood,redhood,
d_main_26_2_s_25,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_25,True,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,50,50,1.0,,redhood,redhood,
d_main_26_2_s_26,d_main_26_02_s,Self,Locale_MainScenario:d_main_26_2_s_26,False,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,,
d_main_26_2_s_27,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_27,True,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,50,50,1.0,,redhood,redhood,
d_main_26_2_s_28,d_main_26_02_s,Self,Locale_MainScenario:d_main_26_2_s_28,False,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,,
d_main_26_2_s_29,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_29,True,,7,think,,5,go,,3,void,,1,idle,,13,idle,,15,idle,,50,50,1.0,,redhood,redhood,
d_main_26_2_s_30,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_30,True,,7,worry,,5,go,,3,void,,1,idle,,13,idle,,15,idle,,70,70,1.0,,dorothy,dorothy,
d_main_26_2_s_31,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_31,True,,7,worry,,5,go,,3,void,,1,idle,,13,idle,,15,idle,,2,2,1.0,,anis,anis,
d_main_26_2_s_32,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_32,True,,7,worry,,5,go,,3,void,,1,surprise,,13,idle,,15,idle,,2,2,1.0,,neon,neon,
d_main_26_2_s_33,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_33,True,,7,worry,,5,go,,3,void,,1,surprise,,13,idle,,15,idle,,6,6,1.0,,redhood,redhood,
d_main_26_2_s_34,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_34,True,,7,worry,,5,go,,3,void,,1,surprise,,13,idle,,15,idle,,6,6,1.0,,dorothy,dorothy,
d_main_26_2_s_35,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_35,True,,7,worry,,5,go,,3,void,,1,surprise,,13,idle,,15,idle,,6,50,1.0,,redhood,redhood,
d_main_26_2_s_36,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_36,True,,7,worry,,5,go,,3,void,,1,surprise,,13,idle,,15,idle,,50,50,1.0,,redhood,redhood,
d_main_26_2_s_37,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_37,True,,7,worry,,5,go,,3,void,,1,surprise,,13,idle,,15,idle,,50,50,1.0,,redhood,redhood,
d_main_26_2_s_38,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_38,True,,7,worry,,5,go,,3,void,,1,surprise,,13,idle,,15,idle,,50,50,1.0,,redhood,redhood,
d_main_26_2_s_39,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_39,True,,7,worry,,5,go,,3,void,,1,surprise,,13,idle,,15,idle,,50,50,1.0,,redhood,redhood,
d_main_26_2_s_40,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_40,True,,7,worry,,5,go,,3,void,,1,surprise,,13,idle,,15,idle,,50,50,1.0,,redhood,redhood,
d_main_26_2_s_41,d_main_26_02_s,Self,Locale_MainScenario:d_main_26_2_s_41,False,,7,worry,,5,go,,3,void,,1,surprise,,13,idle,,15,idle,,50,50,1.0,,,,
d_main_26_2_s_42,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_42,True,,7,worry,,5,go,,3,void,,1,surprise,,13,idle,,15,idle,,50,50,1.0,,redhood,redhood,
d_main_26_2_s_43,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_43,True,,7,think,,5,go,,3,void,,1,surprise,,13,idle,,15,idle,,50,6,1.0,,dorothy,dorothy,
d_main_26_2_s_44,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_44,True,,7,think,,5,go,,3,void,,1,surprise,,13,idle,,15,idle,,6,6,1.0,,dorothy,dorothy,
d_main_26_2_s_45,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_45,True,,7,think,,5,think,,3,void,,1,surprise,,13,idle,,15,idle,,6,6,1.0,,redhood,redhood,
d_main_26_2_s_46,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_46,True,,7,think,,5,think,,3,void,,1,surprise,,13,idle,,15,idle,,6,6,1.0,,redhood,redhood,
d_main_26_2_s_47,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_47,True,,7,think,,5,think,,3,void,,1,surprise,,13,idle,,15,idle,,6,6,1.0,,redhood,redhood,
d_main_26_2_s_48,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_48,True,,7,think,,5,think,,3,void,,1,surprise,,13,idle,,15,idle,,6,6,1.0,,redhood,redhood,
d_main_26_2_s_49,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_49,True,,7,think,,5,think,,3,void,,1,surprise,,13,idle,,15,idle,,6,6,1.0,,redhood,redhood,
d_main_26_2_s_50,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_50,False,,7,think,,5,think,,3,void,,1,surprise,,13,idle,,15,idle,,6,6,1.0,,dorothy,dorothy,
d_main_26_2_s_51,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_51,True,,7,think,,5,think,,3,void,,1,surprise,,13,idle,,15,idle,,6,50,1.0,,redhood,redhood,
d_main_26_2_s_52,d_main_26_02_s,Monologue,Locale_MainScenario:d_main_26_2_s_52,False,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,,
d_main_26_2_s_53,d_main_26_02_s,Monologue,Locale_MainScenario:d_main_26_2_s_53,False,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,,
d_main_26_2_s_54,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_54,False,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,2,2,1.0,,anis,anis,
d_main_26_2_s_55,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_55,False,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,2,2,1.0,,neon,neon,
d_main_26_2_s_56,d_main_26_02_s,Monologue,Locale_MainScenario:d_main_26_2_s_56,False,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,,
d_main_26_2_s_57,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_57,True,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,50,6,1.0,,dorothy,dorothy,
d_main_26_2_s_58,d_main_26_02_s,Narration,Locale_MainScenario:d_main_26_2_s_58,False,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,6,6,1.0,,,,Low_2
d_main_26_2_s_59,d_main_26_02_s,Monologue,Locale_MainScenario:d_main_26_2_s_59,False,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,6,6,1.0,,,,
d_main_26_2_s_60,d_main_26_02_s,Monologue,Locale_MainScenario:d_main_26_2_s_60,False,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,6,50,1.0,,,,
d_main_26_2_s_61,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_61,True,,7,think,,5,worry,,3,void,,1,idle,,13,idle,,15,idle,,50,500,1.0,,redhood,redhood,
d_main_26_2_s_62,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_62,True,,7,think,,5,worry,,3,worry,,1,idle,,13,idle,,15,idle,,30,30,1.0,,anis,anis,
d_main_26_2_s_63,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_63,True,,7,think,,5,worry,,3,worry,,1,idle,,13,idle,,15,idle,,500,500,1.0,,redhood,redhood,
d_main_26_2_s_64,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_64,True,,7,think,,5,worry,,3,worry,,1,idle,,13,idle,,15,idle,,500,500,1.0,,redhood,redhood,
d_main_26_2_s_65,d_main_26_02_s,Self,Locale_MainScenario:d_main_26_2_s_65,False,,7,think,,5,worry,,3,worry,,1,idle,,13,idle,,15,idle,,500,500,1.0,,,,
d_main_26_2_s_66,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_66,True,,7,think,,5,worry,,3,worry,,1,idle,,13,idle,,15,idle,,500,500,1.0,,redhood,redhood,
d_main_26_2_s_67,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_67,True,,7,think,,5,angry,,3,worry,,1,idle,,13,idle,,15,idle,,500,500,1.0,,redhood,redhood,
d_main_26_2_s_68,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_68,True,,7,worry,,5,angry,,3,worry,,1,idle,,13,idle,,15,idle,,70,70,1.0,,dorothy,dorothy,
d_main_26_2_s_69,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_69,True,,7,worry,,5,angry,,3,worry,,1,idle,,13,idle,,15,idle,,500,500,1.0,,redhood,redhood,
d_main_26_2_s_70,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_70,True,,7,worry,,5,angry,,3,worry,,1,idle,,13,idle,,15,idle,,500,500,1.0,,redhood,redhood,
d_main_26_2_s_71,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_71,False,,7,worry,,5,angry,,3,worry,,1,idle,,13,idle,,15,idle,,30,30,1.0,,anis,anis,
d_main_26_2_s_72,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_72,True,,7,worry,,5,angry,,3,worry,,1,idle,,13,idle,,15,idle,,500,500,1.0,,redhood,redhood,
d_main_26_2_s_73,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_73,True,,7,worry,,5,angry,,3,worry,,1,idle,,13,idle,,15,idle,,500,500,1.0,,redhood,redhood,
d_main_26_2_s_74,d_main_26_02_s,Monologue,Locale_MainScenario:d_main_26_2_s_74,False,,7,worry,,5,angry,,3,worry,,1,idle,,13,idle,,15,idle,,500,500,1.0,,,,Low_2
d_main_26_2_s_75,d_main_26_02_s,Monologue,Locale_MainScenario:d_main_26_2_s_75,False,,7,worry,,5,angry,,3,worry,,1,idle,,13,idle,,15,idle,,500,500,1.0,,,,Low_2
d_main_26_2_s_76,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_76,True,,7,think,,5,angry,,3,worry,,1,idle,,13,idle,,15,idle,,500,500,1.0,,redhood,redhood,
d_main_26_2_s_77,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_77,True,,7,think,,5,angry,,3,worry,,1,idle,,13,idle,,15,idle,,500,500,1.0,,redhood,redhood,
d_main_26_2_s_78,d_main_26_02_s,Monologue,Locale_MainScenario:d_main_26_2_s_78,False,,7,think,,5,angry,,3,worry,,1,idle,,13,idle,,15,idle,,500,500,1.0,,,,
d_main_26_2_s_79,d_main_26_02_s,Monologue,Locale_MainScenario:d_main_26_2_s_79,False,,7,think,,5,angry,,3,worry,,1,idle,,13,idle,,15,idle,,500,50,1.0,,,,
d_main_26_2_s_80,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_80,False,,7,think,,5,surprise,,3,worry,,1,idle,,13,idle,,15,idle,,50,50,1.0,,redhood,redhood,
d_main_26_2_s_81,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_81,True,,7,think,,5,no,,3,worry,,1,idle,,13,idle,,15,idle,,50,50,1.0,,redhood,redhood,
d_main_26_2_s_82,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_82,True,,7,think,,5,no,,3,worry,,1,idle,,13,idle,,15,idle,,50,50,1.0,,redhood,redhood,
d_main_26_2_s_83,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_83,True,,7,think,,5,no,,3,angry,,1,idle,,13,idle,,15,idle,,30,30,1.0,,anis,anis,
d_main_26_2_s_84,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_84,True,,7,think,,5,no,,3,angry,,1,idle,,13,idle,,15,idle,,30,30,1.0,,anis,anis,
d_main_26_2_s_85,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_85,True,,7,think,,5,no,,3,angry,,1,idle,,13,idle,,15,idle,,70,70,1.0,,dorothy,dorothy,
d_main_26_2_s_86,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_86,True,,7,think,,5,no,,3,angry,,1,idle,,13,idle,,15,idle,,30,30,1.0,,anis,anis,
d_main_26_2_s_87,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_87,True,,7,think,,5,no,,3,angry,,1,idle,,13,idle,,15,idle,,70,70,1.0,,dorothy,dorothy,
d_main_26_2_s_88,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_88,True,,7,think,,5,no,,3,angry,,1,idle,,13,idle,,15,idle,,30,30,1.0,,anis,anis,
d_main_26_2_s_89,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_89,True,,7,think,,5,no,,3,angry,,1,idle,,13,idle,,15,idle,,30,30,1.0,,anis,anis,
d_main_26_2_s_90,d_main_26_02_s,Self,Locale_MainScenario:d_main_26_2_s_90,False,,7,think,,5,no,,3,angry,,1,idle,,13,idle,,15,idle,,30,30,1.0,,,,
d_main_26_2_s_91,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_91,True,,7,think,,5,think,,3,angry,,1,idle,,13,idle,,15,idle,,30,5,1.0,,redhood,redhood,
d_main_26_2_s_92,d_main_26_02_s,Self,Locale_MainScenario:d_main_26_2_s_92,False,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,5,5,1.0,,,,
d_main_26_2_s_93,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_93,True,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,5,5,1.0,,redhood,redhood,
d_main_26_2_s_94,d_main_26_02_s,Self,Locale_MainScenario:d_main_26_2_s_94,False,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,5,5,1.0,,,,
d_main_26_2_s_95,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_95,True,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,5,2,1.0,,anis,anis,
d_main_26_2_s_96,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_96,True,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,2,2,1.0,,neon,neon,
d_main_26_2_s_97,d_main_26_02_s,Self,Locale_MainScenario:d_main_26_2_s_97,False,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,2,2,1.0,,,,
d_main_26_2_s_98,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_98,True,,7,think,,5,worry,,3,void,,1,idle,,13,idle,,15,idle,,2,50,1.0,,redhood,redhood,Low_2
d_main_26_2_s_99,d_main_26_02_s,Monologue,Locale_MainScenario:d_main_26_2_s_99,False,,7,think,,5,worry,,3,void,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,,
d_main_26_2_s_100,d_main_26_02_s,Self,Locale_MainScenario:d_main_26_2_s_100,False,,7,think,,5,worry,,3,void,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,,
d_main_26_2_s_101,d_main_26_02_s,Self,Locale_MainScenario:d_main_26_2_s_101,False,,7,think,,5,worry,,3,void,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,,
d_main_26_2_s_102,d_main_26_02_s,Speech,Locale_MainScenario:d_main_26_2_s_102,False,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,50,5,1.0,,redhood,redhood,
d_main_26_2_s_103,d_main_26_02_s,Monologue,Locale_MainScenario:d_main_26_2_s_103,False,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,5,5,1.0,,,,
d_main_26_2_s_104,d_main_26_02_s,Monologue,Locale_MainScenario:d_main_26_2_s_104,False,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,5,5,1.0,,,,
d_main_26_2_s_105,d_main_26_02_s,Self,Locale_MainScenario:d_main_26_2_s_105,False,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,5,5,1.0,,,,
d_main_26_2_s_106,d_main_26_02_s,Self,Locale_MainScenario:d_main_26_2_s_106,False,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,5,5,1.0,,,,
