id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_main_39_08_33,d_main_39_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_08_33,True,,raptogether_01,raptogether_01,1.0,,,,1,idle,,13,idle,,3,angry
d_main_39_08_34,d_main_39_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_08_34,True,,raptogether_01,raptogether_01,1.0,,,,1,idle,,13,idle,,3,special
d_main_39_08_35,d_main_39_08,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_08_35,True,,raptogether_01,raptogether_01,1.0,,,,1,idle,,13,idle,,3,special
d_main_39_08_36,d_main_39_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_08_36,True,,raptogether_01,raptogether_01,1.0,,,,1,idle,,13,idle,,3,angry
d_main_39_08_37,d_main_39_08,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_08_37,True,,raptogether_01,raptogether_01,1.0,,,,1,idle,,13,idle,,3,angry
d_main_39_08_38,d_main_39_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_08_38,True,,raptogether_01,raptogether_01,1.0,,,,1,idle,,13,idle,,3,angry
d_main_39_08_39,d_main_39_08,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_08_39,True,,raptogether_01,raptogether_01,1.0,,,,1,idle,,13,idle,,3,angry
d_main_39_08_40,d_main_39_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_08_40,True,,raptogether_01,raptogether_01,1.0,,,,1,idle,,13,idle,,3,angry
d_main_39_08_41,d_main_39_08,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_08_41,True,,raptogether_01,raptogether_01,1.0,,,,1,idle,,13,idle,,3,angry
d_main_39_08_42,d_main_39_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_08_42,False,,raptogether_01,raptogether_01,1.0,,,,1,idle,,13,idle,,3,angry
d_main_39_08_43,d_main_39_08,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_08_43,True,,raptogether_01,rap_10,1.0,,,,1,idle,,13,idle,,3,angry
d_main_39_08_44,d_main_39_08,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_08_44,True,,rap_10,rap_10,1.0,,,,1,idle,,13,idle,,3,angry
d_main_39_08_45,d_main_39_08,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_08_45,True,,rap_10,rap_10,1.0,,,,1,idle,,13,idle,,3,angry
d_main_39_08_46,d_main_39_08,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_08_46,True,,rap_10,rap_10,1.0,,,,1,idle,,13,idle,,3,angry
d_main_39_08_47,d_main_39_08,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_08_47,True,,rap_10,rap_10,1.0,,,,1,idle,,13,idle,,3,angry
d_main_39_08_48,d_main_39_08,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_08_48,True,,rap_10,rap_10,1.0,,,,1,idle,,13,idle,,3,angry
d_main_39_08_49,d_main_39_08,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_08_49,True,,rap_10,rap_10,1.0,,,,1,idle,,13,idle,,3,angry
d_main_39_08_50,d_main_39_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_08_50,True,,rap_10,raptogether_01,1.0,,,,1,idle,,13,idle,,3,think_01
d_main_39_08_51,d_main_39_08,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_08_51,True,,raptogether_01,raptogether_01,1.0,,,,1,idle,,13,idle,,3,think_01
d_main_39_08_52,d_main_39_08,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_08_52,True,,raptogether_01,raptogether_01,1.0,,,,1,idle,,13,idle,,3,think_01
d_main_39_08_53,d_main_39_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_08_53,False,,raptogether_01,raptogether_01,1.0,,,,1,idle,,13,idle,,3,think_01
d_main_39_08_54,d_main_39_08,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_08_54,True,,raptogether_01,raptogether_01,1.0,,,,1,idle,,13,idle,,3,think_01
d_main_39_08_55,d_main_39_08,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_08_55,True,,raptogether_01,raptogether_01,1.0,,,,1,idle,,13,idle,,3,think_01
d_main_39_08_56,d_main_39_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_08_56,False,,raptogether_01,raptogether_01,1.0,,,,1,idle,,13,idle,,3,think_01
d_main_39_08_57,d_main_39_08,Speech,ziz,ziz,Locale_MainScenario:d_main_39_08_57,True,,S_1300,S_1300,1.0,,,,1,idle,,13,idle,,3,think_01
d_main_39_08_58,d_main_39_08,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_08_58,True,,S_1300,rap_100,1.0,,,,1,idle,,13,idle,,3,think_01
d_main_39_08_59,d_main_39_08,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_08_59,True,,rap_100,rap_100,1.0,,,,1,idle,,13,idle,,3,think_01
d_main_39_08_60,d_main_39_08,Speech,ziz,ziz,Locale_MainScenario:d_main_39_08_60,True,,S_1300,S_130,1.0,,,,1,idle,,13,idle,,3,think_01
d_main_39_08_61,d_main_39_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_08_61,True,,S_30,S_30,1.0,,,,1,idle,,13,idle,,3,no
d_main_39_08_62,d_main_39_08,Narration,leviathan,,Locale_MainScenario:d_main_39_08_62,False,,black,black,1.0,,black,,1,idle,,13,idle,,3,no
d_main_39_08_63,d_main_39_08,Speech,ziz,ziz,Locale_MainScenario:d_main_39_08_63,True,,raptogether_02,raptogether_02,1.0,,,,1,idle,,13,think,,3,no
d_main_39_08_64,d_main_39_08,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_08_64,True,,raptogether_02,raptogether_02,1.0,,,,1,idle,,13,think,,3,no
d_main_39_08_65,d_main_39_08,Speech,ziz,ziz,Locale_MainScenario:d_main_39_08_65,True,,raptogether_02,raptogether_02,1.0,,,,1,idle,,13,think,,3,no
d_main_39_08_66,d_main_39_08,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_08_66,True,,raptogether_02,raptogether_02,1.0,,,,1,idle,,13,think,,3,no
d_main_39_08_67,d_main_39_08,Speech,ziz,ziz,Locale_MainScenario:d_main_39_08_67,True,,raptogether_02,raptogether_02,1.0,,,,1,idle,,13,idle,,3,no
d_main_39_08_68,d_main_39_08,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_08_68,True,,raptogether_02,raptogether_02,1.0,,,,1,idle,,13,idle,,3,no
d_main_39_08_69,d_main_39_08,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_08_69,True,,raptogether_02,raptogether_02,1.0,,,,1,idle,,13,idle,,3,no
d_main_39_08_70,d_main_39_08,Speech,ziz,ziz,Locale_MainScenario:d_main_39_08_70,True,,raptogether_02,raptogether_02,1.0,,,,1,idle,,13,delight,,3,no
