id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,set_camera_shake,play_sound,characters/0/hide_char_id
d_ex_redash_01_2_21,d_ex_redash_01_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_2_21,True,,3,smile,,5,no,,4,4,1.0,,rapunzel_o,,,
d_ex_redash_01_2_22,d_ex_redash_01_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_2_22,True,,3,smile,,5,no,,4,4,1.0,,rapunzel_o,,,
d_ex_redash_01_2_23,d_ex_redash_01_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_2_23,True,,3,idle,,5,no,,4,4,1.0,,redhood,,,
d_ex_redash_01_2_24,d_ex_redash_01_2,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_01_2_24,False,,3,idle,,5,idle,,17,170,0.5,,,,,
d_ex_redash_01_2_25,d_ex_redash_01_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_2_25,True,,3,idle,,5,idle,,4,4,1.0,,redhood,,,
d_ex_redash_01_2_26,d_ex_redash_01_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_2_26,True,,3,idle,,5,surprise,,4,4,1.0,,rapunzel_o,,,
d_ex_redash_01_2_27,d_ex_redash_01_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_2_27,True,,3,no,,5,surprise,,4,4,1.0,,redhood,,,
d_ex_redash_01_2_28,d_ex_redash_01_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_2_28,True,,3,no,,5,surprise,,4,4,1.0,,rapunzel_o,,,
d_ex_redash_01_2_29,d_ex_redash_01_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_2_29,True,,3,no,,5,surprise,,4,4,1.0,none,rapunzel_o,,,
d_ex_redash_01_2_30,d_ex_redash_01_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_2_30,True,,3,panic,,5,surprise,,4,4,1.0,,redhood,,,
d_ex_redash_01_2_31,d_ex_redash_01_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_2_31,True,,3,panic,,5,surprise,,4,4,1.0,bgm_story_whosdumber,redhood,,,
d_ex_redash_01_2_32,d_ex_redash_01_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_2_32,True,,3,panic,,5,idle,,4,4,1.0,,rapunzel_o,,,
d_ex_redash_01_2_33,d_ex_redash_01_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_2_33,True,,3,worry,,5,idle,,4,4,1.0,,redhood,,,
d_ex_redash_01_2_34,d_ex_redash_01_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_2_34,True,,3,worry,,5,idle,,4,4,1.0,,redhood,,,
d_ex_redash_01_2_35,d_ex_redash_01_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_2_35,True,,3,worry,,5,surprise,,4,4,1.0,,rapunzel_o,,,
d_ex_redash_01_2_36,d_ex_redash_01_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_2_36,True,,3,go,,5,surprise,,4,4,1.0,,redhood,,,
d_ex_redash_01_2_37,d_ex_redash_01_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_2_37,True,,3,go,,5,surprise,,4,4,1.0,,rapunzel_o,,,
d_ex_redash_01_2_38,d_ex_redash_01_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_2_38,True,,3,go,,5,surprise,,4,4,1.0,,redhood,,,
d_ex_redash_01_2_39,d_ex_redash_01_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_2_39,True,,3,go,,5,pain_01,,4,4,1.0,,rapunzel_o,,,
d_ex_redash_01_2_40,d_ex_redash_01_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_2_40,True,,3,go,,5,pain_02,,4,4,1.0,,rapunzel_o,,,
d_ex_redash_01_2_41,d_ex_redash_01_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_2_41,True,,3,shy,,5,pain_02,,4,4,1.0,,redhood,,,
d_ex_redash_01_2_42,d_ex_redash_01_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_2_42,True,,3,shy,,5,no,,4,4,1.0,,rapunzel_o,,,
d_ex_redash_01_2_43,d_ex_redash_01_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_2_43,True,,3,worry,,5,no,,4,3,1.0,,redhood,,,
d_ex_redash_01_2_44,d_ex_redash_01_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_2_44,True,,3,worry,,5,no,,3,3,1.0,,redhood,,,
d_ex_redash_01_2_45,d_ex_redash_01_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_2_45,True,,3,worry,,5,no,,3,30,1.0,,redhood,,,
d_ex_redash_01_2_46,d_ex_redash_01_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_2_46,True,,3,angry,,5,no,,30,30,1.0,,redhood,Low_2,,
d_ex_redash_01_2_47,d_ex_redash_01_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_2_47,True,,3,angry,,5,no,,30,30,1.0,,redhood,,,
d_ex_redash_01_2_48,d_ex_redash_01_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_2_48,True,,3,angry,,5,no,,30,30,1.0,,rapunzel_o,,,
d_ex_redash_01_2_49,d_ex_redash_01_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_2_49,True,,3,worry,,5,no,,30,30,1.0,,redhood,,,
d_ex_redash_01_2_50,d_ex_redash_01_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_2_50,True,,3,go,,5,no,,30,300,0.5,,redhood,Low_2,,
d_ex_redash_01_2_51,d_ex_redash_01_2,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_01_2_51,False,,3,go,,5,no,,300,300,1.0,,,,,
d_ex_redash_01_2_52,d_ex_redash_01_2,Narration,Narration,Locale_SuddenStory:d_ex_redash_01_2_52,False,,3,go,,5,no,,300,300,1.0,,,,sfx_scn_swallow,
d_ex_redash_01_2_53,d_ex_redash_01_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_2_53,True,,3,angry,,5,no,,300,3,0.7,,redhood,Low_2,,
d_ex_redash_01_2_54,d_ex_redash_01_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_2_54,True,,3,surprise_02,,5,no,,3,3,1.0,,redhood,,,
d_ex_redash_01_2_55,d_ex_redash_01_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_2_55,True,,3,surprise_02,,5,surprise,,3,4,1.0,,rapunzel_o,,,
d_ex_redash_01_2_56,d_ex_redash_01_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_2_56,True,,3,surprise_02,,5,surprise,,4,4,1.0,,redhood,,,
d_ex_redash_01_2_57,d_ex_redash_01_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_2_57,True,,3,surprise_02,,5,idle,,4,4,1.0,,rapunzel_o,,,
d_ex_redash_01_2_58,d_ex_redash_01_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_2_58,True,,3,surprise_02,,5,idle,,4,4,1.0,,rapunzel_o,,,
d_ex_redash_01_2_59,d_ex_redash_01_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_2_59,True,,3,surprise_02,,5,idle,,4,4,1.0,,rapunzel_o,,,
d_ex_redash_01_2_60,d_ex_redash_01_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_2_60,True,,3,go,,5,idle,,4,4,1.0,,redhood,,,
d_ex_redash_01_2_61,d_ex_redash_01_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_2_61,True,,3,surprise,,5,idle,,4,4,1.0,,redhood,,,
d_ex_redash_01_2_62,d_ex_redash_01_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_2_62,True,,3,sad_02,,5,idle,,4,4,1.0,,redhood,,,
d_ex_redash_01_2_63,d_ex_redash_01_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_2_63,True,,3,sad_02,,5,idle,,4,4,1.0,,redhood,,,
d_ex_redash_01_2_64,d_ex_redash_01_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_2_64,True,,3,sad_02,,5,idle,,4,4,1.0,,rapunzel_o,,,
d_ex_redash_01_2_65,d_ex_redash_01_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_2_65,True,,3,think,,5,idle,,4,4,1.0,,redhood,,,
d_ex_redash_01_2_66,d_ex_redash_01_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_2_66,True,,3,think,,5,surprise,,4,4,1.0,,rapunzel_o,,,
d_ex_redash_01_2_67,d_ex_redash_01_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_2_67,True,,3,think,,5,surprise,,4,4,1.0,,rapunzel_o,,,
d_ex_redash_01_2_68,d_ex_redash_01_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_2_68,True,,3,think,,5,surprise,,4,4,1.0,,redhood,Low_2,,redhood
d_ex_redash_01_2_69,d_ex_redash_01_2,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_2_69,True,,,,,5,surprise,,4,4,1.0,,rapunzel_o,,,
d_ex_redash_01_2_70,d_ex_redash_01_2,Narration,Narration,Locale_SuddenStory:d_ex_redash_01_2_70,False,,,,,5,surprise,,black,black,1.0,,,,sfx_scn_windowclack,
