id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
d_main_34_07_s_74,d_main_34_07_s,Speech,anis,anis,Locale_MainScenario:d_main_34_07_s_74,True,,6,6,1.0,,,,,,9,idle,,,7,sad,,,5,worry,,,,,,,,,,,,,,,,,
d_main_34_07_s_75,d_main_34_07_s,Speech,neon,neon,Locale_MainScenario:d_main_34_07_s_75,True,,6,6,1.0,,,,,,9,idle,,,7,sad,,,5,worry,,,,,,,,,,,,,,,,,
d_main_34_07_s_76,d_main_34_07_s,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_07_s_76,True,,6,8,1.0,,,,,,9,good,,,7,sad,,,5,worry,,,,,,,,,,,,,,,,,
d_main_34_07_s_77,d_main_34_07_s,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_07_s_77,True,,8,8,1.0,,,,,,9,good,,,7,sad,,,5,worry,,,,,,,,,,,,,,,,,
d_main_34_07_s_78,d_main_34_07_s,Speech,anis,anis,Locale_MainScenario:d_main_34_07_s_78,True,,8,8,1.0,,,,,,9,good,,,7,angry,,,5,worry,,,,,,,,,,,,,,,,,
d_main_34_07_s_79,d_main_34_07_s,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_07_s_79,True,,8,90,1.0,,,,,,9,good,,,7,angry,,,5,worry,,,,,,,,,,,,,,,,,
d_main_34_07_s_80,d_main_34_07_s,Narration,behemoth,,Locale_MainScenario:d_main_34_07_s_80,False,,black,black,1.0,,sfx_scn_coffinwhoosh,,,,9,good,,,7,angry,,,5,worry,,,,,,,,,,,,,,,,,
d_main_34_07_s_81,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_81,False,,black,black,1.0,,,,,,9,good,,,7,angry,,,5,worry,,,,,,,,,,,,,,,,,
d_main_34_07_s_82,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_82,False,,black,black,1.0,,,,,,9,good,,,7,angry,anis,,5,worry,neon,,,,,,,,,,,,,,,,
d_main_34_07_s_83,d_main_34_07_s,Narration,behemoth,,Locale_MainScenario:d_main_34_07_s_83,False,,black,black,1.0,,sfx_scn_hitwall,,,,9,good,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_84,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_84,False,,90,90,1.0,,,,,,9,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_85,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_85,False,,90,900,1.0,,,Low_2,,,9,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_86,d_main_34_07_s,Self,behemoth,,Locale_MainScenario:d_main_34_07_s_86,False,,900,900,1.0,,,,,,9,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_87,d_main_34_07_s,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_07_s_87,True,,900,900,1.0,,,,,,9,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_88,d_main_34_07_s,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_07_s_88,True,,900,900,1.0,,,,,,9,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_89,d_main_34_07_s,Narration,behemoth,,Locale_MainScenario:d_main_34_07_s_89,False,,900,900,1.0,,sfx_scn_groundcreak,Low_2,Vignetting,,9,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_90,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_90,False,,900,900,1.0,,,,Vignetting,,9,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_91,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_91,False,,900,900,1.0,,,,Vignetting,,9,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_92,d_main_34_07_s,Narration,behemoth,,Locale_MainScenario:d_main_34_07_s_92,False,,900,900,1.0,,sfx_scn_groundcreak,Low_2,Vignetting,,9,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_93,d_main_34_07_s,Self,behemoth,,Locale_MainScenario:d_main_34_07_s_93,False,,900,900,1.0,,,,Vignetting,,9,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_94,d_main_34_07_s,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_07_s_94,True,,900,900,1.0,,,,Vignetting,,9,good,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_95,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_95,False,,black,black,1.0,,,,,,9,good,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_96,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_96,False,,black,black,1.0,,,,,,9,good,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_97,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_97,False,,black,black,1.0,,,,,,9,good,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_98,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_98,False,,black,black,1.0,,,,,,9,good,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_99,d_main_34_07_s,Self,behemoth,,Locale_MainScenario:d_main_34_07_s_99,False,,900,900,1.0,,,,,,9,good,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_100,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_100,False,,900,900,1.0,,,,,,9,good,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_101,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_101,False,,900,90,0.5,,,,,,9,surprise,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_102,d_main_34_07_s,Self,behemoth,,Locale_MainScenario:d_main_34_07_s_102,False,,90,90,1.0,,,,,,9,surprise,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_103,d_main_34_07_s,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_07_s_103,True,,90,90,1.0,,,,,,9,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_104,d_main_34_07_s,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_07_s_104,True,,90,90,1.0,,,,,,9,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_105,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_105,False,,90,90,1.0,,,,,,9,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_106,d_main_34_07_s,Monologue,rapi_r,,Locale_MainScenario:d_main_34_07_s_106,False,,90,70,1.0,,,,,,9,idle,,,,,,,,,,rapi_r,7,angry,,,,,,,,,,,,,
d_main_34_07_s_107,d_main_34_07_s,Monologue,rapi_r,,Locale_MainScenario:d_main_34_07_s_107,False,,70,70,1.0,,,,,,9,idle,,,,,,,,,,,7,angry,,,,,,,,,,,,,
d_main_34_07_s_108,d_main_34_07_s,Monologue,rapi_r,,Locale_MainScenario:d_main_34_07_s_108,False,,70,700,0.5,,,,,,9,idle,,,,,,,,,,,7,angry,,,,,,,,,,,,,
d_main_34_07_s_109,d_main_34_07_s,Narration,behemoth,,Locale_MainScenario:d_main_34_07_s_109,False,,black,black,1.0,,sfx_scn_bodyhit,Low_2,,,9,surprise,,,,,,,,,,,7,angry,,,,,,,,,,,,,
d_main_34_07_s_110,d_main_34_07_s,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_07_s_110,True,,8,8,1.0,,,,,,9,worry,,,,,,,,,,,7,angry,,,,,,,,,,,,,
d_main_34_07_s_111,d_main_34_07_s,Speech,rapi_r,rapi_r,Locale_MainScenario:d_main_34_07_s_111,True,,8,8,1.0,,,,,,9,worry,,,,,,,,,,,7,angry,,,,,,,,,,,,,
d_main_34_07_s_112,d_main_34_07_s,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_07_s_112,True,,8,8,1.0,,,,,,9,no,,,,,,,,,,,7,angry,,,,,,,,,,,,,
d_main_34_07_s_113,d_main_34_07_s,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_07_s_113,True,,8,8,1.0,,,,,,9,no,,,,,,,,,,,7,angry,,,,,,,,,,,,,
