id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,fade,play_sound,set_camera_shake,characters/3/hide_char_id,characters/4/hide_char_id
d_main_28_04_e_22,d_main_28_04_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_04_e_22,True,,S_130,S_130,1.0,,,3,idle,,1,void,,13,delight,,15,idle,,17,smile,,,,,,,,
d_main_28_04_e_23,d_main_28_04_e,Self,,,Locale_MainScenario:d_main_28_04_e_23,False,,S_130,S_130,1.0,,,3,idle,,1,void,,13,delight,,15,idle,,17,smile,,,,,,,,
d_main_28_04_e_24,d_main_28_04_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_04_e_24,True,,S_130,13,1.0,,,3,idle,,1,void,,13,delight,,15,idle,,17,smile,,,,,,,,
d_main_28_04_e_25,d_main_28_04_e,Narration,,,Locale_MainScenario:d_main_28_04_e_25,False,,black,black,1.0,none,,1,idle,,1,void,,13,idle,,15,idle,,17,smile,rapi,anis,elegg,black,,,,
d_main_28_04_e_26,d_main_28_04_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_04_e_26,True,,16,16,1.0,bgm_destroyingcalamity,,,,,,,,,,,15,worry,,17,smile,,,,,,,,
d_main_28_04_e_27,d_main_28_04_e,Speech,hammering,hammering,Locale_MainScenario:d_main_28_04_e_27,True,,16,16,1.0,,,,,,,,,,,,15,worry,,17,smile,,,,,,,,
d_main_28_04_e_28,d_main_28_04_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_04_e_28,True,,16,16,1.0,,,,,,,,,,,,15,worry,,17,smile,,,,,,,,
d_main_28_04_e_29,d_main_28_04_e,Speech,hammering,hammering,Locale_MainScenario:d_main_28_04_e_29,True,,16,16,1.0,,,,,,,,,,,,15,worry,,17,surprise,,,,,,,,
d_main_28_04_e_30,d_main_28_04_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_04_e_30,True,,16,1,1.0,,,,,,,,,,,,15,worry,,17,surprise,,,,,,,,
d_main_28_04_e_31,d_main_28_04_e,Speech,hammering,hammering,Locale_MainScenario:d_main_28_04_e_31,True,,1,1,1.0,,,,,,,,,,,,15,worry,,17,smile,,,,,,,,
d_main_28_04_e_32,d_main_28_04_e,Speech,hammering,hammering,Locale_MainScenario:d_main_28_04_e_32,True,,1,16,1.0,,,,,,,,,,,,15,worry,,17,smile,,,,,,,,
d_main_28_04_e_33,d_main_28_04_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_04_e_33,True,,16,16,1.0,,,,,,,,,,,,15,worry,,17,smile,,,,,,,,
d_main_28_04_e_34,d_main_28_04_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_04_e_34,True,,16,16,1.0,,,,,,,,,,,,15,worry,,17,smile,,,,,,,,
d_main_28_04_e_35,d_main_28_04_e,Speech,hammering,hammering,Locale_MainScenario:d_main_28_04_e_35,True,,16,16,1.0,,,,,,,,,,,,15,worry,,17,surprise,,,,,,,,
d_main_28_04_e_36,d_main_28_04_e,Speech,hammering,hammering,Locale_MainScenario:d_main_28_04_e_36,False,,16,170,1.0,,,,,,,,,,,,15,worry,,17,surprise,,,,,,,,
d_main_28_04_e_37,d_main_28_04_e,Speech,hammering,hammering,Locale_MainScenario:d_main_28_04_e_37,True,,170,170,1.0,,,,,,,,,,,,15,worry,,17,smile,,,,,,,,
d_main_28_04_e_38,d_main_28_04_e,Speech,hammering,hammering,Locale_MainScenario:d_main_28_04_e_38,True,,170,170,1.0,,,,,,,,,,,,15,worry,,17,smile,,,,,,,,
d_main_28_04_e_39,d_main_28_04_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_04_e_39,True,,170,16,1.0,,,,,,,,,,,,15,worry,,17,smile,,,,,,,,
d_main_28_04_e_40,d_main_28_04_e,Speech,hammering,hammering,Locale_MainScenario:d_main_28_04_e_40,True,,16,16,1.0,,,,,,,,,,,,15,worry,,17,worry,,,,,,,,
d_main_28_04_e_41,d_main_28_04_e,Narration,,,Locale_MainScenario:d_main_28_04_e_41,False,,black,black,1.0,,,,,,,,,,,,15,worry,,17,worry,,,,,sfx_scn_switching,,,
d_main_28_04_e_42,d_main_28_04_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_04_e_42,True,,150,150,1.0,,,,,,,,,,,,15,surprise,,17,worry,,,,,,,,
d_main_28_04_e_43,d_main_28_04_e,Speech,hammering,hammering,Locale_MainScenario:d_main_28_04_e_43,True,,150,16,1.0,,,,,,,,,,,,15,surprise,,17,smile,,,,,,,,
d_main_28_04_e_44,d_main_28_04_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_04_e_44,True,,16,16,1.0,,,,,,,,,,,,15,surprise,,17,smile,,,,,,,,
d_main_28_04_e_45,d_main_28_04_e,Speech,hammering,hammering,Locale_MainScenario:d_main_28_04_e_45,True,,16,16,1.0,,,,,,,,,,,,15,surprise,,17,smile,,,,,,,,
d_main_28_04_e_46,d_main_28_04_e,Speech,hammering,hammering,Locale_MainScenario:d_main_28_04_e_46,True,,16,170,1.5,,,,,,,,,,,,15,worry,,17,worry,,,,,,,,
d_main_28_04_e_47,d_main_28_04_e,Speech,hammering,hammering,Locale_MainScenario:d_main_28_04_e_47,True,,170,170,1.0,,,,,,,,,,,,15,worry,,17,worry,,,,,,,,
d_main_28_04_e_48,d_main_28_04_e,Speech,hammering,hammering,Locale_MainScenario:d_main_28_04_e_48,True,,170,170,1.0,,,,,,,,,,,,15,worry,,17,worry,,,,,,,,
d_main_28_04_e_49,d_main_28_04_e,Speech,hammering,hammering,Locale_MainScenario:d_main_28_04_e_49,True,,170,170,1.0,,,,,,,,,,,,15,worry,,17,worry,,,,,,,,
d_main_28_04_e_50,d_main_28_04_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_04_e_50,True,,170,16,1.0,,,,,,,,,,,,15,worry,,17,worry,,,,,,,,
d_main_28_04_e_51,d_main_28_04_e,Speech,hammering,hammering,Locale_MainScenario:d_main_28_04_e_51,True,,16,16,1.0,,,,,,,,,,,,15,worry,,17,surprise,,,,,,,,
d_main_28_04_e_52,d_main_28_04_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_04_e_52,True,,16,16,1.0,,,,,,,,,,,,15,worry,,17,surprise,,,,,,,,
d_main_28_04_e_53,d_main_28_04_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_04_e_53,True,,16,16,1.0,,,,,,,,,,,,15,worry,,17,surprise,,,,,,,,
d_main_28_04_e_54,d_main_28_04_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_04_e_54,True,,16,16,1.0,,,,,,,,,,,,15,worry,,17,surprise,,,,,,,,
d_main_28_04_e_55,d_main_28_04_e,Speech,hammering,hammering,Locale_MainScenario:d_main_28_04_e_55,True,,16,16,1.0,,,,,,,,,,,,15,worry,,17,smile,,,,,,,,
d_main_28_04_e_56,d_main_28_04_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_04_e_56,True,,16,16,1.0,,,,,,,,,,,,15,worry,,17,smile,,,,,,,,
d_main_28_04_e_57,d_main_28_04_e,Speech,hammering,hammering,Locale_MainScenario:d_main_28_04_e_57,True,,16,16,1.0,,,,,,,,,,,,15,worry,,17,smile,,,,,,,,
d_main_28_04_e_58,d_main_28_04_e,Self,,,Locale_MainScenario:d_main_28_04_e_58,False,,16,150,1.0,,,,,,,,,,,,15,worry,,17,smile,,,,,,,,
d_main_28_04_e_59,d_main_28_04_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_04_e_59,True,,150,150,1.0,,,,,,,,,,,,15,shy,,17,smile,,,,,,,,
d_main_28_04_e_60,d_main_28_04_e,Narration,,,Locale_MainScenario:d_main_28_04_e_60,False,,150,3,1.0,none,,,,,,,,,,,15,surprise,,17,smile,,,,,sfx_scn_8bitexplosion,Low_2,,
d_main_28_04_e_61,d_main_28_04_e,Monologue,,,Locale_MainScenario:d_main_28_04_e_61,False,,3,3,1.0,,,,,,,,,,,,15,surprise,,17,smile,,,,,,,,
d_main_28_04_e_62,d_main_28_04_e,Monologue,,,Locale_MainScenario:d_main_28_04_e_62,False,,3,3,1.0,,,,,,,,,,,,15,surprise,,17,smile,,,,,,,,
d_main_28_04_e_63,d_main_28_04_e,Narration,,,Locale_MainScenario:d_main_28_04_e_63,False,EventScene_Chap_28_01,black,black,1.0,,,,,,,,,,,,15,surprise,,17,smile,,,,,sfx_scn_8bitexplosion2,,liveryn,hammering
d_main_28_04_e_64,d_main_28_04_e,Monologue,,,Locale_MainScenario:d_main_28_04_e_64,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_28_04_e_65,d_main_28_04_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_04_e_65,True,,main_28_04_e,snowfalloasis_14_5,1.0,bgm_story_whosdumber,,,,,,,,,,,,,,,,,,,,,,,
d_main_28_04_e_66,d_main_28_04_e,Monologue,,,Locale_MainScenario:d_main_28_04_e_66,False,,snowfalloasis_14_5,snowfalloasis_14_5,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_28_04_e_67,d_main_28_04_e,Monologue,,,Locale_MainScenario:d_main_28_04_e_67,False,,snowfalloasis_14_5,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_28_04_e_68,d_main_28_04_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_04_e_68,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_28_04_e_69,d_main_28_04_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_04_e_69,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_28_04_e_70,d_main_28_04_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_04_e_70,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_28_04_e_71,d_main_28_04_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_04_e_71,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_28_04_e_72,d_main_28_04_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_04_e_72,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_28_04_e_73,d_main_28_04_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_04_e_73,True,CrystalCity,1,12,1.0,,rapi,1,idle,,,,elegg,13,idle,,,,,,,,,,,,,,
d_main_28_04_e_74,d_main_28_04_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_04_e_74,True,,12,12,1.0,,,1,idle,,,,,13,delight,,,,,,,,,,,,,,
d_main_28_04_e_75,d_main_28_04_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_04_e_75,True,,12,12,1.0,,,1,idle,,,,,13,delight,,,,,,,,,,,,,,
d_main_28_04_e_76,d_main_28_04_e,Monologue,,,Locale_MainScenario:d_main_28_04_e_76,False,,12,12,1.0,,,1,idle,,,,,13,delight,,,,,,,,,,,,,,
d_main_28_04_e_77,d_main_28_04_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_04_e_77,True,,12,12,1.0,,,1,worry,,,,,13,delight,,,,,,,,,,,,,,
d_main_28_04_e_78,d_main_28_04_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_04_e_78,True,,12,S_130,1.0,,,1,worry,,,,,13,delight,,,,,,,,,,,,,,
d_main_28_04_e_79,d_main_28_04_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_04_e_79,True,,S_130,S_130,1.0,,,1,worry,,,,,13,delight,,,,,,,,,,,,,,
d_main_28_04_e_80,d_main_28_04_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_04_e_80,True,,S_130,S_130,1.0,,,1,idle,,,,,13,delight,,,,,,,,,,,,,,
d_main_28_04_e_81,d_main_28_04_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_04_e_81,True,,S_130,S_130,1.0,,,1,idle,,,,,13,delight,,,,,,,,,,,,,,
d_main_28_04_e_82,d_main_28_04_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_04_e_82,True,,S_130,S_130,1.0,,,1,idle,,,,,13,delight,,,,,,,,,,,,,,
d_main_28_04_e_83,d_main_28_04_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_04_e_83,True,,S_130,S_1300,1.0,,,1,idle,,,,,13,special,,,,,,,,,,,,,,
d_main_28_04_e_84,d_main_28_04_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_04_e_84,True,,S_1300,S_1300,1.0,,,1,idle,,,,,13,special,,,,,,,,,,,,,,
