id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,jump_target,play_sound
d_ex_church_04_13,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_13,True,,1,angry,,S_10,S_10,1.0,,,3,idle,,5,idle,,
d_ex_church_04_14,d_ex_church_04,Speech,mica,mica,Locale_SuddenStory:d_ex_church_04_14,True,,1,angry,,XS_50,XS_50,1.0,,,3,idle,,5,delight,,
d_ex_church_04_15,d_ex_church_04,Speech,mica,mica,Locale_SuddenStory:d_ex_church_04_15,True,,1,angry,,XS_50,XS_50,1.0,,,3,idle,,5,delight,,
d_ex_church_04_16,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_16,True,,1,angry,,S_10,S_100,1.0,,,3,idle,,5,idle,,
d_ex_church_04_17,d_ex_church_04,Speech,mica,mica,Locale_SuddenStory:d_ex_church_04_17,True,,1,angry,,XS_50,XS_50,1.0,,,3,idle,,5,worry,,
d_ex_church_04_18,d_ex_church_04,Speech,mica,mica,Locale_SuddenStory:d_ex_church_04_18,True,,1,angry,,XS_50,XS_50,1.0,,,3,idle,,5,delight,,
d_ex_church_04_19,d_ex_church_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_church_04_19,True,,1,angry,,XS_50,XS_30,2.0,,,3,idle,,5,idle,,
d_ex_church_04_20,d_ex_church_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_church_04_20,True,,1,angry,,XS_30,XS_30,1.0,,,3,idle,,5,idle,,
d_ex_church_04_21,d_ex_church_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_church_04_21,True,,1,angry,,XS_30,XS_30,1.0,,,3,idle,,5,idle,,
d_ex_church_04_22,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_22,True,,1,angry,,XS_30,2,1.0,,,3,idle,,5,idle,,
d_ex_church_04_23,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_23,True,,1,angry,,2,2,1.0,,,3,idle,,5,idle,,
d_ex_church_04_24,d_ex_church_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_church_04_24,True,,1,angry,,2,2,1.0,,,3,delight,,5,idle,,
d_ex_church_04_25,d_ex_church_04,Speech,mica,mica,Locale_SuddenStory:d_ex_church_04_25,True,,1,angry,,2,4,1.0,,,3,delight,,5,delight,,
d_ex_church_04_26,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_26,True,,1,surprise,,S_10,S_10,1.0,,,3,idle,,5,idle,,
d_ex_church_04_27,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_27,True,,1,angry,,S_10,S_10,1.0,,,3,idle,,5,idle,,
d_ex_church_04_28,d_ex_church_04,Speech,mica,mica,Locale_SuddenStory:d_ex_church_04_28,True,,1,angry,,4,4,1.0,,,3,idle,,5,worry,,
d_ex_church_04_29,d_ex_church_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_church_04_29,True,,1,angry,,4,4,1.0,,,3,idle,,5,worry,,
d_ex_church_04_30,d_ex_church_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_church_04_30,True,,1,angry,,4,4,1.0,,,3,idle,,5,idle,,
d_ex_church_04_31,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_31,True,,1,surprise,,4,2,1.0,,,3,idle,,5,idle,,
d_ex_church_04_32,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_32,True,,1,surprise,,2,2,1.0,,,3,idle,,5,idle,,
d_ex_church_04_33,d_ex_church_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_church_04_33,True,,1,surprise,,2,2,1.0,,,3,sad,,5,idle,,
d_ex_church_04_34,d_ex_church_04,Speech,mica,mica,Locale_SuddenStory:d_ex_church_04_34,True,,1,surprise,,2,4,2.0,,,3,sad,,5,worry,,
d_ex_church_04_35,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_35,True,,1,angry,,4,2,0.5,,,3,idle,,5,idle,,
d_ex_church_04_36,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_36,True,,1,angry,,2,2,1.0,,,3,idle,,5,idle,,
d_ex_church_04_37,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_37,True,,1,angry,,2,2,1.0,,,3,idle,,5,idle,,
d_ex_church_04_38,d_ex_church_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_church_04_38,True,,1,angry,,2,XS_30,2.0,,,3,shy,,5,idle,,
d_ex_church_04_39,d_ex_church_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_church_04_39,True,,1,angry,,XS_30,XS_30,1.0,,,3,shy,,5,idle,,
d_ex_church_04_40,d_ex_church_04,Speech,mica,mica,Locale_SuddenStory:d_ex_church_04_40,True,,1,angry,,XS_30,XS_50,1.0,,,3,shy,,5,worry,,
d_ex_church_04_41,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_41,True,,1,angry,,S_10,S_10,1.0,,,3,sad,,5,worry,,
d_ex_church_04_42,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_42,True,,1,angry,,S_10,S_10,1.0,,,3,sad,,5,idle,,
d_ex_church_04_43,d_ex_church_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_church_04_43,False,,1,angry,,S_10,XS_30,2.0,,,3,sad,,5,idle,,
d_ex_church_04_44,d_ex_church_04,Speech,mica,mica,Locale_SuddenStory:d_ex_church_04_44,False,,1,angry,,XS_30,XS_50,2.0,,,3,sad,,5,idle,,
d_ex_church_04_45,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_45,True,,1,sad,,XS_50,S_10,2.0,,,3,sad,,5,idle,,
d_ex_church_04_46,d_ex_church_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_church_04_46,True,,1,angry,,4,4,1.0,,,3,idle,,5,idle,,
d_ex_church_04_47,d_ex_church_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_church_04_47,True,,1,angry,,4,4,1.0,,,3,idle,,5,idle,,
d_ex_church_04_48,d_ex_church_04,Speech,mica,mica,Locale_SuddenStory:d_ex_church_04_48,True,,1,angry,,4,4,1.0,,,3,idle,,5,idle,,
d_ex_church_04_49,d_ex_church_04,Speech,mica,mica,Locale_SuddenStory:d_ex_church_04_49,True,,1,angry,,4,4,1.0,,,3,idle,,5,idle,,
d_ex_church_04_50,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_50,True,,1,angry,,4,2,2.0,,,3,idle,,5,idle,,
d_ex_church_04_51,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_51,True,,1,angry,,2,2,1.0,,,3,idle,,5,idle,,
d_ex_church_04_52,d_ex_church_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_church_04_52,True,,1,angry,,2,2,1.0,,,3,idle,,5,idle,,
d_ex_church_04_53,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_53,True,,1,idle,,2,S_10,1.0,,,3,delight,,5,idle,,
d_ex_church_04_54,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_54,True,,1,angry,,S_10,S_10,1.0,,,3,delight,,5,idle,,
d_ex_church_04_55,d_ex_church_04,Speech,mica,mica,Locale_SuddenStory:d_ex_church_04_55,True,,1,angry,,XS_50,XS_50,1.0,,,3,delight,,5,delight,,
d_ex_church_04_56,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_56,True,,1,angry,,S_10,S_100,0.5,,,3,delight,,5,idle,,
d_ex_church_04_57,d_ex_church_04,Speech,mica,mica,Locale_SuddenStory:d_ex_church_04_57,True,,1,angry,,XS_50,XS_500,0.5,,,3,delight,,5,delight,,
d_ex_church_04_58,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_58,True,,1,delight,,S_100,S_10,1.0,none,,3,idle,,5,idle,,
d_ex_church_04_59,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_59,True,,1,idle,,S_10,S_10,1.0,,,3,idle,,5,idle,,
d_ex_church_04_60,d_ex_church_04,Choice,volume,,Locale_SuddenStory:d_ex_church_04_60,False,,1,idle,,S_10,S_10,1.0,,,3,idle,,5,idle,d_ex_church_04_69,
d_ex_church_04_61,d_ex_church_04,Choice,volume,,Locale_SuddenStory:d_ex_church_04_61,False,,1,idle,,S_10,S_10,1.0,,,3,idle,,5,idle,d_ex_church_04_62,
d_ex_church_04_62,d_ex_church_04,Self,volume,,Locale_SuddenStory:d_ex_church_04_62,False,,1,surprise,,S_10,S_10,1.0,,,3,idle,,5,idle,,
d_ex_church_04_63,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_63,True,,1,angry,,S_10,S_100,0.5,,,3,idle,,5,idle,,
d_ex_church_04_64,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_64,True,,1,angry,,S_100,S_100,1.0,,,3,idle,,5,idle,,
d_ex_church_04_65,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_65,True,,1,angry,,S_100,S_100,1.0,,,3,idle,,5,idle,,
d_ex_church_04_66,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_66,True,,1,angry,,S_100,S_100,1.0,,,3,idle,,5,idle,,
d_ex_church_04_67,d_ex_church_04,Self,volume,,Locale_SuddenStory:d_ex_church_04_67,False,,1,angry,,S_100,S_10,1.0,,,3,idle,,5,idle,,
d_ex_church_04_68,d_ex_church_04,Monologue,volume,,Locale_SuddenStory:d_ex_church_04_68,False,,1,angry,,S_10,S_10,1.0,,,3,idle,,5,idle,,
d_ex_church_04_69,d_ex_church_04,Narration,volume,,Locale_SuddenStory:d_ex_church_04_69,False,,1,idle,,S_10,S_10,1.0,bgm_story_epicjazzymoods,,3,idle,,5,idle,,sfx_scn_beat
d_ex_church_04_70,d_ex_church_04,Monologue,volume,,Locale_SuddenStory:d_ex_church_04_70,False,,1,idle,,S_10,S_10,1.0,,,3,idle,,5,idle,,
d_ex_church_04_71,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_71,True,,1,angry,,S_10,S_10,1.0,,,3,idle,,5,idle,,
d_ex_church_04_72,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_72,True,,1,angry,,S_10,S_10,1.0,,,3,idle,,5,idle,,
d_ex_church_04_73,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_73,True,,1,angry,,S_10,S_10,1.0,,,3,idle,,5,idle,,
d_ex_church_04_74,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_74,True,,1,angry,,S_10,S_10,1.0,,,3,idle,,5,idle,,
d_ex_church_04_75,d_ex_church_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_church_04_75,True,,1,angry,,S_10,S_10,1.0,,,3,idle,,5,idle,,
d_ex_church_04_76,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_76,True,,1,delight,,S_10,S_100,0.5,,,3,idle,,5,idle,,
d_ex_church_04_77,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_77,True,,1,idle,,S_100,S_100,1.0,,,3,idle,,5,idle,,
d_ex_church_04_78,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_78,True,,1,angry,,S_100,S_100,1.0,,,3,idle,,5,idle,,
d_ex_church_04_79,d_ex_church_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_church_04_79,True,,1,idle,,S_100,XS_300,2.0,,,3,idle,,5,idle,,
d_ex_church_04_80,d_ex_church_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_church_04_80,True,,1,idle,,XS_300,XS_30,0.5,,,3,idle,,5,idle,,
d_ex_church_04_81,d_ex_church_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_church_04_81,True,,1,idle,,XS_30,XS_30,1.0,,,3,angry,,5,idle,,
d_ex_church_04_82,d_ex_church_04,Speech,mica,mica,Locale_SuddenStory:d_ex_church_04_82,True,,1,idle,,XS_30,XS_50,0.5,,,3,angry,,5,worry,,
d_ex_church_04_83,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_83,True,,1,delight,,S_100,S_10,2.0,,,3,idle,,5,idle,,
d_ex_church_04_84,d_ex_church_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_church_04_84,True,,1,idle,,4,4,1.0,,,3,idle,,5,idle,,
d_ex_church_04_85,d_ex_church_04,Speech,mica,mica,Locale_SuddenStory:d_ex_church_04_85,True,,1,idle,,4,4,1.0,,,3,idle,,5,sad,,
d_ex_church_04_86,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_86,True,,1,angry,,4,2,1.0,,,3,idle,,5,sad,,
d_ex_church_04_87,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_87,True,,1,angry,,2,2,1.0,,,3,idle,,5,idle,,
d_ex_church_04_88,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_88,True,,1,angry,,2,2,1.0,,,3,idle,,5,idle,,
d_ex_church_04_89,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_89,True,,1,angry,,2,2,1.0,,,3,idle,,5,idle,,
d_ex_church_04_90,d_ex_church_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_church_04_90,False,,1,angry,,2,4,1.0,,,3,idle,,5,idle,,
d_ex_church_04_91,d_ex_church_04,Speech,mica,mica,Locale_SuddenStory:d_ex_church_04_91,False,,1,angry,,4,4,1.0,,,3,idle,,5,idle,,
d_ex_church_04_92,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_92,True,,1,angry,,S_10,S_10,1.0,,,3,idle,,5,idle,,
d_ex_church_04_93,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_93,True,,1,angry,,S_10,S_10,1.0,,,3,idle,,5,idle,,
d_ex_church_04_94,d_ex_church_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_church_04_94,True,,1,idle,,XS_30,XS_30,1.0,,,3,idle,,5,idle,,
d_ex_church_04_95,d_ex_church_04,Speech,mica,mica,Locale_SuddenStory:d_ex_church_04_95,True,,1,idle,,XS_50,XS_50,1.0,,,3,idle,,5,worry,,
d_ex_church_04_96,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_96,True,,1,sad,,XS_50,S_10,0.5,,,3,idle,,5,idle,,
d_ex_church_04_97,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_97,True,,1,angry,,S_10,S_10,1.0,,,3,idle,,5,idle,,
d_ex_church_04_98,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_98,True,,1,angry,,S_10,S_10,1.0,,,3,idle,,5,idle,,
d_ex_church_04_99,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_99,True,,1,angry,,S_10,S_10,1.0,,,3,idle,,5,idle,,
d_ex_church_04_100,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_100,True,,1,angry,,S_10,S_10,1.0,,,3,idle,,5,idle,,
d_ex_church_04_101,d_ex_church_04,Speech,mica,mica,Locale_SuddenStory:d_ex_church_04_101,True,,1,angry,,S_10,S_10,1.0,,,3,idle,,5,idle,,
d_ex_church_04_102,d_ex_church_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_church_04_102,True,,1,angry,,S_10,S_10,1.0,,,3,idle,,5,idle,,
d_ex_church_04_103,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_103,True,,1,angry,,S_10,S_100,0.5,,,3,idle,,5,idle,,
d_ex_church_04_104,d_ex_church_04,Speech,mica,mica,Locale_SuddenStory:d_ex_church_04_104,True,,1,angry,,4,4,1.0,,,3,idle,,5,worry,,
d_ex_church_04_105,d_ex_church_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_church_04_105,True,,1,angry,,4,4,1.0,,,3,idle,,5,worry,,
d_ex_church_04_106,d_ex_church_04,Choice,vesti,,Locale_SuddenStory:d_ex_church_04_106,False,,1,angry,,4,4,1.0,,,3,idle,,5,worry,d_ex_church_04_108,
d_ex_church_04_107,d_ex_church_04,Choice,vesti,,Locale_SuddenStory:d_ex_church_04_107,False,,1,angry,,4,4,1.0,,,3,idle,,5,worry,d_ex_church_04_111,
d_ex_church_04_108,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_108,True,,1,sad,,S_100,S_10,1.0,,,3,idle,,5,idle,,
d_ex_church_04_109,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_109,True,,1,angry,,S_10,S_10,1.0,,,3,idle,,5,idle,,
d_ex_church_04_110,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_110,True,,1,angry,,S_10,S_10,1.0,,,3,idle,,5,idle,d_ex_church_04_113,
d_ex_church_04_111,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_111,True,,1,delight,,S_100,S_10,1.0,,,3,idle,,5,idle,,
d_ex_church_04_112,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_112,True,,1,idle,,S_10,S_10,1.0,,,3,idle,,5,idle,,
d_ex_church_04_113,d_ex_church_04,Speech,mica,mica,Locale_SuddenStory:d_ex_church_04_113,True,,1,idle,,4,XS_50,1.0,,,3,idle,,5,worry,,
d_ex_church_04_114,d_ex_church_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_church_04_114,True,,1,idle,,XS_50,XS_30,1.0,,,3,idle,,5,idle,,
d_ex_church_04_115,d_ex_church_04,Self,vesti,,Locale_SuddenStory:d_ex_church_04_115,False,,1,idle,,XS_30,XS_30,1.0,,,3,idle,,5,idle,,
d_ex_church_04_116,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_116,True,,1,delight,,XS_30,S_10,1.0,,,3,idle,,5,idle,,
d_ex_church_04_117,d_ex_church_04,Speech,mica,mica,Locale_SuddenStory:d_ex_church_04_117,True,,1,idle,,XS_50,XS_500,0.5,,,3,idle,,5,idle,,
d_ex_church_04_118,d_ex_church_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_church_04_118,True,,1,idle,,XS_30,XS_300,0.5,,,3,angry,,5,idle,,
d_ex_church_04_119,d_ex_church_04,Self,vesti,,Locale_SuddenStory:d_ex_church_04_119,False,,1,idle,,XS_300,XS_300,1.0,,,3,angry,,5,idle,,
d_ex_church_04_120,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_120,True,,1,delight,,S_10,S_10,1.0,,,3,idle,,5,idle,,
d_ex_church_04_121,d_ex_church_04,Speech,volume,volume,Locale_SuddenStory:d_ex_church_04_121,True,,1,delight,,S_10,2,1.0,,,3,delight,,5,delight,,
d_ex_church_04_122,d_ex_church_04,Speech,mica,mica,Locale_SuddenStory:d_ex_church_04_122,True,,1,delight,,2,4,1.0,,,3,delight,,5,delight,,
d_ex_church_04_123,d_ex_church_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_church_04_123,True,,1,delight,,4,4,1.0,,,3,delight,,5,delight,,
d_ex_church_04_124,d_ex_church_04,Monologue,vesti,,Locale_SuddenStory:d_ex_church_04_124,False,,1,delight,,black,black,1.0,,,3,delight,,5,delight,,
