id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
d_main_27_09_s_45,d_main_27_09_s,Speech,Locale_MainScenario:d_main_27_09_s_45,True,,30,30,1.0,,shifty,shifty,,,1,worry,,13,think,,15,worry,,3,idle,,5,idle,,7,idle,,OP_leftup,worry,
d_main_27_09_s_46,d_main_27_09_s,Speech,Locale_MainScenario:d_main_27_09_s_46,True,,30,30,1.0,,shifty,shifty,,,1,worry,,13,think,,15,worry,,3,idle,,5,idle,,7,idle,,OP_leftup,worry,
d_main_27_09_s_47,d_main_27_09_s,Speech,Locale_MainScenario:d_main_27_09_s_47,False,,30,30,1.0,,rapi,rapi,,,1,worry,,13,think,,15,worry,,3,idle,,5,worry,,7,idle,,OP_leftup,worry,shifty
d_main_27_09_s_48,d_main_27_09_s,Speech,Locale_MainScenario:d_main_27_09_s_48,True,,30,50,1.0,,anis,anis,,,1,worry,,13,think,,15,worry,,3,idle,,5,worry,,7,idle,,,,
d_main_27_09_s_49,d_main_27_09_s,Speech,Locale_MainScenario:d_main_27_09_s_49,True,,50,S_70,1.0,,neon,neon,,,1,worry,,13,think,,15,worry,,3,idle,,5,worry,,7,idle,,,,
d_main_27_09_s_50,d_main_27_09_s,Speech,Locale_MainScenario:d_main_27_09_s_50,True,,S_130,S_130,1.0,,elegg,elegg,,,1,worry,,13,pain,,15,worry,,3,idle,,5,worry,,7,idle,,,,
d_main_27_09_s_51,d_main_27_09_s,Speech,Locale_MainScenario:d_main_27_09_s_51,True,,S_130,150,1.0,,hammering,hammering,,,1,worry,,13,pain,,15,worry,,3,idle,,5,idle,,7,idle,,,,
d_main_27_09_s_52,d_main_27_09_s,Speech,Locale_MainScenario:d_main_27_09_s_52,True,,10,10,1.0,,liveryn,liveryn,,,1,worry,,13,pain,,15,worry,,3,idle,,5,idle,,7,idle,,,,
d_main_27_09_s_53,d_main_27_09_s,Speech,Locale_MainScenario:d_main_27_09_s_53,False,,10,100,2.0,,liveryn,liveryn,,,1,worry,,13,think,,15,worry,,3,idle,,5,idle,,7,idle,,,,
d_main_27_09_s_54,d_main_27_09_s,Narration,Locale_MainScenario:d_main_27_09_s_54,False,,black,black,1.0,,,,sfx_scn_crystalgrowupsmall,,1,worry,,13,think,,15,worry,,3,idle,,5,idle,,7,idle,,,,
d_main_27_09_s_55,d_main_27_09_s,Monologue,Locale_MainScenario:d_main_27_09_s_55,False,,black,black,1.0,,,,,,1,worry,,13,think,,15,worry,,3,idle,,5,idle,,7,idle,,,,
d_main_27_09_s_56,d_main_27_09_s,Monologue,Locale_MainScenario:d_main_27_09_s_56,False,,17,19,1.0,,,,,,1,worry,,13,think,,15,worry,,3,idle,,5,idle,,7,idle,,,,
d_main_27_09_s_57,d_main_27_09_s,Self,Locale_MainScenario:d_main_27_09_s_57,False,,19,19,1.0,bgm_spot_dwn_b,,,,,1,worry,,13,think,,15,worry,,3,idle,,5,idle,,7,idle,,,,
d_main_27_09_s_58,d_main_27_09_s,Narration,Locale_MainScenario:d_main_27_09_s_58,False,,19,19,1.0,,,,sfx_scn_aims,,1,worry,,13,think,,15,worry,,3,idle,,5,idle,,7,idle,,,,
d_main_27_09_s_59,d_main_27_09_s,Speech,Locale_MainScenario:d_main_27_09_s_59,False,,300,300,1.0,,rapi,rapi,,,1,worry,,13,think,,15,worry,,3,idle,,5,idle,,7,idle,,,,
d_main_27_09_s_60,d_main_27_09_s,Speech,Locale_MainScenario:d_main_27_09_s_60,False,,100,100,1.0,,liveryn,liveryn,,,1,worry,,13,think,,15,worry,,3,idle,,5,idle,,7,idle,,,,
d_main_27_09_s_61,d_main_27_09_s,Speech,Locale_MainScenario:d_main_27_09_s_61,False,,500,500,1.0,,anis,anis,,,1,worry,,13,think,,15,worry,,3,idle,,5,sad,,7,idle,,,,
d_main_27_09_s_62,d_main_27_09_s,Speech,Locale_MainScenario:d_main_27_09_s_62,False,,1500,1500,1.0,,hammering,hammering,,,1,worry,,13,think,,15,worry,,3,idle,,5,sad,,7,idle,,,,
d_main_27_09_s_63,d_main_27_09_s,Speech,Locale_MainScenario:d_main_27_09_s_63,False,,S_1300,S_1300,1.0,,elegg,elegg,,,1,worry,,13,think,,15,worry,,3,idle,,5,sad,,7,idle,,,,
d_main_27_09_s_64,d_main_27_09_s,Speech,Locale_MainScenario:d_main_27_09_s_64,True,,S_700,S_700,1.0,,neon,neon,,,1,worry,,13,think,,15,worry,,3,idle,,5,sad,,7,idle,,,,
d_main_27_09_s_65,d_main_27_09_s,Narration,Locale_MainScenario:d_main_27_09_s_65,False,,19,1900,1.0,,,,sfx_scn_crystalgrowuplarge,,1,worry,,13,think,,15,worry,,3,angry,,5,sad,,7,idle,,,,
d_main_27_09_s_66,d_main_27_09_s,Speech,Locale_MainScenario:d_main_27_09_s_66,True,,3,300,1.0,,rapi,rapi,,,1,worry,,13,think,,15,worry,,3,angry,,5,sad,,7,idle,,,,
