id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/1/hide_char_id,characters/0/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/5/hide_char_id,characters/6/hide_char_id,jump_target
d_main_14_14_14,d_main_14_14,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_14_14_14,True,,1,idle,,13,angry,,L_10,L_10,1.0,,rapi,15,idle,anis,17,sad,neon,19,worry,,,,,,,,,,,,,,
d_main_14_14_15,d_main_14_14,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_14_15,True,,1,idle,,13,surprise,,130,130,1.0,,,15,idle,,17,sad,,19,worry,,,,,,,,,,,,,,
d_main_14_14_16,d_main_14_14,Self,,,Locale_MainScenario:d_main_14_14_16,False,,1,idle,,13,surprise,,130,130,1.0,none,,15,idle,,17,sad,,19,worry,,,,,,,,,,,,,,
d_main_14_14_17,d_main_14_14,Self,,,Locale_MainScenario:d_main_14_14_17,False,,1,idle,,13,surprise,,130,130,1.0,,,15,idle,,17,sad,,19,worry,,,,,,,,,,,,,,
d_main_14_14_18,d_main_14_14,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_14_18,False,,1,idle,,13,surprise,,130,130,1.0,,,15,idle,,17,sad,,19,worry,,,,,,,,,,,,,,
d_main_14_14_19,d_main_14_14,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_14_19,True,,1,idle,,13,angry,,130,130,1.0,bgm_story_weare,,15,idle,,17,sad,,19,worry,,,,,,,,,,,,,,
d_main_14_14_20,d_main_14_14,Self,,,Locale_MainScenario:d_main_14_14_20,False,,1,idle,,13,angry,,130,130,1.0,,,15,idle,,17,sad,,19,worry,,,,,,,,,,,,,,
d_main_14_14_21,d_main_14_14,Self,,,Locale_MainScenario:d_main_14_14_21,False,,1,idle,,13,angry,,130,130,1.0,,,15,idle,,17,sad,,19,worry,,,,,,,,,,,,,,
d_main_14_14_22,d_main_14_14,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_14_22,True,,1,idle,,13,angry,,130,1300,1.0,,,15,idle,,17,sad,,19,worry,,,,,,,,,,,,,,
d_main_14_14_23,d_main_14_14,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_14_23,True,,1,idle,,13,angry,,1300,1300,1.0,,,15,idle,,17,sad,,19,worry,,,,,,,,,,,,,,
d_main_14_14_24,d_main_14_14,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_14_24,True,,1,idle,,13,angry,,1300,1300,1.0,,,15,idle,,17,sad,,19,worry,,,,,,,,,,,,,,
d_main_14_14_25,d_main_14_14,Speech,rapi,rapi,Locale_MainScenario:d_main_14_14_25,False,,1,idle,,13,angry,,black,black,1.0,,,15,think,,17,sad,,19,worry,marian_p,,,,,,,,,,,,,
d_main_14_14_26,d_main_14_14,Speech,anis,anis,Locale_MainScenario:d_main_14_14_26,False,,1,idle,,13,angry,,black,black,1.0,,,15,think,,17,sad,,19,worry,,,,,,,,,,,,,,
d_main_14_14_27,d_main_14_14,Speech,neon,neon,Locale_MainScenario:d_main_14_14_27,False,,1,idle,marian_sad,1,angry,,black,black,1.0,,,15,think,,17,sad,,19,worry,,snowwhite,rapi,anis,neon,,,,,,,,,
d_main_14_14_28,d_main_14_14,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_14_28,True,,,,,1,idle,,marian_sad_01,marian_sad_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_14_14_29,d_main_14_14,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_14_29,True,,,,,1,idle,,marian_sad_02,marian_sad_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_14_14_30,d_main_14_14,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_14_30,True,,,,,1,idle,,marian_sad_02,marian_sad_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_14_14_31,d_main_14_14,Self,,,Locale_MainScenario:d_main_14_14_31,False,,,,,1,idle,,marian_sad_02,marian_sad_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_14_14_32,d_main_14_14,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_14_32,True,,,,,1,idle,,marian_sad_02,marian_sad_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_14_14_33,d_main_14_14,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_14_33,True,,,,,1,idle,,marian_sad_02,marian_sad_03,2.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_14_14_34,d_main_14_14,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_14_34,True,,,,,1,idle,,marian_sad_03,marian_sad_03,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_14_14_35,d_main_14_14,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_14_35,True,,,,,1,idle,,marian_sad_03,marian_sad_03,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_14_14_36,d_main_14_14,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_14_36,True,,,,,1,idle,,marian_sad_03,marian_sad_02,2.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_14_14_37,d_main_14_14,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_14_37,True,,,,,1,idle,,marian_sad_02,marian_sad_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_14_14_38,d_main_14_14,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_14_38,True,,,,,1,idle,,marian_sad_02,marian_sad_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_14_14_39,d_main_14_14,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_14_39,True,,,,,1,idle,,marian_sad_02,marian_sad_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_14_14_40,d_main_14_14,Self,,,Locale_MainScenario:d_main_14_14_40,False,,,,,1,idle,,black,black,1.5,,,,,,,,,,,,,,,,,,,,,,,,
d_main_14_14_41,d_main_14_14,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_14_41,True,,,,,1,sad,,marian_sad_03,marian_sad_03,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_14_14_42,d_main_14_14,Self,,,Locale_MainScenario:d_main_14_14_42,False,,,,,1,sad,,marian_sad_03,marian_sad_03,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_14_14_43,d_main_14_14,Self,,,Locale_MainScenario:d_main_14_14_43,False,,,,,1,sad,,marian_sad_03,marian_sad_03,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_14_14_44,d_main_14_14,Speech,rapi,rapi,Locale_MainScenario:d_main_14_14_44,False,,,,,1,sad,,marian_sad_03,marian_sad_03,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_14_14_45,d_main_14_14,Self,,,Locale_MainScenario:d_main_14_14_45,False,,,,,1,sad,,marian_sad_03,marian_sad_04,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_14_14_46,d_main_14_14,Self,,,Locale_MainScenario:d_main_14_14_46,False,,,,,1,sad,,marian_sad_04,marian_sad_04,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_14_14_47,d_main_14_14,Self,,,Locale_MainScenario:d_main_14_14_47,False,,,,,1,sad,,marian_sad_04,marian_sad_04,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_14_14_48,d_main_14_14,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_14_48,True,,,,,1,sad,,marian_sad_04,marian_sad_04,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_14_14_49,d_main_14_14,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_14_49,True,,,,,1,sad,,marian_sad_04,marian_sad_04,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_14_14_50,d_main_14_14,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_14_50,True,snowwhite,1,idle,,1,sad,,marian_sad_04,marian_sad_04,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_14_14_51,d_main_14_14,Narration,,,Locale_MainScenario:d_main_14_14_51,False,,1,idle,,1,idle,,black,black,1.0,,rapi,15,idle,anis,17,sad,neon,19,worry,marian_sad,,,,,,,,,,,,,
d_main_14_14_52,d_main_14_14,Speech,rapi,rapi,Locale_MainScenario:d_main_14_14_52,False,,1,idle,marian_p,13,pain,,150,150,1.0,,,15,angry,,17,sad,,19,worry,,,,,,,,,,,,,,
d_main_14_14_53,d_main_14_14,Speech,anis,anis,Locale_MainScenario:d_main_14_14_53,True,,1,idle,,13,pain,,170,170,1.0,,,15,angry,,17,angry,,19,worry,,,,,,,,,,,,,,
d_main_14_14_54,d_main_14_14,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_14_14_54,True,,1,angry,,13,pain,,L_10,L_10,1.0,,,15,idle,,17,angry,,19,worry,,,,,,,,,,,,,,
d_main_14_14_55,d_main_14_14,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_14_14_55,True,,1,angry,,13,pain,,L_10,L_10,1.0,,,15,idle,,17,sad,,19,worry,,,,,,,,,,,,,,
d_main_14_14_56,d_main_14_14,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_14_14_56,True,,1,angry,,13,pain,,L_10,53,1.0,,,15,idle,,17,sad,,19,worry,,,,,,rapunzel,3,no,hongryeon,5,pain,,,
d_main_14_14_57,d_main_14_14,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_14_14_57,True,,1,angry,,13,pain,,53,53,1.0,,,15,idle,,17,sad,,19,worry,,,,,,,3,no,,5,pain,,,
d_main_14_14_58,d_main_14_14,Monologue,,,Locale_MainScenario:d_main_14_14_58,False,,,,,13,pain,White,53,50,1.0,,,15,idle,,17,sad,,19,worry,,snowwhite,,,,,3,no,,5,pain,rapunzel,hongryeon,
d_main_14_14_59,d_main_14_14,Monologue,,,Locale_MainScenario:d_main_14_14_59,False,,,,,13,pain,,50,50,1.0,,,15,idle,,17,sad,,19,worry,,,,,,,,,,,,,,
d_main_14_14_60,d_main_14_14,Monologue,,,Locale_MainScenario:d_main_14_14_60,False,,,,,13,cry,,50,50,1.0,none,,15,idle,,17,sad,,19,worry,,,,,,,,,,,,,,
d_main_14_14_61,d_main_14_14,Speech,anis,anis,Locale_MainScenario:d_main_14_14_61,True,snowwhite,1,idle,,13,cry,CityForest_04,50,170,2.0,,,15,idle,,17,sad,,19,worry,,,,,,rapunzel,3,no,hongryeon,5,pain,,,
d_main_14_14_62,d_main_14_14,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_14_14_62,True,,1,idle,,13,cry,,L_10,L_10,1.0,,,15,idle,,17,sad,,19,worry,,,,,,,3,no,,5,pain,,,
d_main_14_14_63,d_main_14_14,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_14_14_63,True,,1,idle,,13,cry,,L_10,L_10,1.0,,,15,idle,,17,sad,,19,worry,,,,,,,3,no,,5,pain,,,
d_main_14_14_64,d_main_14_14,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_14_14_64,True,,1,idle,,13,cry,,L_10,L_10,1.0,,,15,idle,,17,sad,,19,worry,,,,,,,3,no,,5,pain,,,
d_main_14_14_65,d_main_14_14,Self,,,Locale_MainScenario:d_main_14_14_65,False,,1,idle,,13,cry,,L_10,L_10,1.0,,,15,idle,,17,sad,,19,worry,,,,,,,3,no,,5,pain,,,
d_main_14_14_66,d_main_14_14,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_14_14_66,True,,1,idle,,13,cry,,L_10,L_10,1.0,,,15,idle,,17,sad,,19,worry,,,,,,,3,no,,5,pain,,,
d_main_14_14_67,d_main_14_14,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_14_14_67,True,,1,idle,,13,cry,,L_10,L_10,1.0,,,15,idle,,17,sad,,19,worry,,,,,,,3,no,,5,pain,,,
d_main_14_14_68,d_main_14_14,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_14_14_68,True,,1,idle,,13,cry,,L_10,L_10,1.0,,,15,idle,,17,sad,,19,worry,,,,,,,3,no,,5,pain,,,
d_main_14_14_69,d_main_14_14,Monologue,,,Locale_MainScenario:d_main_14_14_69,False,,3,pain,,13,cry,,black,black,1.0,,,15,idle,,17,sad,,19,worry,,,,,,,3,no,,5,pain,rapunzel,hongryeon,
d_main_14_14_70,d_main_14_14,Monologue,,,Locale_MainScenario:d_main_14_14_70,False,,3,idle,,13,cry,,black,black,1.0,,,15,idle,,17,sad,,19,worry,,,,,,,,,,,,,,
d_main_14_14_71,d_main_14_14,Monologue,,,Locale_MainScenario:d_main_14_14_71,False,,3,idle,,13,cry,,black,black,1.0,,,15,idle,,17,sad,,19,worry,,,,,,,,,,,,,,
d_main_14_14_72,d_main_14_14,Self,,,Locale_MainScenario:d_main_14_14_72,False,,3,idle,,13,cry,,3,3,1.0,,,15,idle,,17,sad,,19,worry,,,,,,,,,,,,,,
d_main_14_14_73,d_main_14_14,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_14_14_73,True,,3,idle,,13,cry,,3,L_30,1.0,,,15,idle,,17,sad,,19,worry,,,,,,,,,,,,,,
d_main_14_14_74,d_main_14_14,Choice,,,Locale_MainScenario:d_main_14_14_74,False,,3,idle,,13,cry,,L_30,L_30,1.0,,,15,idle,,17,sad,,19,worry,,,,,,,,,,,,,,d_main_14_14_76
d_main_14_14_75,d_main_14_14,Choice,,,Locale_MainScenario:d_main_14_14_75,False,,3,idle,,13,cry,,L_30,L_30,1.0,,,15,idle,,17,sad,,19,worry,,,,,,,,,,,,,,d_main_14_14_76
d_main_14_14_76,d_main_14_14,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_14_14_76,False,,3,pain,,13,cry,,L_30,L_30,1.0,,,15,idle,,17,sad,,19,worry,,,,,,,,,,,,,,
d_main_14_14_77,d_main_14_14,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_14_14_77,True,,3,idle,,13,cry,,L_30,L_30,1.0,,,15,idle,,17,sad,,19,worry,,,,,,,,,,,,,,
d_main_14_14_78,d_main_14_14,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_14_14_78,True,,3,idle,,13,cry,,L_30,L_30,1.0,,,15,idle,,17,sad,,19,worry,,,,,,,,,,,,,,
d_main_14_14_79,d_main_14_14,Narration,,,Locale_MainScenario:d_main_14_14_79,False,,3,idle,,13,cry,,L_30,L_30,1.0,,,15,idle,,17,sad,,19,worry,marian_p,snowwhite,,,,,,,,,,,,
d_main_14_14_80,d_main_14_14,Self,,,Locale_MainScenario:d_main_14_14_80,False,,,,,,,,L_30,L_30,1.0,,,15,idle,,17,sad,,19,worry,,,,,,,,,,,,,,
d_main_14_14_81,d_main_14_14,Speech,rapi,rapi,Locale_MainScenario:d_main_14_14_81,False,,,,,,,,L_30,150,1.0,,,15,think,,17,sad,,19,worry,,,,,,,,,,,,,,
d_main_14_14_82,d_main_14_14,Speech,anis,anis,Locale_MainScenario:d_main_14_14_82,False,,,,,,,,170,170,1.0,,,15,think,,17,sad,,19,worry,,,,,,,,,,,,,,
d_main_14_14_83,d_main_14_14,Speech,neon,neon,Locale_MainScenario:d_main_14_14_83,False,,,,,,,,S_190,S_190,1.0,,,15,think,,17,sad,,19,worry,,,,,,,,,,,,,,
d_main_14_14_84,d_main_14_14,Speech,anis,anis,Locale_MainScenario:d_main_14_14_84,True,,,,,,,,170,170,1.0,,,15,think,,17,sad,,19,worry,,,,,,,,,,,,,,
d_main_14_14_85,d_main_14_14,Speech,anis,anis,Locale_MainScenario:d_main_14_14_85,True,,,,,,,,170,170,1.0,,,15,think,,17,sad,,19,worry,,,,,,,,,,,,,,
d_main_14_14_86,d_main_14_14,Speech,anis,anis,Locale_MainScenario:d_main_14_14_86,True,,,,,,,,170,1700,0.5,,,15,think,,17,sad,,19,worry,,,,,,,,,,,,,,
