id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,highlight,speaker,play_bgm,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_ex_maidcafe_02_31,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_31,True,,12,XS_130,0.3,,cocoa,cocoa,,,,1,idle,,13,surprised,
d_ex_maidcafe_02_32,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_32,True,,XS_130,XS_130,1.0,,cocoa,cocoa,,,,1,idle,,13,sad,
d_ex_maidcafe_02_33,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_33,True,,XS_130,XS_130,1.0,,cocoa,cocoa,,,,1,idle,,13,sad,
d_ex_maidcafe_02_34,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_34,True,,XS_130,XS_130,1.0,,cocoa,cocoa,,,,1,idle,,13,sad,
d_ex_maidcafe_02_35,d_ex_maidcafe_02,Choice,Locale_SuddenStory:d_ex_maidcafe_02_35,False,,XS_130,XS_130,1.0,,,,,d_ex_maidcafe_02_37,,1,idle,,13,sad,
d_ex_maidcafe_02_36,d_ex_maidcafe_02,Choice,Locale_SuddenStory:d_ex_maidcafe_02_36,False,,XS_130,XS_130,1.0,,,,,d_ex_maidcafe_02_38,,1,idle,,13,sad,
d_ex_maidcafe_02_37,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_37,True,,XS_130,XS_130,1.0,,cocoa,cocoa,,d_ex_maidcafe_02_39,,1,idle,,13,shy,
d_ex_maidcafe_02_38,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_38,True,,XS_130,XS_130,1.0,,cocoa,cocoa,,d_ex_maidcafe_02_39,,1,idle,,13,shy,
d_ex_maidcafe_02_39,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_39,True,,XS_130,XS_130,1.0,,cocoa,cocoa,,,,1,idle,,13,shy,
d_ex_maidcafe_02_40,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_40,True,,XS_130,XS_130,1.0,,cocoa,cocoa,,,,1,idle,,13,delight,
d_ex_maidcafe_02_41,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_41,True,,XS_130,XS_130,1.0,,cocoa,cocoa,,,,1,idle,,13,delight,
d_ex_maidcafe_02_42,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_42,True,,XS_10,XS_10,1.0,,biscuit,biscuit,,,,1,idle,,13,delight,
d_ex_maidcafe_02_43,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_43,True,,XS_130,XS_130,1.0,,cocoa,cocoa,,,,1,idle,,13,delight,
d_ex_maidcafe_02_44,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_44,True,,XS_130,XS_130,1.0,,cocoa,cocoa,,,,1,idle,,13,delight,
d_ex_maidcafe_02_45,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_45,True,,XS_130,XS_10,2.0,,biscuit,biscuit,,,,1,sad,,13,delight,
d_ex_maidcafe_02_46,d_ex_maidcafe_02,Self,Locale_SuddenStory:d_ex_maidcafe_02_46,False,,XS_10,XS_10,1.0,,,,,,,1,sad,,13,delight,
d_ex_maidcafe_02_47,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_47,True,,XS_130,XS_130,1.0,,cocoa,cocoa,,,,1,sad,,13,delight,
d_ex_maidcafe_02_48,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_48,True,,XS_130,XS_130,1.0,,biscuit,biscuit,,,,1,sad,,13,delight,
d_ex_maidcafe_02_49,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_49,True,,XS_130,12,1.0,,cocoa,cocoa,,,,1,sad,,13,delight,
d_ex_maidcafe_02_50,d_ex_maidcafe_02,Monologue,Locale_SuddenStory:d_ex_maidcafe_02_50,False,,12,12,1.0,,,,,,,1,sad,,13,delight,cocoa
d_ex_maidcafe_02_51,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_51,True,,12,1,1.0,,biscuit,biscuit,,,,1,sad,,,,
d_ex_maidcafe_02_52,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_52,True,,1,1,1.0,,biscuit,biscuit,,,,1,sad,,,,
d_ex_maidcafe_02_53,d_ex_maidcafe_02,Self,Locale_SuddenStory:d_ex_maidcafe_02_53,False,,1,1,1.0,,,,,,,1,sad,,,,
d_ex_maidcafe_02_54,d_ex_maidcafe_02,Narration,Locale_SuddenStory:d_ex_maidcafe_02_54,False,,black,black,1.0,,,,none,,,1,idle,,,,
d_ex_maidcafe_02_55,d_ex_maidcafe_02,Monologue,Locale_SuddenStory:d_ex_maidcafe_02_55,False,,12,12,1.0,,,,bgm_story_whosdumber,,,1,idle,cocoa,13,idle,
d_ex_maidcafe_02_56,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_56,True,,12,12,1.0,,biscuit,biscuit,,,,1,idle,,13,idle,
d_ex_maidcafe_02_57,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_57,True,,12,12,1.0,,cocoa,cocoa,,,,1,idle,,13,serious,
d_ex_maidcafe_02_58,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_58,True,,12,12,1.0,,cocoa,cocoa,,,,1,idle,,13,serious,
d_ex_maidcafe_02_59,d_ex_maidcafe_02,Self,Locale_SuddenStory:d_ex_maidcafe_02_59,False,,12,12,1.0,,,,,,,1,idle,,13,serious,
d_ex_maidcafe_02_60,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_60,True,,12,12,1.0,,cocoa,cocoa,,,,1,idle,,13,serious,
d_ex_maidcafe_02_61,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_61,True,,12,12,1.0,,biscuit,biscuit,,,,1,delight,,13,serious,
d_ex_maidcafe_02_62,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_62,True,,12,12,1.0,,cocoa,cocoa,,,,1,idle,,13,serious,
d_ex_maidcafe_02_63,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_63,True,,12,12,1.0,,cocoa,cocoa,,,,1,idle,,13,delight,
d_ex_maidcafe_02_64,d_ex_maidcafe_02,Monologue,Locale_SuddenStory:d_ex_maidcafe_02_64,False,,12,XS_130,2.0,,,,,,,1,idle,,13,"expression_0,idle",
d_ex_maidcafe_02_65,d_ex_maidcafe_02,Self,Locale_SuddenStory:d_ex_maidcafe_02_65,False,,XS_130,XS_130,1.0,,,,,,,1,idle,,13,idle,
d_ex_maidcafe_02_66,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_66,True,,XS_130,XS_130,1.0,,cocoa,cocoa,,,,1,idle,,13,idle,
d_ex_maidcafe_02_67,d_ex_maidcafe_02,Self,Locale_SuddenStory:d_ex_maidcafe_02_67,False,,XS_130,XS_130,1.0,,,,,,,1,idle,,13,idle,
d_ex_maidcafe_02_68,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_68,True,,XS_130,XS_130,1.0,,cocoa,cocoa,,,,1,idle,,13,surprised,
d_ex_maidcafe_02_69,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_69,True,,XS_130,XS_130,1.0,,cocoa,cocoa,,,,1,idle,,13,surprised,
d_ex_maidcafe_02_70,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_70,True,,XS_130,12,1.0,,biscuit,biscuit,,,,1,sad,,13,surprised,
d_ex_maidcafe_02_71,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_71,True,,12,12,1.0,,cocoa,cocoa,,,,1,sad,,13,sad,
d_ex_maidcafe_02_72,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_72,True,,12,12,1.0,,cocoa,cocoa,,,,1,sad,,13,sad,
d_ex_maidcafe_02_73,d_ex_maidcafe_02,Self,Locale_SuddenStory:d_ex_maidcafe_02_73,False,,12,12,1.0,,,,,,,1,sad,,13,sad,
d_ex_maidcafe_02_74,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_74,True,,12,12,1.0,,biscuit,biscuit,,,,1,sad,,13,sad,
d_ex_maidcafe_02_75,d_ex_maidcafe_02,Self,Locale_SuddenStory:d_ex_maidcafe_02_75,False,,12,12,1.0,,,,,,,1,sad,,13,sad,
d_ex_maidcafe_02_76,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_76,True,,12,12,1.0,,cocoa,cocoa,,,,1,idle,,13,shy,
d_ex_maidcafe_02_77,d_ex_maidcafe_02,Self,Locale_SuddenStory:d_ex_maidcafe_02_77,False,,12,12,1.0,,,,,,,1,idle,,13,shy,
d_ex_maidcafe_02_78,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_78,True,,12,XS_10,1.0,,biscuit,biscuit,,,,1,idle,,13,shy,
d_ex_maidcafe_02_79,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_79,True,,XS_10,XS_10,1.0,,biscuit,biscuit,,,,1,idle,,13,shy,
d_ex_maidcafe_02_80,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_80,True,,XS_10,XS_10,1.0,,biscuit,biscuit,,,,1,idle,,13,shy,
d_ex_maidcafe_02_81,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_81,True,,XS_130,XS_130,1.0,,cocoa,cocoa,,,,1,idle,,13,shy,
d_ex_maidcafe_02_82,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_82,True,,XS_130,XS_130,1.0,,cocoa,cocoa,,,,1,idle,,13,shy,
d_ex_maidcafe_02_83,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_83,True,,XS_10,XS_10,1.0,,biscuit,biscuit,,,,1,shy,,13,shy,
d_ex_maidcafe_02_84,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_84,True,,XS_10,XS_130,2.0,,cocoa,cocoa,,,,1,shy,,13,shy,
d_ex_maidcafe_02_85,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_85,True,,XS_130,XS_130,1.0,,cocoa,cocoa,,,,1,shy,,13,delight,
d_ex_maidcafe_02_86,d_ex_maidcafe_02,Self,Locale_SuddenStory:d_ex_maidcafe_02_86,False,,XS_130,XS_130,1.0,,,,,,,1,shy,,13,delight,
d_ex_maidcafe_02_87,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_87,True,,XS_10,XS_10,0.5,,biscuit,biscuit,,,,1,delight,,13,delight,
d_ex_maidcafe_02_88,d_ex_maidcafe_02,Narration,Locale_SuddenStory:d_ex_maidcafe_02_88,False,,black,black,1.0,sfx_scn_ketchup,,,,,,1,delight,,13,delight,
d_ex_maidcafe_02_89,d_ex_maidcafe_02,Narration,Locale_SuddenStory:d_ex_maidcafe_02_89,False,,black,black,1.0,sfx_scn_ketchuphard,,,,,,1,idle,,13,delight,
d_ex_maidcafe_02_90,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_90,True,,13,13,2.0,,cocoa,cocoa,,,,1,idle,,13,serious,
d_ex_maidcafe_02_91,d_ex_maidcafe_02,Monologue,Locale_SuddenStory:d_ex_maidcafe_02_91,False,,13,XS_130,1.0,,,,,,,1,idle,,13,serious,
d_ex_maidcafe_02_92,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_92,True,,1,XS_10,0.3,,biscuit,biscuit,,,,1,sad,,13,serious,
d_ex_maidcafe_02_93,d_ex_maidcafe_02,Monologue,Locale_SuddenStory:d_ex_maidcafe_02_93,False,,black,black,1.0,,,,,,,1,sad,,13,serious,
d_ex_maidcafe_02_94,d_ex_maidcafe_02,Monologue,Locale_SuddenStory:d_ex_maidcafe_02_94,False,,black,black,1.0,,,,,,,1,sad,,13,serious,
d_ex_maidcafe_02_95,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_95,True,,XS_10,XS_10,1.0,,biscuit,biscuit,,,,1,sad,,13,serious,
d_ex_maidcafe_02_96,d_ex_maidcafe_02,Choice,Locale_SuddenStory:d_ex_maidcafe_02_96,False,,XS_10,XS_10,1.0,,,,,d_ex_maidcafe_02_98,,1,sad,,13,serious,
d_ex_maidcafe_02_97,d_ex_maidcafe_02,Choice,Locale_SuddenStory:d_ex_maidcafe_02_97,False,,XS_10,XS_10,1.0,,,,,d_ex_maidcafe_02_100,,1,sad,,13,serious,
d_ex_maidcafe_02_98,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_98,True,,XS_130,XS_130,1.0,,cocoa,cocoa,,,,1,sad,,13,idle,
d_ex_maidcafe_02_99,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_99,True,,XS_130,XS_130,1.0,,cocoa,cocoa,,d_ex_maidcafe_02_102,,1,sad,,13,idle,
d_ex_maidcafe_02_100,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_100,True,,XS_130,XS_130,1.0,,cocoa,cocoa,,,,1,sad,,13,idle,
d_ex_maidcafe_02_101,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_101,True,,XS_130,XS_130,1.0,,cocoa,cocoa,,d_ex_maidcafe_02_102,,1,sad,,13,idle,
d_ex_maidcafe_02_102,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_102,True,,XS_130,XS_130,1.0,,cocoa,cocoa,,,,1,idle,,13,idle,
d_ex_maidcafe_02_103,d_ex_maidcafe_02,Monologue,Locale_SuddenStory:d_ex_maidcafe_02_103,False,,XS_130,XS_130,1.0,,,,,,,1,idle,,13,idle,
d_ex_maidcafe_02_104,d_ex_maidcafe_02,Self,Locale_SuddenStory:d_ex_maidcafe_02_104,False,,XS_130,XS_130,1.0,,,,,,,1,idle,,13,idle,
d_ex_maidcafe_02_105,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_105,True,,XS_130,XS_10,2.0,,biscuit,biscuit,,,,1,sad,,13,idle,
d_ex_maidcafe_02_106,d_ex_maidcafe_02,Monologue,Locale_SuddenStory:d_ex_maidcafe_02_106,False,,XS_10,XS_10,1.0,,,,,,,1,sad,,13,idle,
d_ex_maidcafe_02_107,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_107,True,,XS_10,XS_10,1.0,,biscuit,biscuit,,,,1,sad,,13,idle,
d_ex_maidcafe_02_108,d_ex_maidcafe_02,Self,Locale_SuddenStory:d_ex_maidcafe_02_108,False,,XS_10,XS_10,1.0,,,,,,,1,sad,,13,idle,
d_ex_maidcafe_02_109,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_109,True,,XS_10,XS_10,1.0,,biscuit,biscuit,,,,1,sad,,13,idle,
d_ex_maidcafe_02_110,d_ex_maidcafe_02,Monologue,Locale_SuddenStory:d_ex_maidcafe_02_110,False,,XS_10,XS_10,1.0,,,,,,,1,sad,,13,idle,
d_ex_maidcafe_02_111,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_111,True,,XS_10,12,0.5,,biscuit,biscuit,,,,1,idle,,13,idle,
d_ex_maidcafe_02_112,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_112,True,,12,12,1.0,,cocoa,cocoa,,,,1,idle,,13,delight,
d_ex_maidcafe_02_113,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_113,True,,12,12,1.0,,biscuit,biscuit,,,,1,delight,,13,delight,
d_ex_maidcafe_02_114,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_114,True,,12,12,1.0,,biscuit,biscuit,,,,1,delight,,13,delight,
d_ex_maidcafe_02_115,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_115,True,,12,12,1.0,,cocoa,cocoa,,,,1,idle,,13,serious,
d_ex_maidcafe_02_116,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_116,True,,12,12,1.0,,cocoa,cocoa,,,,1,idle,,13,serious,
d_ex_maidcafe_02_117,d_ex_maidcafe_02,Speech,Locale_SuddenStory:d_ex_maidcafe_02_117,True,,12,12,1.0,,cocoa,cocoa,,,,1,idle,,13,serious,
d_ex_maidcafe_02_118,d_ex_maidcafe_02,Self,Locale_SuddenStory:d_ex_maidcafe_02_118,False,,12,12,1.0,,,,,,,1,idle,,13,serious,
d_ex_maidcafe_02_119,d_ex_maidcafe_02,Self,Locale_SuddenStory:d_ex_maidcafe_02_119,False,,12,12,1.0,,,,,,,1,idle,,13,serious,
d_ex_maidcafe_02_120,d_ex_maidcafe_02,Monologue,Locale_SuddenStory:d_ex_maidcafe_02_120,False,,black,black,1.0,,,,,,,1,idle,,13,serious,
