id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/hide_char_id,characters/1/hide_char_id,set_filter_01,set_filter_02
d_main_30_06_e_50,d_main_30_06_e,Speech,grave,grave,Locale_MainScenario:d_main_30_06_e_50,True,,,,,,,,L_300,L_300,1.0,,,,,Grey,
d_main_30_06_e_51,d_main_30_06_e,Speech,grave,grave,Locale_MainScenario:d_main_30_06_e_51,True,,,,,,,,L_300,L_300,1.0,,,,,Grey,
d_main_30_06_e_52,d_main_30_06_e,Speech,grave,grave,Locale_MainScenario:d_main_30_06_e_52,True,,,,,,,,L_300,L_300,1.0,,,,,Grey,Vignetting
d_main_30_06_e_53,d_main_30_06_e,Speech,grave,grave,Locale_MainScenario:d_main_30_06_e_53,True,,,,,,,,L_300,L_300,1.0,,,,,Grey,Vignetting
d_main_30_06_e_54,d_main_30_06_e,Speech,grave,grave,Locale_MainScenario:d_main_30_06_e_54,True,,,,,,,,L_300,L_300,1.0,,,,,Grey,Vignetting
d_main_30_06_e_55,d_main_30_06_e,Speech,grave,grave,Locale_MainScenario:d_main_30_06_e_55,True,,,,,,,,L_300,L_300,1.0,,,,,Grey,Vignetting
d_main_30_06_e_56,d_main_30_06_e,Speech,grave,grave,Locale_MainScenario:d_main_30_06_e_56,True,,,,,,,,L_300,L_300,1.0,,,,,Red,Vignetting
d_main_30_06_e_57,d_main_30_06_e,Speech,grave,grave,Locale_MainScenario:d_main_30_06_e_57,True,,,,,,,,L_300,L_300,1.0,,,,,Red,Vignetting
d_main_30_06_e_58,d_main_30_06_e,Speech,grave,grave,Locale_MainScenario:d_main_30_06_e_58,True,,,,,,,,L_300,L_300,1.0,,,,,Red,Vignetting
d_main_30_06_e_59,d_main_30_06_e,Speech,grave,grave,Locale_MainScenario:d_main_30_06_e_59,True,,,,,,,,L_300,L_30,1.0,,,,,Red,Vignetting
d_main_30_06_e_60,d_main_30_06_e,Speech,grave,grave,Locale_MainScenario:d_main_30_06_e_60,True,rapi,1,idle,grave,3,idle,CrystalField_1,black,black,1.0,,,,,Red,Vignetting
d_main_30_06_e_61,d_main_30_06_e,Speech,grave,grave,Locale_MainScenario:d_main_30_06_e_61,True,,1,idle,,3,idle,,black,black,1.0,,,,,,
d_main_30_06_e_62,d_main_30_06_e,Speech,grave,grave,Locale_MainScenario:d_main_30_06_e_62,True,,1,idle,,3,idle,,black,black,1.0,,,,,,
d_main_30_06_e_63,d_main_30_06_e,Speech,grave,grave,Locale_MainScenario:d_main_30_06_e_63,True,,1,idle,,3,idle,,black,black,1.0,,,,,,
d_main_30_06_e_64,d_main_30_06_e,Speech,grave,grave,Locale_MainScenario:d_main_30_06_e_64,True,,1,think,,3,idle,,L_30,L_30,1.0,,,,,,
d_main_30_06_e_65,d_main_30_06_e,Speech,grave,grave,Locale_MainScenario:d_main_30_06_e_65,True,,1,think,,3,idle,,L_30,L_30,1.0,,,,,,
d_main_30_06_e_66,d_main_30_06_e,Speech,grave,grave,Locale_MainScenario:d_main_30_06_e_66,True,,1,think,,3,idle,,L_30,L_30,1.0,,,,,,
d_main_30_06_e_67,d_main_30_06_e,Speech,grave,grave,Locale_MainScenario:d_main_30_06_e_67,True,,1,think,,3,idle,,L_30,L_30,1.0,,,,,,
d_main_30_06_e_68,d_main_30_06_e,Speech,grave,grave,Locale_MainScenario:d_main_30_06_e_68,True,,1,think,,3,idle,,L_30,L_30,1.0,,,,,,
d_main_30_06_e_69,d_main_30_06_e,Speech,grave,grave,Locale_MainScenario:d_main_30_06_e_69,True,,1,think,,3,idle,,L_30,L_30,1.0,,,,,,
d_main_30_06_e_70,d_main_30_06_e,Self,grave,,Locale_MainScenario:d_main_30_06_e_70,False,,1,think,,3,idle,,L_30,L_30,1.0,,,,,,
d_main_30_06_e_71,d_main_30_06_e,Speech,grave,grave,Locale_MainScenario:d_main_30_06_e_71,True,,1,think,,3,idle,,L_30,L_300,1.0,,,,,,
d_main_30_06_e_72,d_main_30_06_e,Speech,grave,grave,Locale_MainScenario:d_main_30_06_e_72,True,,1,think,,3,idle,,L_300,L_300,1.0,,,,,,
d_main_30_06_e_73,d_main_30_06_e,Speech,grave,grave,Locale_MainScenario:d_main_30_06_e_73,True,,1,think,,3,idle,,L_300,L_300,1.0,,,,,,
d_main_30_06_e_74,d_main_30_06_e,Speech,grave,grave,Locale_MainScenario:d_main_30_06_e_74,True,,1,think,,3,idle,,L_300,L_300,1.0,,,,,,
d_main_30_06_e_75,d_main_30_06_e,Speech,grave,grave,Locale_MainScenario:d_main_30_06_e_75,True,,1,think,,3,idle,,L_300,L_300,1.0,,,,,,
d_main_30_06_e_76,d_main_30_06_e,Speech,grave,grave,Locale_MainScenario:d_main_30_06_e_76,True,,1,think,,3,idle,,L_300,L_300,1.0,,,,,,
d_main_30_06_e_77,d_main_30_06_e,Speech,grave,grave,Locale_MainScenario:d_main_30_06_e_77,True,,1,think,,3,idle,,L_300,L_300,1.0,,,,,,
d_main_30_06_e_78,d_main_30_06_e,Speech,grave,grave,Locale_MainScenario:d_main_30_06_e_78,True,,1,think,,3,idle,,L_300,L_30,1.0,,,,,,
d_main_30_06_e_79,d_main_30_06_e,Speech,grave,grave,Locale_MainScenario:d_main_30_06_e_79,True,,1,think,,3,idle,,L_30,L_30,1.0,,,,,,
d_main_30_06_e_80,d_main_30_06_e,Self,grave,,Locale_MainScenario:d_main_30_06_e_80,False,,1,think,,3,idle,,L_30,L_30,1.0,,,,,,
d_main_30_06_e_81,d_main_30_06_e,Speech,grave,grave,Locale_MainScenario:d_main_30_06_e_81,True,,1,think,,3,idle,,L_30,L_30,1.0,,,,,,
d_main_30_06_e_82,d_main_30_06_e,Self,grave,,Locale_MainScenario:d_main_30_06_e_82,False,,1,think,,3,idle,,L_30,L_30,1.0,,,,,,
d_main_30_06_e_83,d_main_30_06_e,Speech,grave,grave,Locale_MainScenario:d_main_30_06_e_83,True,,1,think,,3,idle,,L_30,L_30,1.0,,,,,,
d_main_30_06_e_84,d_main_30_06_e,Self,grave,,Locale_MainScenario:d_main_30_06_e_84,False,,1,think,,3,idle,,L_30,L_30,1.0,,,,,,
d_main_30_06_e_85,d_main_30_06_e,Self,grave,,Locale_MainScenario:d_main_30_06_e_85,False,,1,think,,3,idle,,L_30,L_30,1.0,,,,,,
d_main_30_06_e_86,d_main_30_06_e,Speech,grave,grave,Locale_MainScenario:d_main_30_06_e_86,True,,1,think,,3,idle,,L_30,L_30,1.0,,,,,,
d_main_30_06_e_87,d_main_30_06_e,Speech,grave,grave,Locale_MainScenario:d_main_30_06_e_87,True,,1,think,,3,idle,,L_30,L_30,1.0,,,,,,
