id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id
d_main_37_03_14,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_14,True,,1,1,1.0,,dorothy,dorothy,,5,delight,,3,worry,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_15,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_15,False,,1,14,1.0,,eyeri,eyeri,,5,idle,,3,worry,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_16,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_16,False,,14,14,1.0,,avistar,avistar,,5,idle,,3,worry,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_17,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_17,True,,3,30,1.5,,anis,anis,,5,idle,,3,worry,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_18,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_18,True,,30,30,1.0,,anis,anis,,5,idle,,3,idle,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_19,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_19,True,,14,14,1.0,,eyeri,eyeri,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_20,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_20,True,,14,14,1.0,,avistar,avistar,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_21,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_21,False,,10,10,1.0,,dorothy,dorothy,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_22,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_22,True,,10,10,1.0,,dorothy,dorothy,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_23,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_23,True,,10,10,1.0,,dorothy,dorothy,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_24,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_24,True,,10,12,1.0,,eyeri,eyeri,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_25,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_25,False,,12,12,1.0,,dorothy,dorothy,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_26,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_26,True,,12,12,1.0,,eyeri,eyeri,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_27,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_27,True,,12,12,1.0,,dorothy,dorothy,,5,idle,,3,idle,,1,surprise,,13,idle,,15,idle,,,,,,
d_main_37_03_28,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_28,True,,12,L_130,1.0,,eyeri,eyeri,,5,idle,,3,idle,,1,surprise,,13,shy,,15,idle,,,,,,
d_main_37_03_29,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_29,True,,L_130,L_130,1.0,,eyeri,eyeri,,5,idle,,3,idle,,1,surprise,,13,shy,,15,idle,,,,,,
d_main_37_03_30,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_30,True,,L_130,L_130,1.0,,eyeri,eyeri,,5,idle,,3,idle,,1,surprise,,13,shy,,15,idle,,,,,,
d_main_37_03_31,d_main_37_03,Narration,Locale_MainScenario:d_main_37_03_31,False,,L_130,12,1.0,,eyeri,,,5,idle,,3,idle,,1,surprise,,13,shy,,15,idle,,,,,,
d_main_37_03_32,d_main_37_03,Narration,Locale_MainScenario:d_main_37_03_32,False,,12,12,1.0,,eyeri,,,5,idle,,3,idle,,1,surprise,,13,shy,,15,idle,,,,,,
d_main_37_03_33,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_33,False,,12,12,1.0,,dorothy,dorothy,,5,idle,,3,idle,,1,think,,13,shy,,15,idle,,,,,,
d_main_37_03_34,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_34,True,,12,12,1.0,,eyeri,eyeri,,5,idle,,3,idle,,1,think,,13,shy,,15,idle,,,,,,
d_main_37_03_35,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_35,True,,12,12,1.0,,dorothy,dorothy,,5,idle,,3,idle,,1,think,,13,shy,,15,idle,,,,,,
d_main_37_03_36,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_36,True,,12,12,1.0,,eyeri,eyeri,,5,idle,,3,idle,,1,think,,13,shy,,15,idle,,,,,,
d_main_37_03_37,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_37,True,,12,12,1.0,,dorothy,dorothy,,5,idle,,3,idle,,1,think,,13,shy,,15,idle,,,,,,
d_main_37_03_38,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_38,True,,12,12,1.0,,eyeri,eyeri,,5,idle,,3,idle,,1,think,,13,shy,,15,idle,,,,,,
d_main_37_03_39,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_39,True,,12,12,1.0,,dorothy,dorothy,,5,idle,,3,idle,,1,think,,13,shy,,15,idle,,,,,,
d_main_37_03_40,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_40,True,,12,12,1.0,,eyeri,eyeri,,5,idle,,3,idle,,1,think,,13,shy,,15,idle,,,,,,
d_main_37_03_41,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_41,True,,12,12,1.0,,dorothy,dorothy,,5,idle,,3,idle,,1,think,,13,shy,,15,idle,,,,,,
d_main_37_03_42,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_42,True,,12,12,1.0,,eyeri,eyeri,,5,idle,,3,idle,,1,think,,13,delight,,15,idle,,,,,,
d_main_37_03_43,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_43,True,,12,12,1.0,,dorothy,dorothy,,5,idle,,3,idle,,1,think,,13,delight,,15,idle,,,,,,
d_main_37_03_44,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_44,True,,12,12,1.0,,eyeri,eyeri,,5,idle,,3,idle,,1,think,,13,worry,,15,idle,,,,,,
d_main_37_03_45,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_45,True,,12,10,1.0,,dorothy,dorothy,,5,idle,,3,idle,,1,no,,13,worry,,15,idle,,,,,,
d_main_37_03_46,d_main_37_03,Narration,Locale_MainScenario:d_main_37_03_46,False,,10,10,1.0,,dorothy,,,5,idle,,3,idle,,1,no,,13,worry,,15,idle,sfx_scn_tablettouchs,,,,,
d_main_37_03_47,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_47,True,,10,12,1.0,,dorothy,dorothy,,5,idle,,3,idle,,1,think,,13,worry,,15,idle,,,,,,
d_main_37_03_48,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_48,True,,12,12,1.0,,eyeri,eyeri,,5,idle,,3,idle,,1,think,,13,delight,,15,idle,,,,,,
d_main_37_03_49,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_49,True,,12,12,1.0,,dorothy,dorothy,,5,idle,,3,idle,,1,think,,13,delight,,15,idle,,,,,,
d_main_37_03_50,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_50,True,,12,2,1.0,,anis,anis,,5,idle,,3,void,,1,think,,13,delight,,15,idle,,,,,,
d_main_37_03_51,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_51,True,,2,2,1.0,,anis,anis,,5,idle,,3,idle,,1,think,,13,delight,,15,idle,,,,,,
d_main_37_03_52,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_52,True,,2,2,1.0,,anis,anis,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_53,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_53,True,,2,2,1.0,,dorothy,dorothy,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_54,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_54,True,,2,4,1.0,,neon,neon,,5,delight,,3,idle,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_55,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_55,True,,4,4,1.0,,anis,anis,,5,delight,,3,delight,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_56,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_56,True,,4,2,1.0,,dorothy,dorothy,,5,delight,,3,delight,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_57,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_57,True,,2,2,1.0,,anis,anis,,5,delight,,3,delight,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_58,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_58,True,,2,2,1.0,,dorothy,dorothy,,5,delight,,3,delight,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_59,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_59,True,,2,4,1.0,,anis,anis,,5,delight,,3,idle,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_60,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_60,True,,4,4,1.0,,neon,neon,,5,surprise,,3,idle,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_61,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_61,False,,1,10,1.5,,dorothy,dorothy,,5,surprise,,3,idle,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_62,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_62,True,,30,30,1.0,,anis,anis,,5,surprise,,3,worry,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_63,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_63,True,,10,10,1.0,,dorothy,dorothy,,5,surprise,,3,worry,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_64,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_64,True,,10,10,1.0,,dorothy,dorothy,,5,surprise,,3,worry,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_65,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_65,True,,4,4,1.0,,neon,neon,,5,idle,,3,void,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_66,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_66,True,,4,4,1.0,,anis,anis,,5,idle,,3,void,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_67,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_67,True,,10,10,1.0,bgm_story_empathize,dorothy,dorothy,,5,idle,,3,void,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_68,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_68,True,,S_50,S_50,1.0,,neon,neon,,5,surprise,,3,void,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_69,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_69,True,,10,10,1.0,,dorothy,dorothy,,5,surprise,,3,void,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_70,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_70,True,,10,2,1.0,,anis,anis,,5,surprise,,3,void,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_71,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_71,True,,2,2,1.0,,dorothy,dorothy,,5,surprise,,3,void,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_72,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_72,True,,2,2,1.0,,dorothy,dorothy,,5,surprise,,3,void,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_73,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_73,True,,2,2,1.0,,dorothy,dorothy,,5,surprise,,3,void,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_74,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_74,False,,2,2,1.0,,anis,anis,,5,idle,,3,void,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_75,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_75,True,,2,2,1.0,,anis,anis,,5,idle,,3,angry,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_76,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_76,True,,2,2,1.0,,anis,anis,,5,idle,,3,angry,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_77,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_77,True,,2,2,1.0,,dorothy,dorothy,,5,idle,,3,angry,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_78,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_78,True,,2,2,1.0,,anis,anis,,5,idle,,3,angry,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_79,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_79,True,,2,2,1.0,,dorothy,dorothy,,5,idle,,3,angry,,1,idle,,13,idle,,15,idle,,,,,,
d_main_37_03_80,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_80,True,,2,2,1.0,,dorothy,dorothy,,5,idle,,3,angry,,1,idle,,13,idle,,15,idle,,,,,,
d_main_37_03_81,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_81,True,,2,2,1.0,,anis,anis,,5,idle,,3,angry,,1,idle,,13,idle,,15,idle,,,,,,
d_main_37_03_82,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_82,True,,2,2,1.0,,dorothy,dorothy,,5,idle,,3,angry,,1,smile,,13,idle,,15,idle,,,,,,
d_main_37_03_83,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_83,True,,2,2,1.0,,anis,anis,,5,idle,,3,angry,,1,smile,,13,idle,,15,idle,,,,,,
d_main_37_03_84,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_84,True,,2,2,1.0,,dorothy,dorothy,,5,idle,,3,angry,,1,smile,,13,idle,,15,idle,,,,,,
d_main_37_03_85,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_85,True,,2,30,0.7,,anis,anis,,5,no,,3,angry,,1,smile,,13,idle,,15,idle,,,,,,
d_main_37_03_86,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_86,True,,5,S_50,0.7,,neon,neon,,5,no,,3,angry,,1,smile,,13,idle,,15,idle,,,,,,
d_main_37_03_87,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_87,True,,30,300,0.7,,anis,anis,,5,no,,3,angry,,1,smile,,13,idle,,15,idle,,,,,,
d_main_37_03_88,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_88,True,,S_50,S_500,0.7,,neon,neon,,5,no,,3,angry,,1,smile,,13,idle,,15,idle,,,,,,
d_main_37_03_89,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_89,False,,10,1,1.5,,dorothy,dorothy,,5,no,,3,angry,,1,surprise,,13,idle,,15,idle,,,,,,
d_main_37_03_90,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_90,True,,4,4,1.0,,neon,neon,,5,surprise,,3,idle,,1,surprise,,13,idle,,15,idle,,,,,,
d_main_37_03_91,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_91,True,,4,4,1.0,,anis,anis,,5,surprise,,3,idle,,1,surprise,,13,idle,,15,idle,,,,,,
d_main_37_03_92,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_92,True,,1,1,1.0,,dorothy,dorothy,,5,surprise,,3,idle,,1,no,,13,idle,,15,idle,,,,,,
d_main_37_03_93,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_93,True,,1,1,1.0,,dorothy,dorothy,,5,surprise,,3,idle,,1,no,,13,idle,,15,idle,,,,,,
d_main_37_03_94,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_94,True,,S_50,S_50,1.0,,neon,neon,,5,idle,,3,idle,,1,no,,13,idle,,15,idle,,,,,,
d_main_37_03_95,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_95,True,,1,1,1.0,,dorothy,dorothy,,5,idle,,3,idle,,1,no,,13,idle,,15,idle,,,,,,
d_main_37_03_96,d_main_37_03,Narration,Locale_MainScenario:d_main_37_03_96,False,,1,15,1.0,,avistar,,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,sfx_scn_keyboard,,,,,
d_main_37_03_97,d_main_37_03,Narration,Locale_MainScenario:d_main_37_03_97,False,,15,15,1.0,,avistar,,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_98,d_main_37_03,Narration,Locale_MainScenario:d_main_37_03_98,False,,15,15,1.0,,avistar,,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_99,d_main_37_03,Narration,Locale_MainScenario:d_main_37_03_99,False,,15,15,1.0,,avistar,,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_100,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_100,True,,15,15,1.0,,avistar,avistar,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_101,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_101,True,,15,15,1.0,,avistar,avistar,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_102,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_102,True,,15,15,1.0,,avistar,avistar,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_103,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_103,True,,15,15,1.0,,avistar,avistar,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_104,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_104,True,,15,15,1.0,,avistar,avistar,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_105,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_105,False,,15,15,1.0,,avistar,dorothy,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_106,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_106,True,,15,L_150,1.0,,avistar,avistar,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_107,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_107,True,,L_150,L_150,1.0,,avistar,avistar,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_108,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_108,True,,L_150,L_150,1.0,,avistar,avistar,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_109,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_109,True,,L_150,L_150,1.0,,avistar,avistar,,5,idle,,3,void,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_110,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_110,False,,10,10,1.0,,dorothy,dorothy,,5,idle,,3,void,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_111,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_111,True,,10,30,1.0,,anis,anis,,5,idle,,3,void,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_112,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_112,True,,L_150,L_150,1.0,,avistar,avistar,,5,idle,,3,void,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_113,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_113,True,,30,30,1.0,,anis,anis,,5,idle,,3,void,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_114,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_114,True,,L_150,L_150,1.0,,avistar,avistar,,5,idle,,3,void,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_115,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_115,True,,30,30,1.0,,anis,anis,,5,idle,,3,void,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_116,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_116,True,,L_150,15,1.0,,avistar,avistar,,5,idle,,3,void,,1,think,,13,idle,,15,idle,,,,,,
d_main_37_03_117,d_main_37_03,Narration,Locale_MainScenario:d_main_37_03_117,False,Grassland,black,black,1.0,,,,,5,idle,,3,void,,1,think,,13,idle,,15,idle,,neon,anis,dorothy,eyeri,avistar
d_main_37_03_118,d_main_37_03,Narration,Locale_MainScenario:d_main_37_03_118,False,,5,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_37_03_119,d_main_37_03,Narration,Locale_MainScenario:d_main_37_03_119,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_37_03_120,d_main_37_03,Narration,Locale_MainScenario:d_main_37_03_120,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_37_03_121,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_121,True,,1,1,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,,
d_main_37_03_122,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_122,True,,1,1,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,,
d_main_37_03_123,d_main_37_03,Narration,Locale_MainScenario:d_main_37_03_123,False,GoodOffice,black,black,1.0,,dorothy,,neon,5,idle,anis,3,void,dorothy,1,think,eyeri,13,void,avistar,15,idle,,,,,,
d_main_37_03_124,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_124,False,,4,4,1.0,,anis,anis,,5,idle,,3,void,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_125,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_125,False,,4,4,1.0,,neon,neon,,5,idle,,3,void,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_126,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_126,False,,13,13,1.0,,eyeri,eyeri,,5,idle,,3,void,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_127,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_127,True,,2,2,1.0,,anis,anis,,5,idle,,3,void,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_128,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_128,True,,2,2,1.0,,dorothy,dorothy,,5,idle,,3,void,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_129,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_129,True,,2,2,1.0,,anis,anis,,5,idle,,3,void,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_130,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_130,True,,2,2,1.0,,dorothy,dorothy,,5,idle,,3,void,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_131,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_131,True,,2,2,1.0,,anis,anis,,5,idle,,3,sad,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_132,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_132,True,,2,2,1.0,,dorothy,dorothy,,5,idle,,3,sad,,1,surprise,,13,void,,15,idle,,,,,,
d_main_37_03_133,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_133,True,,2,2,1.0,,anis,anis,,5,idle,,3,angry,,1,surprise,,13,void,,15,idle,,,,,,
d_main_37_03_134,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_134,True,,2,2,1.0,,dorothy,dorothy,,5,idle,,3,angry,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_135,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_135,True,,2,2,1.0,,anis,anis,,5,idle,,3,angry,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_136,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_136,True,,2,2,1.0,,dorothy,dorothy,,5,idle,,3,angry,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_137,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_137,True,,2,2,1.0,,anis,anis,,5,idle,,3,angry,,1,think,,13,void,,15,idle,,,,,,
