id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim
d_main_40_05_34,d_main_40_05,Monologue,ziz,,Locale_MainScenario:d_main_40_05_34,False,,black,black,1.0,,,,,1,idle,,maxwell_p,13,worry,,laplace_p,15,idle,,drake_p,17,idle,,,,,,,,,,,
d_main_40_05_35,d_main_40_05,Speech,maxwell_p,maxwell_p,Locale_MainScenario:d_main_40_05_35,True,,L_130,L_130,1.0,,,,,1,idle,,,13,worry,,,15,idle,,,17,idle,,,,,,,,,,,
d_main_40_05_36,d_main_40_05,Speech,laplace_p,laplace_p,Locale_MainScenario:d_main_40_05_36,True,,L_130,S_150,1.0,,,,,1,idle,,,13,worry,,,15,idle,,,17,idle,,,,,,,,,,,
d_main_40_05_37,d_main_40_05,Speech,drake_p,drake_p,Locale_MainScenario:d_main_40_05_37,True,,S_150,L_170,1.0,,,,,1,idle,,,13,worry,,,15,idle,,,17,idle,,,,,,,,,,,
d_main_40_05_38,d_main_40_05,Speech,maxwell_p,maxwell_p,Locale_MainScenario:d_main_40_05_38,True,,L_130,L_130,1.0,,,,,1,idle,,,13,worry,,,15,idle,,,17,idle,,,,,,,,,,,
d_main_40_05_39,d_main_40_05,Self,maxwell_p,,Locale_MainScenario:d_main_40_05_39,False,,L_130,L_130,1.0,,,,,1,idle,,,13,worry,,,15,idle,,,17,idle,,,,,,,,,,,
d_main_40_05_40,d_main_40_05,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_05_40,True,,black,black,1.0,,,black,,1,idle,,,13,worry,,,15,idle,laplace_p,,17,idle,drake_p,nayuta_n,5,idle,pinocchio,3,surprise,,rapi_red,15,idle
d_main_40_05_41,d_main_40_05,Self,maxwell_p,,Locale_MainScenario:d_main_40_05_41,False,,50,50,1.0,,,,,1,idle,,,13,worry,,,,,,,,,,,5,idle,,3,surprise,,,15,idle
d_main_40_05_42,d_main_40_05,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_05_42,True,,50,50,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,idle,,3,surprise,,,15,idle
d_main_40_05_43,d_main_40_05,Speech,pinocchio,pinocchio,Locale_MainScenario:d_main_40_05_43,True,,50,XS_30,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,idle,,3,surprise,,,15,idle
d_main_40_05_44,d_main_40_05,Speech,raptilion,raptilion,Locale_MainScenario:d_main_40_05_44,True,,XS_30,raptogether_01,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,idle,,3,surprise,,,15,idle
d_main_40_05_45,d_main_40_05,Speech,pinocchio,pinocchio,Locale_MainScenario:d_main_40_05_45,True,,raptogether_01,raptogether_01,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,idle,,3,no,,,15,idle
d_main_40_05_46,d_main_40_05,Speech,pinocchio,pinocchio,Locale_MainScenario:d_main_40_05_46,True,,raptogether_01,raptogether_01,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,idle,,3,no,,,15,idle
d_main_40_05_47,d_main_40_05,Speech,raptilion,raptilion,Locale_MainScenario:d_main_40_05_47,True,,raptogether_01,raptogether_01,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,idle,,3,no,,,15,idle
d_main_40_05_48,d_main_40_05,Speech,raptilion,raptilion,Locale_MainScenario:d_main_40_05_48,True,,raptogether_01,raptogether_01,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,idle,,3,no,,,15,idle
d_main_40_05_49,d_main_40_05,Self,raptilion,,Locale_MainScenario:d_main_40_05_49,False,,raptogether_01,raptogether_01,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,idle,,3,no,,,15,idle
d_main_40_05_50,d_main_40_05,Speech,raptilion,raptilion,Locale_MainScenario:d_main_40_05_50,True,,raptogether_01,rap_10,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,idle,,3,no,,,15,idle
d_main_40_05_51,d_main_40_05,Self,raptilion,,Locale_MainScenario:d_main_40_05_51,False,,rap_10,rap_10,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,idle,,3,no,,,15,idle
d_main_40_05_52,d_main_40_05,Self,raptilion,,Locale_MainScenario:d_main_40_05_52,False,,rap_10,rap_10,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,idle,,3,no,,,15,idle
d_main_40_05_53,d_main_40_05,Speech,raptilion,raptilion,Locale_MainScenario:d_main_40_05_53,True,,rap_10,rap_100,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,idle,,3,no,,,15,idle
d_main_40_05_54,d_main_40_05,Speech,raptilion,raptilion,Locale_MainScenario:d_main_40_05_54,True,,rap_100,rap_100,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,idle,,3,no,,,15,idle
d_main_40_05_55,d_main_40_05,Speech,raptilion,raptilion,Locale_MainScenario:d_main_40_05_55,True,,rap_100,rap_100,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,idle,,3,no,,,15,idle
d_main_40_05_56,d_main_40_05,Speech,raptilion,raptilion,Locale_MainScenario:d_main_40_05_56,True,,rap_100,rap_100,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,idle,,3,no,,,15,idle
d_main_40_05_57,d_main_40_05,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_05_57,True,,1500,1500,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,idle,,3,no,,,15,idle
d_main_40_05_58,d_main_40_05,Speech,raptilion,raptilion,Locale_MainScenario:d_main_40_05_58,True,,rap_100,rap_100,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,idle,,3,no,,,15,idle
d_main_40_05_59,d_main_40_05,Speech,raptilion,raptilion,Locale_MainScenario:d_main_40_05_59,False,,rap_100,rap_100,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,idle,,3,no,,,15,idle
d_main_40_05_60,d_main_40_05,Speech,raptilion,raptilion,Locale_MainScenario:d_main_40_05_60,True,,rap_100,rap_10,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,idle,,3,no,,,15,idle
d_main_40_05_61,d_main_40_05,Self,raptilion,,Locale_MainScenario:d_main_40_05_61,False,,rap_10,rap_10,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,idle,,3,no,,,15,idle
d_main_40_05_62,d_main_40_05,Speech,raptilion,raptilion,Locale_MainScenario:d_main_40_05_62,True,,rap_10,rap_10,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,idle,,3,no,,,15,idle
d_main_40_05_63,d_main_40_05,Self,raptilion,,Locale_MainScenario:d_main_40_05_63,False,,rap_10,rap_10,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,idle,,3,no,,,15,idle
d_main_40_05_64,d_main_40_05,Self,raptilion,,Locale_MainScenario:d_main_40_05_64,False,,rap_10,rap_10,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,idle,,3,no,,,15,idle
d_main_40_05_65,d_main_40_05,Speech,raptilion,raptilion,Locale_MainScenario:d_main_40_05_65,True,,rap_10,rap_10,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,idle,,3,no,,,15,idle
d_main_40_05_66,d_main_40_05,Speech,raptilion,raptilion,Locale_MainScenario:d_main_40_05_66,True,,rap_10,rap_10,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,idle,,3,no,,,15,idle
d_main_40_05_67,d_main_40_05,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_05_67,True,,150,150,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,idle,,3,no,,,15,idle
d_main_40_05_68,d_main_40_05,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_05_68,True,,150,150,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,idle,,3,no,,,15,idle
d_main_40_05_69,d_main_40_05,Speech,pinocchio,pinocchio,Locale_MainScenario:d_main_40_05_69,False,,XS_30,XS_30,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,idle,,3,angry,,,15,idle
d_main_40_05_70,d_main_40_05,Speech,raptilion,raptilion,Locale_MainScenario:d_main_40_05_70,True,,XS_30,raptogether_01,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,idle,,3,angry,,,15,idle
d_main_40_05_71,d_main_40_05,Speech,pinocchio,pinocchio,Locale_MainScenario:d_main_40_05_71,True,,raptogether_01,raptogether_01,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,idle,,3,worry,,,15,idle
d_main_40_05_72,d_main_40_05,Speech,raptilion,raptilion,Locale_MainScenario:d_main_40_05_72,True,,raptogether_01,raptogether_01,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,idle,,3,worry,,,15,idle
d_main_40_05_73,d_main_40_05,Speech,raptilion,raptilion,Locale_MainScenario:d_main_40_05_73,True,,raptogether_01,raptogether_01,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,idle,,3,worry,,,15,idle
d_main_40_05_74,d_main_40_05,Speech,raptilion,raptilion,Locale_MainScenario:d_main_40_05_74,True,,raptogether_01,raptogether_01,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,idle,,3,worry,,,15,idle
d_main_40_05_75,d_main_40_05,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_05_75,True,,50,500,0.7,,,,,1,idle,,,13,idle,,,,,,,,,,,5,rage,,3,worry,,,15,idle
d_main_40_05_76,d_main_40_05,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_05_76,True,,500,500,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,rage,,3,worry,,,15,idle
d_main_40_05_77,d_main_40_05,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_05_77,True,,500,500,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,rage,,3,worry,,,15,idle
d_main_40_05_78,d_main_40_05,Speech,raptilion,raptilion,Locale_MainScenario:d_main_40_05_78,True,,rap_100,rap_100,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,rage,,3,worry,,,15,idle
d_main_40_05_79,d_main_40_05,Speech,pinocchio,pinocchio,Locale_MainScenario:d_main_40_05_79,True,,rap_100,XS_300,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,rage,,3,no,,,15,idle
d_main_40_05_80,d_main_40_05,Speech,raptilion,raptilion,Locale_MainScenario:d_main_40_05_80,False,,XS_300,raptogether_01,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,rage,,3,no,,,15,idle
d_main_40_05_81,d_main_40_05,Speech,raptilion,raptilion,Locale_MainScenario:d_main_40_05_81,True,,raptogether_01,raptogether_01,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,rage,,3,no,,,15,idle
d_main_40_05_82,d_main_40_05,Speech,pinocchio,pinocchio,Locale_MainScenario:d_main_40_05_82,True,,raptogether_01,raptogether_01,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,rage,,3,no,,,15,idle
d_main_40_05_83,d_main_40_05,Speech,raptilion,raptilion,Locale_MainScenario:d_main_40_05_83,True,,raptogether_01,rap_10,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,rage,,3,no,,,15,idle
d_main_40_05_84,d_main_40_05,Speech,raptilion,raptilion,Locale_MainScenario:d_main_40_05_84,True,,rap_10,rap_10,1.0,,,,,1,idle,,,13,idle,,,,,,,,,,,5,rage,,3,no,,,15,idle
d_main_40_05_85,d_main_40_05,Monologue,raptilion,,Locale_MainScenario:d_main_40_05_85,False,,black,black,1.0,,,,,1,idle,raptilion,,13,idle,,,,,,,,,,,5,idle,,3,no,pinocchio,,15,idle
d_main_40_05_86,d_main_40_05,Self,nayuta_n,,Locale_MainScenario:d_main_40_05_86,False,,50,50,1.0,,,,,,,,,13,idle,,,,,,,,,,,5,idle,,,,,,15,idle
d_main_40_05_87,d_main_40_05,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_05_87,True,,50,50,1.0,,,,,,,,,13,idle,,,,,,,,,,,5,idle,,,,,,15,idle
d_main_40_05_88,d_main_40_05,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_05_88,True,,50,500,1.0,,,,,,,,,13,idle,,,,,,,,,,,5,idle,,,,,,15,idle
d_main_40_05_89,d_main_40_05,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_05_89,True,,500,500,1.0,,,,,,,,,13,idle,,,,,,,,,,,5,idle,,,,,,15,idle
d_main_40_05_90,d_main_40_05,Speech,maxwell_p,maxwell_p,Locale_MainScenario:d_main_40_05_90,True,,L_1300,L_130,0.7,,,,,,,,,13,rage,,,,,,,,,,,5,idle,,,,,,15,idle
