id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim
d_main_15_07_e_16,d_main_15_07_e,Speech,dolla,dolla,Locale_MainScenario:d_main_15_07_e_16,True,,12,12,1.0,bgm_emergency,,,6,idle,,4,void,,2,idle,,12,no,,14,idle,,16,idle
d_main_15_07_e_17,d_main_15_07_e,Speech,dolla,dolla,Locale_MainScenario:d_main_15_07_e_17,True,,12,12,1.0,,,,6,idle,,4,idle,,2,idle,,12,no,,14,idle,,16,idle
d_main_15_07_e_18,d_main_15_07_e,Speech,rupee,rupee,Locale_MainScenario:d_main_15_07_e_18,True,,12,16,0.3,,,,6,idle,,4,idle,,2,idle,,12,no,,14,idle,,16,surprise
d_main_15_07_e_19,d_main_15_07_e,Speech,rupee,rupee,Locale_MainScenario:d_main_15_07_e_19,True,,16,L_160,1.0,,,,6,idle,,4,idle,,2,idle,,12,no,,14,idle,,16,surprise
d_main_15_07_e_20,d_main_15_07_e,Speech,yan,yan,Locale_MainScenario:d_main_15_07_e_20,True,,L_160,S_140,1.0,,,,6,idle,,4,idle,,2,idle,,12,idle,,14,surprise,,16,surprise
d_main_15_07_e_21,d_main_15_07_e,Speech,yan,yan,Locale_MainScenario:d_main_15_07_e_21,True,,S_140,S_140,1.0,,,,6,idle,,4,idle,,2,idle,,12,idle,,14,sad,,16,surprise
d_main_15_07_e_22,d_main_15_07_e,Speech,yan,yan,Locale_MainScenario:d_main_15_07_e_22,True,,S_140,S_140,1.0,,,,6,idle,,4,idle,,2,idle,,12,idle,,14,sad,,16,surprise
d_main_15_07_e_23,d_main_15_07_e,Speech,neon,neon,Locale_MainScenario:d_main_15_07_e_23,True,,2,2,1.0,,,,6,idle,,4,idle,,2,surprise,,12,idle,,14,sad,,16,surprise
d_main_15_07_e_24,d_main_15_07_e,Speech,neon,neon,Locale_MainScenario:d_main_15_07_e_24,True,,2,2,1.0,,,,6,idle,,4,idle,,2,worry,,12,idle,,14,sad,,16,surprise
d_main_15_07_e_25,d_main_15_07_e,Speech,yan,yan,Locale_MainScenario:d_main_15_07_e_25,True,,2,14,0.5,,,,6,idle,,4,idle,,2,worry,,12,idle,,14,surprise,,16,surprise
d_main_15_07_e_26,d_main_15_07_e,Speech,neon,neon,Locale_MainScenario:d_main_15_07_e_26,True,,2,S_20,0.5,,,,6,idle,,4,idle,,2,angry,,12,idle,,14,surprise,,16,surprise
d_main_15_07_e_27,d_main_15_07_e,Self,neon,Self,Locale_MainScenario:d_main_15_07_e_27,False,,S_20,S_20,1.0,,,,6,idle,,4,idle,,2,angry,,12,idle,,14,no,,16,idle
d_main_15_07_e_28,d_main_15_07_e,Speech,neon,neon,Locale_MainScenario:d_main_15_07_e_28,True,,S_20,S_20,1.0,,,,6,idle,,4,idle,,2,surprise,,12,idle,,14,no,,16,idle
d_main_15_07_e_29,d_main_15_07_e,Speech,neon,neon,Locale_MainScenario:d_main_15_07_e_29,True,,S_20,2,1.0,,,,6,idle,,4,idle,,2,worry,,12,idle,,14,no,,16,idle
d_main_15_07_e_30,d_main_15_07_e,Speech,neon,neon,Locale_MainScenario:d_main_15_07_e_30,True,,2,2,1.0,,,,6,idle,,4,idle,,2,surprise,,12,idle,,14,no,,16,idle
