id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id
d_ex_toyshop_10_57,d_ex_toyshop_10,Speech,Locale_SuddenStory:d_ex_toyshop_10_57,True,,XS_120,XS_120,1.0,,,biscuit,biscuit,,2,idle,,12,idle,,
d_ex_toyshop_10_58,d_ex_toyshop_10,Monologue,Locale_SuddenStory:d_ex_toyshop_10_58,False,,XS_120,XS_120,1.0,sfx_scn_clothweak,,biscuit,,,2,idle,,12,idle,,
d_ex_toyshop_10_59,d_ex_toyshop_10,Speech,Locale_SuddenStory:d_ex_toyshop_10_59,True,,XS_120,XS_120,1.0,,,biscuit,biscuit,,2,idle,,12,sad,,
d_ex_toyshop_10_60,d_ex_toyshop_10,Self,Locale_SuddenStory:d_ex_toyshop_10_60,False,,XS_120,XS_120,1.0,,,biscuit,,,2,idle,,12,sad,,
d_ex_toyshop_10_61,d_ex_toyshop_10,Speech,Locale_SuddenStory:d_ex_toyshop_10_61,True,,XS_120,1,1.3,,,mast_m,mast_m,,2,idle2,,12,sad,,
d_ex_toyshop_10_62,d_ex_toyshop_10,Speech,Locale_SuddenStory:d_ex_toyshop_10_62,True,,1,1,1.0,,,biscuit,biscuit,,2,idle2,,12,delight,,
d_ex_toyshop_10_63,d_ex_toyshop_10,Narration,Locale_SuddenStory:d_ex_toyshop_10_63,False,,black,black,1.0,,,biscuit,,,2,idle2,,12,idle,,
d_ex_toyshop_10_64,d_ex_toyshop_10,Monologue,Locale_SuddenStory:d_ex_toyshop_10_64,False,,1,1,1.0,,,biscuit,,,2,idle2,,12,idle,,
d_ex_toyshop_10_65,d_ex_toyshop_10,Speech,Locale_SuddenStory:d_ex_toyshop_10_65,True,,1,1,1.0,,,biscuit,biscuit,,2,idle2,,12,idle,,
d_ex_toyshop_10_66,d_ex_toyshop_10,Speech,Locale_SuddenStory:d_ex_toyshop_10_66,False,,1,1,1.0,,,morgan,morgan,,2,idle2,,12,idle,,
d_ex_toyshop_10_67,d_ex_toyshop_10,Speech,Locale_SuddenStory:d_ex_toyshop_10_67,True,,1,1,1.0,,,mast_m,mast_m,,2,idle,,12,idle,,
d_ex_toyshop_10_68,d_ex_toyshop_10,Speech,Locale_SuddenStory:d_ex_toyshop_10_68,True,,1,1,1.0,,,biscuit,biscuit,,2,idle,,12,idle,,
d_ex_toyshop_10_69,d_ex_toyshop_10,Speech,Locale_SuddenStory:d_ex_toyshop_10_69,True,,1,1,1.0,,,biscuit,biscuit,,2,idle,,12,idle,,
d_ex_toyshop_10_70,d_ex_toyshop_10,Speech,Locale_SuddenStory:d_ex_toyshop_10_70,True,,1,1,1.0,,,mast_m,mast_m,,2,idle,,12,idle,,
d_ex_toyshop_10_71,d_ex_toyshop_10,Speech,Locale_SuddenStory:d_ex_toyshop_10_71,True,,1,1,1.0,,,biscuit,biscuit,,2,idle,,12,delight,,
d_ex_toyshop_10_72,d_ex_toyshop_10,Self,Locale_SuddenStory:d_ex_toyshop_10_72,False,,1,1,1.0,,,biscuit,,,2,idle,,12,delight,,
d_ex_toyshop_10_73,d_ex_toyshop_10,Speech,Locale_SuddenStory:d_ex_toyshop_10_73,False,,1,1,1.0,,,morgan,morgan,,2,idle,,12,delight,,
d_ex_toyshop_10_74,d_ex_toyshop_10,Speech,Locale_SuddenStory:d_ex_toyshop_10_74,True,,1,1,1.0,,,mast_m,mast_m,,2,idle2,,12,delight,,
d_ex_toyshop_10_75,d_ex_toyshop_10,Speech,Locale_SuddenStory:d_ex_toyshop_10_75,True,,1,1,1.0,,,biscuit,biscuit,,2,idle2,,12,idle,,
d_ex_toyshop_10_76,d_ex_toyshop_10,Speech,Locale_SuddenStory:d_ex_toyshop_10_76,True,,1,1,1.0,,,mast_m,mast_m,,2,delight,,12,idle,,
d_ex_toyshop_10_77,d_ex_toyshop_10,Speech,Locale_SuddenStory:d_ex_toyshop_10_77,True,,1,1,1.0,,,biscuit,biscuit,,2,delight,,12,idle,,
d_ex_toyshop_10_78,d_ex_toyshop_10,Speech,Locale_SuddenStory:d_ex_toyshop_10_78,True,,1,1,1.0,,,biscuit,biscuit,,2,delight,,12,idle,,
d_ex_toyshop_10_79,d_ex_toyshop_10,Speech,Locale_SuddenStory:d_ex_toyshop_10_79,True,,1,1,1.0,,,biscuit,biscuit,,2,delight,,12,sad,,
d_ex_toyshop_10_80,d_ex_toyshop_10,Speech,Locale_SuddenStory:d_ex_toyshop_10_80,True,,1,1,1.0,,,biscuit,biscuit,,2,delight,,12,sad,,
d_ex_toyshop_10_81,d_ex_toyshop_10,Speech,Locale_SuddenStory:d_ex_toyshop_10_81,True,,1,1,1.0,,,mast_m,mast_m,,2,idle,,12,sad,,
d_ex_toyshop_10_82,d_ex_toyshop_10,Speech,Locale_SuddenStory:d_ex_toyshop_10_82,True,,1,1,1.0,,,biscuit,biscuit,,2,idle,,12,idle,,
d_ex_toyshop_10_83,d_ex_toyshop_10,Speech,Locale_SuddenStory:d_ex_toyshop_10_83,True,,1,1,1.0,,,mast_m,mast_m,,2,idle,,12,idle,,
d_ex_toyshop_10_84,d_ex_toyshop_10,Speech,Locale_SuddenStory:d_ex_toyshop_10_84,True,,1,1,1.0,,,mast_m,mast_m,,2,idle,,12,idle,,
d_ex_toyshop_10_85,d_ex_toyshop_10,Speech,Locale_SuddenStory:d_ex_toyshop_10_85,True,,1,1,1.0,,,mast_m,mast_m,,2,idle,,12,idle,,
d_ex_toyshop_10_86,d_ex_toyshop_10,Speech,Locale_SuddenStory:d_ex_toyshop_10_86,True,,1,1,1.0,,,biscuit,biscuit,,2,idle,,12,idle,,
d_ex_toyshop_10_87,d_ex_toyshop_10,Speech,Locale_SuddenStory:d_ex_toyshop_10_87,True,,1,1,1.0,,,mast_m,mast_m,,2,delight,,12,idle,,
d_ex_toyshop_10_88,d_ex_toyshop_10,Speech,Locale_SuddenStory:d_ex_toyshop_10_88,True,,1,1,1.0,,,biscuit,biscuit,,2,delight,,12,idle,,
d_ex_toyshop_10_89,d_ex_toyshop_10,Speech,Locale_SuddenStory:d_ex_toyshop_10_89,True,,1,1,1.0,,,mast_m,mast_m,,2,idle,,12,idle,,
d_ex_toyshop_10_90,d_ex_toyshop_10,Speech,Locale_SuddenStory:d_ex_toyshop_10_90,True,,1,1,1.0,,,biscuit,biscuit,,2,idle,,12,delight,,
d_ex_toyshop_10_91,d_ex_toyshop_10,Speech,Locale_SuddenStory:d_ex_toyshop_10_91,True,,1,S_20,1.3,,,mast_m,mast_m,,2,surprise,,12,delight,,
d_ex_toyshop_10_92,d_ex_toyshop_10,Speech,Locale_SuddenStory:d_ex_toyshop_10_92,True,,S_20,S_20,1.0,,,mast_m,mast_m,,2,surprise,,12,delight,,
d_ex_toyshop_10_93,d_ex_toyshop_10,Speech,Locale_SuddenStory:d_ex_toyshop_10_93,True,,S_20,XS_120,1.3,,,biscuit,biscuit,,2,surprise,,12,idle,,
d_ex_toyshop_10_94,d_ex_toyshop_10,Self,Locale_SuddenStory:d_ex_toyshop_10_94,False,,XS_120,XS_120,1.0,,,biscuit,,,2,surprise,,12,idle,,
d_ex_toyshop_10_95,d_ex_toyshop_10,Monologue,Locale_SuddenStory:d_ex_toyshop_10_95,False,,XS_120,XS_120,1.0,sfx_scn_toyshopbell,,biscuit,,,2,surprise,,12,idle,mast_m,biscuit
d_ex_toyshop_10_96,d_ex_toyshop_10,Self,Locale_SuddenStory:d_ex_toyshop_10_96,False,,XS_120,XS_120,1.0,,,,,,,,,,,,
d_ex_toyshop_10_97,d_ex_toyshop_10,Self,Locale_SuddenStory:d_ex_toyshop_10_97,False,,XS_120,XS_120,1.0,,,,,,,,,,,,
