id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id
d_main_33_05_e_36,d_main_33_05_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_05_e_36,True,,75,75,1.0,,,,,,,,5,idle,,7,angry,,,,,,,,,,,,,,,,,
d_main_33_05_e_37,d_main_33_05_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_33_05_e_37,True,,75,75,1.0,,,,,,,,5,idle,,7,angry,,,,,,,,,,,,,,,,,
d_main_33_05_e_38,d_main_33_05_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_05_e_38,True,,S_30,S_300,1.0,,,,,,,,5,idle,,7,angry,,cinderella,3,idle_alt,,,,,,,,,,,,,
d_main_33_05_e_39,d_main_33_05_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_33_05_e_39,False,,500,500,1.0,,,,,,,,5,idle,,7,no,,,3,idle_alt,,,,,,,,,,,,,
d_main_33_05_e_40,d_main_33_05_e,Narration,behemoth,,Locale_MainScenario:d_main_33_05_e_40,False,,black,black,1.0,,sfx_scn_metalkick,,,,,,5,idle,,7,no,,,3,idle_alt,,,,,,,,,,,,,
d_main_33_05_e_41,d_main_33_05_e,Narration,behemoth,,Locale_MainScenario:d_main_33_05_e_41,False,,black,black,1.0,,,,,,,,5,idle,,7,no,,,3,idle_alt,,,,,,,,,,,,,
d_main_33_05_e_42,d_main_33_05_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_33_05_e_42,True,,500,500,1.0,,,,,,,,5,idle,,7,no,,,3,idle_alt,,,,,,,,,,,,,
d_main_33_05_e_43,d_main_33_05_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_05_e_43,True,,S_300,S_300,1.0,,,,,,,,5,idle,,7,no,,,3,idle_alt,,,,,,,,,,,,,
d_main_33_05_e_44,d_main_33_05_e,Narration,cinderella,,Locale_MainScenario:d_main_33_05_e_44,False,,S_300,3,1.0,,sfx_scn_lazerfire2,,,,,,5,idle,,7,no,,,3,idle_alt,,,,,,,,,,,,,
d_main_33_05_e_45,d_main_33_05_e,Narration,behemoth,,Locale_MainScenario:d_main_33_05_e_45,False,,3,53,1.5,,,,,,,,5,idle,,7,no,,,3,idle_alt,,,,,,,,,,,,,
d_main_33_05_e_46,d_main_33_05_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_33_05_e_46,True,,53,53,1.0,,,,,,,,5,worry,,7,angry,,,3,idle_alt,,,,,,,,,,,,,
d_main_33_05_e_47,d_main_33_05_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_05_e_47,True,,53,75,1.0,,,,,,,,5,worry,,7,angry,,,3,idle_alt,,,,,,,,,,,,,
d_main_33_05_e_48,d_main_33_05_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_33_05_e_48,True,,75,75,1.0,,,,,,,,5,worry,,7,angry,,,3,idle_alt,,,,,,,,,,,,,
d_main_33_05_e_49,d_main_33_05_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_33_05_e_49,True,,75,75,1.0,,,,,,,,5,worry,,7,angry,,,3,idle_alt,,,,,,,,,,,,,
d_main_33_05_e_50,d_main_33_05_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_05_e_50,True,,75,75,1.0,,,,,,,,5,worry,,7,angry,,,3,idle_alt,rapi,13,idle,anis,15,void,neon,17,idle,,,,
d_main_33_05_e_51,d_main_33_05_e,Speech,anis,anis,Locale_MainScenario:d_main_33_05_e_51,True,,150,150,1.0,,,,,,,,5,worry,,7,angry,,,3,idle_alt,,13,idle,,15,void,,17,idle,,,,
d_main_33_05_e_52,d_main_33_05_e,Speech,rapi,rapi,Locale_MainScenario:d_main_33_05_e_52,False,,130,130,1.0,,,,,,,,5,worry,,7,angry,,,3,idle_alt,,13,idle,,15,void,,17,idle,,,,
d_main_33_05_e_53,d_main_33_05_e,Speech,neon,neon,Locale_MainScenario:d_main_33_05_e_53,True,,S_170,S_170,1.0,,,,,,,,5,worry,,7,angry,,,3,idle_alt,,13,idle,,15,void,,17,idle,,,,
d_main_33_05_e_54,d_main_33_05_e,Self,,,Locale_MainScenario:d_main_33_05_e_54,False,,S_170,1517,1.0,,,,,,,,5,worry,,7,angry,,,3,idle_alt,,13,idle,,15,void,,17,idle,,,,
d_main_33_05_e_55,d_main_33_05_e,Speech,anis,anis,Locale_MainScenario:d_main_33_05_e_55,True,,1517,1517,1.0,,,,,,,,5,worry,,7,angry,,,3,idle_alt,,13,idle,,15,angry,,17,idle,,,,
d_main_33_05_e_56,d_main_33_05_e,Speech,neon,neon,Locale_MainScenario:d_main_33_05_e_56,True,,1517,1517,1.0,,,,,,,,5,worry,,7,angry,,,3,idle_alt,,13,idle,,15,angry,,17,no,,,,
d_main_33_05_e_57,d_main_33_05_e,Speech,anis,anis,Locale_MainScenario:d_main_33_05_e_57,True,,1517,1517,1.0,,,,,,,,5,worry,,7,angry,,,3,idle_alt,,13,idle,,15,angry,,17,no,,,,
d_main_33_05_e_58,d_main_33_05_e,Speech,rapi,rapi,Locale_MainScenario:d_main_33_05_e_58,False,,130,1300,0.7,,,,,,,,5,worry,,7,angry,,,3,idle_alt,,13,angry,,15,angry,,17,no,,,,
d_main_33_05_e_59,d_main_33_05_e,Monologue,rapi,,Locale_MainScenario:d_main_33_05_e_59,False,,black,black,1.0,,,,,,,,5,worry,,7,angry,,,3,idle_alt,,13,angry,,15,angry,,17,no,,,,
d_main_33_05_e_60,d_main_33_05_e,Monologue,rapi,,Locale_MainScenario:d_main_33_05_e_60,False,,black,black,1.0,,sfx_scn_darkwatergrowhuge,,,,,,5,worry,,7,angry,,,3,idle_alt,,13,angry,,15,angry,,17,no,,,,
d_main_33_05_e_61,d_main_33_05_e,Speech,rapi,rapi,Locale_MainScenario:d_main_33_05_e_61,True,,130,1300,1.0,,,,,,,,5,worry,,7,angry,,,3,idle_alt,,13,angry,,15,angry,,17,idle,,,,
d_main_33_05_e_62,d_main_33_05_e,Self,rapi,,Locale_MainScenario:d_main_33_05_e_62,False,,1300,1300,1.0,,,,,,,,5,worry,,7,angry,,,3,idle_alt,,13,angry,,15,angry,,17,idle,,,,
d_main_33_05_e_63,d_main_33_05_e,Speech,rapi,rapi,Locale_MainScenario:d_main_33_05_e_63,False,,1300,1300,1.0,,,,,,,,5,worry,,7,angry,,,3,idle_alt,,13,angry,,15,angry,,17,idle,,,,
d_main_33_05_e_64,d_main_33_05_e,Monologue,rapi,,Locale_MainScenario:d_main_33_05_e_64,False,,black,black,1.0,,,,grave_p,3,idle,,5,worry,,7,angry,,,1,idle_alt,,13,angry,,15,angry,,17,idle,cinderella,rapi,anis,neon
d_main_33_05_e_65,d_main_33_05_e,Speech,grave_p,grave_p,Locale_MainScenario:d_main_33_05_e_65,True,,L_30,L_30,1.0,,,,,3,idle,,5,worry,,7,angry,,,,,,,,,,,,,,,,,
d_main_33_05_e_66,d_main_33_05_e,Self,grave_p,,Locale_MainScenario:d_main_33_05_e_66,False,,L_30,L_30,1.0,,,,,3,idle,,5,worry,,7,angry,,,,,,,,,,,,,,,,,
d_main_33_05_e_67,d_main_33_05_e,Monologue,grave_p,,Locale_MainScenario:d_main_33_05_e_67,False,,L_30,3,1.0,,sfx_scn_groundstomp,,,3,idle,,5,worry,,7,angry,,,,,,,,,,,,,,,,,
d_main_33_05_e_68,d_main_33_05_e,Narration,grave_p,,Locale_MainScenario:d_main_33_05_e_68,False,,3,3,1.0,,sfx_scn_crystalgrowuplarge,,,3,idle,,5,worry,,7,angry,,,,,,,,,,,,,,,,,
d_main_33_05_e_69,d_main_33_05_e,Monologue,behemoth,,Locale_MainScenario:d_main_33_05_e_69,False,,3,53,1.0,,,,,3,idle,,5,worry,,7,angry,,,,,,,,,,,,,,,,,
d_main_33_05_e_70,d_main_33_05_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_33_05_e_70,True,,53,53,1.0,,,,,3,idle,,5,surprise,,7,angry,,,,,,,,,,,,,,,,,
d_main_33_05_e_71,d_main_33_05_e,Speech,grave_p,grave_p,Locale_MainScenario:d_main_33_05_e_71,True,,53,53,1.0,,,,,3,idle,,5,surprise,,7,angry,,,,,,,,,,,,,,,,,
d_main_33_05_e_72,d_main_33_05_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_33_05_e_72,True,,53,53,1.0,,,,,3,idle,,5,idle,,7,angry,,,,,,,,,,,,,,,,,
d_main_33_05_e_73,d_main_33_05_e,Speech,grave_p,grave_p,Locale_MainScenario:d_main_33_05_e_73,True,,53,53,1.0,,,,,3,idle,,5,idle,,7,angry,,,,,,,,,,,,,,,,,
d_main_33_05_e_74,d_main_33_05_e,Monologue,behemoth,,Locale_MainScenario:d_main_33_05_e_74,False,,black,black,1.0,,sfx_scn_runaway,,,3,idle,,5,idle,,7,angry,,,,,,,,,,,,,,,,,
d_main_33_05_e_75,d_main_33_05_e,Narration,behemoth,,Locale_MainScenario:d_main_33_05_e_75,False,,black,black,1.0,,sfx_scn_bomblighthuge,,,3,idle,,5,idle,,7,angry,,,,,,,,,,,,,,,,,
d_main_33_05_e_76,d_main_33_05_e,Monologue,behemoth,,Locale_MainScenario:d_main_33_05_e_76,False,,black,black,1.0,,,,,3,idle,,5,idle,,7,angry,,,,,,,,,,,,,,,,,
d_main_33_05_e_77,d_main_33_05_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_33_05_e_77,True,,75,75,1.0,,,,,3,idle,,5,worry,,7,angry,,cinderella,1,idle,,,,,,,,,,,,,
d_main_33_05_e_78,d_main_33_05_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_05_e_78,True,,75,75,1.0,,,,,3,idle,,5,worry,,7,angry,,,1,idle,,,,,,,,,,,,,
d_main_33_05_e_79,d_main_33_05_e,Self,leviathan,,Locale_MainScenario:d_main_33_05_e_79,False,,75,75,1.0,,,,,3,idle,,5,worry,,7,angry,,,1,idle,,,,,,,,,,,,,
d_main_33_05_e_80,d_main_33_05_e,Speech,grave_p,grave_p,Locale_MainScenario:d_main_33_05_e_80,True,,75,31,1.5,,,,,3,idle,,5,worry,,7,angry,,,1,idle,,,,,,,,,,,,,
d_main_33_05_e_81,d_main_33_05_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_33_05_e_81,True,,31,31,1.0,,,,,3,idle,,5,worry,,7,angry,,,1,delight,,,,,,,,,,,,,
d_main_33_05_e_82,d_main_33_05_e,Speech,grave_p,grave_p,Locale_MainScenario:d_main_33_05_e_82,True,,31,31,1.0,,,,,3,delight,,5,worry,,7,angry,,,1,delight,,,,,,,,,,,,,
