id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,effects/0/play_effect_id,effects/0/set_effect_position,effects/0/is_effect_movable,effects/0/stop_effect_id
d_ex_tower_03_27,d_ex_tower_03,Narration,epinel,,Locale_SuddenStory:d_ex_tower_03_27,False,,black,black,1.0,,,sfx_scn_skateboarding,,,1,idle,,,,,,,,fx_Eventscene_camera_recording
d_ex_tower_03_28,d_ex_tower_03,Monologue,epinel,,Locale_SuddenStory:d_ex_tower_03_28,False,,black,black,1.0,,,,,,1,idle,,,,,,,,
d_ex_tower_03_29,d_ex_tower_03,Narration,epinel,,Locale_SuddenStory:d_ex_tower_03_29,False,,XS_10,S_190,0.5,,,sfx_scn_heavyboxclose,Low_2,,1,idle,,,,,fx_Eventscene_camera_recording,rec,True,
d_ex_tower_03_30,d_ex_tower_03,Narration,epinel,,Locale_SuddenStory:d_ex_tower_03_30,False,,S_190,S_190,1.0,,,sfx_scn_glassbreak,Low_2,,1,idle,,,,,,,,
d_ex_tower_03_31,d_ex_tower_03,Speech,epinel,epinel,Locale_SuddenStory:d_ex_tower_03_31,True,,S_190,XS_10,2.0,,,,,,1,idle,,,,,,,,
d_ex_tower_03_32,d_ex_tower_03,Speech,epinel,epinel,Locale_SuddenStory:d_ex_tower_03_32,True,,XS_10,XS_10,1.0,,d_ex_tower_03_33,,,,1,idle,,,,,,,,
d_ex_tower_03_33,d_ex_tower_03,Self,epinel,,Locale_SuddenStory:d_ex_tower_03_33,False,,XS_10,XS_10,1.0,,,,,,1,idle,,,,,,,,
d_ex_tower_03_34,d_ex_tower_03,Speech,epinel,epinel,Locale_SuddenStory:d_ex_tower_03_34,True,,XS_10,XS_10,1.0,,,,,,1,idle,,,,,,,,
d_ex_tower_03_35,d_ex_tower_03,Speech,epinel,epinel,Locale_SuddenStory:d_ex_tower_03_35,True,,XS_10,XS_10,1.0,,,,,,1,idle,,,,,,,,
d_ex_tower_03_36,d_ex_tower_03,Self,epinel,,Locale_SuddenStory:d_ex_tower_03_36,False,,XS_10,XS_10,1.0,,,,,,1,idle,,,,,,,,
d_ex_tower_03_37,d_ex_tower_03,Narration,epinel,,Locale_SuddenStory:d_ex_tower_03_37,False,,black,black,2.0,,,sfx_scn_autodooropen,,,1,idle,,,,,,,,fx_Eventscene_camera_recording
d_ex_tower_03_38,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_38,True,,3,3,1.0,,,,,,1,idle,,delta,3,surprise,fx_Eventscene_camera_recording,rec,True,
d_ex_tower_03_39,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_39,True,,3,3,1.0,,,,,,1,idle,,,3,surprise,,,,
d_ex_tower_03_40,d_ex_tower_03,Speech,epinel,epinel,Locale_SuddenStory:d_ex_tower_03_40,True,,3,31,1.0,,,,,,1,idle,,,3,surprise,,,,
d_ex_tower_03_41,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_41,True,,31,31,1.0,,,,,,1,idle,,,3,surprise,,,,
d_ex_tower_03_42,d_ex_tower_03,Speech,epinel,epinel,Locale_SuddenStory:d_ex_tower_03_42,True,,31,31,1.0,,,,,,1,idle,,,3,surprise,,,,
d_ex_tower_03_43,d_ex_tower_03,Speech,epinel,epinel,Locale_SuddenStory:d_ex_tower_03_43,True,,31,31,1.0,,,,,,1,think,,,3,surprise,,,,
d_ex_tower_03_44,d_ex_tower_03,Speech,epinel,epinel,Locale_SuddenStory:d_ex_tower_03_44,True,,31,31,1.0,,,,,,1,think,,,3,surprise,,,,
d_ex_tower_03_45,d_ex_tower_03,Speech,epinel,epinel,Locale_SuddenStory:d_ex_tower_03_45,True,,31,XS_10,2.0,,,,,,1,pain,,,3,surprise,,,,
d_ex_tower_03_46,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_46,True,,XS_10,30,1.0,,,,,,1,pain,,,3,idle,,,,
d_ex_tower_03_47,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_47,True,,30,30,1.0,,,,,,1,idle,,,3,idle,,,,
d_ex_tower_03_48,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_48,True,,30,30,1.0,,,,,,1,idle,,,3,angry,,,,
d_ex_tower_03_49,d_ex_tower_03,Self,delta,,Locale_SuddenStory:d_ex_tower_03_49,False,,30,30,1.0,,,,,,1,idle,,,3,angry,,,,
d_ex_tower_03_50,d_ex_tower_03,Speech,epinel,epinel,Locale_SuddenStory:d_ex_tower_03_50,True,,30,31,1.0,,,,,,1,delight,,,3,angry,,,,
d_ex_tower_03_51,d_ex_tower_03,Speech,epinel,epinel,Locale_SuddenStory:d_ex_tower_03_51,True,,31,31,1.0,,,,,,1,delight,,,3,angry,,,,
d_ex_tower_03_52,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_52,True,,31,3,1.0,none,,,,,1,delight,,,3,think,,,,
d_ex_tower_03_53,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_53,True,,3,3,1.0,,,,,,1,delight,,,3,think,,,,
d_ex_tower_03_54,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_54,True,,3,30,1.0,bgm_story_fairytalesend_b,,,,,1,idle,,,3,angry,,,,
d_ex_tower_03_55,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_55,True,,30,30,1.0,,,,,,1,idle,,,3,angry,,,,
d_ex_tower_03_56,d_ex_tower_03,Narration,delta,,Locale_SuddenStory:d_ex_tower_03_56,False,,black,black,1.0,,,sfx_scn_gunhandling,,,1,idle,,,3,angry,,,,fx_Eventscene_camera_recording
d_ex_tower_03_57,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_57,True,,30,300,0.5,,,,,,1,idle,,,3,angry,fx_Eventscene_camera_recording,rec,True,
d_ex_tower_03_58,d_ex_tower_03,Narration,delta,,Locale_SuddenStory:d_ex_tower_03_58,False,,black,black,1.0,,,sfx_scn_wipe,,,1,idle,,,3,angry,,,,fx_Eventscene_camera_recording
d_ex_tower_03_59,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_59,True,,300,30,0.5,,,,,,1,idle,,,3,angry,fx_Eventscene_camera_recording,rec,True,
d_ex_tower_03_60,d_ex_tower_03,Narration,delta,,Locale_SuddenStory:d_ex_tower_03_60,False,,black,black,1.0,,,sfx_scn_gunhandling,,,1,idle,,,3,angry,,,,fx_Eventscene_camera_recording
d_ex_tower_03_61,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_61,True,,30,31,1.0,,,,,,1,idle,,,3,delight,fx_Eventscene_camera_recording,rec,True,
d_ex_tower_03_62,d_ex_tower_03,Speech,epinel,epinel,Locale_SuddenStory:d_ex_tower_03_62,False,,31,31,1.0,none,,,,,1,pain,,,3,delight,,,,
d_ex_tower_03_63,d_ex_tower_03,Self,epinel,,Locale_SuddenStory:d_ex_tower_03_63,False,,31,31,1.0,,,,,,1,pain,,,3,delight,,,,
d_ex_tower_03_64,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_64,True,,31,31,1.0,bgm_story_whosdumber,,,,,1,pain,,,3,sad,,,,
d_ex_tower_03_65,d_ex_tower_03,Speech,epinel,epinel,Locale_SuddenStory:d_ex_tower_03_65,True,,31,31,1.0,,,,,,1,think,,,3,sad,,,,
d_ex_tower_03_66,d_ex_tower_03,Speech,epinel,epinel,Locale_SuddenStory:d_ex_tower_03_66,True,,31,31,1.0,,,,,,1,think,,,3,sad,,,,
d_ex_tower_03_67,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_67,True,,31,31,1.0,,,,,,1,think,,,3,think,,,,
d_ex_tower_03_68,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_68,True,,31,31,1.0,,,,,,1,think,,,3,delight,,,,
d_ex_tower_03_69,d_ex_tower_03,Speech,epinel,epinel,Locale_SuddenStory:d_ex_tower_03_69,True,,31,31,1.0,,,,,,1,idle,,,3,delight,,,,
d_ex_tower_03_70,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_70,True,,31,3,1.0,none,,,,,1,idle,,,3,think,,,,
d_ex_tower_03_71,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_71,True,,3,30,0.5,bgm_story_fairytalesend_b,,,,,1,idle,,,3,angry,,,,
d_ex_tower_03_72,d_ex_tower_03,Choice,delta,,Locale_SuddenStory:d_ex_tower_03_72,False,,30,30,1.0,,d_ex_tower_03_74,,,,1,idle,,,3,angry,,,,
d_ex_tower_03_73,d_ex_tower_03,Choice,delta,,Locale_SuddenStory:d_ex_tower_03_73,False,,30,30,1.0,,d_ex_tower_03_78,,,,1,idle,,,3,angry,,,,
d_ex_tower_03_74,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_74,True,,30,30,1.0,,,,,,1,idle,,,3,think,,,,
d_ex_tower_03_75,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_75,True,,30,30,1.0,,,,,,1,idle,,,3,delight,,,,
d_ex_tower_03_76,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_76,True,,30,30,1.0,,,,,,1,idle,,,3,delight,,,,
d_ex_tower_03_77,d_ex_tower_03,Self,delta,,Locale_SuddenStory:d_ex_tower_03_77,False,,30,30,1.0,,,,,,1,idle,,,3,delight,,,,
d_ex_tower_03_78,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_78,False,,30,3,2.0,bgm_story_whosdumber,,,,,1,idle,,,3,surprise,,,,
d_ex_tower_03_79,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_79,True,,3,3,1.0,,,,,,1,idle,,,3,surprise,,,,
d_ex_tower_03_80,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_80,True,,3,3,1.0,,,,,,1,idle,,,3,idle,,,,
d_ex_tower_03_81,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_81,True,,3,3,1.0,,,,,,1,idle,,,3,angry,,,,
d_ex_tower_03_82,d_ex_tower_03,Speech,epinel,epinel,Locale_SuddenStory:d_ex_tower_03_82,True,,3,31,0.5,,,,,,1,pain,,,3,angry,,,,
d_ex_tower_03_83,d_ex_tower_03,Speech,epinel,epinel,Locale_SuddenStory:d_ex_tower_03_83,True,,31,31,1.0,,,,,,1,pain,,,3,idle,,,,
d_ex_tower_03_84,d_ex_tower_03,Speech,epinel,epinel,Locale_SuddenStory:d_ex_tower_03_84,True,,31,31,1.0,,,,,,1,idle,,,3,idle,,,,
d_ex_tower_03_85,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_85,False,,30,30,1.0,,,,,,1,idle,,,3,surprise,,,,
d_ex_tower_03_86,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_86,True,,30,30,1.0,,,,,,1,idle,,,3,sad,,,,
d_ex_tower_03_87,d_ex_tower_03,Self,delta,,Locale_SuddenStory:d_ex_tower_03_87,False,,30,30,1.0,,,,,,1,idle,,,3,sad,,,,
d_ex_tower_03_88,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_88,True,,30,30,1.0,,,,,,1,idle,,,3,idle,,,,
d_ex_tower_03_89,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_89,True,,30,30,1.0,,,,,,1,idle,,,3,idle,,,,
d_ex_tower_03_90,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_90,True,,30,30,1.0,none,,,,,1,idle,,,3,idle,,,,
d_ex_tower_03_91,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_91,True,,30,3,2.0,bgm_story_fairytalesend_b,,,,,1,idle,,,3,idle,,,,
d_ex_tower_03_92,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_92,True,,3,3,1.0,,,,,,1,idle,,,3,delight,,,,
d_ex_tower_03_93,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_93,True,,3,3,1.0,,,,,,1,idle,,,3,delight,,,,
d_ex_tower_03_94,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_94,True,,3,30,2.0,,,,,,1,idle,,,3,idle,,,,
d_ex_tower_03_95,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_95,False,,black,black,1.0,none,,,,,1,idle,,,3,angry,,,,fx_Eventscene_camera_recording
d_ex_tower_03_96,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_96,False,,black,black,1.0,,,,,,1,idle,,,3,angry,,,,
d_ex_tower_03_97,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_97,True,,30,30,1.0,,,sfx_scn_mic,,,1,idle,,,3,angry,fx_Eventscene_camera_recording,rec,True,
d_ex_tower_03_98,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_98,True,,30,300,0.5,,,,,,1,idle,,,3,angry,,,,
d_ex_tower_03_99,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_99,False,,black,black,1.0,,,,,,1,idle,,,3,angry,,,,fx_Eventscene_camera_recording
d_ex_tower_03_100,d_ex_tower_03,Self,delta,,Locale_SuddenStory:d_ex_tower_03_100,False,,3,3,0.5,bgm_story_whosdumber,,,,,1,idle,,,3,angry,fx_Eventscene_camera_recording,rec,True,
d_ex_tower_03_101,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_101,True,,3,3,1.0,,,,,,1,idle,,,3,surprise,,,,
d_ex_tower_03_102,d_ex_tower_03,Choice,delta,,Locale_SuddenStory:d_ex_tower_03_102,False,,3,3,1.0,,d_ex_tower_03_104,,,,1,idle,,,3,surprise,,,,
d_ex_tower_03_103,d_ex_tower_03,Choice,delta,,Locale_SuddenStory:d_ex_tower_03_103,False,,3,3,1.0,,d_ex_tower_03_107,,,,1,idle,,,3,surprise,,,,
d_ex_tower_03_104,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_104,True,,3,30,2.0,,,,,,1,idle,,,3,sad,,,,
d_ex_tower_03_105,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_105,True,,30,30,1.0,,,,,,1,idle,,,3,sad,,,,
d_ex_tower_03_106,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_106,True,,30,30,1.0,,d_ex_tower_03_110,,,,1,idle,,,3,sad,,,,
d_ex_tower_03_107,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_107,True,,3,30,2.0,,,,,,1,idle,,,3,sad,,,,
d_ex_tower_03_108,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_108,True,,30,30,1.0,,,,,,1,idle,,,3,sad,,,,
d_ex_tower_03_109,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_109,True,,30,30,1.0,,d_ex_tower_03_110,,,,1,idle,,,3,idle,,,,
d_ex_tower_03_110,d_ex_tower_03,Speech,epinel,epinel,Locale_SuddenStory:d_ex_tower_03_110,True,,XS_10,XS_10,1.0,,,,,,1,pain,,,3,idle,,,,fx_Eventscene_camera_recording
d_ex_tower_03_111,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_111,True,,30,30,1.0,,,,,,1,pain,,,3,surprise,,,,
d_ex_tower_03_112,d_ex_tower_03,Speech,epinel,epinel,Locale_SuddenStory:d_ex_tower_03_112,True,,XS_10,1,0.5,,,,,,1,pain,,,3,surprise,,,,
d_ex_tower_03_113,d_ex_tower_03,Narration,,,Locale_SuddenStory:d_ex_tower_03_113,False,,1,1,1.0,,,sfx_scn_heavyboxclose,,,15,pain,epinel,,3,surprise,,,,
d_ex_tower_03_114,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_114,False,,1,3,2.0,,,,,,,,,,3,surprise,,,,
d_ex_tower_03_115,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_115,True,,3,3,1.0,,,,,,,,,,3,sad,,,,
d_ex_tower_03_116,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_116,True,,3,30,2.0,,,,,,,,,,3,sad,,,,
d_ex_tower_03_117,d_ex_tower_03,Speech,delta,delta,Locale_SuddenStory:d_ex_tower_03_117,True,,30,30,1.0,,,,,,,,,,3,think,,,,
d_ex_tower_03_118,d_ex_tower_03,Self,delta,delta,Locale_SuddenStory:d_ex_tower_03_118,False,,30,30,1.0,,,,,,,,,,3,think,,,,
