id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound
d_main_24_05_e_33,d_main_24_05_e,Self,,Self,Locale_MainScenario:d_main_24_05_e_33,False,,7,idle,,5,special,,3,pain,,1,idle,,13,idle,,15,idle,,S_50,S_50,1.0,,
d_main_24_05_e_34,d_main_24_05_e,Speech,yuni,yuni,Locale_MainScenario:d_main_24_05_e_34,False,,7,idle,,5,special,,3,pain,,1,idle,,13,idle,,15,idle,,S_50,5,2.0,,
d_main_24_05_e_35,d_main_24_05_e,Speech,yuni,yuni,Locale_MainScenario:d_main_24_05_e_35,True,,7,idle,,5,shy,,3,pain,,1,idle,,13,idle,,15,idle,,5,5,1.0,,
d_main_24_05_e_36,d_main_24_05_e,Speech,yuni,yuni,Locale_MainScenario:d_main_24_05_e_36,True,,7,idle,,5,shy,,3,pain,,1,idle,,13,idle,,15,idle,,5,5,1.0,,
d_main_24_05_e_37,d_main_24_05_e,Speech,yuni,yuni,Locale_MainScenario:d_main_24_05_e_37,True,,7,idle,,5,idle,,3,pain,,1,idle,,13,idle,,15,idle,,5,5,1.0,,
d_main_24_05_e_38,d_main_24_05_e,Speech,yuni,yuni,Locale_MainScenario:d_main_24_05_e_38,True,,7,idle,,5,think,,3,pain,,1,idle,,13,idle,,15,idle,,5,5,1.0,,
d_main_24_05_e_39,d_main_24_05_e,Narration,,Narration,Locale_MainScenario:d_main_24_05_e_39,False,,7,idle,,5,think,,3,pain,,1,idle,,13,idle,,15,idle,,black,black,1.0,,sfx_scn_1shot
d_main_24_05_e_40,d_main_24_05_e,Self,,Self,Locale_MainScenario:d_main_24_05_e_40,False,,7,idle,,5,think,,3,pain,,1,idle,,13,idle,,15,idle,,black,black,1.0,,
d_main_24_05_e_41,d_main_24_05_e,Monologue,,Monologue,Locale_MainScenario:d_main_24_05_e_41,False,,7,idle,,5,think,,3,pain,,1,idle,,13,idle,,15,idle,,5,5,1.0,,
d_main_24_05_e_42,d_main_24_05_e,Monologue,,Monologue,Locale_MainScenario:d_main_24_05_e_42,False,,7,idle,,5,think,,3,pain,,1,idle,,13,idle,,15,idle,,5,5,1.0,,
d_main_24_05_e_43,d_main_24_05_e,Speech,yuni,yuni,Locale_MainScenario:d_main_24_05_e_43,False,,7,idle,,5,think,,3,pain,,1,idle,,13,idle,,15,idle,,5,5,1.0,,
d_main_24_05_e_44,d_main_24_05_e,Speech,yuni,yuni,Locale_MainScenario:d_main_24_05_e_44,True,,7,idle,,5,shy,,3,pain,,1,idle,,13,idle,,15,idle,,5,5,1.0,,
d_main_24_05_e_45,d_main_24_05_e,Speech,yuni,yuni,Locale_MainScenario:d_main_24_05_e_45,True,,7,idle,,5,shy,,3,pain,,1,idle,,13,idle,,15,idle,,5,5,1.0,,
d_main_24_05_e_46,d_main_24_05_e,Speech,yuni,yuni,Locale_MainScenario:d_main_24_05_e_46,True,,7,idle,,5,shy,,3,pain,,1,idle,,13,idle,,15,idle,,5,5,1.0,,
d_main_24_05_e_47,d_main_24_05_e,Speech,yuni,yuni,Locale_MainScenario:d_main_24_05_e_47,True,,7,idle,,5,shy,,3,pain,,1,idle,,13,idle,,15,idle,,5,S_50,2.0,,
d_main_24_05_e_48,d_main_24_05_e,Speech,yuni,yuni,Locale_MainScenario:d_main_24_05_e_48,True,,7,idle,,5,shy,,3,pain,,1,idle,,13,idle,,15,idle,,S_50,S_50,1.0,,
d_main_24_05_e_49,d_main_24_05_e,Speech,yuni,yuni,Locale_MainScenario:d_main_24_05_e_49,True,,7,idle,,5,shy,,3,pain,,1,idle,,13,idle,,15,idle,,S_50,S_500,1.0,none,
