id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,jump_target
d_ex_maidcafe_06_77,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_77,True,,31,31,1.0,,,cocoa,,1,surprise,,3,serious,
d_ex_maidcafe_06_78,d_ex_maidcafe_06,Self,Self,Locale_SuddenStory:d_ex_maidcafe_06_78,False,,31,31,1.0,,,,,1,surprise,,3,serious,
d_ex_maidcafe_06_79,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_79,True,,31,31,1.0,,,marciana,,1,surprise,,3,serious,
d_ex_maidcafe_06_80,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_80,True,,31,31,1.0,,,cocoa,,1,panic,,3,serious,
d_ex_maidcafe_06_81,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_81,False,,31,31,1.0,,,marciana,,1,panic,,3,serious,
d_ex_maidcafe_06_82,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_82,True,,31,31,1.0,,,cocoa,,1,panic,,3,serious,
d_ex_maidcafe_06_83,d_ex_maidcafe_06,Self,Self,Locale_SuddenStory:d_ex_maidcafe_06_83,False,,31,31,1.0,,,,,1,panic,,3,idle,
d_ex_maidcafe_06_84,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_84,True,,31,31,1.0,,,cocoa,,1,shy,,3,delight,
d_ex_maidcafe_06_85,d_ex_maidcafe_06,Self,Self,Locale_SuddenStory:d_ex_maidcafe_06_85,False,,31,31,1.0,,,,,1,shy,,3,delight,
d_ex_maidcafe_06_86,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_86,True,,31,31,1.0,,,cocoa,,1,shy,,3,delight,
d_ex_maidcafe_06_87,d_ex_maidcafe_06,Self,Self,Locale_SuddenStory:d_ex_maidcafe_06_87,False,,31,31,1.0,,,,,1,shy,,3,delight,
d_ex_maidcafe_06_88,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_88,True,,31,31,1.0,,,cocoa,,1,shy,,3,delight,
d_ex_maidcafe_06_89,d_ex_maidcafe_06,Self,Self,Locale_SuddenStory:d_ex_maidcafe_06_89,False,,31,31,1.0,,,,,1,shy,,3,delight,
d_ex_maidcafe_06_90,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_90,True,,31,31,1.0,,,cocoa,,1,shy,,3,delight,
d_ex_maidcafe_06_91,d_ex_maidcafe_06,Self,Self,Locale_SuddenStory:d_ex_maidcafe_06_91,False,,31,31,1.0,,,,,1,shy,,3,delight,
d_ex_maidcafe_06_92,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_92,True,,31,31,1.0,,,cocoa,,1,shy,,3,serious,
d_ex_maidcafe_06_93,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_93,False,,31,31,1.0,,,marciana,,1,shy,,3,serious,
d_ex_maidcafe_06_94,d_ex_maidcafe_06,Self,Self,Locale_SuddenStory:d_ex_maidcafe_06_94,False,,31,31,1.0,,,,,1,shy,,3,serious,
d_ex_maidcafe_06_95,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_95,True,,100,100,1.0,,,marciana,,1,panic,,3,serious,
d_ex_maidcafe_06_96,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_96,True,,31,31,1.0,,,cocoa,,1,panic,,3,delight,
d_ex_maidcafe_06_97,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_97,False,,31,31,1.0,,,marciana,,1,shy,,3,delight,
d_ex_maidcafe_06_98,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_98,True,,31,31,1.0,,,marciana,,1,shy,,3,delight,
d_ex_maidcafe_06_99,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_99,True,,31,31,1.0,,,cocoa,,1,shy,,3,delight,
d_ex_maidcafe_06_100,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_100,True,,31,31,1.0,,,marciana,,1,shy,,3,delight,
d_ex_maidcafe_06_101,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_101,True,,31,31,1.0,,,cocoa,,1,shy,,3,delight,
d_ex_maidcafe_06_102,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_102,True,,31,31,1.0,,,marciana,,1,shy,,3,delight,
d_ex_maidcafe_06_103,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_103,True,,31,31,1.0,,,cocoa,,1,shy,,3,serious,
d_ex_maidcafe_06_104,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_104,True,,31,31,1.0,,,marciana,,1,shy_02,,3,delight,
d_ex_maidcafe_06_105,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_105,True,,31,31,1.0,,,cocoa,,1,shy,,3,serious,
d_ex_maidcafe_06_106,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_106,True,,31,S_30,1.0,,,cocoa,,1,shy,,3,expression_0,
d_ex_maidcafe_06_107,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_107,False,,S_30,31,1.0,,,marciana,,1,shy,,3,delight,
d_ex_maidcafe_06_108,d_ex_maidcafe_06,Self,Self,Locale_SuddenStory:d_ex_maidcafe_06_108,False,,31,31,1.0,,,,,1,shy,,3,delight,
d_ex_maidcafe_06_109,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_109,True,,31,31,1.0,,,cocoa,,1,shy,,3,delight,
d_ex_maidcafe_06_110,d_ex_maidcafe_06,Monologue,Monologue,Locale_SuddenStory:d_ex_maidcafe_06_110,True,,black,black,1.0,,,,,1,shy,,3,delight,
d_ex_maidcafe_06_111,d_ex_maidcafe_06,Narration,Narration,Locale_SuddenStory:d_ex_maidcafe_06_111,True,,31,31,1.0,sfx_scn_ketchup,,,,1,shy,,3,expression_0,
d_ex_maidcafe_06_112,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_112,True,,31,31,1.0,,,cocoa,,1,shy,,3,expression_0,
d_ex_maidcafe_06_113,d_ex_maidcafe_06,Self,Self,Locale_SuddenStory:d_ex_maidcafe_06_113,False,,31,31,1.0,,,,,1,shy,,3,serious,
d_ex_maidcafe_06_114,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_114,True,,31,31,1.0,,,cocoa,,1,shy,,3,serious,
d_ex_maidcafe_06_115,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_115,True,,31,31,1.0,,,marciana,,1,shy,,3,serious,
d_ex_maidcafe_06_116,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_116,True,,31,31,1.0,,,cocoa,,1,shy,,3,serious,
d_ex_maidcafe_06_117,d_ex_maidcafe_06,Monologue,Monologue,Locale_SuddenStory:d_ex_maidcafe_06_117,True,,31,1,1.0,sfx_scn_run,,,,1,shy,,7,serious,
d_ex_maidcafe_06_118,d_ex_maidcafe_06,Choice,,Locale_SuddenStory:d_ex_maidcafe_06_118,False,,1,1,1.0,,,,,1,shy,,7,serious,d_ex_maidcafe_06_120
d_ex_maidcafe_06_119,d_ex_maidcafe_06,Choice,,Locale_SuddenStory:d_ex_maidcafe_06_119,False,,1,1,1.0,,,,,1,shy,,7,serious,d_ex_maidcafe_06_120
d_ex_maidcafe_06_120,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_120,False,,1,1,1.0,,,marciana,,1,shy,,7,serious,
d_ex_maidcafe_06_121,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_121,True,,1,10,1.0,,,marciana,,1,shy_02,,7,serious,
d_ex_maidcafe_06_122,d_ex_maidcafe_06,Self,Self,Locale_SuddenStory:d_ex_maidcafe_06_122,False,,10,10,1.0,,,,,1,shy_02,,7,serious,
d_ex_maidcafe_06_123,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_123,True,,10,100,1.0,,,marciana,,1,shy_02,,7,serious,
d_ex_maidcafe_06_124,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_124,True,,100,100,1.0,,,marciana,,1,shy,,7,serious,
d_ex_maidcafe_06_125,d_ex_maidcafe_06,Self,Self,Locale_SuddenStory:d_ex_maidcafe_06_125,False,,100,100,1.0,,,,,1,shy,,7,serious,
d_ex_maidcafe_06_126,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_126,True,,S_30,S_30,2.0,,,cocoa,,1,shy,,3,serious,
d_ex_maidcafe_06_127,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_127,True,,10,10,1.0,,,marciana,,1,panic,,3,serious,
d_ex_maidcafe_06_128,d_ex_maidcafe_06,Monologue,Monologue,Locale_SuddenStory:d_ex_maidcafe_06_128,True,,10,31,1.0,,,,,1,panic,,3,serious,
d_ex_maidcafe_06_129,d_ex_maidcafe_06,Monologue,Monologue,Locale_SuddenStory:d_ex_maidcafe_06_129,True,,31,31,1.0,,,,,1,panic,,3,serious,
d_ex_maidcafe_06_130,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_130,False,,31,31,1.0,,,marciana,,1,panic,,3,serious,
d_ex_maidcafe_06_131,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_131,True,,31,31,1.0,,,cocoa,,1,panic,,3,serious,
d_ex_maidcafe_06_132,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_132,True,,31,31,1.0,,,cocoa,,1,panic,,3,serious,
d_ex_maidcafe_06_133,d_ex_maidcafe_06,Self,Self,Locale_SuddenStory:d_ex_maidcafe_06_133,False,,31,31,1.0,,,,,1,panic,,3,serious,
d_ex_maidcafe_06_134,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_134,True,,31,31,1.0,,,cocoa,,1,shy,,3,delight,
d_ex_maidcafe_06_135,d_ex_maidcafe_06,Self,Self,Locale_SuddenStory:d_ex_maidcafe_06_135,False,,31,31,1.0,,,,,1,shy,,3,delight,
d_ex_maidcafe_06_136,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_136,True,,31,31,1.0,,,cocoa,,1,shy,,3,delight,
d_ex_maidcafe_06_137,d_ex_maidcafe_06,Self,Self,Locale_SuddenStory:d_ex_maidcafe_06_137,False,,31,31,1.0,,,,,1,shy,,3,delight,
d_ex_maidcafe_06_138,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_138,True,,31,31,1.0,,,cocoa,,1,shy,,3,delight,
d_ex_maidcafe_06_139,d_ex_maidcafe_06,Self,Self,Locale_SuddenStory:d_ex_maidcafe_06_139,False,,31,31,1.0,,,,,1,shy,,3,delight,
d_ex_maidcafe_06_140,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_140,False,,31,31,1.0,,,marciana,,1,shy,,3,delight,
d_ex_maidcafe_06_141,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_141,True,,31,S_30,1.0,,,cocoa,,1,shy,,3,serious,
d_ex_maidcafe_06_142,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_142,True,,S_30,S_30,1.0,,,cocoa,,1,shy,,3,serious,
d_ex_maidcafe_06_143,d_ex_maidcafe_06,Self,Self,Locale_SuddenStory:d_ex_maidcafe_06_143,False,,S_30,S_30,1.0,,,,,1,shy,,3,delight,
d_ex_maidcafe_06_144,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_144,True,,S_30,S_30,1.0,,,cocoa,,1,shy,,3,delight,
d_ex_maidcafe_06_145,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_145,True,,S_30,31,1.0,,,marciana,,1,shy,,3,delight,
d_ex_maidcafe_06_146,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_146,True,,100,100,1.0,,,marciana,,1,shy,,3,delight,
