id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker
d_main_35bf_01_22,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_22,True,,13,idle,,1,idle,,3,worry,,5,idle,,12,12,1.0,,ingrid,ingrid
d_main_35bf_01_23,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_23,True,,13,idle,,1,idle,,3,void,,5,idle,,30,30,1.0,,anis,anis
d_main_35bf_01_24,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_24,True,,13,idle,,1,idle,,3,void,,5,idle,,30,L_10,1.0,,ingrid,ingrid
d_main_35bf_01_25,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_25,True,,13,idle,,1,idle,,3,void,,5,idle,,L_10,L_10,1.0,,ingrid,ingrid
d_main_35bf_01_26,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_26,True,,13,idle,,1,idle,,3,void,,5,idle,,L_10,L_10,1.0,,ingrid,ingrid
d_main_35bf_01_27,d_main_35bf_01,Self,Locale_MainScenario:d_main_35bf_01_27,False,,13,idle,,1,idle,,3,void,,5,idle,,L_10,L_10,1.0,,ingrid,
d_main_35bf_01_28,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_28,True,,13,idle,,1,idle,,3,void,,5,idle,,L_10,L_10,1.0,,ingrid,ingrid
d_main_35bf_01_29,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_29,True,,13,idle,,1,idle,,3,void,,5,idle,,L_10,L_10,1.0,,ingrid,ingrid
d_main_35bf_01_30,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_30,True,,13,idle,,1,idle,,3,void,,5,idle,,L_10,L_10,1.0,,ingrid,ingrid
d_main_35bf_01_31,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_31,True,,13,idle,,1,idle,,3,void,,5,idle,,L_10,L_10,1.0,,ingrid,ingrid
d_main_35bf_01_32,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_32,True,,13,idle,,1,idle,,3,void,,5,idle,,L_10,L_10,1.0,,ingrid,ingrid
d_main_35bf_01_33,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_33,True,,13,idle,,1,idle,,3,void,,5,idle,,L_10,L_10,1.0,,ingrid,ingrid
d_main_35bf_01_34,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_34,True,,13,idle,,1,idle,,3,void,,5,idle,,L_10,130,1.0,,rapi_red,rapi_red
d_main_35bf_01_35,d_main_35bf_01,Self,Locale_MainScenario:d_main_35bf_01_35,False,,13,idle,,1,idle,,3,void,,5,idle,,130,130,1.0,,rapi_red,
d_main_35bf_01_36,d_main_35bf_01,Self,Locale_MainScenario:d_main_35bf_01_36,False,,13,idle,,1,idle,,3,void,,5,idle,,130,130,1.0,,rapi_red,
d_main_35bf_01_37,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_37,True,,13,idle,,1,idle,,3,void,,5,idle,,130,130,1.0,,rapi_red,rapi_red
d_main_35bf_01_38,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_38,True,,13,idle,,1,idle,,3,void,,5,idle,,130,130,1.0,,rapi_red,rapi_red
d_main_35bf_01_39,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_39,True,,13,idle,,1,idle,,3,void,,5,idle,,130,130,1.0,,rapi_red,rapi_red
d_main_35bf_01_40,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_40,True,,13,idle,,1,idle,,3,void,,5,idle,,130,12,1.0,,ingrid,ingrid
d_main_35bf_01_41,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_41,True,,13,idle,,1,idle,,3,void,,5,idle,,12,12,1.0,,rapi_red,rapi_red
d_main_35bf_01_42,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_42,True,,13,idle,,1,idle,,3,void,,5,idle,,12,12,1.0,,ingrid,ingrid
d_main_35bf_01_43,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_43,True,,13,idle,,1,idle,,3,void,,5,idle,,12,12,1.0,,rapi_red,rapi_red
d_main_35bf_01_44,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_44,True,,13,idle,,1,idle,,3,void,,5,idle,,12,12,1.0,,ingrid,ingrid
d_main_35bf_01_45,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_45,False,,13,think,,1,idle,,3,void,,5,idle,,12,13,1.0,,rapi_red,rapi_red
d_main_35bf_01_46,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_46,True,,13,idle,,1,idle,,3,void,,5,idle,,13,130,1.0,,rapi_red,rapi_red
d_main_35bf_01_47,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_47,True,,13,idle,,1,idle,,3,void,,5,idle,,130,130,1.0,,rapi_red,rapi_red
d_main_35bf_01_48,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_48,False,,13,idle,,1,idle,,3,idle,,5,idle,,4,4,1.0,,anis,anis
d_main_35bf_01_49,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_49,True,,13,idle,,1,idle,,3,idle,,5,idle,,4,4,1.0,,neon,neon
d_main_35bf_01_50,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_50,True,,13,idle,,1,good,,3,idle,,5,idle,,4,12,1.0,,ingrid,ingrid
d_main_35bf_01_51,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_51,True,,13,idle,,1,idle,,3,idle,,5,idle,,12,12,1.0,,ingrid,ingrid
d_main_35bf_01_52,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_52,True,,13,idle,,1,idle,,3,idle,,5,idle,,12,12,1.0,,ingrid,ingrid
d_main_35bf_01_53,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_53,True,,13,idle,,1,idle,,3,idle,,5,idle,,12,12,1.0,,ingrid,ingrid
d_main_35bf_01_54,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_54,True,,13,idle,,1,idle,,3,void,,5,idle,,12,12,1.0,,rapi_red,rapi_red
d_main_35bf_01_55,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_55,True,,13,idle,,1,idle,,3,void,,5,idle,,12,12,1.0,,ingrid,ingrid
d_main_35bf_01_56,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_56,True,,13,idle,,1,idle,,3,void,,5,idle,,12,12,1.0,,ingrid,ingrid
d_main_35bf_01_57,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_57,True,,13,idle,,1,idle,,3,void,,5,idle,,12,12,1.0,,ingrid,ingrid
d_main_35bf_01_58,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_58,True,,13,idle,,1,idle,,3,void,,5,idle,,12,12,1.0,,ingrid,ingrid
d_main_35bf_01_59,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_59,True,,13,idle,,1,idle,,3,void,,5,idle,,12,12,1.0,,ingrid,ingrid
d_main_35bf_01_60,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_60,True,,13,no,,1,idle,,3,void,,5,idle,,12,12,1.0,,rapi_red,rapi_red
d_main_35bf_01_61,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_61,True,,13,no,,1,idle,,3,void,,5,idle,,12,L_10,1.0,,ingrid,ingrid
d_main_35bf_01_62,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_62,True,,13,no,,1,idle,,3,void,,5,idle,,L_10,L_10,1.0,,ingrid,ingrid
d_main_35bf_01_63,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_63,True,,13,no,,1,idle,,3,void,,5,idle,,L_10,L_10,1.0,,ingrid,ingrid
d_main_35bf_01_64,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_64,True,,13,no,,1,idle,,3,void,,5,idle,,L_10,L_10,1.0,,ingrid,ingrid
d_main_35bf_01_65,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_65,True,,13,no,,1,idle,,3,void,,5,idle,,L_10,L_10,1.0,,ingrid,ingrid
d_main_35bf_01_66,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_66,False,,13,idle,,1,idle,,3,void,,5,idle,,L_10,130,1.0,,rapi_red,rapi_red
d_main_35bf_01_67,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_67,True,,13,delight,,1,idle,,3,void,,5,idle,,130,130,1.0,,rapi_red,rapi_red
d_main_35bf_01_68,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_68,True,,13,delight,,1,good,,3,void,,5,idle,,130,12,1.0,,ingrid,ingrid
d_main_35bf_01_69,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_69,True,,13,delight,,1,idle,,3,void,,5,idle,,12,12,1.0,,ingrid,ingrid
d_main_35bf_01_70,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_70,True,,13,delight,,1,idle,,3,void,,5,idle,,12,12,1.0,,ingrid,ingrid
d_main_35bf_01_71,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_71,True,,13,delight,,1,idle,,3,void,,5,idle,,12,12,1.0,,ingrid,ingrid
d_main_35bf_01_72,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_72,True,,13,delight,,1,idle,,3,void,,5,idle,,12,12,1.0,,rapi_red,rapi_red
d_main_35bf_01_73,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_73,True,,13,delight,,1,idle,,3,void,,5,idle,,12,12,1.0,,ingrid,ingrid
d_main_35bf_01_74,d_main_35bf_01,Self,Locale_MainScenario:d_main_35bf_01_74,False,,13,idle,,1,idle,,3,void,,5,idle,,12,1,1.0,,ingrid,
d_main_35bf_01_75,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_75,True,,13,idle,,1,idle,,3,void,,5,idle,,1,1,1.0,,ingrid,ingrid
d_main_35bf_01_76,d_main_35bf_01,Self,Locale_MainScenario:d_main_35bf_01_76,False,,13,idle,,1,idle,,3,void,,5,idle,,1,1,1.0,,ingrid,
d_main_35bf_01_77,d_main_35bf_01,Self,Locale_MainScenario:d_main_35bf_01_77,False,,13,idle,,1,idle,,3,void,,5,idle,,1,1,1.0,,ingrid,
d_main_35bf_01_78,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_78,False,,13,idle,,1,think,,3,void,,5,idle,,1,L_10,1.0,,ingrid,ingrid
d_main_35bf_01_79,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_79,True,,13,idle,,1,idle,,3,void,,5,idle,,L_10,L_10,1.0,,ingrid,ingrid
d_main_35bf_01_80,d_main_35bf_01,Self,Locale_MainScenario:d_main_35bf_01_80,False,,13,idle,,1,idle,,3,void,,5,idle,,L_10,L_10,1.0,,ingrid,
d_main_35bf_01_81,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_81,True,,13,idle,,1,idle,,3,void,,5,idle,,L_10,L_10,1.0,,ingrid,ingrid
d_main_35bf_01_82,d_main_35bf_01,Self,Locale_MainScenario:d_main_35bf_01_82,False,,13,idle,,1,idle,,3,void,,5,idle,,L_10,L_10,1.0,,ingrid,
d_main_35bf_01_83,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_83,True,,13,idle,,1,good,,3,void,,5,idle,,L_10,L_10,1.0,,ingrid,ingrid
d_main_35bf_01_84,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_84,True,,13,idle,,1,good,,3,void,,5,idle,,L_10,L_10,1.0,,ingrid,ingrid
d_main_35bf_01_85,d_main_35bf_01,Speech,Locale_MainScenario:d_main_35bf_01_85,True,,13,idle,,1,good,,3,void,,5,idle,,L_10,L_10,1.0,,ingrid,ingrid
