id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
d_main_12af_02_19,d_main_12af_02,Speech,mihara,mihara,Locale_MainScenario:d_main_12af_02_19,True,,1719,1517,1.0,,,,3,angry,,,5,idle,,,,,,,13,idle,rapi,,15,idle,,,17,surprise,,,19,think,
d_main_12af_02_20,d_main_12af_02,Speech,mihara,mihara,Locale_MainScenario:d_main_12af_02_20,True,,1517,1517,1.0,,,,3,angry,,,5,idle,,,,,,,,,,,15,idle,,,17,idle,,,19,think,
d_main_12af_02_21,d_main_12af_02,Speech,neon,neon,Locale_MainScenario:d_main_12af_02_21,True,,1517,1517,1.0,,,,3,angry,,,5,idle,,,,,,,,,,,15,idle,,,17,idle,,,19,think,
d_main_12af_02_22,d_main_12af_02,Speech,mihara,mihara,Locale_MainScenario:d_main_12af_02_22,True,,1517,1517,1.0,,,,3,angry,,,5,idle,,,,,,,,,,,15,idle,,,17,idle,,,19,think,
d_main_12af_02_23,d_main_12af_02,Speech,yuni,yuni,Locale_MainScenario:d_main_12af_02_23,False,,S_190,S_190,1.0,,,,3,angry,,,5,idle,,,,,,,,,,,15,idle,,,17,idle,,,19,think,
d_main_12af_02_24,d_main_12af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_12af_02_24,True,,S_30,S_30,1.0,,,,3,think,,,5,idle,,,,,,,,,,,15,idle,neon,,17,idle,mihara,,19,think,yuni
d_main_12af_02_25,d_main_12af_02,Self,,,Locale_MainScenario:d_main_12af_02_25,False,,S_30,S_30,1.0,,,,3,think,,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_26,d_main_12af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_12af_02_26,True,,S_30,S_30,1.0,,,,3,idle,,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_27,d_main_12af_02,Self,,,Locale_MainScenario:d_main_12af_02_27,False,,S_30,S_30,1.0,,,,3,idle,,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_28,d_main_12af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_12af_02_28,True,,S_30,S_30,1.0,,,,3,angry,,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_29,d_main_12af_02,Self,,,Locale_MainScenario:d_main_12af_02_29,False,,S_30,S_30,1.0,,,,3,angry,,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_30,d_main_12af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_12af_02_30,True,,S_30,S_30,1.0,,,,3,angry,,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_31,d_main_12af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_12af_02_31,True,,S_30,S_30,1.0,,,,3,angry,,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_32,d_main_12af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_02_32,True,,S_30,53,1.0,,,,3,angry,,,5,angry,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_33,d_main_12af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_12af_02_33,True,,53,53,1.0,,,,3,angry,,,5,angry,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_34,d_main_12af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_12af_02_34,True,,53,S_30,1.0,,,,3,angry,,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_35,d_main_12af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_12af_02_35,True,,S_30,S_300,0.5,,,,3,angry,,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_36,d_main_12af_02,Self,,,Locale_MainScenario:d_main_12af_02_36,False,,S_300,S_300,1.0,,,,3,angry,,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_37,d_main_12af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_12af_02_37,True,,S_300,S_300,1.0,,,,3,idle,,,5,idle,,anis,1,pain,,,,,,,,,,,,,,,,,
d_main_12af_02_38,d_main_12af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_12af_02_38,True,,S_300,S_300,1.0,,,,3,idle,,,5,idle,,,1,pain,,,,,,,,,,,,,,,,,
d_main_12af_02_39,d_main_12af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_12af_02_39,True,,S_300,S_300,1.0,,,,3,idle,,,5,idle,,,1,pain,,,,,,,,,,,,,,,,,
d_main_12af_02_40,d_main_12af_02,Speech,anis,anis,Locale_MainScenario:d_main_12af_02_40,True,,S_300,31,1.0,,,,3,idle,,,5,idle,,,1,pain,,,,,,,,,,,,,,,,,
d_main_12af_02_41,d_main_12af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_12af_02_41,True,,31,31,1.0,,,,3,angry,,,5,idle,,,1,pain,,,,,,,,,,,,,,,,,
d_main_12af_02_42,d_main_12af_02,Speech,anis,anis,Locale_MainScenario:d_main_12af_02_42,True,,31,31,1.0,,,,3,angry,,,5,idle,,,1,angry,,,,,,,,,,,,,,,,,
d_main_12af_02_43,d_main_12af_02,Speech,anis,anis,Locale_MainScenario:d_main_12af_02_43,True,,31,31,1.0,,,,3,angry,,,5,idle,,,1,angry,,,,,,,,,,,,,,,,,
d_main_12af_02_44,d_main_12af_02,Speech,anis,anis,Locale_MainScenario:d_main_12af_02_44,True,,31,31,1.0,,,,3,angry,,,5,idle,,,1,angry,,,,,,,,,,,,,,,,,
d_main_12af_02_45,d_main_12af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_12af_02_45,True,,31,31,1.0,,,,3,angry,,,5,idle,,,1,angry,,,,,,,,,,,,,,,,,
d_main_12af_02_46,d_main_12af_02,Speech,anis,anis,Locale_MainScenario:d_main_12af_02_46,True,,31,31,1.0,,,,3,angry,,,5,idle,,,1,angry,,,,,,,,,,,,,,,,,
d_main_12af_02_47,d_main_12af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_12af_02_47,True,,31,S_30,1.0,,,,3,idle,,,5,idle,,,1,angry,,,,,,,,,,,,,,,,,
d_main_12af_02_48,d_main_12af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_12af_02_48,True,,S_30,S_30,1.0,,,,3,idle,,,5,idle,,,1,angry,,,,,,,,,,,,,,,,,
d_main_12af_02_49,d_main_12af_02,Self,,,Locale_MainScenario:d_main_12af_02_49,False,,S_30,S_30,1.0,,,,3,idle,,,5,idle,,,1,angry,,,,,,,,,,,,,,,,,
d_main_12af_02_50,d_main_12af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_12af_02_50,True,,S_30,S_30,1.0,,,,3,surprise,,,5,idle,,,1,angry,,,,,,,,,,,,,,,,,
d_main_12af_02_51,d_main_12af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_02_51,True,,S_30,53,1.0,,,,3,surprise,,,5,idle,,,1,angry,,,,,,,,,,,,,,,,,
d_main_12af_02_52,d_main_12af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_02_52,True,,53,53,1.0,,,,3,surprise,,,5,idle,,,1,angry,anis,,,,,,,,,,,,,,,,
d_main_12af_02_53,d_main_12af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_02_53,True,,53,L_50,1.0,,,,3,think,,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_54,d_main_12af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_02_54,True,,L_50,L_50,1.0,,,,3,think,,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_55,d_main_12af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_02_55,True,,L_50,L_50,1.0,,,,3,think,,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_56,d_main_12af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_02_56,True,,L_50,L_50,1.0,,,,3,think,,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_57,d_main_12af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_12af_02_57,False,,L_50,53,1.0,,,,3,think,,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_58,d_main_12af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_02_58,True,,53,53,1.0,,,,3,think,,,5,angry,,,,,,rapi,13,idle,,,,,,,,,,,,,
d_main_12af_02_59,d_main_12af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_12af_02_59,True,,53,53,1.0,,,,3,idle,,,5,angry,,,,,,,13,idle,,,,,,,,,,,,,
d_main_12af_02_60,d_main_12af_02,Speech,rapi,rapi,Locale_MainScenario:d_main_12af_02_60,False,,130,130,1.0,,,,3,idle,,,5,angry,,,,,,,13,idle,,,,,,,,,,yuni,19,surprise,
d_main_12af_02_61,d_main_12af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_12af_02_61,True,,S_30,S_30,1.0,,,,3,idle,,,5,angry,,,,,,,13,idle,,,,,,,,,,,19,surprise,
d_main_12af_02_62,d_main_12af_02,Speech,rapi,rapi,Locale_MainScenario:d_main_12af_02_62,False,,130,130,1.0,,,,3,idle,,,5,angry,,,,,,,13,idle,,,,,,,,,,,19,surprise,
d_main_12af_02_63,d_main_12af_02,Speech,yuni,yuni,Locale_MainScenario:d_main_12af_02_63,False,,S_190,S_190,1.0,,,,3,idle,,,5,angry,,,,,,,13,idle,,,,,,,,,,,19,surprise,
d_main_12af_02_64,d_main_12af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_02_64,True,,L_50,L_50,1.0,,,,3,idle,,,5,angry,,,,,,,13,idle,,,,,,,,,,,19,surprise,
d_main_12af_02_65,d_main_12af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_12af_02_65,True,,S_30,S_30,1.0,,,,3,idle,,,5,angry,,,,,,,13,idle,,,,,,,,,,,19,surprise,yuni
d_main_12af_02_66,d_main_12af_02,Self,,,Locale_MainScenario:d_main_12af_02_66,False,,S_30,S_30,1.0,,,,3,idle,,,5,angry,,,,,,,13,idle,,,,,,,,,,,,,
d_main_12af_02_67,d_main_12af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_12af_02_67,True,,S_30,S_30,1.0,,,,3,angry,,,5,angry,,,,,,,13,idle,rapi,,,,,,,,,,,,
d_main_12af_02_68,d_main_12af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_12af_02_68,True,,S_30,S_300,0.5,,,,3,angry,,,5,angry,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_69,d_main_12af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_12af_02_69,True,,S_300,S_300,1.0,,,,3,angry,,,5,angry,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_70,d_main_12af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_12af_02_70,True,,S_300,S_300,1.0,,,,3,angry,,,5,angry,,,,,,,,,,,,,,mihara,13,idle,,,,,
d_main_12af_02_71,d_main_12af_02,Self,,,Locale_MainScenario:d_main_12af_02_71,False,,S_300,S_300,1.0,,,,3,angry,,,5,angry,,,,,,,,,,,,,,,13,idle,,,,,
d_main_12af_02_72,d_main_12af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_12af_02_72,True,,S_300,31,1.0,,,,3,angry,,,5,angry,,,,,,,,,,,,,,,1,idle,,,,,
d_main_12af_02_73,d_main_12af_02,Speech,mihara,mihara,Locale_MainScenario:d_main_12af_02_73,True,,31,31,1.0,,,,3,angry,,,5,angry,,,,,,,,,,,,,,,1,idle,,,,,
d_main_12af_02_74,d_main_12af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_12af_02_74,True,,31,31,1.0,,,,3,angry,,,5,angry,,,,,,,,,,,,,,,1,idle,,,,,
d_main_12af_02_75,d_main_12af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_12af_02_75,True,,31,31,1.0,,,,3,angry,,,5,angry,,,,,,,,,,,,,,,1,idle,,,,,
d_main_12af_02_76,d_main_12af_02,Speech,mihara,mihara,Locale_MainScenario:d_main_12af_02_76,True,,31,31,1.0,,,,3,angry,,,5,angry,,,,,,,,,,,,,,,1,idle,,,,,
d_main_12af_02_77,d_main_12af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_02_77,True,,31,53,1.0,,,,3,angry,,,5,angry,,,,,,,,,,,,,,,1,idle,,,,,
d_main_12af_02_78,d_main_12af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_02_78,True,,53,53,1.0,,,,3,angry,,,5,angry,,,,,,,,,,,,,,,1,idle,,,,,
d_main_12af_02_79,d_main_12af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_12af_02_79,True,,53,53,1.0,,,,3,angry,,,5,angry,,,,,,,,,,,,,,,1,idle,,,,,
d_main_12af_02_80,d_main_12af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_02_80,True,,53,53,1.0,,,,3,angry,,,5,angry,,,,,,,,,,,,,,,1,idle,mihara,,,,
d_main_12af_02_81,d_main_12af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_12af_02_81,False,,53,53,1.0,,,,3,think,,,5,angry,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_82,d_main_12af_02,Self,,,Locale_MainScenario:d_main_12af_02_82,False,,53,53,1.0,,,,3,think,,,5,angry,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_83,d_main_12af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_12af_02_83,True,,53,S_30,1.0,,,,3,surprise,,,5,angry,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_84,d_main_12af_02,Self,,,Locale_MainScenario:d_main_12af_02_84,False,,S_30,S_30,1.0,,,,3,surprise,,,5,angry,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_85,d_main_12af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_12af_02_85,False,,S_30,S_30,1.0,,,,3,think,,,5,angry,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_86,d_main_12af_02,Self,,,Locale_MainScenario:d_main_12af_02_86,False,,S_30,S_30,1.0,,,,3,think,,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_87,d_main_12af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_12af_02_87,True,,S_30,S_30,1.0,,,,3,think,,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_88,d_main_12af_02,Self,,,Locale_MainScenario:d_main_12af_02_88,False,,S_30,S_30,1.0,,,,3,think,,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_89,d_main_12af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_12af_02_89,False,,S_30,S_30,1.0,,,,3,think,,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_90,d_main_12af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_12af_02_90,True,,S_30,S_300,1.0,,,,3,angry,,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_91,d_main_12af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_12af_02_91,True,,S_300,S_300,1.0,,,,3,angry,,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_92,d_main_12af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_12af_02_92,True,,S_300,S_300,1.0,,,,3,angry,,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_93,d_main_12af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_12af_02_93,True,,S_300,S_300,1.0,,,,3,angry,,,5,idle,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_94,d_main_12af_02,Narration,,,Locale_MainScenario:d_main_12af_02_94,False,,S_300,53,1.0,none,,,13,angry,syuen,,5,idle,,anis,1,angry,,,,,,,,,,,,,,,,,
d_main_12af_02_95,d_main_12af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_02_95,True,,53,53,1.0,,,,,,,,5,idle,,,3,angry,,,,,,,,,,,,,,,,,
d_main_12af_02_96,d_main_12af_02,Speech,anis,anis,Locale_MainScenario:d_main_12af_02_96,True,,53,53,1.0,,,,,,,,5,idle,,,3,angry,,rapi,13,idle,,yuni,15,think,,mihara,17,idle,,,,,
d_main_12af_02_97,d_main_12af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_02_97,False,,53,53,1.0,,,,,,,,5,idle,,,3,angry,,,13,idle,,,15,think,,,17,idle,,,,,
d_main_12af_02_98,d_main_12af_02,Narration,,,Locale_MainScenario:d_main_12af_02_98,False,,black,black,1.0,,,yuni_rapi,1,idle,,,5,idle,ingrid,,3,angry,anis,,13,idle,rapi,,15,think,yuni,,17,idle,mihara,,,,
d_main_12af_02_99,d_main_12af_02,Speech,yuni,yuni,Locale_MainScenario:d_main_12af_02_99,True,,yuni_rapi_01,yuni_rapi_02,1.5,bgm_enemyclose,,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_100,d_main_12af_02,Speech,rapi,rapi,Locale_MainScenario:d_main_12af_02_100,False,,yuni_rapi_02,yuni_rapi_02,1.0,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_101,d_main_12af_02,Narration,,,Locale_MainScenario:d_main_12af_02_101,False,,yuni_rapi_02,yuni_rapi_02,1.0,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_102,d_main_12af_02,Speech,rapi,rapi,Locale_MainScenario:d_main_12af_02_102,True,,yuni_rapi_02,yuni_rapi_02,1.0,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_103,d_main_12af_02,Speech,yuni,yuni,Locale_MainScenario:d_main_12af_02_103,True,,yuni_rapi_02,yuni_rapi_02,1.0,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_104,d_main_12af_02,Speech,yuni,yuni,Locale_MainScenario:d_main_12af_02_104,True,,yuni_rapi_02,yuni_rapi_02,1.0,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_105,d_main_12af_02,Narration,,,Locale_MainScenario:d_main_12af_02_105,False,,yuni_rapi_02,yuni_rapi_03,2.0,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_106,d_main_12af_02,Speech,yuni,yuni,Locale_MainScenario:d_main_12af_02_106,True,,yuni_rapi_03,yuni_rapi_03,1.0,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_107,d_main_12af_02,Speech,yuni,yuni,Locale_MainScenario:d_main_12af_02_107,True,,yuni_rapi_03,yuni_rapi_03,1.0,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_108,d_main_12af_02,Speech,rapi,rapi,Locale_MainScenario:d_main_12af_02_108,False,,yuni_rapi_03,yuni_rapi_03,1.0,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_109,d_main_12af_02,Narration,,,Locale_MainScenario:d_main_12af_02_109,False,,yuni_rapi_03,yuni_rapi_04,1.0,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_110,d_main_12af_02,Speech,yuni,yuni,Locale_MainScenario:d_main_12af_02_110,True,,yuni_rapi_04,yuni_rapi_04,1.0,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_111,d_main_12af_02,Speech,yuni,yuni,Locale_MainScenario:d_main_12af_02_111,True,,yuni_rapi_04,yuni_rapi_04,1.0,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_112,d_main_12af_02,Speech,yuni,yuni,Locale_MainScenario:d_main_12af_02_112,True,,yuni_rapi_04,yuni_rapi_05,1.5,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_113,d_main_12af_02,Speech,yuni,yuni,Locale_MainScenario:d_main_12af_02_113,True,,yuni_rapi_05,yuni_rapi_05,1.0,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_114,d_main_12af_02,Speech,yuni,yuni,Locale_MainScenario:d_main_12af_02_114,True,,yuni_rapi_05,yuni_rapi_05,1.0,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_115,d_main_12af_02,Speech,yuni,yuni,Locale_MainScenario:d_main_12af_02_115,True,,yuni_rapi_05,yuni_rapi_05,1.0,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_116,d_main_12af_02,Narration,,,Locale_MainScenario:d_main_12af_02_116,False,,yuni_rapi_05,yuni_rapi_05,1.0,,Low_2,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_117,d_main_12af_02,Speech,rapi,rapi,Locale_MainScenario:d_main_12af_02_117,True,,yuni_rapi_05,yuni_rapi_05,1.0,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_118,d_main_12af_02,Speech,yuni,yuni,Locale_MainScenario:d_main_12af_02_118,False,,yuni_rapi_05,yuni_rapi_05,1.0,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12af_02_119,d_main_12af_02,Narration,,,Locale_MainScenario:d_main_12af_02_119,False,,black,black,1.0,none,,,1,idle,yuni_rapi,,,,,anis,3,angry,,rapi,13,worry,,,,,,mihara,17,idle,,,,,
d_main_12af_02_120,d_main_12af_02,Speech,mihara,mihara,Locale_MainScenario:d_main_12af_02_120,True,,1700,1700,1.0,,,,,,,,,,,,3,angry,,,13,worry,,,,,,,17,think,,,,,
d_main_12af_02_121,d_main_12af_02,Narration,,,Locale_MainScenario:d_main_12af_02_121,False,,1700,1700,1.0,,,,,,,,,,,,3,angry,,,13,worry,,,,,,,17,think,mihara,,,,
d_main_12af_02_122,d_main_12af_02,Speech,anis,anis,Locale_MainScenario:d_main_12af_02_122,False,,30,30,1.0,,,,,,,,,,,,3,worry,,,13,worry,,neon,15,worry,,,,,,,,,
