id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_ex_observationpost_01_22,d_ex_observationpost_01,Speech,julia,julia,Locale_SuddenStory:d_ex_observationpost_01_22,True,,S_130,S_130,1.0,,,,1,delight,,3,idle,,,13,idle,
d_ex_observationpost_01_23,d_ex_observationpost_01,Speech,delta,delta,Locale_SuddenStory:d_ex_observationpost_01_23,True,,S_30,S_30,1.0,,,,1,delight,,3,idle,,,13,idle,
d_ex_observationpost_01_24,d_ex_observationpost_01,Speech,julia,julia,Locale_SuddenStory:d_ex_observationpost_01_24,True,,S_130,S_130,1.0,,,,1,delight,,3,idle,,,13,think,
d_ex_observationpost_01_25,d_ex_observationpost_01,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_01_25,True,,XS_10,XS_10,1.0,,,,1,idle,,3,idle,,,13,think,
d_ex_observationpost_01_26,d_ex_observationpost_01,Speech,delta,delta,Locale_SuddenStory:d_ex_observationpost_01_26,True,,XS_10,2,1.0,,,,1,idle,,3,idle,,,13,think,
d_ex_observationpost_01_27,d_ex_observationpost_01,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_01_27,True,,2,2,1.0,,,,1,idle,,3,idle,,,13,idle,
d_ex_observationpost_01_28,d_ex_observationpost_01,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_01_28,True,,2,2,1.0,,,,1,idle,,3,idle,,,13,idle,
d_ex_observationpost_01_29,d_ex_observationpost_01,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_01_29,True,,2,2,1.0,,,,1,idle,,3,idle,,,13,idle,
d_ex_observationpost_01_30,d_ex_observationpost_01,Speech,delta,delta,Locale_SuddenStory:d_ex_observationpost_01_30,True,,2,2,1.0,,,,1,idle,,3,idle,,,13,idle,
d_ex_observationpost_01_31,d_ex_observationpost_01,Speech,delta,delta,Locale_SuddenStory:d_ex_observationpost_01_31,True,,2,S_30,1.0,,,,1,idle,,3,idle,,,13,idle,
d_ex_observationpost_01_32,d_ex_observationpost_01,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_01_32,True,,S_130,S_1300,1.0,,,,1,idle,,3,idle,,,13,idle,
d_ex_observationpost_01_33,d_ex_observationpost_01,Speech,delta,delta,Locale_SuddenStory:d_ex_observationpost_01_33,False,,S_30,S_30,1.0,,,,1,idle,,3,surprise,,,13,idle,
d_ex_observationpost_01_34,d_ex_observationpost_01,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_01_34,True,,XS_10,XS_10,1.0,,,,1,idle,,3,idle,,,13,idle,
d_ex_observationpost_01_35,d_ex_observationpost_01,Speech,julia,julia,Locale_SuddenStory:d_ex_observationpost_01_35,True,,S_1300,S_1300,1.0,,,,1,idle,,3,idle,,,13,idle,
d_ex_observationpost_01_36,d_ex_observationpost_01,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_01_36,True,,2,2,1.0,,,,1,idle,,3,idle,,,13,idle,
d_ex_observationpost_01_37,d_ex_observationpost_01,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_01_37,True,,2,2,1.0,,,,1,idle,,3,idle,,,13,idle,
d_ex_observationpost_01_38,d_ex_observationpost_01,Self,,,Locale_SuddenStory:d_ex_observationpost_01_38,True,,2,13,1.0,,,,1,idle,,3,idle,,,13,idle,
d_ex_observationpost_01_39,d_ex_observationpost_01,Speech,julia,julia,Locale_SuddenStory:d_ex_observationpost_01_39,True,,13,13,1.0,,,,1,idle,,3,idle,,,13,idle,
d_ex_observationpost_01_40,d_ex_observationpost_01,Speech,julia,julia,Locale_SuddenStory:d_ex_observationpost_01_40,True,,13,13,1.0,,,,1,idle,,3,idle,,,13,idle,
d_ex_observationpost_01_41,d_ex_observationpost_01,Speech,delta,delta,Locale_SuddenStory:d_ex_observationpost_01_41,True,,3,S_30,1.0,,,,1,idle,,3,idle,,,13,idle,
d_ex_observationpost_01_42,d_ex_observationpost_01,Speech,delta,delta,Locale_SuddenStory:d_ex_observationpost_01_42,True,,S_30,S_30,1.0,,,,1,idle,,3,idle,,,13,idle,
d_ex_observationpost_01_43,d_ex_observationpost_01,Speech,julia,julia,Locale_SuddenStory:d_ex_observationpost_01_43,True,,S_130,S_130,1.0,,,,1,idle,,3,idle,,,13,idle,
d_ex_observationpost_01_44,d_ex_observationpost_01,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_01_44,True,,2,2,1.0,,,,1,idle,,3,idle,,,13,idle,
d_ex_observationpost_01_45,d_ex_observationpost_01,Speech,delta,delta,Locale_SuddenStory:d_ex_observationpost_01_45,True,,2,2,1.0,,,,1,idle,,3,idle,,,13,idle,
d_ex_observationpost_01_46,d_ex_observationpost_01,Speech,delta,delta,Locale_SuddenStory:d_ex_observationpost_01_46,True,,2,2,1.0,,,,1,idle,,3,idle,,,13,idle,
d_ex_observationpost_01_47,d_ex_observationpost_01,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_01_47,True,,2,2,1.0,,,,1,idle,,3,idle,,,13,idle,
d_ex_observationpost_01_48,d_ex_observationpost_01,Speech,delta,delta,Locale_SuddenStory:d_ex_observationpost_01_48,True,,2,2,1.0,,,,1,idle,,3,idle,,,13,idle,
d_ex_observationpost_01_49,d_ex_observationpost_01,Speech,delta,delta,Locale_SuddenStory:d_ex_observationpost_01_49,True,,2,2,1.0,,,,1,idle,,3,idle,,,13,idle,
d_ex_observationpost_01_50,d_ex_observationpost_01,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_01_50,True,,2,2,1.0,,,,1,idle,,3,idle,,,13,idle,
d_ex_observationpost_01_51,d_ex_observationpost_01,Speech,delta,delta,Locale_SuddenStory:d_ex_observationpost_01_51,True,,2,2,1.0,,,,1,idle,,3,idle,,,13,idle,
d_ex_observationpost_01_52,d_ex_observationpost_01,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_01_52,True,,2,XS_10,1.0,,,,1,idle,,3,idle,,,13,idle,
d_ex_observationpost_01_53,d_ex_observationpost_01,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_01_53,True,,XS_10,XS_10,1.0,,,,1,idle,,3,idle,,,13,idle,
d_ex_observationpost_01_54,d_ex_observationpost_01,Speech,delta,delta,Locale_SuddenStory:d_ex_observationpost_01_54,True,,S_30,3,1.0,,,,1,idle,,3,idle,,,13,idle,
d_ex_observationpost_01_55,d_ex_observationpost_01,Speech,delta,delta,Locale_SuddenStory:d_ex_observationpost_01_55,True,,3,2,1.0,,,,1,idle,,3,idle,,,13,idle,
d_ex_observationpost_01_56,d_ex_observationpost_01,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_01_56,True,,2,2,1.0,,,,1,idle,,3,idle,,,13,idle,
d_ex_observationpost_01_57,d_ex_observationpost_01,Monologue,,,Locale_SuddenStory:d_ex_observationpost_01_57,True,,2,2,1.0,,,,1,idle,,3,idle,delta,,13,idle,
d_ex_observationpost_01_58,d_ex_observationpost_01,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_01_58,True,,2,12,1.0,,,,1,idle,,,,,,13,idle,
d_ex_observationpost_01_59,d_ex_observationpost_01,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_01_59,True,,12,12,1.0,,,,1,idle,,,,,,13,idle,
d_ex_observationpost_01_60,d_ex_observationpost_01,Speech,julia,julia,Locale_SuddenStory:d_ex_observationpost_01_60,True,,12,12,1.0,,,,1,idle,,,,,,13,idle,
d_ex_observationpost_01_61,d_ex_observationpost_01,Monologue,,,Locale_SuddenStory:d_ex_observationpost_01_61,True,,12,XS_10,1.0,,,,1,idle,,,,,,13,idle,
d_ex_observationpost_01_62,d_ex_observationpost_01,Narration,,,Locale_SuddenStory:d_ex_observationpost_01_62,True,,black,black,1.0,,,,1,angry,,,,,,13,idle,
d_ex_observationpost_01_63,d_ex_observationpost_01,Speech,julia,julia,Locale_SuddenStory:d_ex_observationpost_01_63,True,,12,12,1.0,,,,1,angry,,,,,,13,idle,
d_ex_observationpost_01_64,d_ex_observationpost_01,Speech,julia,julia,Locale_SuddenStory:d_ex_observationpost_01_64,True,,12,12,1.0,,,,1,angry,,,,,,13,idle,
d_ex_observationpost_01_65,d_ex_observationpost_01,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_01_65,True,,12,12,1.0,,,,1,angry,,,,,,13,idle,
d_ex_observationpost_01_66,d_ex_observationpost_01,Narration,,,Locale_SuddenStory:d_ex_observationpost_01_66,True,,black,black,1.0,,,,1,angry,delta,15,idle,delta,,13,idle,
d_ex_observationpost_01_67,d_ex_observationpost_01,Speech,julia,julia,Locale_SuddenStory:d_ex_observationpost_01_67,True,,S_130,S_130,1.0,,,,1,angry,,,,,,13,idle,
d_ex_observationpost_01_68,d_ex_observationpost_01,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_01_68,True,,XS_10,XS_10,1.0,,,,1,angry,,,,,,13,idle,
d_ex_observationpost_01_69,d_ex_observationpost_01,Narration,,,Locale_SuddenStory:d_ex_observationpost_01_69,True,,black,black,1.0,,,,1,angry,,,,,,13,idle,
d_ex_observationpost_01_70,d_ex_observationpost_01,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_01_70,False,,12,12,1.0,,,,1,shy,,,,,,13,idle,
d_ex_observationpost_01_71,d_ex_observationpost_01,Speech,julia,julia,Locale_SuddenStory:d_ex_observationpost_01_71,True,,12,12,1.0,,,,1,shy,,,,,,13,idle,
d_ex_observationpost_01_72,d_ex_observationpost_01,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_01_72,True,,12,12,1.0,,,,1,shy,,,,,,13,idle,
d_ex_observationpost_01_73,d_ex_observationpost_01,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_01_73,True,,12,12,1.0,,,,1,shy,,,,,,13,idle,
d_ex_observationpost_01_74,d_ex_observationpost_01,Speech,julia,julia,Locale_SuddenStory:d_ex_observationpost_01_74,True,,12,S_130,1.0,,,,1,shy,,,,,,13,delight,
d_ex_observationpost_01_75,d_ex_observationpost_01,Speech,julia,julia,Locale_SuddenStory:d_ex_observationpost_01_75,True,,S_130,S_130,1.0,,,,1,shy,,,,,,13,delight,
d_ex_observationpost_01_76,d_ex_observationpost_01,Speech,julia,julia,Locale_SuddenStory:d_ex_observationpost_01_76,True,,S_130,S_130,1.0,,,,1,shy,,,,,,13,delight,
d_ex_observationpost_01_77,d_ex_observationpost_01,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_01_77,False,,XS_10,XS_10,1.0,,,,1,shy,,,,,,13,idle,
d_ex_observationpost_01_78,d_ex_observationpost_01,Speech,julia,julia,Locale_SuddenStory:d_ex_observationpost_01_78,True,,S_130,13,1.0,,,,1,shy,,,,,,13,idle,
d_ex_observationpost_01_79,d_ex_observationpost_01,Speech,delta,delta,Locale_SuddenStory:d_ex_observationpost_01_79,True,,13,14,0.8,,,,1,shy,delta,15,idle,,,13,idle,
d_ex_observationpost_01_80,d_ex_observationpost_01,Speech,julia,julia,Locale_SuddenStory:d_ex_observationpost_01_80,False,,14,14,1.0,,,,1,idle,,15,idle,,,13,idle,
d_ex_observationpost_01_81,d_ex_observationpost_01,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_01_81,True,,XS_10,XS_100,0.8,,,,1,idle,,15,idle,,,13,idle,
d_ex_observationpost_01_82,d_ex_observationpost_01,Speech,julia,julia,Locale_SuddenStory:d_ex_observationpost_01_82,True,,13,S_130,1.0,,,,1,idle,,15,idle,,,13,surprise,
d_ex_observationpost_01_83,d_ex_observationpost_01,Speech,julia,julia,Locale_SuddenStory:d_ex_observationpost_01_83,True,,S_130,S_130,1.0,,,,1,idle,,15,idle,,,13,surprise,
d_ex_observationpost_01_84,d_ex_observationpost_01,Speech,delta,delta,Locale_SuddenStory:d_ex_observationpost_01_84,True,,S_130,14,1.0,,,,1,idle,,15,idle,,,13,surprise,
d_ex_observationpost_01_85,d_ex_observationpost_01,Speech,julia,julia,Locale_SuddenStory:d_ex_observationpost_01_85,True,,14,14,1.0,,,,1,idle,,15,idle,,,13,think,
d_ex_observationpost_01_86,d_ex_observationpost_01,Speech,julia,julia,Locale_SuddenStory:d_ex_observationpost_01_86,True,,14,14,1.0,,,,1,idle,,15,idle,,,13,think,
d_ex_observationpost_01_87,d_ex_observationpost_01,Speech,julia,julia,Locale_SuddenStory:d_ex_observationpost_01_87,True,,14,14,1.0,,,,1,idle,,15,idle,,,13,think,
d_ex_observationpost_01_88,d_ex_observationpost_01,Speech,julia,julia,Locale_SuddenStory:d_ex_observationpost_01_88,True,,14,14,1.0,,,,1,idle,,15,idle,,,13,think,
d_ex_observationpost_01_89,d_ex_observationpost_01,Speech,julia,julia,Locale_SuddenStory:d_ex_observationpost_01_89,True,,14,14,1.0,,,,1,idle,,15,idle,,,13,delight,
d_ex_observationpost_01_90,d_ex_observationpost_01,Speech,delta,delta,Locale_SuddenStory:d_ex_observationpost_01_90,True,,14,14,1.0,,,,1,idle,,15,idle,,,13,delight,
d_ex_observationpost_01_91,d_ex_observationpost_01,Speech,delta,delta,Locale_SuddenStory:d_ex_observationpost_01_91,True,,14,14,1.0,,,,1,idle,,15,idle,,,13,delight,
d_ex_observationpost_01_92,d_ex_observationpost_01,Speech,julia,julia,Locale_SuddenStory:d_ex_observationpost_01_92,True,,14,S_130,1.0,,,,1,idle,,15,idle,,,13,delight,
d_ex_observationpost_01_93,d_ex_observationpost_01,Speech,julia,julia,Locale_SuddenStory:d_ex_observationpost_01_93,True,,S_130,S_130,1.0,,,,1,idle,,15,idle,,,13,delight,
d_ex_observationpost_01_94,d_ex_observationpost_01,Speech,julia,julia,Locale_SuddenStory:d_ex_observationpost_01_94,True,,S_130,S_130,1.0,,,,1,idle,,15,idle,,,13,delight,
d_ex_observationpost_01_95,d_ex_observationpost_01,Speech,julia,julia,Locale_SuddenStory:d_ex_observationpost_01_95,True,,S_130,13,1.0,,,,1,idle,,15,idle,,,13,delight,
d_ex_observationpost_01_96,d_ex_observationpost_01,Monologue,,,Locale_SuddenStory:d_ex_observationpost_01_96,True,,13,13,1.0,,,,1,idle,,15,idle,,,13,delight,julia
d_ex_observationpost_01_97,d_ex_observationpost_01,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_01_97,True,,13,14,1.0,,,,13,delight,,15,idle,,,,,
d_ex_observationpost_01_98,d_ex_observationpost_01,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_01_98,True,,14,14,1.0,,,,13,delight,,15,idle,,,,,
d_ex_observationpost_01_99,d_ex_observationpost_01,Speech,delta,delta,Locale_SuddenStory:d_ex_observationpost_01_99,True,,14,14,1.0,,,,13,delight,,15,idle,,,,,
d_ex_observationpost_01_100,d_ex_observationpost_01,Speech,delta,delta,Locale_SuddenStory:d_ex_observationpost_01_100,True,,14,14,1.0,,,,13,delight,,15,idle,,,,,
d_ex_observationpost_01_101,d_ex_observationpost_01,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_01_101,True,,14,14,1.0,,,,13,shy,,15,idle,,,,,
d_ex_observationpost_01_102,d_ex_observationpost_01,Speech,delta,delta,Locale_SuddenStory:d_ex_observationpost_01_102,False,,14,S_150,1.0,,,,13,shy,,15,idle,,,,,
d_ex_observationpost_01_103,d_ex_observationpost_01,Speech,delta,delta,Locale_SuddenStory:d_ex_observationpost_01_103,True,,S_150,S_150,1.0,,,,13,shy,,15,delight,,,,,
d_ex_observationpost_01_104,d_ex_observationpost_01,Speech,delta,delta,Locale_SuddenStory:d_ex_observationpost_01_104,True,,S_150,S_150,1.0,,,,13,idle,,15,delight,,,,,
d_ex_observationpost_01_105,d_ex_observationpost_01,Speech,signal,signal,Locale_SuddenStory:d_ex_observationpost_01_105,True,,XS_130,XS_130,1.0,,,,13,delight,,15,delight,delta,,,,
